independent_unit_id	cohort_role	method	epsilon	tau	branch	witness	score	n_estimable	spearman	aurc	oracle_aurc	random_aurc	normalized_excess_aurc	retained_loss_at_80pct_coverage	retained_loss_at_90pct_coverage
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	main21	heldout_expression_loss	local_reference	593.0	0.7135362323904757	0.18398243745483778	0.17555124645592773	0.20766618662398884	0.2623129250356707	0.18734660490839053	0.19558492017554474
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	main21	heldout_expression_loss	source_boundary_proximity	593.0	-0.017053757129335278	0.20740446771033827	0.17555124645592773	0.20766618662398884	0.9914843387889658	0.2072917315750697	0.20671277174153702
HER2ST::G	manual_truth_controlled	balanced_ot	0.25		main21	heldout_expression_loss	endpoint_response	362.0	0.48330694536773433	0.20026751261212103	0.18259319786505185	0.21840860692720762	0.49443131725438894	0.20242672940806578	0.20799434332961986
HER2ST::G	manual_truth_controlled	balanced_ot	0.25		main21	heldout_expression_loss	finite_response_h001	362.0	0.5071627486690539	0.1992080568608664	0.18259319786505185	0.21840860692720762	0.46418135083873957	0.200970879471361	0.207885326070546
HER2ST::G	manual_truth_controlled	balanced_ot	0.25		main21	heldout_expression_loss	local_reference	362.0	0.5074713291652907	0.19920128642190638	0.18259319786505185	0.21840860692720762	0.4639819899901111	0.200970879471361	0.20718716004391452
HER2ST::G	manual_truth_controlled	balanced_ot	0.25		main21	heldout_expression_loss	source_boundary_proximity	362.0	-0.10521153401279443	0.220966490094119	0.18259319786505185	0.21840860692720762	1.0706079993415307	0.2194111334701524	0.21879984665939972
HER2ST::G	manual_truth_controlled	row_softmax	0.25		main21	heldout_expression_loss	endpoint_response	362.0	-0.7027627120053945	0.2413179910267069	0.18174311790419273	0.21798436072077498	1.6435589114393636	0.23497903362850203	0.22706662044196396
HER2ST::G	manual_truth_controlled	row_softmax	0.25		main21	heldout_expression_loss	finite_response_h001	362.0	-0.6537122245481767	0.24030993136010748	0.18174311790419273	0.21798436072077498	1.6158701589053273	0.23481455730292078	0.2267784333774479
HER2ST::G	manual_truth_controlled	row_softmax	0.25		main21	heldout_expression_loss	local_reference	362.0	-0.6529015946700791	0.24028499281393628	0.18174311790419273	0.21798436072077498	1.615187056172792	0.23481455730292078	0.2267784333774479
HER2ST::G	manual_truth_controlled	row_softmax	0.25		main21	heldout_expression_loss	source_boundary_proximity	362.0	-0.09282373329264598	0.21998370248104518	0.18174311790419273	0.21798436072077498	1.054754013821786	0.21852534037236657	0.2181469107138609
HER2ST::G	manual_truth_controlled	uot	0.25	2.0	main21	heldout_expression_loss	endpoint_response	362.0	0.8014782142191224	0.18881186814369488	0.18229381991099672	0.2180948784743983	0.1810591586164925	0.19342292702997566	0.2028670706466477
HER2ST::G	manual_truth_controlled	uot	0.25	2.0	main21	heldout_expression_loss	finite_response_h001	362.0	0.8052097436029115	0.18890865995387074	0.18229381991099672	0.2180948784743983	0.18359240843793956	0.1937014066144925	0.20324234466737737
HER2ST::G	manual_truth_controlled	uot	0.25	2.0	main21	heldout_expression_loss	local_reference	362.0	0.8052365402069233	0.1889076107320123	0.18229381991099672	0.2180948784743983	0.1835636284016139	0.1937014066144925	0.20324234466737737
HER2ST::G	manual_truth_controlled	uot	0.25	2.0	main21	heldout_expression_loss	source_boundary_proximity	362.0	-0.10263671695547055	0.22054920392519228	0.18229381991099672	0.2180948784743983	1.067876684878744	0.2190208117444798	0.21844022199239332
HER2ST::H	manual_truth_controlled	balanced_ot	0.25		main21	heldout_expression_loss	endpoint_response	477.0	0.6025825933825055	0.37099493406162704	0.352061906552928	0.4010259859140659	0.3870195133435136	0.3768539536956934	0.38744159247982524
HER2ST::H	manual_truth_controlled	balanced_ot	0.25		main21	heldout_expression_loss	finite_response_h001	477.0	0.6204236677945624	0.3699168637053535	0.352061906552928	0.4010259859140659	0.3649397652589081	0.37634702473338444	0.38756115488760634
HER2ST::H	manual_truth_controlled	balanced_ot	0.25		main21	heldout_expression_loss	local_reference	477.0	0.6206320918510788	0.36990834496753044	0.352061906552928	0.4010259859140659	0.36476570514166423	0.37634702473338444	0.38756115488760634
HER2ST::H	manual_truth_controlled	balanced_ot	0.25		main21	heldout_expression_loss	source_boundary_proximity	477.0	0.013365188061119297	0.40148696557137153	0.352061906552928	0.4010259859140659	1.0095625151405212	0.401471888310305	0.4009885860800825
HER2ST::H	manual_truth_controlled	row_softmax	0.25		main21	heldout_expression_loss	endpoint_response	477.0	-0.49308747230823713	0.4341911271176866	0.35159732181032355	0.4013029505926654	1.6623190916955122	0.4329443428143939	0.418997280072585
HER2ST::H	manual_truth_controlled	row_softmax	0.25		main21	heldout_expression_loss	finite_response_h001	477.0	-0.42779969344406	0.43046537977109384	0.35159732181032355	0.4013029505926654	1.587504510462816	0.4324125040806238	0.41836117919473637
HER2ST::H	manual_truth_controlled	row_softmax	0.25		main21	heldout_expression_loss	local_reference	477.0	-0.42715038740621813	0.43039919814535377	0.35159732181032355	0.4013029505926654	1.586170438208208	0.4324125040806238	0.4183611791947363
HER2ST::H	manual_truth_controlled	row_softmax	0.25		main21	heldout_expression_loss	source_boundary_proximity	477.0	0.027736638824458613	0.4008797808917278	0.35159732181032355	0.4013029505926654	0.9930029249102978	0.40111510157140007	0.40078156417197264
