dataset,pair_type,biological_pair_id,direction,pair_id,independent_unit_id,method,epsilon,tau,grid_role,arm,stage,intervention,solver_iterations,converged,runtime_seconds,peak_memory_mb,memory_measurement,solver_last_error,row_mass_l1,col_mass_l1
spatialLIBD_manual_layers,within_donor_adjacent_replicates,DLPFCML_151507_151508,forward,DLPFCML_151507_151508,spatialLIBD_manual::Br5292,uot,0.25,1.0,tau_scan,R,matched_fd,I_EXPR,45,True,2.4423075999984576,386.671875,process_rss_after_solve,6.831954557640074e-09,2.5086236043505674,2.5086236043505674
spatialLIBD_manual_layers,within_donor_adjacent_replicates,DLPFCML_151507_151508,forward,DLPFCML_151507_151508,spatialLIBD_manual::Br5292,uot,0.25,1.0,tau_scan,R,full_endpoint,I_SPATIAL,45,True,2.5250359999990906,403.83984375,process_rss_after_solve,7.583989436454885e-09,3.067840395340231,3.067840395340231
spatialLIBD_manual_layers,within_donor_adjacent_replicates,DLPFCML_151507_151508,forward,DLPFCML_151507_151508,spatialLIBD_manual::Br5292,uot,0.25,1.0,tau_scan,R,matched_fd,I_SPATIAL,45,True,2.462388699999792,403.83984375,process_rss_after_solve,6.8269008224319805e-09,2.5039964963083983,2.5039964963083987
spatialLIBD_manual_layers,within_donor_adjacent_replicates,DLPFCML_151507_151508,forward,DLPFCML_151507_151508,spatialLIBD_manual::Br5292,uot,0.25,1.0,tau_scan,N,full_endpoint,I_EXPR,45,True,2.453566599999249,421.0078125,process_rss_after_solve,7.541173019376401e-09,3.096287543294622,3.0962875432946215
spatialLIBD_manual_layers,within_donor_adjacent_replicates,DLPFCML_151507_151508,forward,DLPFCML_151507_151508,spatialLIBD_manual::Br5292,uot,0.25,1.0,tau_scan,N,matched_fd,I_EXPR,45,True,2.4096793000007892,421.0078125,process_rss_after_solve,6.827483467475304e-09,2.505794551202088,2.5057945512020874
spatialLIBD_manual_layers,within_donor_adjacent_replicates,DLPFCML_151507_151508,forward,DLPFCML_151507_151508,spatialLIBD_manual::Br5292,uot,0.25,1.0,tau_scan,N,full_endpoint,I_SPATIAL,45,True,2.4210275000004913,438.17578125,process_rss_after_solve,6.681058373203541e-09,2.289197547368418,2.289197547368418
spatialLIBD_manual_layers,within_donor_adjacent_replicates,DLPFCML_151507_151508,forward,DLPFCML_151507_151508,spatialLIBD_manual::Br5292,uot,0.25,1.0,tau_scan,N,matched_fd,I_SPATIAL,45,True,2.503912299998774,438.17578125,process_rss_after_solve,6.817356457133883e-09,2.4965341492173847,2.4965341492173847
spatialLIBD_manual_layers,within_donor_adjacent_replicates,DLPFCML_151507_151508,forward,DLPFCML_151507_151508,spatialLIBD_manual::Br5292,uot,0.25,5.0,tau_scan,shared,base,NONE,185,True,10.06116160000056,318.50390625,process_rss_after_solve,8.708448184790996e-09,0.3153499630280315,0.3153499630280314
spatialLIBD_manual_layers,within_donor_adjacent_replicates,DLPFCML_151507_151508,forward,DLPFCML_151507_151508,spatialLIBD_manual::Br5292,uot,0.25,5.0,tau_scan,R,full_endpoint,I_EXPR,190,True,9.878955700000006,387.17578125,process_rss_after_solve,6.180662204258169e-09,0.38092842675937344,0.38092842675937344
spatialLIBD_manual_layers,within_donor_adjacent_replicates,DLPFCML_151507_151508,forward,DLPFCML_151507_151508,spatialLIBD_manual::Br5292,uot,0.25,5.0,tau_scan,R,matched_fd,I_EXPR,185,True,10.105600400000185,387.17578125,process_rss_after_solve,8.721007915823975e-09,0.3159843200220108,0.3159843200220108
