method,epsilon,tau,grid_role,arm,intervention,score,claim_status,gate_family,independent_units,median_spearman,median_top_decile_overlap,median_nmae,unit_gate_pass_fraction,spearman_gate_pass,overlap_gate_pass,nmae_gate_pass,gate_pass,witness,median_nex_aurc,median_relative_fixed_qc_gain,positive_unit_fraction,positive_technology_count,leave_one_unit_out_fixed_qc_low,negative_control_pass_fraction,leakage_control_pass_fraction,confound_direction_pass_fraction,sensitivity_external_gate,sensitivity_external_gate_with_controls,registered_gate_status,confirmatory
uot,0.25,1.0,tau_scan,R,I_SPATIAL,matched_finite_difference,post-review sensitivity analysis; manual cortical-layer extension,internal_fidelity,3,0.572730346102376,0.435,2.4575913624183654,0.0,False,False,False,False,,,,,,,,,,,,,
uot,0.25,1.0,tau_scan,R,I_SPATIAL,registered_finite_difference_fixed_score,post-review sensitivity analysis; manual cortical-layer extension,internal_fidelity,3,0.572730346102376,0.435,2.4575913624183654,0.0,False,False,False,False,,,,,,,,,,,,,
uot,0.25,2.0,baseline,N,I_EXPR,matched_finite_difference,post-review sensitivity analysis; manual cortical-layer extension,internal_fidelity,3,0.6975691793640797,0.57,6.2559073596918795,0.0,False,False,False,False,,,,,,,,,,,,,
uot,0.25,2.0,baseline,N,I_EXPR,registered_finite_difference_fixed_score,post-review sensitivity analysis; manual cortical-layer extension,internal_fidelity,3,0.3207692527863346,0.33499999999999996,11.451846934043804,0.0,False,False,False,False,,,,,,,,,,,,,
uot,0.25,2.0,baseline,N,I_SPATIAL,matched_finite_difference,post-review sensitivity analysis; manual cortical-layer extension,internal_fidelity,3,0.6432021863120829,0.5,2.1615208984510375,0.0,False,False,False,False,,,,,,,,,,,,,
uot,0.25,2.0,baseline,N,I_SPATIAL,registered_finite_difference_fixed_score,post-review sensitivity analysis; manual cortical-layer extension,internal_fidelity,3,0.6093894326175257,0.4633333333333333,2.3397761937774604,0.0,False,False,False,False,,,,,,,,,,,,,
uot,0.25,2.0,baseline,R,I_EXPR,matched_finite_difference,post-review sensitivity analysis; manual cortical-layer extension,internal_fidelity,3,0.993340896595954,0.9866666666666667,0.18236952637444354,1.0,True,True,True,True,,,,,,,,,,,,,
uot,0.25,2.0,baseline,R,I_EXPR,registered_finite_difference_fixed_score,post-review sensitivity analysis; manual cortical-layer extension,internal_fidelity,3,0.993340896595954,0.9866666666666667,0.18236952637444354,1.0,True,True,True,True,,,,,,,,,,,,,
uot,0.25,2.0,baseline,R,I_SPATIAL,matched_finite_difference,post-review sensitivity analysis; manual cortical-layer extension,internal_fidelity,3,0.5170157586736706,0.4116666666666667,2.467762113753646,0.0,False,False,False,False,,,,,,,,,,,,,
uot,0.25,2.0,baseline,R,I_SPATIAL,registered_finite_difference_fixed_score,post-review sensitivity analysis; manual cortical-layer extension,internal_fidelity,3,0.5170157586736706,0.4116666666666667,2.467762113753646,0.0,False,False,False,False,,,,,,,,,,,,,
