dataset	pair_id	pair_type	independent_unit_id	cohort_role	direction	pair_file_id	method	stage	arm	intervention	h	converged	iterations	seconds
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	base	BASE	NONE	0.0	True	200	8.303811499994481
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	finite_step	R	I_EXPR	0.00125	True	200	8.247423000007984
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	finite_step	R	I_EXPR	0.000625	True	200	8.203601300003356
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	finite_step	R	I_SPATIAL	0.00125	True	200	8.384129300000495
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	finite_step	R	I_SPATIAL	0.000625	True	200	8.330618000007235
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	finite_step	N	I_EXPR	0.00125	True	200	8.334741099999519
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	finite_step	N	I_EXPR	0.000625	True	200	8.361583200006862
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	finite_step	N	I_SPATIAL	0.00125	True	200	8.331516999998712
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	finite_step	N	I_SPATIAL	0.000625	True	200	8.385593900005915
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	reverse	SDLPFC_Br2720_ANT_MID__reverse	balanced_ot	base	BASE	NONE	0.0	True	200	8.324196100002155
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	reverse	SDLPFC_Br2720_ANT_MID__reverse	balanced_ot	finite_step	R	I_EXPR	0.00125	True	200	8.221013400005177
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	reverse	SDLPFC_Br2720_ANT_MID__reverse	balanced_ot	finite_step	R	I_EXPR	0.000625	True	200	8.254362099993159
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	reverse	SDLPFC_Br2720_ANT_MID__reverse	balanced_ot	finite_step	R	I_SPATIAL	0.00125	True	200	8.32448550000845
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	reverse	SDLPFC_Br2720_ANT_MID__reverse	balanced_ot	finite_step	R	I_SPATIAL	0.000625	True	200	8.377777400004561
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	reverse	SDLPFC_Br2720_ANT_MID__reverse	balanced_ot	finite_step	N	I_EXPR	0.00125	True	200	8.394964399994933
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	reverse	SDLPFC_Br2720_ANT_MID__reverse	balanced_ot	finite_step	N	I_EXPR	0.000625	True	200	8.322433299996192
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	reverse	SDLPFC_Br2720_ANT_MID__reverse	balanced_ot	finite_step	N	I_SPATIAL	0.00125	True	200	8.330955199999153
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	reverse	SDLPFC_Br2720_ANT_MID__reverse	balanced_ot	finite_step	N	I_SPATIAL	0.000625	True	200	8.325055699999211
spatialDLPFC	SDLPFC_Br2743_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2743	primary_expansion	reverse	SDLPFC_Br2743_ANT_MID__reverse	balanced_ot	base	BASE	NONE	0.0	True	200	8.200496199991903
spatialDLPFC	SDLPFC_Br2743_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2743	primary_expansion	reverse	SDLPFC_Br2743_ANT_MID__reverse	balanced_ot	finite_step	R	I_EXPR	0.00125	True	200	8.352065300001414
spatialDLPFC	SDLPFC_Br2743_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2743	primary_expansion	reverse	SDLPFC_Br2743_ANT_MID__reverse	balanced_ot	finite_step	R	I_EXPR	0.000625	True	200	8.278946199992788
spatialDLPFC	SDLPFC_Br2743_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2743	primary_expansion	reverse	SDLPFC_Br2743_ANT_MID__reverse	balanced_ot	finite_step	R	I_SPATIAL	0.00125	True	200	8.385779999996885
spatialDLPFC	SDLPFC_Br2743_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2743	primary_expansion	reverse	SDLPFC_Br2743_ANT_MID__reverse	balanced_ot	finite_step	R	I_SPATIAL	0.000625	True	200	8.398904999994556
spatialDLPFC	SDLPFC_Br2743_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2743	primary_expansion	reverse	SDLPFC_Br2743_ANT_MID__reverse	balanced_ot	finite_step	N	I_EXPR	0.00125	True	200	8.368684500004747
spatialDLPFC	SDLPFC_Br2743_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2743	primary_expansion	reverse	SDLPFC_Br2743_ANT_MID__reverse	balanced_ot	finite_step	N	I_EXPR	0.000625	True	200	8.208682400014368
spatialDLPFC	SDLPFC_Br2743_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2743	primary_expansion	reverse	SDLPFC_Br2743_ANT_MID__reverse	balanced_ot	finite_step	N	I_SPATIAL	0.00125	True	200	8.259877699994831
spatialDLPFC	SDLPFC_Br2743_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2743	primary_expansion	reverse	SDLPFC_Br2743_ANT_MID__reverse	balanced_ot	finite_step	N	I_SPATIAL	0.000625	True	200	8.442122000007657
spatialDLPFC	SDLPFC_Br2743_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2743	primary_expansion	forward	SDLPFC_Br2743_ANT_MID	balanced_ot	base	BASE	NONE	0.0	True	200	8.30450739999651
spatialDLPFC	SDLPFC_Br2743_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2743	primary_expansion	forward	SDLPFC_Br2743_ANT_MID	balanced_ot	finite_step	R	I_EXPR	0.00125	True	200	8.353458799989312
spatialDLPFC	SDLPFC_Br2743_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2743	primary_expansion	forward	SDLPFC_Br2743_ANT_MID	balanced_ot	finite_step	R	I_EXPR	0.000625	True	200	8.450968300006934
spatialDLPFC	SDLPFC_Br2743_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2743	primary_expansion	forward	SDLPFC_Br2743_ANT_MID	balanced_ot	finite_step	R	I_SPATIAL	0.00125	True	200	8.396384599996964
spatialDLPFC	SDLPFC_Br2743_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2743	primary_expansion	forward	SDLPFC_Br2743_ANT_MID	balanced_ot	finite_step	R	I_SPATIAL	0.000625	True	200	8.380791499992483
spatialDLPFC	SDLPFC_Br2743_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2743	primary_expansion	forward	SDLPFC_Br2743_ANT_MID	balanced_ot	finite_step	N	I_EXPR	0.00125	True	200	8.225048599997535
spatialDLPFC	SDLPFC_Br2743_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2743	primary_expansion	forward	SDLPFC_Br2743_ANT_MID	balanced_ot	finite_step	N	I_EXPR	0.000625	True	200	8.246741799986921
spatialDLPFC	SDLPFC_Br2743_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2743	primary_expansion	forward	SDLPFC_Br2743_ANT_MID	balanced_ot	finite_step	N	I_SPATIAL	0.00125	True	200	8.274293700000271
spatialDLPFC	SDLPFC_Br2743_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2743	primary_expansion	forward	SDLPFC_Br2743_ANT_MID	balanced_ot	finite_step	N	I_SPATIAL	0.000625	True	200	8.430339400001685
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	forward	SDLPFC_Br3942_ANT_MID	balanced_ot	base	BASE	NONE	0.0	True	200	8.369898799996008
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	forward	SDLPFC_Br3942_ANT_MID	balanced_ot	finite_step	R	I_EXPR	0.00125	True	200	8.465558500000043
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	forward	SDLPFC_Br3942_ANT_MID	balanced_ot	finite_step	R	I_EXPR	0.000625	True	200	8.591368800000055
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	forward	SDLPFC_Br3942_ANT_MID	balanced_ot	finite_step	R	I_SPATIAL	0.00125	True	200	8.493413399992278
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	forward	SDLPFC_Br3942_ANT_MID	balanced_ot	finite_step	R	I_SPATIAL	0.000625	True	200	8.29744190000929
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	forward	SDLPFC_Br3942_ANT_MID	balanced_ot	finite_step	N	I_EXPR	0.00125	True	200	8.250490099992021
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	forward	SDLPFC_Br3942_ANT_MID	balanced_ot	finite_step	N	I_EXPR	0.000625	True	200	8.357321100003901
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	forward	SDLPFC_Br3942_ANT_MID	balanced_ot	finite_step	N	I_SPATIAL	0.00125	True	200	8.25777769999695
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	forward	SDLPFC_Br3942_ANT_MID	balanced_ot	finite_step	N	I_SPATIAL	0.000625	True	200	8.223420299997088
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	balanced_ot	base	BASE	NONE	0.0	True	200	8.348765399990953
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	balanced_ot	finite_step	R	I_EXPR	0.00125	True	200	8.496988999992027
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	balanced_ot	finite_step	R	I_EXPR	0.000625	True	200	8.537385999996332
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	balanced_ot	finite_step	R	I_SPATIAL	0.00125	True	200	8.431981900008395
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	balanced_ot	finite_step	R	I_SPATIAL	0.000625	True	200	8.375439299998106
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	balanced_ot	finite_step	N	I_EXPR	0.00125	True	200	8.269367300003069
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	balanced_ot	finite_step	N	I_EXPR	0.000625	True	200	8.297450700003537
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	balanced_ot	finite_step	N	I_SPATIAL	0.00125	True	200	8.25089099998877
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	balanced_ot	finite_step	N	I_SPATIAL	0.000625	True	200	8.261739299996407
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	balanced_ot	base	BASE	NONE	0.0	True	200	0.20476520000374876
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	balanced_ot	finite_step	R	I_EXPR	0.00125	True	200	0.20380059999297373
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	balanced_ot	finite_step	R	I_EXPR	0.000625	True	200	0.3823530999943614
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	balanced_ot	finite_step	R	I_SPATIAL	0.00125	True	200	0.1848632000037469
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	balanced_ot	finite_step	R	I_SPATIAL	0.000625	True	200	0.18993730000511277
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	balanced_ot	finite_step	N	I_EXPR	0.00125	True	200	0.17918650001229253
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	balanced_ot	finite_step	N	I_EXPR	0.000625	True	200	0.36780009999347385
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	balanced_ot	finite_step	N	I_SPATIAL	0.00125	True	200	0.18983030000526924
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	balanced_ot	finite_step	N	I_SPATIAL	0.000625	True	200	0.3682143000041833
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	reverse	HER2ST_A1_CONTROLLED__reverse	balanced_ot	base	BASE	NONE	0.0	True	200	0.38723839999875054
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	reverse	HER2ST_A1_CONTROLLED__reverse	balanced_ot	finite_step	R	I_EXPR	0.00125	True	200	0.17468830000143498
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	reverse	HER2ST_A1_CONTROLLED__reverse	balanced_ot	finite_step	R	I_EXPR	0.000625	True	200	0.18331539999053348
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	reverse	HER2ST_A1_CONTROLLED__reverse	balanced_ot	finite_step	R	I_SPATIAL	0.00125	True	200	0.1846881000092253
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	reverse	HER2ST_A1_CONTROLLED__reverse	balanced_ot	finite_step	R	I_SPATIAL	0.000625	True	200	0.3721656999987317
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	reverse	HER2ST_A1_CONTROLLED__reverse	balanced_ot	finite_step	N	I_EXPR	0.00125	True	200	0.18646810000063851
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	reverse	HER2ST_A1_CONTROLLED__reverse	balanced_ot	finite_step	N	I_EXPR	0.000625	True	200	0.17917279999528546
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	reverse	HER2ST_A1_CONTROLLED__reverse	balanced_ot	finite_step	N	I_SPATIAL	0.00125	True	200	0.18586990000039805
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	reverse	HER2ST_A1_CONTROLLED__reverse	balanced_ot	finite_step	N	I_SPATIAL	0.000625	True	200	0.36835879999853205
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED	within_section_controlled_combined	HER2ST::B	manual_truth_controlled	forward	HER2ST_B1_CONTROLLED	balanced_ot	base	BASE	NONE	0.0	True	200	0.11719269999593962
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED	within_section_controlled_combined	HER2ST::B	manual_truth_controlled	forward	HER2ST_B1_CONTROLLED	balanced_ot	finite_step	R	I_EXPR	0.00125	True	200	0.12274900000193156
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED	within_section_controlled_combined	HER2ST::B	manual_truth_controlled	forward	HER2ST_B1_CONTROLLED	balanced_ot	finite_step	R	I_EXPR	0.000625	True	200	0.11714899999788031
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED	within_section_controlled_combined	HER2ST::B	manual_truth_controlled	forward	HER2ST_B1_CONTROLLED	balanced_ot	finite_step	R	I_SPATIAL	0.00125	True	200	0.11792449999484234
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED	within_section_controlled_combined	HER2ST::B	manual_truth_controlled	forward	HER2ST_B1_CONTROLLED	balanced_ot	finite_step	R	I_SPATIAL	0.000625	True	200	0.13680130000284407
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED	within_section_controlled_combined	HER2ST::B	manual_truth_controlled	forward	HER2ST_B1_CONTROLLED	balanced_ot	finite_step	N	I_EXPR	0.00125	True	200	0.11686090000148397
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED	within_section_controlled_combined	HER2ST::B	manual_truth_controlled	forward	HER2ST_B1_CONTROLLED	balanced_ot	finite_step	N	I_EXPR	0.000625	True	200	0.11629270001139957
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED	within_section_controlled_combined	HER2ST::B	manual_truth_controlled	forward	HER2ST_B1_CONTROLLED	balanced_ot	finite_step	N	I_SPATIAL	0.00125	True	200	0.12341740001284052
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED	within_section_controlled_combined	HER2ST::B	manual_truth_controlled	forward	HER2ST_B1_CONTROLLED	balanced_ot	finite_step	N	I_SPATIAL	0.000625	True	200	0.1381070999923395
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED	within_section_controlled_combined	HER2ST::B	manual_truth_controlled	reverse	HER2ST_B1_CONTROLLED__reverse	balanced_ot	base	BASE	NONE	0.0	True	200	0.12818979998701252
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED	within_section_controlled_combined	HER2ST::B	manual_truth_controlled	reverse	HER2ST_B1_CONTROLLED__reverse	balanced_ot	finite_step	R	I_EXPR	0.00125	True	200	0.11745910000172444
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED	within_section_controlled_combined	HER2ST::B	manual_truth_controlled	reverse	HER2ST_B1_CONTROLLED__reverse	balanced_ot	finite_step	R	I_EXPR	0.000625	True	200	0.11615560000063851
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED	within_section_controlled_combined	HER2ST::B	manual_truth_controlled	reverse	HER2ST_B1_CONTROLLED__reverse	balanced_ot	finite_step	R	I_SPATIAL	0.00125	True	200	0.1164003000012599
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED	within_section_controlled_combined	HER2ST::B	manual_truth_controlled	reverse	HER2ST_B1_CONTROLLED__reverse	balanced_ot	finite_step	R	I_SPATIAL	0.000625	True	200	0.11499450000701472
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED	within_section_controlled_combined	HER2ST::B	manual_truth_controlled	reverse	HER2ST_B1_CONTROLLED__reverse	balanced_ot	finite_step	N	I_EXPR	0.00125	True	200	0.11557969999557827
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED	within_section_controlled_combined	HER2ST::B	manual_truth_controlled	reverse	HER2ST_B1_CONTROLLED__reverse	balanced_ot	finite_step	N	I_EXPR	0.000625	True	200	0.11460270000679884
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED	within_section_controlled_combined	HER2ST::B	manual_truth_controlled	reverse	HER2ST_B1_CONTROLLED__reverse	balanced_ot	finite_step	N	I_SPATIAL	0.00125	True	200	0.12306879999232478
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED	within_section_controlled_combined	HER2ST::B	manual_truth_controlled	reverse	HER2ST_B1_CONTROLLED__reverse	balanced_ot	finite_step	N	I_SPATIAL	0.000625	True	200	0.13613919999625068
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	forward	HER2ST_C1_CONTROLLED	balanced_ot	base	BASE	NONE	0.0	True	200	0.05277139999088831
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	forward	HER2ST_C1_CONTROLLED	balanced_ot	finite_step	R	I_EXPR	0.00125	True	200	0.054035399996791966
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	forward	HER2ST_C1_CONTROLLED	balanced_ot	finite_step	R	I_EXPR	0.000625	True	200	0.05400319999898784
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	forward	HER2ST_C1_CONTROLLED	balanced_ot	finite_step	R	I_SPATIAL	0.00125	True	200	0.055273500009207055
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	forward	HER2ST_C1_CONTROLLED	balanced_ot	finite_step	R	I_SPATIAL	0.000625	True	200	0.0528867000102764
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	forward	HER2ST_C1_CONTROLLED	balanced_ot	finite_step	N	I_EXPR	0.00125	True	200	0.05369099999370519
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	forward	HER2ST_C1_CONTROLLED	balanced_ot	finite_step	N	I_EXPR	0.000625	True	200	0.05234249999921303
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	forward	HER2ST_C1_CONTROLLED	balanced_ot	finite_step	N	I_SPATIAL	0.00125	True	200	0.05377800000132993
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	forward	HER2ST_C1_CONTROLLED	balanced_ot	finite_step	N	I_SPATIAL	0.000625	True	200	0.0522969000012381
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	balanced_ot	base	BASE	NONE	0.0	True	200	0.05312519999279175
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	balanced_ot	finite_step	R	I_EXPR	0.00125	True	200	0.05353079999622423
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	balanced_ot	finite_step	R	I_EXPR	0.000625	True	200	0.054814300005091354
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	balanced_ot	finite_step	R	I_SPATIAL	0.00125	True	200	0.053451200001291
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	balanced_ot	finite_step	R	I_SPATIAL	0.000625	True	200	0.05122720000508707
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	balanced_ot	finite_step	N	I_EXPR	0.00125	True	200	0.05197859999316279
