independent_unit_id	pair_id	direction	model	pair_purity	top1	top5	top10	mean_reciprocal_rank	median_true_rank	region_label_accuracy	true_pair_cosine
HER2ST::C	HER2ST_C1_CONTROLLED	forward	mlp64_32	1.0	0.019089806465221747	0.04895058798713284	0.08742023941359489	0.054732304152572527	56.916666666666664	0.6961846754205557	0.04895595802615086
HER2ST::C	HER2ST_C1_CONTROLLED__reverse	reverse	linear32	0.0	0.003968253968253968	0.04343444694951151	0.07000523786750472	0.03668864726221278	91.66666666666667	0.6802168021680216	-0.005430237700541814
HER2ST::C	HER2ST_C1_CONTROLLED__reverse	reverse	linear32	0.5	0.010600988362824804	0.04767598096149028	0.07821502584773747	0.04623058515937606	60.916666666666664	0.6316640477329143	0.044906825137635074
HER2ST::C	HER2ST_C1_CONTROLLED__reverse	reverse	linear32	1.0	0.02349639042608913	0.0733699984058664	0.1251110200177632	0.06528227662165037	56.25	0.7016351255949534	0.10453367543717225
HER2ST::C	HER2ST_C1_CONTROLLED__reverse	reverse	mlp128_64_32	0.0	0.003968253968253968	0.03213317847464189	0.05314158183598642	0.029117019814632578	86.58333333333333	0.6795165220559768	-0.11217140840987365
HER2ST::C	HER2ST_C1_CONTROLLED__reverse	reverse	mlp128_64_32	0.5	0.00980392156862745	0.028438204550112728	0.04450479378743367	0.03695269583160033	68.41666666666667	0.6969438181776776	-0.05184521600798083
HER2ST::C	HER2ST_C1_CONTROLLED__reverse	reverse	mlp128_64_32	1.0	0.007936507936507936	0.028068137824235385	0.0730796383594088	0.03722937712174209	71.83333333333333	0.6810537223019288	0.01916695401693384
HER2ST::C	HER2ST_C1_CONTROLLED__reverse	reverse	mlp64_32	0.0	0.0032679738562091504	0.02170868347338935	0.05075038145339437	0.028380365337591706	86.5	0.6847657762291908	-0.026183846096197765
HER2ST::C	HER2ST_C1_CONTROLLED__reverse	reverse	mlp64_32	0.5	0.0040650406504065045	0.035771219056728386	0.08830930746282252	0.040004840768987505	71.91666666666667	0.7108526337364215	0.01867121458053589
HER2ST::C	HER2ST_C1_CONTROLLED__reverse	reverse	mlp64_32	1.0	0.007936507936507936	0.02657079091799321	0.0483762610735351	0.037513708155502916	62.083333333333336	0.6916148573250438	0.05671433777994631
HER2ST::D	HER2ST_D1_CONTROLLED	forward	linear32	0.0	0.009825505544683626	0.0225663187649489	0.042034681452489675	0.030979481689369284	101.08333333333333	0.5508442052620135	0.008308696405341228
HER2ST::D	HER2ST_D1_CONTROLLED	forward	linear32	0.5	0.0	0.02484942378777995	0.06288921504674928	0.030455996075962596	83.08333333333333	0.5518835616438356	0.03716249670833349
HER2ST::D	HER2ST_D1_CONTROLLED	forward	linear32	1.0	0.002976190476190476	0.03734670580560991	0.0690666449228093	0.03567330392616357	82.0	0.6270428353989997	0.055630955224235855
HER2ST::D	HER2ST_D1_CONTROLLED	forward	mlp128_64_32	0.0	0.00228310502283105	0.0338600782778865	0.05471461187214612	0.029778134888715054	99.75	0.5237089584692325	-0.08645287404457729
HER2ST::D	HER2ST_D1_CONTROLLED	forward	mlp128_64_32	0.5	0.0022222222222222222	0.013373015873015875	0.04032289628180039	0.022796707331100927	98.33333333333333	0.46000271798217	-0.0782816285888354
