dataset	pair_id	pair_type	independent_unit_id	cohort_role	direction	pair_file_id	method	epsilon	tau	variant
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	reverse	HER2ST_A1_CONTROLLED__reverse	row_softmax	0.25		label_free_rigid
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	reverse	HER2ST_A1_CONTROLLED__reverse	row_softmax	0.25		her2_oracle
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED	within_section_controlled_combined	HER2ST::B	manual_truth_controlled	forward	HER2ST_B1_CONTROLLED	balanced_ot	0.25		baseline
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED	within_section_controlled_combined	HER2ST::B	manual_truth_controlled	forward	HER2ST_B1_CONTROLLED	balanced_ot	0.25		label_free_rigid
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED	within_section_controlled_combined	HER2ST::B	manual_truth_controlled	forward	HER2ST_B1_CONTROLLED	balanced_ot	0.25		her2_oracle
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED	within_section_controlled_combined	HER2ST::B	manual_truth_controlled	forward	HER2ST_B1_CONTROLLED	uot	0.25	2.0	baseline
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED	within_section_controlled_combined	HER2ST::B	manual_truth_controlled	forward	HER2ST_B1_CONTROLLED	uot	0.25	2.0	label_free_rigid
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED	within_section_controlled_combined	HER2ST::B	manual_truth_controlled	forward	HER2ST_B1_CONTROLLED	uot	0.25	2.0	her2_oracle
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED	within_section_controlled_combined	HER2ST::B	manual_truth_controlled	forward	HER2ST_B1_CONTROLLED	row_softmax	0.25		baseline
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED	within_section_controlled_combined	HER2ST::B	manual_truth_controlled	forward	HER2ST_B1_CONTROLLED	row_softmax	0.25		label_free_rigid
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED	within_section_controlled_combined	HER2ST::B	manual_truth_controlled	forward	HER2ST_B1_CONTROLLED	row_softmax	0.25		her2_oracle
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED	within_section_controlled_combined	HER2ST::B	manual_truth_controlled	reverse	HER2ST_B1_CONTROLLED__reverse	balanced_ot	0.25		baseline
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED	within_section_controlled_combined	HER2ST::B	manual_truth_controlled	reverse	HER2ST_B1_CONTROLLED__reverse	balanced_ot	0.25		label_free_rigid
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED	within_section_controlled_combined	HER2ST::B	manual_truth_controlled	reverse	HER2ST_B1_CONTROLLED__reverse	balanced_ot	0.25		her2_oracle
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED	within_section_controlled_combined	HER2ST::B	manual_truth_controlled	reverse	HER2ST_B1_CONTROLLED__reverse	uot	0.25	2.0	baseline
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED	within_section_controlled_combined	HER2ST::B	manual_truth_controlled	reverse	HER2ST_B1_CONTROLLED__reverse	uot	0.25	2.0	label_free_rigid
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED	within_section_controlled_combined	HER2ST::B	manual_truth_controlled	reverse	HER2ST_B1_CONTROLLED__reverse	uot	0.25	2.0	her2_oracle
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED	within_section_controlled_combined	HER2ST::B	manual_truth_controlled	reverse	HER2ST_B1_CONTROLLED__reverse	row_softmax	0.25		baseline
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED	within_section_controlled_combined	HER2ST::B	manual_truth_controlled	reverse	HER2ST_B1_CONTROLLED__reverse	row_softmax	0.25		label_free_rigid
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED	within_section_controlled_combined	HER2ST::B	manual_truth_controlled	reverse	HER2ST_B1_CONTROLLED__reverse	row_softmax	0.25		her2_oracle
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	forward	HER2ST_C1_CONTROLLED	balanced_ot	0.25		baseline
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	forward	HER2ST_C1_CONTROLLED	balanced_ot	0.25		label_free_rigid
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	forward	HER2ST_C1_CONTROLLED	balanced_ot	0.25		her2_oracle
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	forward	HER2ST_C1_CONTROLLED	uot	0.25	2.0	baseline
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	forward	HER2ST_C1_CONTROLLED	uot	0.25	2.0	label_free_rigid
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	forward	HER2ST_C1_CONTROLLED	uot	0.25	2.0	her2_oracle
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	forward	HER2ST_C1_CONTROLLED	row_softmax	0.25		baseline
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	forward	HER2ST_C1_CONTROLLED	row_softmax	0.25		label_free_rigid
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	forward	HER2ST_C1_CONTROLLED	row_softmax	0.25		her2_oracle
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	balanced_ot	0.25		baseline
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	balanced_ot	0.25		label_free_rigid
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	balanced_ot	0.25		her2_oracle
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	uot	0.25	2.0	baseline
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	uot	0.25	2.0	label_free_rigid
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	uot	0.25	2.0	her2_oracle
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	row_softmax	0.25		baseline
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	row_softmax	0.25		label_free_rigid
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	row_softmax	0.25		her2_oracle
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	balanced_ot	0.25		baseline
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	balanced_ot	0.25		label_free_rigid
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	balanced_ot	0.25		her2_oracle
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	uot	0.25	2.0	baseline
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	uot	0.25	2.0	label_free_rigid
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	uot	0.25	2.0	her2_oracle
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	row_softmax	0.25		baseline
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	row_softmax	0.25		label_free_rigid
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	row_softmax	0.25		her2_oracle
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	balanced_ot	0.25		baseline
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	balanced_ot	0.25		label_free_rigid
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	balanced_ot	0.25		her2_oracle
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	baseline
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	label_free_rigid
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	her2_oracle
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		baseline
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		label_free_rigid
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		her2_oracle
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	within_section_controlled_combined	HER2ST::E	manual_truth_controlled	forward	HER2ST_E1_CONTROLLED	balanced_ot	0.25		baseline
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	within_section_controlled_combined	HER2ST::E	manual_truth_controlled	forward	HER2ST_E1_CONTROLLED	balanced_ot	0.25		label_free_rigid
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	within_section_controlled_combined	HER2ST::E	manual_truth_controlled	forward	HER2ST_E1_CONTROLLED	balanced_ot	0.25		her2_oracle
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	within_section_controlled_combined	HER2ST::E	manual_truth_controlled	forward	HER2ST_E1_CONTROLLED	uot	0.25	2.0	baseline
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	within_section_controlled_combined	HER2ST::E	manual_truth_controlled	forward	HER2ST_E1_CONTROLLED	uot	0.25	2.0	label_free_rigid
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	within_section_controlled_combined	HER2ST::E	manual_truth_controlled	forward	HER2ST_E1_CONTROLLED	uot	0.25	2.0	her2_oracle
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	within_section_controlled_combined	HER2ST::E	manual_truth_controlled	forward	HER2ST_E1_CONTROLLED	row_softmax	0.25		baseline
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	within_section_controlled_combined	HER2ST::E	manual_truth_controlled	forward	HER2ST_E1_CONTROLLED	row_softmax	0.25		label_free_rigid
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	within_section_controlled_combined	HER2ST::E	manual_truth_controlled	forward	HER2ST_E1_CONTROLLED	row_softmax	0.25		her2_oracle
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	within_section_controlled_combined	HER2ST::E	manual_truth_controlled	reverse	HER2ST_E1_CONTROLLED__reverse	balanced_ot	0.25		baseline
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	within_section_controlled_combined	HER2ST::E	manual_truth_controlled	reverse	HER2ST_E1_CONTROLLED__reverse	balanced_ot	0.25		label_free_rigid
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	within_section_controlled_combined	HER2ST::E	manual_truth_controlled	reverse	HER2ST_E1_CONTROLLED__reverse	balanced_ot	0.25		her2_oracle
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	within_section_controlled_combined	HER2ST::E	manual_truth_controlled	reverse	HER2ST_E1_CONTROLLED__reverse	uot	0.25	2.0	baseline
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	within_section_controlled_combined	HER2ST::E	manual_truth_controlled	reverse	HER2ST_E1_CONTROLLED__reverse	uot	0.25	2.0	label_free_rigid
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	within_section_controlled_combined	HER2ST::E	manual_truth_controlled	reverse	HER2ST_E1_CONTROLLED__reverse	uot	0.25	2.0	her2_oracle
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	within_section_controlled_combined	HER2ST::E	manual_truth_controlled	reverse	HER2ST_E1_CONTROLLED__reverse	row_softmax	0.25		baseline
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	within_section_controlled_combined	HER2ST::E	manual_truth_controlled	reverse	HER2ST_E1_CONTROLLED__reverse	row_softmax	0.25		label_free_rigid
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	within_section_controlled_combined	HER2ST::E	manual_truth_controlled	reverse	HER2ST_E1_CONTROLLED__reverse	row_softmax	0.25		her2_oracle
HER2ST_manual_controlled	HER2ST_F1_CONTROLLED	within_section_controlled_combined	HER2ST::F	manual_truth_controlled	forward	HER2ST_F1_CONTROLLED	balanced_ot	0.25		baseline
HER2ST_manual_controlled	HER2ST_F1_CONTROLLED	within_section_controlled_combined	HER2ST::F	manual_truth_controlled	forward	HER2ST_F1_CONTROLLED	balanced_ot	0.25		label_free_rigid
HER2ST_manual_controlled	HER2ST_F1_CONTROLLED	within_section_controlled_combined	HER2ST::F	manual_truth_controlled	forward	HER2ST_F1_CONTROLLED	balanced_ot	0.25		her2_oracle
HER2ST_manual_controlled	HER2ST_F1_CONTROLLED	within_section_controlled_combined	HER2ST::F	manual_truth_controlled	forward	HER2ST_F1_CONTROLLED	uot	0.25	2.0	baseline
HER2ST_manual_controlled	HER2ST_F1_CONTROLLED	within_section_controlled_combined	HER2ST::F	manual_truth_controlled	forward	HER2ST_F1_CONTROLLED	uot	0.25	2.0	label_free_rigid
HER2ST_manual_controlled	HER2ST_F1_CONTROLLED	within_section_controlled_combined	HER2ST::F	manual_truth_controlled	forward	HER2ST_F1_CONTROLLED	uot	0.25	2.0	her2_oracle
HER2ST_manual_controlled	HER2ST_F1_CONTROLLED	within_section_controlled_combined	HER2ST::F	manual_truth_controlled	forward	HER2ST_F1_CONTROLLED	row_softmax	0.25		baseline
HER2ST_manual_controlled	HER2ST_F1_CONTROLLED	within_section_controlled_combined	HER2ST::F	manual_truth_controlled	forward	HER2ST_F1_CONTROLLED	row_softmax	0.25		label_free_rigid
HER2ST_manual_controlled	HER2ST_F1_CONTROLLED	within_section_controlled_combined	HER2ST::F	manual_truth_controlled	forward	HER2ST_F1_CONTROLLED	row_softmax	0.25		her2_oracle
HER2ST_manual_controlled	HER2ST_F1_CONTROLLED	within_section_controlled_combined	HER2ST::F	manual_truth_controlled	reverse	HER2ST_F1_CONTROLLED__reverse	balanced_ot	0.25		baseline
HER2ST_manual_controlled	HER2ST_F1_CONTROLLED	within_section_controlled_combined	HER2ST::F	manual_truth_controlled	reverse	HER2ST_F1_CONTROLLED__reverse	balanced_ot	0.25		label_free_rigid
HER2ST_manual_controlled	HER2ST_F1_CONTROLLED	within_section_controlled_combined	HER2ST::F	manual_truth_controlled	reverse	HER2ST_F1_CONTROLLED__reverse	balanced_ot	0.25		her2_oracle
HER2ST_manual_controlled	HER2ST_F1_CONTROLLED	within_section_controlled_combined	HER2ST::F	manual_truth_controlled	reverse	HER2ST_F1_CONTROLLED__reverse	uot	0.25	2.0	baseline
HER2ST_manual_controlled	HER2ST_F1_CONTROLLED	within_section_controlled_combined	HER2ST::F	manual_truth_controlled	reverse	HER2ST_F1_CONTROLLED__reverse	uot	0.25	2.0	label_free_rigid
HER2ST_manual_controlled	HER2ST_F1_CONTROLLED	within_section_controlled_combined	HER2ST::F	manual_truth_controlled	reverse	HER2ST_F1_CONTROLLED__reverse	uot	0.25	2.0	her2_oracle
HER2ST_manual_controlled	HER2ST_F1_CONTROLLED	within_section_controlled_combined	HER2ST::F	manual_truth_controlled	reverse	HER2ST_F1_CONTROLLED__reverse	row_softmax	0.25		baseline
HER2ST_manual_controlled	HER2ST_F1_CONTROLLED	within_section_controlled_combined	HER2ST::F	manual_truth_controlled	reverse	HER2ST_F1_CONTROLLED__reverse	row_softmax	0.25		label_free_rigid
HER2ST_manual_controlled	HER2ST_F1_CONTROLLED	within_section_controlled_combined	HER2ST::F	manual_truth_controlled	reverse	HER2ST_F1_CONTROLLED__reverse	row_softmax	0.25		her2_oracle
HER2ST_manual_controlled	HER2ST_G2_CONTROLLED	within_section_controlled_combined	HER2ST::G	manual_truth_controlled	forward	HER2ST_G2_CONTROLLED	balanced_ot	0.25		baseline
HER2ST_manual_controlled	HER2ST_G2_CONTROLLED	within_section_controlled_combined	HER2ST::G	manual_truth_controlled	forward	HER2ST_G2_CONTROLLED	balanced_ot	0.25		label_free_rigid
HER2ST_manual_controlled	HER2ST_G2_CONTROLLED	within_section_controlled_combined	HER2ST::G	manual_truth_controlled	forward	HER2ST_G2_CONTROLLED	balanced_ot	0.25		her2_oracle
HER2ST_manual_controlled	HER2ST_G2_CONTROLLED	within_section_controlled_combined	HER2ST::G	manual_truth_controlled	forward	HER2ST_G2_CONTROLLED	uot	0.25	2.0	baseline
HER2ST_manual_controlled	HER2ST_G2_CONTROLLED	within_section_controlled_combined	HER2ST::G	manual_truth_controlled	forward	HER2ST_G2_CONTROLLED	uot	0.25	2.0	label_free_rigid
HER2ST_manual_controlled	HER2ST_G2_CONTROLLED	within_section_controlled_combined	HER2ST::G	manual_truth_controlled	forward	HER2ST_G2_CONTROLLED	uot	0.25	2.0	her2_oracle
HER2ST_manual_controlled	HER2ST_G2_CONTROLLED	within_section_controlled_combined	HER2ST::G	manual_truth_controlled	forward	HER2ST_G2_CONTROLLED	row_softmax	0.25		baseline
HER2ST_manual_controlled	HER2ST_G2_CONTROLLED	within_section_controlled_combined	HER2ST::G	manual_truth_controlled	forward	HER2ST_G2_CONTROLLED	row_softmax	0.25		label_free_rigid
HER2ST_manual_controlled	HER2ST_G2_CONTROLLED	within_section_controlled_combined	HER2ST::G	manual_truth_controlled	forward	HER2ST_G2_CONTROLLED	row_softmax	0.25		her2_oracle
HER2ST_manual_controlled	HER2ST_G2_CONTROLLED	within_section_controlled_combined	HER2ST::G	manual_truth_controlled	reverse	HER2ST_G2_CONTROLLED__reverse	balanced_ot	0.25		baseline
HER2ST_manual_controlled	HER2ST_G2_CONTROLLED	within_section_controlled_combined	HER2ST::G	manual_truth_controlled	reverse	HER2ST_G2_CONTROLLED__reverse	balanced_ot	0.25		label_free_rigid
HER2ST_manual_controlled	HER2ST_G2_CONTROLLED	within_section_controlled_combined	HER2ST::G	manual_truth_controlled	reverse	HER2ST_G2_CONTROLLED__reverse	balanced_ot	0.25		her2_oracle
HER2ST_manual_controlled	HER2ST_G2_CONTROLLED	within_section_controlled_combined	HER2ST::G	manual_truth_controlled	reverse	HER2ST_G2_CONTROLLED__reverse	uot	0.25	2.0	baseline
HER2ST_manual_controlled	HER2ST_G2_CONTROLLED	within_section_controlled_combined	HER2ST::G	manual_truth_controlled	reverse	HER2ST_G2_CONTROLLED__reverse	uot	0.25	2.0	label_free_rigid
HER2ST_manual_controlled	HER2ST_G2_CONTROLLED	within_section_controlled_combined	HER2ST::G	manual_truth_controlled	reverse	HER2ST_G2_CONTROLLED__reverse	uot	0.25	2.0	her2_oracle
HER2ST_manual_controlled	HER2ST_G2_CONTROLLED	within_section_controlled_combined	HER2ST::G	manual_truth_controlled	reverse	HER2ST_G2_CONTROLLED__reverse	row_softmax	0.25		baseline
HER2ST_manual_controlled	HER2ST_G2_CONTROLLED	within_section_controlled_combined	HER2ST::G	manual_truth_controlled	reverse	HER2ST_G2_CONTROLLED__reverse	row_softmax	0.25		label_free_rigid
HER2ST_manual_controlled	HER2ST_G2_CONTROLLED	within_section_controlled_combined	HER2ST::G	manual_truth_controlled	reverse	HER2ST_G2_CONTROLLED__reverse	row_softmax	0.25		her2_oracle
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	forward	HER2ST_H1_CONTROLLED	balanced_ot	0.25		baseline
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	forward	HER2ST_H1_CONTROLLED	balanced_ot	0.25		label_free_rigid
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	forward	HER2ST_H1_CONTROLLED	balanced_ot	0.25		her2_oracle
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	forward	HER2ST_H1_CONTROLLED	uot	0.25	2.0	baseline
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	forward	HER2ST_H1_CONTROLLED	uot	0.25	2.0	label_free_rigid
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	forward	HER2ST_H1_CONTROLLED	uot	0.25	2.0	her2_oracle
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	forward	HER2ST_H1_CONTROLLED	row_softmax	0.25		baseline
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	forward	HER2ST_H1_CONTROLLED	row_softmax	0.25		label_free_rigid
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	forward	HER2ST_H1_CONTROLLED	row_softmax	0.25		her2_oracle
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	reverse	HER2ST_H1_CONTROLLED__reverse	balanced_ot	0.25		baseline
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	reverse	HER2ST_H1_CONTROLLED__reverse	balanced_ot	0.25		label_free_rigid
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	reverse	HER2ST_H1_CONTROLLED__reverse	balanced_ot	0.25		her2_oracle
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	reverse	HER2ST_H1_CONTROLLED__reverse	uot	0.25	2.0	baseline
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	reverse	HER2ST_H1_CONTROLLED__reverse	uot	0.25	2.0	label_free_rigid
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	reverse	HER2ST_H1_CONTROLLED__reverse	uot	0.25	2.0	her2_oracle
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	reverse	HER2ST_H1_CONTROLLED__reverse	row_softmax	0.25		baseline
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	reverse	HER2ST_H1_CONTROLLED__reverse	row_softmax	0.25		label_free_rigid
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	reverse	HER2ST_H1_CONTROLLED__reverse	row_softmax	0.25		her2_oracle
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	balanced_ot	0.25		baseline
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	balanced_ot	0.25		label_free_rigid
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	uot	0.25	2.0	baseline
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	uot	0.25	2.0	label_free_rigid
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	row_softmax	0.25		baseline
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	row_softmax	0.25		label_free_rigid
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	balanced_ot	0.25		baseline
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	balanced_ot	0.25		label_free_rigid
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	uot	0.25	2.0	baseline
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	uot	0.25	2.0	label_free_rigid
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	row_softmax	0.25		baseline
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	row_softmax	0.25		label_free_rigid
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	balanced_ot	0.25		baseline
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	balanced_ot	0.25		label_free_rigid
