dataset	pair_id	pair_type	independent_unit_id	cohort_role	direction	pair_file_id	method	epsilon	tau	variant	stage	converged	iterations	seconds	arm	intervention	t
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	forward	SDLPFC_Br6471_ANT_MID	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.037840900011360645	R	I_SPATIAL	1.0
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	forward	SDLPFC_Br6471_ANT_MID	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.03662549999717157	N	I_SPATIAL	0.00125
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	forward	SDLPFC_Br6471_ANT_MID	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.03760130000591744	N	I_SPATIAL	0.000625
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	forward	SDLPFC_Br6471_ANT_MID	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.03589920001104474	N	I_SPATIAL	0.01
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	forward	SDLPFC_Br6471_ANT_MID	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.037002500001108274	N	I_SPATIAL	1.0
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	reverse	SDLPFC_Br6471_ANT_MID__reverse	balanced_ot	0.25		baseline	base	True	200	8.280463699993561			
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	forward	SDLPFC_Br6471_ANT_MID	balanced_ot	0.25		label_free_rigid	base	True	200	8.735188599996036			
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	forward	SDLPFC_Br6471_ANT_MID	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.687062199998763	R	I_SPATIAL	0.00125
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	forward	SDLPFC_Br6471_ANT_MID	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.37193429999752	R	I_SPATIAL	0.000625
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	forward	SDLPFC_Br6471_ANT_MID	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.536307500005933	R	I_SPATIAL	0.01
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	forward	SDLPFC_Br6471_ANT_MID	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.235367299988866	R	I_SPATIAL	1.0
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	forward	SDLPFC_Br6471_ANT_MID	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.32537289999891	N	I_SPATIAL	0.00125
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	forward	SDLPFC_Br6471_ANT_MID	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.215019900002517	N	I_SPATIAL	0.000625
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	forward	SDLPFC_Br6471_ANT_MID	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.28418820000661	N	I_SPATIAL	0.01
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	forward	SDLPFC_Br6471_ANT_MID	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.230777799995849	N	I_SPATIAL	1.0
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	reverse	SDLPFC_Br6471_ANT_MID__reverse	uot	0.25	2.0	baseline	base	True	85	3.5262944999994943			
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	reverse	SDLPFC_Br6471_ANT_MID__reverse	uot	0.25	2.0	label_free_rigid	base	True	85	3.5439365999918664			
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	reverse	SDLPFC_Br6471_ANT_MID__reverse	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.49778370000422	R	I_SPATIAL	0.00125
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	reverse	SDLPFC_Br6471_ANT_MID__reverse	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.5691745999938576	R	I_SPATIAL	0.000625
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	reverse	SDLPFC_Br6471_ANT_MID__reverse	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.548351699995692	R	I_SPATIAL	0.01
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	reverse	SDLPFC_Br6471_ANT_MID__reverse	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.5152662999898894	R	I_SPATIAL	1.0
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	reverse	SDLPFC_Br6471_ANT_MID__reverse	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.4966721999953734	N	I_SPATIAL	0.00125
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	reverse	SDLPFC_Br6471_ANT_MID__reverse	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.5397801999934018	N	I_SPATIAL	0.000625
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	reverse	SDLPFC_Br6471_ANT_MID__reverse	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.5207744000072125	N	I_SPATIAL	0.01
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	reverse	SDLPFC_Br6471_ANT_MID__reverse	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.5382385999982944	N	I_SPATIAL	1.0
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	reverse	SDLPFC_Br6471_ANT_MID__reverse	row_softmax	0.25		baseline	base	True	1	0.04159780000918545			
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	reverse	SDLPFC_Br6471_ANT_MID__reverse	row_softmax	0.25		label_free_rigid	base	True	1	0.04253500000049826			
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	reverse	SDLPFC_Br6471_ANT_MID__reverse	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.03744909999659285	R	I_SPATIAL	0.00125
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	reverse	SDLPFC_Br6471_ANT_MID__reverse	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.03811880000284873	R	I_SPATIAL	0.000625
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	reverse	SDLPFC_Br6471_ANT_MID__reverse	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.04169329999422189	R	I_SPATIAL	0.01
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	reverse	SDLPFC_Br6471_ANT_MID__reverse	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.03855499999190215	R	I_SPATIAL	1.0
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	reverse	SDLPFC_Br6471_ANT_MID__reverse	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.035952499994891696	N	I_SPATIAL	0.00125
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	reverse	SDLPFC_Br6471_ANT_MID__reverse	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.04198840000026394	N	I_SPATIAL	0.000625
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	reverse	SDLPFC_Br6471_ANT_MID__reverse	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.04685270000481978	N	I_SPATIAL	0.01
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	reverse	SDLPFC_Br6471_ANT_MID__reverse	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.03616340000007767	N	I_SPATIAL	1.0
spatialDLPFC	SDLPFC_Br6522_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6522	primary_expansion	forward	SDLPFC_Br6522_ANT_MID	balanced_ot	0.25		baseline	base	True	200	8.235667100001592			
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	reverse	SDLPFC_Br6471_ANT_MID__reverse	balanced_ot	0.25		label_free_rigid	base	True	200	8.431810199996107			
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	reverse	SDLPFC_Br6471_ANT_MID__reverse	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.301105599995935	R	I_SPATIAL	0.00125
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	reverse	SDLPFC_Br6471_ANT_MID__reverse	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.276581300000544	R	I_SPATIAL	0.000625
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	reverse	SDLPFC_Br6471_ANT_MID__reverse	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.322829099997762	R	I_SPATIAL	0.01
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	reverse	SDLPFC_Br6471_ANT_MID__reverse	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.334488799999235	R	I_SPATIAL	1.0
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	reverse	SDLPFC_Br6471_ANT_MID__reverse	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.369877099990845	N	I_SPATIAL	0.00125
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	reverse	SDLPFC_Br6471_ANT_MID__reverse	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.31415060001018	N	I_SPATIAL	0.000625
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	reverse	SDLPFC_Br6471_ANT_MID__reverse	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.229715299996315	N	I_SPATIAL	0.01
spatialDLPFC	SDLPFC_Br6471_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6471	primary_expansion	reverse	SDLPFC_Br6471_ANT_MID__reverse	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.156804999991436	N	I_SPATIAL	1.0
spatialDLPFC	SDLPFC_Br6522_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6522	primary_expansion	forward	SDLPFC_Br6522_ANT_MID	uot	0.25	2.0	baseline	base	True	85	3.505514899996342			
spatialDLPFC	SDLPFC_Br6522_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6522	primary_expansion	forward	SDLPFC_Br6522_ANT_MID	uot	0.25	2.0	label_free_rigid	base	True	85	3.5406272999971407			
spatialDLPFC	SDLPFC_Br6522_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6522	primary_expansion	forward	SDLPFC_Br6522_ANT_MID	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.469855000003008	R	I_SPATIAL	0.00125
spatialDLPFC	SDLPFC_Br6522_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6522	primary_expansion	forward	SDLPFC_Br6522_ANT_MID	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.561091099996702	R	I_SPATIAL	0.000625
spatialDLPFC	SDLPFC_Br6522_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6522	primary_expansion	forward	SDLPFC_Br6522_ANT_MID	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.554572199995164	R	I_SPATIAL	0.01
spatialDLPFC	SDLPFC_Br6522_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6522	primary_expansion	forward	SDLPFC_Br6522_ANT_MID	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.5692325999989407	R	I_SPATIAL	1.0
spatialDLPFC	SDLPFC_Br6522_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6522	primary_expansion	forward	SDLPFC_Br6522_ANT_MID	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.5039456999948015	N	I_SPATIAL	0.00125
spatialDLPFC	SDLPFC_Br6522_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6522	primary_expansion	forward	SDLPFC_Br6522_ANT_MID	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.503309099993203	N	I_SPATIAL	0.000625
spatialDLPFC	SDLPFC_Br6522_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6522	primary_expansion	forward	SDLPFC_Br6522_ANT_MID	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.508076300000539	N	I_SPATIAL	0.01
spatialDLPFC	SDLPFC_Br6522_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6522	primary_expansion	forward	SDLPFC_Br6522_ANT_MID	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.519555799997761	N	I_SPATIAL	1.0
spatialDLPFC	SDLPFC_Br6522_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6522	primary_expansion	forward	SDLPFC_Br6522_ANT_MID	row_softmax	0.25		baseline	base	True	1	0.03725510000367649			
spatialDLPFC	SDLPFC_Br6522_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6522	primary_expansion	forward	SDLPFC_Br6522_ANT_MID	row_softmax	0.25		label_free_rigid	base	True	1	0.038052200005040504			
spatialDLPFC	SDLPFC_Br6522_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6522	primary_expansion	forward	SDLPFC_Br6522_ANT_MID	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.037089799996465445	R	I_SPATIAL	0.00125
spatialDLPFC	SDLPFC_Br6522_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6522	primary_expansion	forward	SDLPFC_Br6522_ANT_MID	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.03777239999908488	R	I_SPATIAL	0.000625
spatialDLPFC	SDLPFC_Br6522_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6522	primary_expansion	forward	SDLPFC_Br6522_ANT_MID	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.03757729999779258	R	I_SPATIAL	0.01
spatialDLPFC	SDLPFC_Br6522_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6522	primary_expansion	forward	SDLPFC_Br6522_ANT_MID	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.036612600000808015	R	I_SPATIAL	1.0
spatialDLPFC	SDLPFC_Br6522_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6522	primary_expansion	forward	SDLPFC_Br6522_ANT_MID	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.03623870000592433	N	I_SPATIAL	0.00125
spatialDLPFC	SDLPFC_Br6522_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6522	primary_expansion	forward	SDLPFC_Br6522_ANT_MID	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.04315280000446364	N	I_SPATIAL	0.000625
spatialDLPFC	SDLPFC_Br6522_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6522	primary_expansion	forward	SDLPFC_Br6522_ANT_MID	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.03702279999561142	N	I_SPATIAL	0.01
spatialDLPFC	SDLPFC_Br6522_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6522	primary_expansion	forward	SDLPFC_Br6522_ANT_MID	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.037650400001439266	N	I_SPATIAL	1.0
spatialDLPFC	SDLPFC_Br6522_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6522	primary_expansion	reverse	SDLPFC_Br6522_ANT_MID__reverse	balanced_ot	0.25		baseline	base	True	200	8.373970200002077			
spatialDLPFC	SDLPFC_Br6522_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6522	primary_expansion	forward	SDLPFC_Br6522_ANT_MID	balanced_ot	0.25		label_free_rigid	base	True	200	8.271723500001826			
spatialDLPFC	SDLPFC_Br6522_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6522	primary_expansion	forward	SDLPFC_Br6522_ANT_MID	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.280539300001692	R	I_SPATIAL	0.00125
spatialDLPFC	SDLPFC_Br6522_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6522	primary_expansion	forward	SDLPFC_Br6522_ANT_MID	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.174233599987929	R	I_SPATIAL	0.000625
spatialDLPFC	SDLPFC_Br6522_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6522	primary_expansion	forward	SDLPFC_Br6522_ANT_MID	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.28821459999017	R	I_SPATIAL	0.01
spatialDLPFC	SDLPFC_Br6522_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6522	primary_expansion	forward	SDLPFC_Br6522_ANT_MID	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.325340099996538	R	I_SPATIAL	1.0
spatialDLPFC	SDLPFC_Br6522_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6522	primary_expansion	forward	SDLPFC_Br6522_ANT_MID	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.179977799998596	N	I_SPATIAL	0.00125
spatialDLPFC	SDLPFC_Br6522_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6522	primary_expansion	forward	SDLPFC_Br6522_ANT_MID	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.30935940000927	N	I_SPATIAL	0.000625
spatialDLPFC	SDLPFC_Br6522_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6522	primary_expansion	forward	SDLPFC_Br6522_ANT_MID	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.297412600004463	N	I_SPATIAL	0.01
spatialDLPFC	SDLPFC_Br6522_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6522	primary_expansion	forward	SDLPFC_Br6522_ANT_MID	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.390271299998858	N	I_SPATIAL	1.0
spatialDLPFC	SDLPFC_Br6522_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6522	primary_expansion	reverse	SDLPFC_Br6522_ANT_MID__reverse	uot	0.25	2.0	baseline	base	True	85	3.514078199994401			
spatialDLPFC	SDLPFC_Br6522_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6522	primary_expansion	reverse	SDLPFC_Br6522_ANT_MID__reverse	uot	0.25	2.0	label_free_rigid	base	True	85	3.5168231000134256			
spatialDLPFC	SDLPFC_Br6522_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6522	primary_expansion	reverse	SDLPFC_Br6522_ANT_MID__reverse	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.600277499994263	R	I_SPATIAL	0.00125
spatialDLPFC	SDLPFC_Br6522_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6522	primary_expansion	reverse	SDLPFC_Br6522_ANT_MID__reverse	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.526335700007621	R	I_SPATIAL	0.000625
spatialDLPFC	SDLPFC_Br6522_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6522	primary_expansion	reverse	SDLPFC_Br6522_ANT_MID__reverse	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.481269700001576	R	I_SPATIAL	0.01
