dataset	pair_id	pair_type	independent_unit_id	cohort_role	direction	pair_file_id	method	epsilon	tau	variant	stage	converged	iterations	seconds	arm	intervention	t
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	forward	HER2ST_C1_CONTROLLED	row_softmax	0.25		her2_oracle	coordinate_response	True	1	0.000370699999621138	N	I_SPATIAL	0.00125
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	forward	HER2ST_C1_CONTROLLED	row_softmax	0.25		her2_oracle	coordinate_response	True	1	0.00036869999894406646	N	I_SPATIAL	0.000625
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	forward	HER2ST_C1_CONTROLLED	row_softmax	0.25		her2_oracle	coordinate_response	True	1	0.0003493999975034967	N	I_SPATIAL	0.01
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	forward	HER2ST_C1_CONTROLLED	row_softmax	0.25		her2_oracle	coordinate_response	True	1	0.00022909999825060368	N	I_SPATIAL	1.0
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	balanced_ot	0.25		baseline	base	True	200	0.05252240000118036			
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	balanced_ot	0.25		label_free_rigid	base	True	200	0.06254100000660401			
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	0.051980800009914674	R	I_SPATIAL	0.00125
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	0.0500571000011405	R	I_SPATIAL	0.000625
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	0.05163570000149775	R	I_SPATIAL	0.01
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	0.05250619999424089	R	I_SPATIAL	1.0
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	0.056446800008416176	N	I_SPATIAL	0.00125
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	0.05297950000385754	N	I_SPATIAL	0.000625
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	0.05114490000414662	N	I_SPATIAL	0.01
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	0.051926299987826496	N	I_SPATIAL	1.0
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	uot	0.25	2.0	baseline	base	True	80	0.021159600000828505			
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	balanced_ot	0.25		her2_oracle	base	True	200	0.05329820000042673			
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	balanced_ot	0.25		her2_oracle	coordinate_response	True	200	0.058392200007801875	R	I_SPATIAL	0.00125
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	balanced_ot	0.25		her2_oracle	coordinate_response	True	200	0.05758959999366198	R	I_SPATIAL	0.000625
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	balanced_ot	0.25		her2_oracle	coordinate_response	True	200	0.05387499999778811	R	I_SPATIAL	0.01
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	balanced_ot	0.25		her2_oracle	coordinate_response	True	200	0.06541270000161603	R	I_SPATIAL	1.0
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	balanced_ot	0.25		her2_oracle	coordinate_response	True	200	0.05224319999979343	N	I_SPATIAL	0.00125
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	balanced_ot	0.25		her2_oracle	coordinate_response	True	200	0.05139779999444727	N	I_SPATIAL	0.000625
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	balanced_ot	0.25		her2_oracle	coordinate_response	True	200	0.058794600001419894	N	I_SPATIAL	0.01
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	balanced_ot	0.25		her2_oracle	coordinate_response	True	200	0.052772700000787154	N	I_SPATIAL	1.0
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	uot	0.25	2.0	label_free_rigid	base	True	80	0.02410730000701733			
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	uot	0.25	2.0	label_free_rigid	coordinate_response	True	80	0.025416199991013855	R	I_SPATIAL	0.00125
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	uot	0.25	2.0	label_free_rigid	coordinate_response	True	80	0.02084110000578221	R	I_SPATIAL	0.000625
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	uot	0.25	2.0	label_free_rigid	coordinate_response	True	80	0.02073410000593867	R	I_SPATIAL	0.01
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	uot	0.25	2.0	label_free_rigid	coordinate_response	True	80	0.020980200002668425	R	I_SPATIAL	1.0
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	uot	0.25	2.0	label_free_rigid	coordinate_response	True	80	0.021388400011346675	N	I_SPATIAL	0.00125
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	uot	0.25	2.0	label_free_rigid	coordinate_response	True	80	0.02151810000941623	N	I_SPATIAL	0.000625
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	uot	0.25	2.0	label_free_rigid	coordinate_response	True	80	0.020680699992226437	N	I_SPATIAL	0.01
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	uot	0.25	2.0	label_free_rigid	coordinate_response	True	80	0.020620299997972324	N	I_SPATIAL	1.0
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	row_softmax	0.25		baseline	base	True	1	0.0002497000095900148			
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	uot	0.25	2.0	her2_oracle	base	True	80	0.020672500002547167			
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	uot	0.25	2.0	her2_oracle	coordinate_response	True	80	0.02049369999440387	R	I_SPATIAL	0.00125
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	uot	0.25	2.0	her2_oracle	coordinate_response	True	80	0.020353400002932176	R	I_SPATIAL	0.000625
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	uot	0.25	2.0	her2_oracle	coordinate_response	True	80	0.02110680000623688	R	I_SPATIAL	0.01
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	uot	0.25	2.0	her2_oracle	coordinate_response	True	80	0.020583999998052604	R	I_SPATIAL	1.0
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	uot	0.25	2.0	her2_oracle	coordinate_response	True	80	0.02768379999906756	N	I_SPATIAL	0.00125
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	uot	0.25	2.0	her2_oracle	coordinate_response	True	80	0.02750140000716783	N	I_SPATIAL	0.000625
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	uot	0.25	2.0	her2_oracle	coordinate_response	True	80	0.020877499991911463	N	I_SPATIAL	0.01
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	uot	0.25	2.0	her2_oracle	coordinate_response	True	80	0.02166239998769015	N	I_SPATIAL	1.0
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	row_softmax	0.25		label_free_rigid	base	True	1	0.00024380000832024962			
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.00024879998818505555	R	I_SPATIAL	0.00125
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.00026250000519212335	R	I_SPATIAL	0.000625
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.00025409999943803996	R	I_SPATIAL	0.01
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.00022130001161713153	R	I_SPATIAL	1.0
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.00022430000535678118	N	I_SPATIAL	0.00125
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.000221800000872463	N	I_SPATIAL	0.000625
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.00021980000019539148	N	I_SPATIAL	0.01
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.00024160000612027943	N	I_SPATIAL	1.0
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	row_softmax	0.25		her2_oracle	base	True	1	0.0002710999979171902			
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	row_softmax	0.25		her2_oracle	coordinate_response	True	1	0.00023720000172033906	R	I_SPATIAL	0.00125
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	row_softmax	0.25		her2_oracle	coordinate_response	True	1	0.00027770000451710075	R	I_SPATIAL	0.000625
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	row_softmax	0.25		her2_oracle	coordinate_response	True	1	0.0002693999995244667	R	I_SPATIAL	0.01
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	row_softmax	0.25		her2_oracle	coordinate_response	True	1	0.00023130000045057386	R	I_SPATIAL	1.0
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	row_softmax	0.25		her2_oracle	coordinate_response	True	1	0.0002347999979974702	N	I_SPATIAL	0.00125
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	row_softmax	0.25		her2_oracle	coordinate_response	True	1	0.00026220000290777534	N	I_SPATIAL	0.000625
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	row_softmax	0.25		her2_oracle	coordinate_response	True	1	0.0002305999951204285	N	I_SPATIAL	0.01
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	within_section_controlled_combined	HER2ST::C	manual_truth_controlled	reverse	HER2ST_C1_CONTROLLED__reverse	row_softmax	0.25		her2_oracle	coordinate_response	True	1	0.00022929999977350235	N	I_SPATIAL	1.0
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	balanced_ot	0.25		baseline	base	True	200	0.102950200001942			
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	balanced_ot	0.25		label_free_rigid	base	True	200	0.10653720000118483			
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	0.10619930000393651	R	I_SPATIAL	0.00125
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	0.10568500000226777	R	I_SPATIAL	0.000625
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	0.10882710000441875	R	I_SPATIAL	0.01
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	0.10625480000453535	R	I_SPATIAL	1.0
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	0.10484479999286123	N	I_SPATIAL	0.00125
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	0.10410830000182614	N	I_SPATIAL	0.000625
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	0.10434479999821633	N	I_SPATIAL	0.01
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	0.1025009000004502	N	I_SPATIAL	1.0
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	uot	0.25	2.0	baseline	base	True	80	0.04734180000377819			
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	balanced_ot	0.25		her2_oracle	base	True	200	0.10651349999534432			
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	balanced_ot	0.25		her2_oracle	coordinate_response	True	200	0.10522160000982694	R	I_SPATIAL	0.00125
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	balanced_ot	0.25		her2_oracle	coordinate_response	True	200	0.11010749998968095	R	I_SPATIAL	0.000625
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	balanced_ot	0.25		her2_oracle	coordinate_response	True	200	0.10633280000183731	R	I_SPATIAL	0.01
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	balanced_ot	0.25		her2_oracle	coordinate_response	True	200	0.1032161999901291	R	I_SPATIAL	1.0
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	balanced_ot	0.25		her2_oracle	coordinate_response	True	200	0.10323570000764448	N	I_SPATIAL	0.00125
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	balanced_ot	0.25		her2_oracle	coordinate_response	True	200	0.10464999999385327	N	I_SPATIAL	0.000625
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	balanced_ot	0.25		her2_oracle	coordinate_response	True	200	0.10433729999931529	N	I_SPATIAL	0.01
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	balanced_ot	0.25		her2_oracle	coordinate_response	True	200	0.11181760000181384	N	I_SPATIAL	1.0
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	uot	0.25	2.0	label_free_rigid	base	True	80	0.04297400001087226			
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	uot	0.25	2.0	label_free_rigid	coordinate_response	True	80	0.04304440000851173	R	I_SPATIAL	0.00125
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	uot	0.25	2.0	label_free_rigid	coordinate_response	True	80	0.04207419999875128	R	I_SPATIAL	0.000625
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	uot	0.25	2.0	label_free_rigid	coordinate_response	True	80	0.048830500003532507	R	I_SPATIAL	0.01
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	uot	0.25	2.0	label_free_rigid	coordinate_response	True	80	0.04199250000237953	R	I_SPATIAL	1.0
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	uot	0.25	2.0	label_free_rigid	coordinate_response	True	80	0.05574359999445733	N	I_SPATIAL	0.00125
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	uot	0.25	2.0	label_free_rigid	coordinate_response	True	80	0.042284999988623895	N	I_SPATIAL	0.000625
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	uot	0.25	2.0	label_free_rigid	coordinate_response	True	80	0.042828799996641465	N	I_SPATIAL	0.01
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	uot	0.25	2.0	label_free_rigid	coordinate_response	True	80	0.041624199991929345	N	I_SPATIAL	1.0
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	row_softmax	0.25		baseline	base	True	1	0.000593400007346645			
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	uot	0.25	2.0	her2_oracle	base	True	80	0.044970599992666394			
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	uot	0.25	2.0	her2_oracle	coordinate_response	True	80	0.04649700000300072	R	I_SPATIAL	0.00125
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	uot	0.25	2.0	her2_oracle	coordinate_response	True	80	0.05009530000097584	R	I_SPATIAL	0.000625
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	uot	0.25	2.0	her2_oracle	coordinate_response	True	80	0.04266579999239184	R	I_SPATIAL	0.01
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	uot	0.25	2.0	her2_oracle	coordinate_response	True	80	0.0493170999980066	R	I_SPATIAL	1.0
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	uot	0.25	2.0	her2_oracle	coordinate_response	True	80	0.04322229999525007	N	I_SPATIAL	0.00125
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	uot	0.25	2.0	her2_oracle	coordinate_response	True	80	0.0425076999963494	N	I_SPATIAL	0.000625
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	uot	0.25	2.0	her2_oracle	coordinate_response	True	80	0.04853059999004472	N	I_SPATIAL	0.01
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	uot	0.25	2.0	her2_oracle	coordinate_response	True	80	0.0423439000005601	N	I_SPATIAL	1.0
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	row_softmax	0.25		label_free_rigid	base	True	1	0.0005013999907532707			
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.0004898999904980883	R	I_SPATIAL	0.00125
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.0005724999937228858	R	I_SPATIAL	0.000625
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.000523900002008304	R	I_SPATIAL	0.01
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.0004944999964209273	R	I_SPATIAL	1.0
