independent_unit_id	cohort_role	method	epsilon	tau	variant	arm	intervention	score	spatial_cost_pearson_vs_baseline	spatial_cost_scale_ratio	local_fidelity_n_estimable	local_fidelity_spearman	local_fidelity_top_overlap	local_fidelity_raw_mae	local_fidelity_rmae	local_fidelity_intercept	local_fidelity_slope	local_fidelity_r2	endpoint_transfer_n_estimable	endpoint_transfer_spearman	endpoint_transfer_top_overlap	endpoint_transfer_raw_mae	endpoint_transfer_rmae	endpoint_transfer_intercept	endpoint_transfer_slope	endpoint_transfer_r2	heldout_aurc	heldout_oracle_aurc	heldout_random_aurc	heldout_normalized_excess_aurc	heldout_retained_loss_at_80pct_coverage	heldout_retained_loss_at_90pct_coverage
HER2ST::A	manual_truth_controlled	balanced_ot	0.25		label_free_rigid	N	I_SPATIAL	finite_response_h001	0.7975040881785339	0.9477582106359352	307.0	0.9999525541779462	1.0	0.0010708885132228703	0.003913333156555743	0.0006847204146768779	0.9936096462729307	0.9999703550190968	307.0	0.08179351408178569	0.07857142857142857	0.1848791809381254	0.40322329315199223	0.3993035466399214	0.2162998327211634	0.0074100863564648956	0.17529794372917917	0.14017182473936451	0.17806806395349725	0.9328389361584314	0.17706635387959263	0.17857674493491826
HER2ST::A	manual_truth_controlled	balanced_ot	0.25		label_free_rigid	N	I_SPATIAL	local_reference	0.7975040881785339	0.9477582106359352	307.0	0.9999525541779462	1.0	0.0010708885132228703	0.003913333156555743	0.0006847204146768779	0.9936096462729307	0.9999703550190968	307.0	0.08179351408178569	0.07857142857142857	0.1848791809381254	0.40322329315199223	0.3993035466399214	0.2162998327211634	0.0074100863564648956	0.1752645346102803	0.14017182473936451	0.17806806395349725	0.931896788843872	0.17706635387959263	0.17857674493491826
HER2ST::A	manual_truth_controlled	balanced_ot	0.25		label_free_rigid	R	I_SPATIAL	endpoint_response	0.7975040881785339	0.9477582106359352	307.0	0.9999531439702921	0.9857142857142858	0.0010802595212319717	0.003930251530995047	0.0006970309322187857	0.9935592329534322	0.9999704641789859	307.0	0.08248584966938699	0.06428571428571428	0.18560455699232004	0.40308735909847404	0.3998774336938084	0.22037326174757466	0.007320827936980079	0.17404905134416448	0.14017182473936451	0.17806806395349725	0.901020393993049	0.17507757177261707	0.17698720313300004
HER2ST::A	manual_truth_controlled	balanced_ot	0.25		label_free_rigid	R	I_SPATIAL	finite_response_h001	0.7975040881785339	0.9477582106359352	307.0	0.9999531439702921	0.9857142857142858	0.0010802595212319717	0.003930251530995047	0.0006970309322187857	0.9935592329534322	0.9999704641789859	307.0	0.08248584966938699	0.06428571428571428	0.18560455699232004	0.40308735909847404	0.3998774336938084	0.22037326174757466	0.007320827936980079	0.17657706336681192	0.14017182473936451	0.17806806395349725	0.964801770260707	0.17686235240683618	0.17836949341595978
HER2ST::A	manual_truth_controlled	balanced_ot	0.25		label_free_rigid	R	I_SPATIAL	local_reference	0.7975040881785339	0.9477582106359352	307.0	0.9999531439702921	0.9857142857142858	0.0010802595212319717	0.003930251530995047	0.0006970309322187857	0.9935592329534322	0.9999704641789859	307.0	0.08248584966938699	0.06428571428571428	0.18560455699232004	0.40308735909847404	0.3998774336938084	0.22037326174757466	0.007320827936980079	0.1765997667072869	0.14017182473936451	0.17806806395349725	0.9653115827746406	0.17686235240683618	0.17873218956622794
HER2ST::A	manual_truth_controlled	row_softmax	0.25		baseline	N	I_SPATIAL	endpoint_response	1.0	1.0	307.0	0.9999646948608554	1.0	0.001052529295632802	0.00379934430176662	0.0006899263724529563	0.993731979874233	0.9999796433689874	307.0	0.6899888260018265	0.3142857142857143	0.1787150033378248	0.3921069845197179	-0.002330578217050211	1.6543004919612583	0.47187005698510703	0.16928699090849822	0.1363424809342817	0.17428655945125515	0.883357870865179	0.1690818519552788	0.1725766924986816
HER2ST::A	manual_truth_controlled	row_softmax	0.25		baseline	N	I_SPATIAL	finite_response_h001	1.0	1.0	307.0	0.9999646948608554	1.0	0.001052529295632802	0.00379934430176662	0.0006899263724529563	0.993731979874233	0.9999796433689874	307.0	0.6899888260018265	0.3142857142857143	0.1787150033378248	0.3921069845197179	-0.002330578217050211	1.6543004919612583	0.47187005698510703	0.17071647840737597	0.1363424809342817	0.17428655945125515	0.928221413820016	0.17090039892830527	0.17081016381795
HER2ST::A	manual_truth_controlled	row_softmax	0.25		baseline	N	I_SPATIAL	local_reference	1.0	1.0	307.0	0.9999646948608554	1.0	0.001052529295632802	0.00379934430176662	0.0006899263724529563	0.993731979874233	0.9999796433689874	307.0	0.6899888260018265	0.3142857142857143	0.1787150033378248	0.3921069845197179	-0.002330578217050211	1.6543004919612583	0.47187005698510703	0.17074262503066673	0.1363424809342817	0.17428655945125515	0.9289356067483294	0.17132277706945973	0.17078776366086862
HER2ST::A	manual_truth_controlled	row_softmax	0.25		baseline	R	I_SPATIAL	endpoint_response	1.0	1.0	307.0	0.9999695138287505	0.9857142857142858	0.001072071302033816	0.003837458838107804	0.0006491309366886018	0.9938699462765082	0.999984105321658	307.0	0.6973404181781284	0.33571428571428574	0.1799472655988974	0.39179313201221244	-0.00019665480559505344	1.6420192015987853	0.4934481214174782	0.1691692526823155	0.1363424809342817	0.17428655945125515	0.8796013439463722	0.1688051248289516	0.17256501749346942
HER2ST::A	manual_truth_controlled	row_softmax	0.25		baseline	R	I_SPATIAL	finite_response_h001	1.0	1.0	307.0	0.9999695138287505	0.9857142857142858	0.001072071302033816	0.003837458838107804	0.0006491309366886018	0.9938699462765082	0.999984105321658	307.0	0.6973404181781284	0.33571428571428574	0.1799472655988974	0.39179313201221244	-0.00019665480559505344	1.6420192015987853	0.4934481214174782	0.17076684552536833	0.1363424809342817	0.17428655945125515	0.928675934721721	0.1700763636433275	0.17192795001243857
HER2ST::A	manual_truth_controlled	row_softmax	0.25		baseline	R	I_SPATIAL	local_reference	1.0	1.0	307.0	0.9999695138287505	0.9857142857142858	0.001072071302033816	0.003837458838107804	0.0006491309366886018	0.9938699462765082	0.999984105321658	307.0	0.6973404181781284	0.33571428571428574	0.1799472655988974	0.39179313201221244	-0.00019665480559505344	1.6420192015987853	0.4934481214174782	0.17077935758753174	0.1363424809342817	0.17428655945125515	0.9290305843846474	0.1700763636433275	0.1719279500124386
HER2ST::A	manual_truth_controlled	row_softmax	0.25		her2_oracle	N	I_SPATIAL	endpoint_response	0.9798906728148421	0.9776549873083534	307.0	0.9999339250297402	1.0	0.0010614268289940408	0.0038624988648576835	0.0006662673462601294	0.9937269591620176	0.9999675913239168	307.0	0.6258228095978345	0.3321428571428572	0.18460357612113126	0.4017718615488096	0.03139582747721402	1.5596001515395033	0.37934976791247216	0.1691073716098414	0.13576218534679338	0.17349411902253223	0.8975309772599156	0.16817993822944885	0.1729966951335387
HER2ST::A	manual_truth_controlled	row_softmax	0.25		her2_oracle	N	I_SPATIAL	finite_response_h001	0.9798906728148421	0.9776549873083534	307.0	0.9999339250297402	1.0	0.0010614268289940408	0.0038624988648576835	0.0006662673462601294	0.9937269591620176	0.9999675913239168	307.0	0.6258228095978345	0.3321428571428572	0.18460357612113126	0.4017718615488096	0.03139582747721402	1.5596001515395033	0.37934976791247216	0.1696496994742825	0.13576218534679338	0.17349411902253223	0.9132700882348391	0.16955286408403736	0.16912806197535835
HER2ST::A	manual_truth_controlled	row_softmax	0.25		her2_oracle	N	I_SPATIAL	local_reference	0.9798906728148421	0.9776549873083534	307.0	0.9999339250297402	1.0	0.0010614268289940408	0.0038624988648576835	0.0006662673462601294	0.9937269591620176	0.9999675913239168	307.0	0.6258228095978345	0.3321428571428572	0.18460357612113126	0.4017718615488096	0.03139582747721402	1.5596001515395033	0.37934976791247216	0.16961323227918412	0.13576218534679338	0.17349411902253223	0.91220813747377	0.1695528640840373	0.1691280619753583
HER2ST::A	manual_truth_controlled	row_softmax	0.25		her2_oracle	R	I_SPATIAL	endpoint_response	0.9798906728148421	0.9776549873083534	307.0	0.9999129796607582	0.9857142857142858	0.0010792418204673393	0.003895881790504872	0.0006297912401296557	0.993848576465419	0.9999746170804356	307.0	0.6456690608262088	0.37142857142857144	0.18577600250132154	0.40137561316706794	0.019420961483923475	1.6018910746309363	0.412010881988006	0.16904866500764884	0.13576218534679338	0.17349411902253223	0.895731184123104	0.1689004014321881	0.17307224337906552
HER2ST::A	manual_truth_controlled	row_softmax	0.25		her2_oracle	R	I_SPATIAL	finite_response_h001	0.9798906728148421	0.9776549873083534	307.0	0.9999129796607582	0.9857142857142858	0.0010792418204673393	0.003895881790504872	0.0006297912401296557	0.993848576465419	0.9999746170804356	307.0	0.6456690608262088	0.37142857142857144	0.18577600250132154	0.40137561316706794	0.019420961483923475	1.6018910746309363	0.412010881988006	0.16987542192958113	0.13576218534679338	0.17349411902253223	0.9180512462614626	0.16964097332449254	0.16943250272919858
