dataset	pair_id	pair_type	independent_unit_id	cohort_role	direction	pair_file_id	method	epsilon	tau	variant	arm	intervention	score	spatial_cost_pearson_vs_baseline	spatial_cost_scale_ratio	local_fidelity_n_estimable	local_fidelity_spearman	local_fidelity_top_overlap	local_fidelity_raw_mae	local_fidelity_rmae	local_fidelity_intercept	local_fidelity_slope	local_fidelity_r2	endpoint_transfer_n_estimable	endpoint_transfer_spearman	endpoint_transfer_top_overlap	endpoint_transfer_raw_mae	endpoint_transfer_rmae	endpoint_transfer_intercept	endpoint_transfer_slope	endpoint_transfer_r2	heldout_aurc	heldout_oracle_aurc	heldout_random_aurc	heldout_normalized_excess_aurc	heldout_retained_loss_at_80pct_coverage	heldout_retained_loss_at_90pct_coverage
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	uot	0.25	2.0	baseline	N	I_SPATIAL	local_reference	1.0	1.0	1500	0.999910798182577	0.9933333333333333	0.001066414838714233	0.003547748678899464	0.001196527772054423	0.9924982572586645	0.999869689883249	1500	0.6179405590846929	0.52	0.16441847902889084	0.35649773181827943	-0.2629535404516291	2.409129956713452	0.38475830551354673	0.386863379226671	0.36323527362199876	0.3896476265135095	0.8945854124289945	0.38688861192236823	0.3884474512769875
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	uot	0.25	2.0	baseline	N	I_SPATIAL	endpoint_response	1.0	1.0	1500	0.999910798182577	0.9933333333333333	0.001066414838714233	0.003547748678899464	0.001196527772054423	0.9924982572586645	0.999869689883249	1500	0.6179405590846929	0.52	0.16441847902889084	0.35649773181827943	-0.2629535404516291	2.409129956713452	0.38475830551354673	0.38870880576988276	0.36323527362199876	0.3896476265135095	0.9644552400354884	0.3878425179500613	0.3881344939713467
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	uot	0.25	2.0	label_free_rigid	R	I_SPATIAL	finite_response_h001	0.2404809260890279	0.991095369167691	1500	0.9999030932902637	0.9933333333333333	0.0012400283709400222	0.004449751564998587	0.0011494265819777744	0.9914635996568579	0.999844798370626	1500	0.4732616361162827	0.4	0.20194963370383667	0.42159254079853475	-0.13486839200966638	2.2028799855133276	0.20788434455137006	0.38820542018940346	0.3643086453773414	0.39038204517371033	0.9165193261597592	0.38796865378324785	0.38809077331632813
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	uot	0.25	2.0	label_free_rigid	R	I_SPATIAL	local_reference	0.2404809260890279	0.991095369167691	1500	0.9999030932902637	0.9933333333333333	0.0012400283709400222	0.004449751564998587	0.0011494265819777744	0.9914635996568579	0.999844798370626	1500	0.4732616361162827	0.4	0.20194963370383667	0.42159254079853475	-0.13486839200966638	2.2028799855133276	0.20788434455137006	0.38819484312585356	0.3643086453773414	0.39038204517371033	0.9161136612433116	0.38789456893713636	0.38793095281090445
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	uot	0.25	2.0	label_free_rigid	R	I_SPATIAL	endpoint_response	0.2404809260890279	0.991095369167691	1500	0.9999030932902637	0.9933333333333333	0.0012400283709400222	0.004449751564998587	0.0011494265819777744	0.9914635996568579	0.999844798370626	1500	0.4732616361162827	0.4	0.20194963370383667	0.42159254079853475	-0.13486839200966638	2.2028799855133276	0.20788434455137006	0.38977859458556274	0.3643086453773414	0.39038204517371033	0.9768556999524232	0.38835564640721004	0.38827033360483704
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	uot	0.25	2.0	label_free_rigid	N	I_SPATIAL	finite_response_h001	0.2404809260890279	0.991095369167691	1500	0.9999134221837432	1.0	0.001050721853039658	0.003527222017319371	0.0009539778777507831	0.9932939744133338	0.9998904515654614	1500	0.5088464305984136	0.4066666666666667	0.16782778180253843	0.36289339518935787	-0.11888706301836503	1.951591686513918	0.26405982931324323	0.3871781480422312	0.3643086453773414	0.39038204517371033	0.8771200857386728	0.38685096666558066	0.38747455617856236
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	uot	0.25	2.0	label_free_rigid	N	I_SPATIAL	local_reference	0.2404809260890279	0.991095369167691	1500	0.9999134221837432	1.0	0.001050721853039658	0.003527222017319371	0.0009539778777507831	0.9932939744133338	0.9998904515654614	1500	0.5088464305984136	0.4066666666666667	0.16782778180253843	0.36289339518935787	-0.11888706301836503	1.951591686513918	0.26405982931324323	0.38714624602192294	0.3643086453773414	0.39038204517371033	0.875896539114242	0.3868318440804717	0.3874745561785623
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	uot	0.25	2.0	label_free_rigid	N	I_SPATIAL	endpoint_response	0.2404809260890279	0.991095369167691	1500	0.9999134221837432	1.0	0.001050721853039658	0.003527222017319371	0.0009539778777507831	0.9932939744133338	0.9998904515654614	1500	0.5088464305984136	0.4066666666666667	0.16782778180253843	0.36289339518935787	-0.11888706301836503	1.951591686513918	0.26405982931324323	0.389566747853693	0.3643086453773414	0.39038204517371033	0.9687306862018478	0.388806067216463	0.38865643585029036
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	row_softmax	0.25		baseline	R	I_SPATIAL	finite_response_h001	1.0	1.0	1500	0.9999820622142499	0.9933333333333333	0.0011521762750516884	0.003999708979453604	0.0010311446162737448	0.9924509300733033	0.9999774562931844	1500	0.8488038225794767	0.52	0.1743489842763999	0.37704087686531934	-0.14119797619103652	2.095401839587678	0.7017110049202372	0.3935798316222819	0.3662461150692584	0.3921805817401216	1.053953293118316	0.3921170597621398	0.39156147851013917
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	row_softmax	0.25		baseline	R	I_SPATIAL	local_reference	1.0	1.0	1500	0.9999820622142499	0.9933333333333333	0.0011521762750516884	0.003999708979453604	0.0010311446162737448	0.9924509300733033	0.9999774562931844	1500	0.8488038225794767	0.52	0.1743489842763999	0.37704087686531934	-0.14119797619103652	2.095401839587678	0.7017110049202372	0.3935912656111116	0.3662461150692584	0.3921805817401216	1.0543941731631923	0.39205116534705664	0.3915002317478509
