dataset	pair_id	pair_type	independent_unit_id	cohort_role	direction	pair_file_id	method	epsilon	tau	arm	intervention	h_large	h_small	relative_l1_n_estimable	relative_l1_median	relative_l1_q90	relative_l1_mean	relative_l1_maximum
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	forward	SDLPFC_Br3942_ANT_MID	row_softmax	0.25		N	I_SPATIAL	0.005	0.0025	1500	0.0016866519171212704	0.0020511469492115585	0.0016895849854555636	0.002450660724515336
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	forward	SDLPFC_Br3942_ANT_MID	row_softmax	0.25		N	I_SPATIAL	0.0025	0.00125	1500	0.0008425990805350748	0.0010242229381897596	0.0008439881306601761	0.001224885518327635
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	forward	SDLPFC_Br3942_ANT_MID	row_softmax	0.25		N	I_SPATIAL	0.00125	0.000625	1500	0.00042111553440623997	0.0005117743912423578	0.00042179351940826114	0.0006123312526229529
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	forward	SDLPFC_Br3942_ANT_MID	balanced_ot	0.25		R	I_EXPR	0.02	0.01	1500	0.0006627772050649718	0.0009902105394716011	0.0007335351433127805	0.0017931732207393254
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	forward	SDLPFC_Br3942_ANT_MID	balanced_ot	0.25		R	I_EXPR	0.01	0.005	1500	0.0003315303039614948	0.0004952098994523159	0.00036678814501073064	0.0008968155921761841
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	forward	SDLPFC_Br3942_ANT_MID	balanced_ot	0.25		R	I_EXPR	0.005	0.0025	1500	0.00016577073570874624	0.0002476294823564502	0.0001833991454759627	0.00044846551824817554
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	forward	SDLPFC_Br3942_ANT_MID	balanced_ot	0.25		R	I_EXPR	0.0025	0.00125	1500	8.288389937158725e-05	0.00012382084965129744	9.170083487654541e-05	0.00022424700257180877
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	forward	SDLPFC_Br3942_ANT_MID	balanced_ot	0.25		R	I_EXPR	0.00125	0.000625	1500	4.144158594710999e-05	6.191194924578973e-05	4.5850736798656514e-05	0.00011212704434038182
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	forward	SDLPFC_Br3942_ANT_MID	balanced_ot	0.25		R	I_SPATIAL	0.02	0.01	1500	0.006322416960335059	0.0074492089534298304	0.006135530969981181	0.008207531889802848
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	forward	SDLPFC_Br3942_ANT_MID	balanced_ot	0.25		R	I_SPATIAL	0.01	0.005	1500	0.003142341271567647	0.003695939141004502	0.003048972627602079	0.004070329282109048
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	forward	SDLPFC_Br3942_ANT_MID	balanced_ot	0.25		R	I_SPATIAL	0.005	0.0025	1500	0.0015665680670974502	0.0018407501027620384	0.0015198253740787932	0.0020268623478963306
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	forward	SDLPFC_Br3942_ANT_MID	balanced_ot	0.25		R	I_SPATIAL	0.0025	0.00125	1500	0.0007820569342494284	0.0009185264143760278	0.0007587521511795944	0.0010113643448930493
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	forward	SDLPFC_Br3942_ANT_MID	balanced_ot	0.25		R	I_SPATIAL	0.00125	0.000625	1500	0.00039071983617869273	0.00045879697198823656	0.000379086525517887	0.0005051663777361358
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	forward	SDLPFC_Br3942_ANT_MID	balanced_ot	0.25		N	I_EXPR	0.02	0.01	1500	0.0061048154769616815	0.007233171795648449	0.005997025511055572	0.008023604621199679
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	forward	SDLPFC_Br3942_ANT_MID	balanced_ot	0.25		N	I_EXPR	0.01	0.005	1500	0.003071636958461692	0.0036442401008473955	0.003016837342561198	0.004043820459014167
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	forward	SDLPFC_Br3942_ANT_MID	balanced_ot	0.25		N	I_EXPR	0.005	0.0025	1500	0.0015407553108323464	0.0018288436892634284	0.0015130378097844446	0.002029978973849769
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	forward	SDLPFC_Br3942_ANT_MID	balanced_ot	0.25		N	I_EXPR	0.0025	0.00125	1500	0.0007715307247493711	0.0009160995486163405	0.0007576784801585582	0.0010170134319298935
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	forward	SDLPFC_Br3942_ANT_MID	balanced_ot	0.25		N	I_EXPR	0.00125	0.000625	1500	0.00038605398425898814	0.00045846985086995796	0.00037912973277924394	0.000509013545711817
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	forward	SDLPFC_Br3942_ANT_MID	balanced_ot	0.25		N	I_SPATIAL	0.02	0.01	1500	0.006256658260049689	0.0074515968943897615	0.006146087686944671	0.008283650374467428
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	forward	SDLPFC_Br3942_ANT_MID	balanced_ot	0.25		N	I_SPATIAL	0.01	0.005	1500	0.0031081526019241454	0.0036972558796582247	0.003054098619527122	0.004108816236293861
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	forward	SDLPFC_Br3942_ANT_MID	balanced_ot	0.25		N	I_SPATIAL	0.005	0.0025	1500	0.001549838118895649	0.0018419391447935774	0.0015223527502874704	0.002046224428304356
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	forward	SDLPFC_Br3942_ANT_MID	balanced_ot	0.25		N	I_SPATIAL	0.0025	0.00125	1500	0.0007738430139741087	0.0009193640068670821	0.0007600072033226584	0.0010210748028396592
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	forward	SDLPFC_Br3942_ANT_MID	balanced_ot	0.25		N	I_SPATIAL	0.00125	0.000625	1500	0.00038663213998030787	0.00045927828510904486	0.00037971190865231417	0.00051002888723821
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	uot	0.25	2.0	R	I_EXPR	0.02	0.01	1500	0.0009754535985697175	0.001527865985580303	0.001079233461389913	0.0025067303665177398
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	uot	0.25	2.0	R	I_EXPR	0.01	0.005	1500	0.0004874543668903711	0.0007637363855519867	0.0005392967790157836	0.0012525657398014213
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	uot	0.25	2.0	R	I_EXPR	0.005	0.0025	1500	0.0002436460248932501	0.00038183734186632013	0.00026956840387755985	0.0006260805073899547
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	uot	0.25	2.0	R	I_EXPR	0.0025	0.00125	1500	0.00012180198755273498	0.00019091090245908291	0.0001347642046396729	0.00031298958777683703
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	uot	0.25	2.0	R	I_EXPR	0.00125	0.000625	1500	6.089573812055745e-05	9.545350445149839e-05	6.737710324588106e-05	0.0001564821173856157
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	uot	0.25	2.0	R	I_SPATIAL	0.02	0.01	1500	0.006470037360496235	0.007683940747900916	0.006310876260735253	0.008300013094491153
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	uot	0.25	2.0	R	I_SPATIAL	0.01	0.005	1500	0.003213030575138963	0.003812605545698401	0.003136060822239391	0.004118555219385404
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	uot	0.25	2.0	R	I_SPATIAL	0.005	0.0025	1500	0.0016014466732606107	0.0018987250475144134	0.0015632258111152465	0.0020515012408102015
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	uot	0.25	2.0	R	I_SPATIAL	0.0025	0.00125	1500	0.0007995238157929621	0.0009475996825161713	0.0007804166487081293	0.0010238140693090932
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	uot	0.25	2.0	R	I_SPATIAL	0.00125	0.000625	1500	0.0003994704188893668	0.0004734249147758864	0.0003899098728777455	0.0005114238122491461
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	uot	0.25	2.0	N	I_EXPR	0.02	0.01	1500	0.005070332648943869	0.006336993341952302	0.005120793543004977	0.007510728746237553
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	uot	0.25	2.0	N	I_EXPR	0.01	0.005	1500	0.0025535419340080396	0.003190144597721966	0.002576313410308891	0.003784711301314143
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	uot	0.25	2.0	N	I_EXPR	0.005	0.0025	1500	0.0012809047131060517	0.001600601566250463	0.0012921708235741644	0.001899754449043752
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	uot	0.25	2.0	N	I_EXPR	0.0025	0.00125	1500	0.0006415195410152006	0.0008018421711208934	0.0006470933270483824	0.0009517348198730449
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	uot	0.25	2.0	N	I_EXPR	0.00125	0.000625	1500	0.0003209975928648187	0.00040132226583607317	0.0003237991891985763	0.0004763327982372055
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	uot	0.25	2.0	N	I_SPATIAL	0.02	0.01	1500	0.0052078055339108255	0.0065308462157122275	0.005250383067547639	0.007750208613069225
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	uot	0.25	2.0	N	I_SPATIAL	0.01	0.005	1500	0.0025862259240690784	0.0032397061575033296	0.002608708485591457	0.0038444745616826544
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	uot	0.25	2.0	N	I_SPATIAL	0.005	0.0025	1500	0.0012888773621066735	0.0016133480925174613	0.0013002695470657175	0.0019146859801248612
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	uot	0.25	2.0	N	I_SPATIAL	0.0025	0.00125	1500	0.0006433094392583069	0.0008050590900020993	0.0006491180284328653	0.0009554679098907001
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	uot	0.25	2.0	N	I_SPATIAL	0.00125	0.000625	1500	0.0003214303560781112	0.00040212656967531803	0.00032430536505694484	0.0004772657196177294
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	row_softmax	0.25		R	I_EXPR	0.02	0.01	1500	0.002027522684010445	0.002641533607573274	0.002072930895177397	0.003580060817331921
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	row_softmax	0.25		R	I_EXPR	0.01	0.005	1500	0.0010124377061490157	0.0013183784716400352	0.0010348708968118269	0.0017860675613556583
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	row_softmax	0.25		R	I_EXPR	0.005	0.0025	1500	0.0005058561946081136	0.0006585957551993976	0.000517037676918284	0.0008920382745816394
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	row_softmax	0.25		R	I_EXPR	0.0025	0.00125	1500	0.00025283256534524754	0.0003291493965537464	0.00025841950384927976	0.0004457699668277116
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	row_softmax	0.25		R	I_EXPR	0.00125	0.000625	1500	0.00012639240183012675	0.0001645371030133323	0.00012918493148101273	0.00022282271592566217
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	row_softmax	0.25		R	I_SPATIAL	0.02	0.01	1500	0.005918188054260531	0.007043047718171577	0.005823589012141379	0.007973835675645302
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	row_softmax	0.25		R	I_SPATIAL	0.01	0.005	1500	0.0029424513018270274	0.0034984752890419167	0.0028954902129648906	0.00395826480680386
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	row_softmax	0.25		R	I_SPATIAL	0.005	0.0025	1500	0.0014673449299896142	0.001743553269546829	0.0014436992960983682	0.0019720358476589075
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	row_softmax	0.25		R	I_SPATIAL	0.0025	0.00125	1500	0.0007326563562596105	0.0008703807546408419	0.000720841964854453	0.0009842481899587788
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	row_softmax	0.25		R	I_SPATIAL	0.00125	0.000625	1500	0.0003660748812315565	0.00043484215210081703	0.0003601695217430338	0.0004916822147194587
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	row_softmax	0.25		N	I_EXPR	0.02	0.01	1500	0.00620263761858498	0.007727558618716456	0.006255909117780431	0.009359616532411824
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	row_softmax	0.25		N	I_EXPR	0.01	0.005	1500	0.003116697893302386	0.0038828738849861796	0.00314301681029363	0.00470681500118989
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	row_softmax	0.25		N	I_EXPR	0.005	0.0025	1500	0.0015625202343502163	0.0019468455724102232	0.0015753060933356936	0.0023602288370415266
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	row_softmax	0.25		N	I_EXPR	0.0025	0.00125	1500	0.000782006792552484	0.000974970461199665	0.0007886066254727871	0.0011818241695543705
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	row_softmax	0.25		N	I_EXPR	0.00125	0.000625	1500	0.0003912472163742377	0.0004878730617161325	0.00039454218980157816	0.000591340077936386
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	row_softmax	0.25		N	I_SPATIAL	0.02	0.01	1500	0.006336308503137283	0.007912676643873788	0.006378474202079431	0.009579659115963542
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	row_softmax	0.25		N	I_SPATIAL	0.01	0.005	1500	0.003149830066723797	0.0039310710736631714	0.0031736575673921084	0.0047618163138661955
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	row_softmax	0.25		N	I_SPATIAL	0.005	0.0025	1500	0.0015703023729705492	0.001959273763479506	0.0015829665844244965	0.0023739654255191074
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	row_softmax	0.25		N	I_SPATIAL	0.0025	0.00125	1500	0.0007840016900416979	0.0009780783090277173	0.0007905216885926032	0.0011852566304926902
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	row_softmax	0.25		N	I_SPATIAL	0.00125	0.000625	1500	0.0003917354008119326	0.0004886501526735747	0.0003950209422565183	0.0005921973489731
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	balanced_ot	0.25		R	I_EXPR	0.02	0.01	1500	0.0006455709282531568	0.0010569149145921426	0.000730044744495561	0.001984772071689698
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	balanced_ot	0.25		R	I_EXPR	0.01	0.005	1500	0.0003229225785443898	0.0005285425199506074	0.00036504285318115766	0.000992986577520181
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	balanced_ot	0.25		R	I_EXPR	0.005	0.0025	1500	0.0001614760868177592	0.00026429218216275717	0.00018252646497378793	0.0004966415152900759
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	balanced_ot	0.25		R	I_EXPR	0.0025	0.00125	1500	8.073649628079597e-05	0.00013215143064670607	9.126448872691739e-05	0.0002483574398129663
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	balanced_ot	0.25		R	I_EXPR	0.00125	0.000625	1500	4.036785434223598e-05	6.607704478391651e-05	4.563256298119191e-05	0.0001241878437579489
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	balanced_ot	0.25		R	I_SPATIAL	0.02	0.01	1500	0.00620908725291687	0.007487390566918666	0.006124060006382664	0.007899609536542439
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	balanced_ot	0.25		R	I_SPATIAL	0.01	0.005	1500	0.003085940249584731	0.0037186999979922255	0.003043326505717845	0.003920758421672995
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	balanced_ot	0.25		R	I_SPATIAL	0.005	0.0025	1500	0.001537078898179142	0.00185336972387625	0.001517024715909193	0.0019532345621434107
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	balanced_ot	0.25		R	I_SPATIAL	0.0025	0.00125	1500	0.0007672277090023597	0.0009251852191571974	0.0007573574309281565	0.0009748376624414962
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	balanced_ot	0.25		R	I_SPATIAL	0.00125	0.000625	1500	0.0003833190794664608	0.0004622180861963334	0.0003783905688399125	0.0004869747423290644
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	balanced_ot	0.25		N	I_EXPR	0.02	0.01	1500	0.006079701789292351	0.0072970273774813745	0.005977228366020134	0.0077158355479085405
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	balanced_ot	0.25		N	I_EXPR	0.01	0.005	1500	0.003060065527021246	0.003677113524531147	0.003006725659473963	0.0038864643935063777
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	balanced_ot	0.25		N	I_EXPR	0.005	0.0025	1500	0.0015347441327314216	0.0018451391218258213	0.0015079280206699295	0.0019504461173881916
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	balanced_ot	0.25		N	I_EXPR	0.0025	0.00125	1500	0.0007687230710599942	0.000924276525196245	0.0007551099971697381	0.0009770417642166798
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	balanced_ot	0.25		N	I_EXPR	0.00125	0.000625	1500	0.0003846511712869389	0.0004625897228088691	0.0003778420816466932	0.0004889769189876425
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	balanced_ot	0.25		N	I_SPATIAL	0.02	0.01	1500	0.006244860520233668	0.007523697244394873	0.0061245405623871416	0.007949311311708453
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	balanced_ot	0.25		N	I_SPATIAL	0.01	0.005	1500	0.0031017633680613206	0.003731443910346621	0.0030435494281780247	0.003944849384236824
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	balanced_ot	0.25		N	I_SPATIAL	0.005	0.0025	1500	0.001545501733019856	0.0018587630395923962	0.0015171335482292742	0.0019650577949427697
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	balanced_ot	0.25		N	I_SPATIAL	0.0025	0.00125	1500	0.0007714984594300993	0.0009276878872990606	0.000757411366627097	0.0009806959245354347
spatialDLPFC	SDLPFC_Br3942_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br3942	primary_expansion	reverse	SDLPFC_Br3942_ANT_MID__reverse	balanced_ot	0.25		N	I_SPATIAL	0.00125	0.000625	1500	0.0003853655459899614	0.00046341899046320847	0.0003784174203927518	0.0004898904610534351
spatialDLPFC	SDLPFC_Br6423_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6423	primary_expansion	forward	SDLPFC_Br6423_ANT_MID	uot	0.25	2.0	R	I_EXPR	0.02	0.01	1500	0.001263912901198609	0.0018428324056625651	0.0013445946596285286	0.0023112520580406
spatialDLPFC	SDLPFC_Br6423_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6423	primary_expansion	forward	SDLPFC_Br6423_ANT_MID	uot	0.25	2.0	R	I_EXPR	0.01	0.005	1500	0.0006317050727028097	0.0009209725583862287	0.0006719005766414388	0.0011545890021515581
spatialDLPFC	SDLPFC_Br6423_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6423	primary_expansion	forward	SDLPFC_Br6423_ANT_MID	uot	0.25	2.0	R	I_EXPR	0.005	0.0025	1500	0.0003157893671853845	0.0004603819142692165	0.00033585112516076225	0.0005770353583989041
spatialDLPFC	SDLPFC_Br6423_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6423	primary_expansion	forward	SDLPFC_Br6423_ANT_MID	uot	0.25	2.0	R	I_EXPR	0.0025	0.00125	1500	0.00015787439257100144	0.0002301648334560979	0.00016790077348812412	0.0002884529072282002
