cohort_role,method,epsilon,tau,grid_role,arm,intervention,score,claim_status,gate_family,independent_units,median_spearman,median_top_decile_overlap,median_nmae,unit_gate_pass_fraction,spearman_gate_pass,overlap_gate_pass,nmae_gate_pass,gate_pass,witness,median_nex_aurc,median_relative_fixed_qc_gain,positive_unit_fraction,positive_technology_count,leave_one_unit_out_fixed_qc_low,negative_control_pass_fraction,leakage_control_pass_fraction,confound_direction_pass_fraction,sensitivity_external_gate,sensitivity_external_gate_with_controls,registered_gate_status,confirmatory
legacy_replication,uot,0.1,2.0,epsilon_scan,R,,exact_I_EXPR,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,label_error_shared_closed_set,1.2332844085752113,-0.2633234529692606,0.3333333333333333,1.0,-0.32950416820249406,0.3333333333333333,1.0,0.3333333333333333,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,2.0,epsilon_scan,R,,exact_I_SPATIAL,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,label_error_shared_closed_set,0.9012417959011104,0.0769574538700035,0.6666666666666666,1.0,-0.008634773088616404,0.39999999999999997,1.0,0.6666666666666666,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,2.0,epsilon_scan,R,,exact_combined,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,label_error_shared_closed_set,0.9012417959011104,0.0769574538700035,0.6666666666666666,1.0,-0.008634773088616404,0.39999999999999997,1.0,0.6666666666666666,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,2.0,epsilon_scan,R,,matched_fd_I_EXPR,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,label_error_shared_closed_set,1.207864658749649,-0.2372115647077314,0.3333333333333333,1.0,-0.29614944279750094,0.3333333333333333,1.0,0.3333333333333333,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,2.0,epsilon_scan,R,,matched_fd_I_SPATIAL,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,label_error_shared_closed_set,0.8735386867433931,0.090094778354648,1.0,2.0,0.07637145855200085,0.5333333333333333,1.0,0.9666666666666667,True,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,2.0,epsilon_scan,R,,matched_fd_combined,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,label_error_shared_closed_set,0.8800044608708497,0.0976487345712986,1.0,2.0,0.0594533884878701,0.7000000000000001,1.0,1.0,True,True,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,2.0,epsilon_scan,R,,source_boundary_proximity,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,label_error_shared_closed_set,0.9768925852201786,0.0,0.0,0.0,0.0,0.06666666666666667,1.0,0.6333333333333333,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,2.0,epsilon_scan,R,,exact_I_EXPR,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,source_only_open_set,0.8309454569704271,0.15417044415196862,0.6666666666666666,1.0,0.0274962786890812,0.26666666666666666,0.5,0.26666666666666666,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,2.0,epsilon_scan,R,,exact_I_SPATIAL,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,source_only_open_set,1.0879635638155538,-0.037119620077236,0.3333333333333333,0.0,-0.1350496685054253,0.06666666666666667,0.5,0.2333333333333333,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,2.0,epsilon_scan,R,,exact_combined,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,source_only_open_set,1.0888766940315087,-0.03837117125308935,0.3333333333333333,0.0,-0.1350496685054253,0.06666666666666667,0.5,0.2333333333333333,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,2.0,epsilon_scan,R,,matched_fd_I_EXPR,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,source_only_open_set,0.8170812194282149,0.16686444452714766,0.6666666666666666,1.0,0.0411939610193214,0.26666666666666666,0.5,0.2333333333333333,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,2.0,epsilon_scan,R,,matched_fd_I_SPATIAL,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,source_only_open_set,0.9922652858251075,0.015583777644617349,0.3333333333333333,1.0,-0.0225783540259837,0.06666666666666667,0.5,0.16666666666666666,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,2.0,epsilon_scan,R,,matched_fd_combined,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,source_only_open_set,0.8947934256034766,0.1010012959200896,0.6666666666666666,1.0,0.1331137640560112,0.06666666666666667,0.5,0.3,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,2.0,epsilon_scan,R,,source_boundary_proximity,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,source_only_open_set,1.0495352880680677,0.0,0.0,0.0,0.0,0.06666666666666667,0.5,0.16666666666666666,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,N,,exact_I_EXPR,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,heldout_loss,0.8252861804357453,0.1284544318594779,1.0,2.0,0.1174237737838543,1.0,1.0,1.0,True,True,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,N,,exact_I_SPATIAL,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,heldout_loss,0.938871443166863,-0.0018489690896921,0.6666666666666666,1.0,-0.0594730294923942,0.5,1.0,0.6333333333333333,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,N,,exact_combined,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,heldout_loss,0.938871443166863,0.0186116774460963,0.6666666666666666,1.0,-0.05229255864272515,0.5,1.0,0.6333333333333333,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,N,,matched_fd_I_EXPR,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,heldout_loss,0.8020055019908316,0.1638865448801074,1.0,2.0,0.14282373611879484,1.0,1.0,0.8333333333333334,True,True,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,N,,matched_fd_I_SPATIAL,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,heldout_loss,0.8024687988846225,0.164467378095162,1.0,2.0,0.14222834455854017,1.0,1.0,0.6666666666666666,True,True,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,N,,matched_fd_combined,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,heldout_loss,0.8024970411706722,0.1644521998869572,1.0,2.0,0.1423050822565205,1.0,1.0,0.6666666666666666,True,True,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,N,,source_boundary_proximity,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,heldout_loss,0.9675324708313028,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.8333333333333334,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,N,,exact_I_EXPR,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,label_error_shared_closed_set,0.9146369224747152,0.0665785763342129,0.6666666666666666,1.0,-0.042254963474904296,0.5,1.0,0.6666666666666666,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,N,,exact_I_SPATIAL,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,label_error_shared_closed_set,0.8988362735664779,0.0831583869883673,0.6666666666666666,1.0,0.0340794767992217,0.5666666666666667,1.0,0.6666666666666666,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,N,,exact_combined,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,label_error_shared_closed_set,0.8988362735664779,0.0831583869883673,0.6666666666666666,1.0,0.0340794767992217,0.5666666666666667,1.0,0.6666666666666666,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,N,,matched_fd_I_EXPR,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,label_error_shared_closed_set,0.8238169185612672,0.1595272584644347,1.0,2.0,0.08049447159346916,0.7999999999999999,1.0,0.9333333333333332,True,True,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,N,,matched_fd_I_SPATIAL,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,label_error_shared_closed_set,0.8237877492442087,0.159577211662523,1.0,2.0,0.08234969807310435,0.6333333333333333,1.0,0.9333333333333332,True,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,N,,matched_fd_combined,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,label_error_shared_closed_set,0.8237448316562453,0.1596199491212676,1.0,2.0,0.08230962659918915,0.6333333333333333,1.0,0.9333333333333332,True,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,N,,source_boundary_proximity,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,label_error_shared_closed_set,0.9810357720202016,0.0,0.0,0.0,0.0,0.09999999999999999,1.0,0.6333333333333333,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,N,,exact_I_EXPR,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,source_only_open_set,0.8521523097324157,0.1376177678120507,0.6666666666666666,1.0,0.1213136477124444,0.26666666666666666,0.5,0.3,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,N,,exact_I_SPATIAL,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,source_only_open_set,1.0609333752267192,-0.010349399636061803,0.3333333333333333,0.0,-0.1092088902236944,0.06666666666666667,0.5,0.2333333333333333,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,N,,exact_combined,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,source_only_open_set,1.0616108000803572,-0.0112007411413491,0.3333333333333333,0.0,-0.1092088902236944,0.06666666666666667,0.5,0.2333333333333333,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,N,,matched_fd_I_EXPR,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,source_only_open_set,0.9821484079686635,0.026977070737631,0.6666666666666666,1.0,0.0020766160564812,0.13333333333333333,0.5,0.16666666666666666,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,N,,matched_fd_I_SPATIAL,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,source_only_open_set,0.9873291208254424,0.02257268739893335,0.3333333333333333,1.0,-0.0068593912102447,0.13333333333333333,0.5,0.16666666666666666,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,N,,matched_fd_combined,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,source_only_open_set,0.9857915902597425,0.0238420308263788,0.3333333333333333,1.0,-0.005722002325741,0.13333333333333333,0.5,0.16666666666666666,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,N,,source_boundary_proximity,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,source_only_open_set,1.0495352880680677,0.0,0.0,0.0,0.0,0.06666666666666667,0.5,0.13333333333333333,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,R,,exact_I_EXPR,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,heldout_loss,0.8769929354800234,0.0431137599704345,1.0,2.0,0.0297845496633002,0.6666666666666666,1.0,0.8333333333333334,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,R,,exact_I_SPATIAL,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,heldout_loss,1.0387093839096433,-0.068503325835522,0.0,0.0,-0.09947522268905101,0.3333333333333333,1.0,0.19999999999999998,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,R,,exact_combined,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,heldout_loss,1.0387093839096433,-0.0684265457935902,0.0,0.0,-0.09947522268905101,0.3333333333333333,1.0,0.19999999999999998,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,R,,matched_fd_I_EXPR,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,heldout_loss,0.8215665992303163,0.1219534045759897,1.0,2.0,0.0946112672960022,0.8333333333333334,1.0,1.0,True,True,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,R,,matched_fd_I_SPATIAL,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,heldout_loss,0.8888282027265026,0.0420529387425625,0.6666666666666666,2.0,-0.012113392959320752,0.8333333333333334,1.0,0.6333333333333333,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,R,,matched_fd_combined,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,heldout_loss,0.8878437284120575,0.0684502327732889,1.0,2.0,0.052900022306605204,0.8333333333333334,1.0,0.6666666666666666,True,True,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,R,,source_boundary_proximity,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,heldout_loss,0.9675324708313028,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.8333333333333334,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,R,,exact_I_EXPR,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,label_error_shared_closed_set,1.2374105265690387,-0.2624967682792847,0.3333333333333333,1.0,-0.3305963898528467,0.3333333333333333,1.0,0.3333333333333333,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,R,,exact_I_SPATIAL,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,label_error_shared_closed_set,0.9030373604873058,0.0789123619761518,0.6666666666666666,1.0,-0.013275799068066349,0.39999999999999997,1.0,0.6666666666666666,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,R,,exact_combined,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,label_error_shared_closed_set,0.9030373604873058,0.0789123619761518,0.6666666666666666,1.0,-0.013275799068066349,0.39999999999999997,1.0,0.6666666666666666,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,R,,matched_fd_I_EXPR,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,label_error_shared_closed_set,1.2144384729687638,-0.2389433972620898,0.3333333333333333,1.0,-0.3038455312614795,0.3333333333333333,1.0,0.3333333333333333,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,R,,matched_fd_I_SPATIAL,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,label_error_shared_closed_set,0.8754038481963065,0.0984162746081022,1.0,2.0,0.08334026903455165,0.5666666666666667,1.0,0.9666666666666667,True,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,R,,matched_fd_combined,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,label_error_shared_closed_set,0.8770037420789318,0.1046888430306419,1.0,2.0,0.06749082498254805,0.6333333333333333,1.0,1.0,True,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,R,,source_boundary_proximity,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,label_error_shared_closed_set,0.9810357720202016,0.0,0.0,0.0,0.0,0.09999999999999999,1.0,0.6333333333333333,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,R,,exact_I_EXPR,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,source_only_open_set,0.8356696391799303,0.149731830523126,0.6666666666666666,1.0,0.0266789259515975,0.26666666666666666,0.5,0.3,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,R,,exact_I_SPATIAL,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,source_only_open_set,1.0903192374661774,-0.03972943449961135,0.3333333333333333,0.0,-0.1390504865200305,0.06666666666666667,0.5,0.2333333333333333,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,R,,exact_combined,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,source_only_open_set,1.0911156475110388,-0.04077704501543755,0.3333333333333333,0.0,-0.1390504865200305,0.06666666666666667,0.5,0.2333333333333333,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,R,,matched_fd_I_EXPR,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,source_only_open_set,0.8259943327735213,0.15847017467447017,0.6666666666666666,1.0,0.0393038150352731,0.26666666666666666,0.5,0.26666666666666666,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,R,,matched_fd_I_SPATIAL,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,source_only_open_set,0.9854987861157821,0.0218240210377548,0.3333333333333333,1.0,-0.0183596866629766,0.06666666666666667,0.5,0.16666666666666666,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,R,,matched_fd_combined,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,source_only_open_set,0.9106702882437139,0.085393673119592,0.6666666666666666,1.0,0.0939217610013586,0.06666666666666667,0.5,0.3,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.1,5.0,interaction_corner,R,,source_boundary_proximity,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,source_only_open_set,1.0495352880680677,0.0,0.0,0.0,0.0,0.06666666666666667,0.5,0.13333333333333333,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.25,1.0,tau_scan,N,,exact_I_EXPR,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,heldout_loss,0.4926334039419554,0.4605610907017833,1.0,2.0,0.3175964996503229,1.0,1.0,0.8333333333333334,True,True,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.25,1.0,tau_scan,N,,exact_I_SPATIAL,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,heldout_loss,1.0630740869260435,-0.0785286436101983,0.3333333333333333,0.0,-0.0826707370821791,0.3333333333333333,1.0,0.4666666666666666,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.25,1.0,tau_scan,N,,exact_combined,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,heldout_loss,1.0630740869260435,-0.0785286436101983,0.3333333333333333,0.0,-0.0826707370821791,0.3333333333333333,1.0,0.4666666666666666,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.25,1.0,tau_scan,N,,matched_fd_I_EXPR,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,heldout_loss,0.6922871391015445,0.2864493345090585,1.0,2.0,0.20141758384976033,1.0,1.0,0.8333333333333334,True,True,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.25,1.0,tau_scan,N,,matched_fd_I_SPATIAL,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,heldout_loss,0.7018501302464533,0.2765825850405986,1.0,2.0,0.19789801842765592,1.0,1.0,0.8333333333333334,True,True,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.25,1.0,tau_scan,N,,matched_fd_combined,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,heldout_loss,0.7018501302464533,0.2765825850405986,1.0,2.0,0.19789801842765592,1.0,1.0,0.8333333333333334,True,True,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.25,1.0,tau_scan,N,,source_boundary_proximity,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,heldout_loss,0.9726296615635132,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.8333333333333334,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.25,1.0,tau_scan,N,,exact_I_EXPR,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,label_error_shared_closed_set,0.8466690533708293,0.1478436202247468,1.0,2.0,0.11770101874288144,0.9,1.0,1.0,True,True,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.25,1.0,tau_scan,N,,exact_I_SPATIAL,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,label_error_shared_closed_set,0.938484199048388,0.0702284583163749,0.6666666666666666,1.0,-0.01825504378960125,0.43333333333333335,1.0,0.6666666666666666,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.25,1.0,tau_scan,N,,exact_combined,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,label_error_shared_closed_set,0.938484199048388,0.0702284583163749,0.6666666666666666,1.0,-0.01825504378960125,0.39999999999999997,1.0,0.6666666666666666,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.25,1.0,tau_scan,N,,matched_fd_I_EXPR,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,label_error_shared_closed_set,0.8162329150830732,0.1968857922489931,1.0,2.0,0.1641675157094766,0.5666666666666667,1.0,1.0,True,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.25,1.0,tau_scan,N,,matched_fd_I_SPATIAL,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,label_error_shared_closed_set,0.8155596876371569,0.1975535992693252,1.0,2.0,0.16494183727845213,0.5666666666666667,1.0,1.0,True,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.25,1.0,tau_scan,N,,matched_fd_combined,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,label_error_shared_closed_set,0.8155596876371569,0.1975535992693252,1.0,2.0,0.16494183727845213,0.5666666666666667,1.0,1.0,True,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.25,1.0,tau_scan,N,,source_boundary_proximity,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,label_error_shared_closed_set,1.016196913686754,0.0,0.0,0.0,0.0,0.09999999999999999,1.0,0.6333333333333333,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.25,1.0,tau_scan,N,,exact_I_EXPR,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,source_only_open_set,1.057272134626043,-0.03709343513218325,0.3333333333333333,0.0,-0.1029270195461246,0.09999999999999999,0.5,0.19999999999999998,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.25,1.0,tau_scan,N,,exact_I_SPATIAL,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,source_only_open_set,1.0998453265440107,-0.05666793845839001,0.3333333333333333,0.0,-0.1505908812221151,0.06666666666666667,0.5,0.2333333333333333,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.25,1.0,tau_scan,N,,exact_combined,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,source_only_open_set,1.0998453265440107,-0.05666793845839001,0.3333333333333333,0.0,-0.1505908812221151,0.06666666666666667,0.5,0.2333333333333333,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.25,1.0,tau_scan,N,,matched_fd_I_EXPR,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,source_only_open_set,1.0749036691007405,-0.04253391446633545,0.3333333333333333,0.0,-0.120862796234474,0.13333333333333333,0.5,0.2333333333333333,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.25,1.0,tau_scan,N,,matched_fd_I_SPATIAL,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,source_only_open_set,1.0749463591426953,-0.04235358323221394,0.3333333333333333,0.0,-0.1206438025700701,0.13333333333333333,0.5,0.2333333333333333,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.25,1.0,tau_scan,N,,matched_fd_combined,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,source_only_open_set,1.0749463591426953,-0.04235358323221394,0.3333333333333333,0.0,-0.1206438025700701,0.13333333333333333,0.5,0.2333333333333333,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.25,1.0,tau_scan,N,,source_boundary_proximity,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,source_only_open_set,1.0495352880680677,0.0,0.0,0.0,0.0,0.06666666666666667,0.5,0.16666666666666666,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.25,1.0,tau_scan,R,,exact_I_EXPR,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,heldout_loss,0.3389520680677654,0.6146597211721422,1.0,2.0,0.46714784307812107,1.0,1.0,1.0,True,True,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.25,1.0,tau_scan,R,,exact_I_SPATIAL,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,heldout_loss,1.103231899309464,-0.1384725789544894,0.0,0.0,-0.1245197502239115,0.3,1.0,0.2333333333333333,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.25,1.0,tau_scan,R,,exact_combined,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,heldout_loss,1.103231899309464,-0.1384725789544894,0.0,0.0,-0.1245197502239115,0.3,1.0,0.26666666666666666,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.25,1.0,tau_scan,R,,matched_fd_I_EXPR,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,heldout_loss,0.3225352637956614,0.6611161660686061,1.0,2.0,0.48959483393711056,1.0,1.0,1.0,True,True,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.25,1.0,tau_scan,R,,matched_fd_I_SPATIAL,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,heldout_loss,0.9744170657543828,-0.0199117816260828,0.0,0.0,-0.05513467846205075,0.26666666666666666,1.0,0.39999999999999997,False,False,immutable; see registered v1.2 frozen sheet,False
legacy_replication,uot,0.25,1.0,tau_scan,R,,matched_fd_combined,post-review sensitivity analysis; amended sample expansion,external_utility,3,,,,,,,,,heldout_loss,0.9744170657543828,-0.0199117816260828,0.0,0.0,-0.01381630717116035,0.26666666666666666,1.0,0.4666666666666666,False,False,immutable; see registered v1.2 frozen sheet,False
