dataset,pair_type,biological_pair_id,direction,pair_id,independent_unit_id,method,epsilon,tau,grid_role,parameter_index,pair_file_id,intervention,exact_max_abs_difference,fd_max_abs_difference,frozen_path_exists
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br2720_ANT_MID,forward,SDLPFC_Br2720_ANT_MID,spatialDLPFC::Br2720,balanced_ot,0.25,,baseline,1,SDLPFC_Br2720_ANT_MID,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br2720_ANT_MID,forward,SDLPFC_Br2720_ANT_MID,spatialDLPFC::Br2720,uot,0.25,2.0,baseline,1,SDLPFC_Br2720_ANT_MID,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br2720_ANT_MID,forward,SDLPFC_Br2720_ANT_MID,spatialDLPFC::Br2720,row_softmax,0.25,,baseline,1,SDLPFC_Br2720_ANT_MID,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br2720_ANT_MID,reverse,SDLPFC_Br2720_ANT_MID__reverse,spatialDLPFC::Br2720,balanced_ot,0.25,,baseline,1,SDLPFC_Br2720_ANT_MID__reverse,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br2720_ANT_MID,reverse,SDLPFC_Br2720_ANT_MID__reverse,spatialDLPFC::Br2720,uot,0.25,2.0,baseline,1,SDLPFC_Br2720_ANT_MID__reverse,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br2720_ANT_MID,reverse,SDLPFC_Br2720_ANT_MID__reverse,spatialDLPFC::Br2720,row_softmax,0.25,,baseline,1,SDLPFC_Br2720_ANT_MID__reverse,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br2743_ANT_MID,forward,SDLPFC_Br2743_ANT_MID,spatialDLPFC::Br2743,balanced_ot,0.25,,baseline,1,SDLPFC_Br2743_ANT_MID,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br2743_ANT_MID,forward,SDLPFC_Br2743_ANT_MID,spatialDLPFC::Br2743,uot,0.25,2.0,baseline,1,SDLPFC_Br2743_ANT_MID,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br2743_ANT_MID,forward,SDLPFC_Br2743_ANT_MID,spatialDLPFC::Br2743,row_softmax,0.25,,baseline,1,SDLPFC_Br2743_ANT_MID,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br2743_ANT_MID,reverse,SDLPFC_Br2743_ANT_MID__reverse,spatialDLPFC::Br2743,balanced_ot,0.25,,baseline,1,SDLPFC_Br2743_ANT_MID__reverse,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br2743_ANT_MID,reverse,SDLPFC_Br2743_ANT_MID__reverse,spatialDLPFC::Br2743,uot,0.25,2.0,baseline,1,SDLPFC_Br2743_ANT_MID__reverse,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br2743_ANT_MID,reverse,SDLPFC_Br2743_ANT_MID__reverse,spatialDLPFC::Br2743,row_softmax,0.25,,baseline,1,SDLPFC_Br2743_ANT_MID__reverse,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br3942_ANT_MID,forward,SDLPFC_Br3942_ANT_MID,spatialDLPFC::Br3942,balanced_ot,0.25,,baseline,1,SDLPFC_Br3942_ANT_MID,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br3942_ANT_MID,forward,SDLPFC_Br3942_ANT_MID,spatialDLPFC::Br3942,uot,0.25,2.0,baseline,1,SDLPFC_Br3942_ANT_MID,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br3942_ANT_MID,forward,SDLPFC_Br3942_ANT_MID,spatialDLPFC::Br3942,row_softmax,0.25,,baseline,1,SDLPFC_Br3942_ANT_MID,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br3942_ANT_MID,reverse,SDLPFC_Br3942_ANT_MID__reverse,spatialDLPFC::Br3942,balanced_ot,0.25,,baseline,1,SDLPFC_Br3942_ANT_MID__reverse,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br3942_ANT_MID,reverse,SDLPFC_Br3942_ANT_MID__reverse,spatialDLPFC::Br3942,uot,0.25,2.0,baseline,1,SDLPFC_Br3942_ANT_MID__reverse,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br3942_ANT_MID,reverse,SDLPFC_Br3942_ANT_MID__reverse,spatialDLPFC::Br3942,row_softmax,0.25,,baseline,1,SDLPFC_Br3942_ANT_MID__reverse,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6423_ANT_MID,forward,SDLPFC_Br6423_ANT_MID,spatialDLPFC::Br6423,balanced_ot,0.25,,baseline,1,SDLPFC_Br6423_ANT_MID,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6423_ANT_MID,forward,SDLPFC_Br6423_ANT_MID,spatialDLPFC::Br6423,uot,0.25,2.0,baseline,1,SDLPFC_Br6423_ANT_MID,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6423_ANT_MID,forward,SDLPFC_Br6423_ANT_MID,spatialDLPFC::Br6423,row_softmax,0.25,,baseline,1,SDLPFC_Br6423_ANT_MID,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6423_ANT_MID,reverse,SDLPFC_Br6423_ANT_MID__reverse,spatialDLPFC::Br6423,balanced_ot,0.25,,baseline,1,SDLPFC_Br6423_ANT_MID__reverse,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6423_ANT_MID,reverse,SDLPFC_Br6423_ANT_MID__reverse,spatialDLPFC::Br6423,uot,0.25,2.0,baseline,1,SDLPFC_Br6423_ANT_MID__reverse,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6423_ANT_MID,reverse,SDLPFC_Br6423_ANT_MID__reverse,spatialDLPFC::Br6423,row_softmax,0.25,,baseline,1,SDLPFC_Br6423_ANT_MID__reverse,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6432_ANT_MID,forward,SDLPFC_Br6432_ANT_MID,spatialDLPFC::Br6432,balanced_ot,0.25,,baseline,1,SDLPFC_Br6432_ANT_MID,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6432_ANT_MID,forward,SDLPFC_Br6432_ANT_MID,spatialDLPFC::Br6432,uot,0.25,2.0,baseline,1,SDLPFC_Br6432_ANT_MID,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6432_ANT_MID,forward,SDLPFC_Br6432_ANT_MID,spatialDLPFC::Br6432,row_softmax,0.25,,baseline,1,SDLPFC_Br6432_ANT_MID,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6432_ANT_MID,reverse,SDLPFC_Br6432_ANT_MID__reverse,spatialDLPFC::Br6432,balanced_ot,0.25,,baseline,1,SDLPFC_Br6432_ANT_MID__reverse,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6432_ANT_MID,reverse,SDLPFC_Br6432_ANT_MID__reverse,spatialDLPFC::Br6432,uot,0.25,2.0,baseline,1,SDLPFC_Br6432_ANT_MID__reverse,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6432_ANT_MID,reverse,SDLPFC_Br6432_ANT_MID__reverse,spatialDLPFC::Br6432,row_softmax,0.25,,baseline,1,SDLPFC_Br6432_ANT_MID__reverse,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6471_ANT_MID,forward,SDLPFC_Br6471_ANT_MID,spatialDLPFC::Br6471,balanced_ot,0.25,,baseline,1,SDLPFC_Br6471_ANT_MID,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6471_ANT_MID,forward,SDLPFC_Br6471_ANT_MID,spatialDLPFC::Br6471,uot,0.25,2.0,baseline,1,SDLPFC_Br6471_ANT_MID,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6471_ANT_MID,forward,SDLPFC_Br6471_ANT_MID,spatialDLPFC::Br6471,row_softmax,0.25,,baseline,1,SDLPFC_Br6471_ANT_MID,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6471_ANT_MID,reverse,SDLPFC_Br6471_ANT_MID__reverse,spatialDLPFC::Br6471,balanced_ot,0.25,,baseline,1,SDLPFC_Br6471_ANT_MID__reverse,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6471_ANT_MID,reverse,SDLPFC_Br6471_ANT_MID__reverse,spatialDLPFC::Br6471,uot,0.25,2.0,baseline,1,SDLPFC_Br6471_ANT_MID__reverse,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6471_ANT_MID,reverse,SDLPFC_Br6471_ANT_MID__reverse,spatialDLPFC::Br6471,row_softmax,0.25,,baseline,1,SDLPFC_Br6471_ANT_MID__reverse,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6522_ANT_MID,forward,SDLPFC_Br6522_ANT_MID,spatialDLPFC::Br6522,balanced_ot,0.25,,baseline,1,SDLPFC_Br6522_ANT_MID,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6522_ANT_MID,forward,SDLPFC_Br6522_ANT_MID,spatialDLPFC::Br6522,uot,0.25,2.0,baseline,1,SDLPFC_Br6522_ANT_MID,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6522_ANT_MID,forward,SDLPFC_Br6522_ANT_MID,spatialDLPFC::Br6522,row_softmax,0.25,,baseline,1,SDLPFC_Br6522_ANT_MID,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6522_ANT_MID,reverse,SDLPFC_Br6522_ANT_MID__reverse,spatialDLPFC::Br6522,balanced_ot,0.25,,baseline,1,SDLPFC_Br6522_ANT_MID__reverse,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6522_ANT_MID,reverse,SDLPFC_Br6522_ANT_MID__reverse,spatialDLPFC::Br6522,uot,0.25,2.0,baseline,1,SDLPFC_Br6522_ANT_MID__reverse,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6522_ANT_MID,reverse,SDLPFC_Br6522_ANT_MID__reverse,spatialDLPFC::Br6522,row_softmax,0.25,,baseline,1,SDLPFC_Br6522_ANT_MID__reverse,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8325_ANT_MID,forward,SDLPFC_Br8325_ANT_MID,spatialDLPFC::Br8325,balanced_ot,0.25,,baseline,1,SDLPFC_Br8325_ANT_MID,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8325_ANT_MID,forward,SDLPFC_Br8325_ANT_MID,spatialDLPFC::Br8325,uot,0.25,2.0,baseline,1,SDLPFC_Br8325_ANT_MID,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8325_ANT_MID,forward,SDLPFC_Br8325_ANT_MID,spatialDLPFC::Br8325,row_softmax,0.25,,baseline,1,SDLPFC_Br8325_ANT_MID,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8325_ANT_MID,reverse,SDLPFC_Br8325_ANT_MID__reverse,spatialDLPFC::Br8325,balanced_ot,0.25,,baseline,1,SDLPFC_Br8325_ANT_MID__reverse,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8325_ANT_MID,reverse,SDLPFC_Br8325_ANT_MID__reverse,spatialDLPFC::Br8325,uot,0.25,2.0,baseline,1,SDLPFC_Br8325_ANT_MID__reverse,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8325_ANT_MID,reverse,SDLPFC_Br8325_ANT_MID__reverse,spatialDLPFC::Br8325,row_softmax,0.25,,baseline,1,SDLPFC_Br8325_ANT_MID__reverse,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8492_ANT_MID,forward,SDLPFC_Br8492_ANT_MID,spatialDLPFC::Br8492,balanced_ot,0.25,,baseline,1,SDLPFC_Br8492_ANT_MID,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8492_ANT_MID,forward,SDLPFC_Br8492_ANT_MID,spatialDLPFC::Br8492,uot,0.25,2.0,baseline,1,SDLPFC_Br8492_ANT_MID,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8492_ANT_MID,forward,SDLPFC_Br8492_ANT_MID,spatialDLPFC::Br8492,row_softmax,0.25,,baseline,1,SDLPFC_Br8492_ANT_MID,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8492_ANT_MID,reverse,SDLPFC_Br8492_ANT_MID__reverse,spatialDLPFC::Br8492,balanced_ot,0.25,,baseline,1,SDLPFC_Br8492_ANT_MID__reverse,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8492_ANT_MID,reverse,SDLPFC_Br8492_ANT_MID__reverse,spatialDLPFC::Br8492,uot,0.25,2.0,baseline,1,SDLPFC_Br8492_ANT_MID__reverse,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8492_ANT_MID,reverse,SDLPFC_Br8492_ANT_MID__reverse,spatialDLPFC::Br8492,row_softmax,0.25,,baseline,1,SDLPFC_Br8492_ANT_MID__reverse,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8667_ANT_MID,forward,SDLPFC_Br8667_ANT_MID,spatialDLPFC::Br8667,balanced_ot,0.25,,baseline,1,SDLPFC_Br8667_ANT_MID,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8667_ANT_MID,forward,SDLPFC_Br8667_ANT_MID,spatialDLPFC::Br8667,uot,0.25,2.0,baseline,1,SDLPFC_Br8667_ANT_MID,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8667_ANT_MID,forward,SDLPFC_Br8667_ANT_MID,spatialDLPFC::Br8667,row_softmax,0.25,,baseline,1,SDLPFC_Br8667_ANT_MID,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8667_ANT_MID,reverse,SDLPFC_Br8667_ANT_MID__reverse,spatialDLPFC::Br8667,balanced_ot,0.25,,baseline,1,SDLPFC_Br8667_ANT_MID__reverse,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8667_ANT_MID,reverse,SDLPFC_Br8667_ANT_MID__reverse,spatialDLPFC::Br8667,uot,0.25,2.0,baseline,1,SDLPFC_Br8667_ANT_MID__reverse,ALL,,,False
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8667_ANT_MID,reverse,SDLPFC_Br8667_ANT_MID__reverse,spatialDLPFC::Br8667,row_softmax,0.25,,baseline,1,SDLPFC_Br8667_ANT_MID__reverse,ALL,,,False
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_A1_CONTROLLED,forward,HER2ST_A1_CONTROLLED,HER2ST::A,balanced_ot,0.25,,baseline,1,HER2ST_A1_CONTROLLED,ALL,,,False
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_A1_CONTROLLED,forward,HER2ST_A1_CONTROLLED,HER2ST::A,uot,0.25,2.0,baseline,1,HER2ST_A1_CONTROLLED,ALL,,,False
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_A1_CONTROLLED,forward,HER2ST_A1_CONTROLLED,HER2ST::A,row_softmax,0.25,,baseline,1,HER2ST_A1_CONTROLLED,ALL,,,False
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_A1_CONTROLLED,reverse,HER2ST_A1_CONTROLLED__reverse,HER2ST::A,balanced_ot,0.25,,baseline,1,HER2ST_A1_CONTROLLED__reverse,ALL,,,False
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_A1_CONTROLLED,reverse,HER2ST_A1_CONTROLLED__reverse,HER2ST::A,uot,0.25,2.0,baseline,1,HER2ST_A1_CONTROLLED__reverse,ALL,,,False
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_A1_CONTROLLED,reverse,HER2ST_A1_CONTROLLED__reverse,HER2ST::A,row_softmax,0.25,,baseline,1,HER2ST_A1_CONTROLLED__reverse,ALL,,,False
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_B1_CONTROLLED,forward,HER2ST_B1_CONTROLLED,HER2ST::B,balanced_ot,0.25,,baseline,1,HER2ST_B1_CONTROLLED,ALL,,,False
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_B1_CONTROLLED,forward,HER2ST_B1_CONTROLLED,HER2ST::B,uot,0.25,2.0,baseline,1,HER2ST_B1_CONTROLLED,ALL,,,False
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_B1_CONTROLLED,forward,HER2ST_B1_CONTROLLED,HER2ST::B,row_softmax,0.25,,baseline,1,HER2ST_B1_CONTROLLED,ALL,,,False
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_B1_CONTROLLED,reverse,HER2ST_B1_CONTROLLED__reverse,HER2ST::B,balanced_ot,0.25,,baseline,1,HER2ST_B1_CONTROLLED__reverse,ALL,,,False
