dataset,pair_type,biological_pair_id,direction,pair_id,independent_unit_id,method,epsilon,tau,grid_role,arm,stage,intervention,solver_iterations,converged,runtime_seconds,peak_memory_mb,memory_measurement,solver_last_error,row_mass_l1,col_mass_l1
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br2720_ANT_MID,forward,SDLPFC_Br2720_ANT_MID,spatialDLPFC::Br2720,uot,0.25,2.0,baseline,N,full_endpoint,I_SPATIAL,80,True,4.34944299999961,404.99609375,process_rss_after_solve,9.92559900936385e-09,0.8750864532360707,0.8750864532360707
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br2720_ANT_MID,forward,SDLPFC_Br2720_ANT_MID,spatialDLPFC::Br2720,uot,0.25,2.0,baseline,N,matched_fd,I_SPATIAL,85,True,4.474275300000045,404.99609375,process_rss_after_solve,3.1972744451991275e-09,0.9345595165085298,0.9345595165085299
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br2720_ANT_MID,forward,SDLPFC_Br2720_ANT_MID,spatialDLPFC::Br2720,uot,0.125,1.0,scale_equivalence,S,full_endpoint,I_EXPR,85,True,4.707536800000071,450.97265625,process_rss_after_solve,3.5970204592672417e-09,1.1031467996578548,1.1031467996578546
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br2720_ANT_MID,forward,SDLPFC_Br2720_ANT_MID,spatialDLPFC::Br2720,uot,0.125,1.0,scale_equivalence,S,full_endpoint,I_SPATIAL,80,True,4.379131600000164,450.97265625,process_rss_after_solve,9.92559900936385e-09,0.8750864532360707,0.8750864532360707
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br2720_ANT_MID,forward,SDLPFC_Br2720_ANT_MID,spatialDLPFC::Br2720,uot,0.25,1.0,tau_scan,shared,base,NONE,45,True,3.1017476000001807,352.453125,process_rss_after_solve,6.705543675877834e-09,2.4866051478586,2.4866051478586004
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br2720_ANT_MID,forward,SDLPFC_Br2720_ANT_MID,spatialDLPFC::Br2720,uot,0.25,1.0,tau_scan,R,full_endpoint,I_EXPR,45,True,2.098542599999746,421.125,process_rss_after_solve,7.866574947001936e-09,3.3446209076834394,3.3446209076834403
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br2720_ANT_MID,forward,SDLPFC_Br2720_ANT_MID,spatialDLPFC::Br2720,uot,0.25,1.0,tau_scan,R,matched_fd,I_EXPR,45,True,2.3834695000000465,421.125,process_rss_after_solve,6.716938116824167e-09,2.4942317316617677,2.4942317316617677
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br2720_ANT_MID,forward,SDLPFC_Br2720_ANT_MID,spatialDLPFC::Br2720,uot,0.25,1.0,tau_scan,R,full_endpoint,I_SPATIAL,45,True,2.60039020000022,438.29296875,process_rss_after_solve,7.516265831952751e-09,3.078166726283576,3.078166726283576
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br2720_ANT_MID,forward,SDLPFC_Br2720_ANT_MID,spatialDLPFC::Br2720,uot,0.25,1.0,tau_scan,R,matched_fd,I_SPATIAL,45,True,2.3849103000002287,438.29296875,process_rss_after_solve,6.710128452880326e-09,2.489643534986789,2.4896435349867887
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br2720_ANT_MID,forward,SDLPFC_Br2720_ANT_MID,spatialDLPFC::Br2720,uot,0.25,1.0,tau_scan,N,full_endpoint,I_EXPR,45,True,2.4886446000000433,455.4609375,process_rss_after_solve,7.532815260447023e-09,3.076787773156684,3.076787773156684
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br2720_ANT_MID,forward,SDLPFC_Br2720_ANT_MID,spatialDLPFC::Br2720,uot,0.25,1.0,tau_scan,N,matched_fd,I_EXPR,45,True,2.537266400000135,455.4609375,process_rss_after_solve,6.712389755136883e-09,2.491213518327135,2.491213518327135
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br2720_ANT_MID,forward,SDLPFC_Br2720_ANT_MID,spatialDLPFC::Br2720,uot,0.25,1.0,tau_scan,N,full_endpoint,I_SPATIAL,45,True,2.5990004999998746,472.62890625,process_rss_after_solve,6.4065517335620825e-09,2.2848753053823363,2.2848753053823367
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br2720_ANT_MID,forward,SDLPFC_Br2720_ANT_MID,spatialDLPFC::Br2720,uot,0.25,1.0,tau_scan,N,matched_fd,I_SPATIAL,45,True,2.4827620999999453,472.62890625,process_rss_after_solve,6.698738452826092e-09,2.4820282743199877,2.4820282743199877
