dataset	pair_id	pair_type	independent_unit_id	cohort_role	direction	pair_file_id	method	epsilon	tau	arm	intervention	mass_local_to_endpoint_n_estimable	mass_local_to_endpoint_spearman	mass_local_to_endpoint_top_overlap	mass_local_to_endpoint_raw_mae	mass_local_to_endpoint_rmae	mass_local_to_endpoint_intercept	mass_local_to_endpoint_slope	mass_local_to_endpoint_r2	shape_local_to_endpoint_n_estimable	shape_local_to_endpoint_spearman	shape_local_to_endpoint_top_overlap	shape_local_to_endpoint_raw_mae	shape_local_to_endpoint_rmae	shape_local_to_endpoint_intercept	shape_local_to_endpoint_slope	shape_local_to_endpoint_r2	local_mass_n_estimable	local_mass_median	local_mass_q90	local_mass_mean	local_mass_maximum	local_shape_n_estimable	local_shape_median	local_shape_q90	local_shape_mean	local_shape_maximum	endpoint_mass_n_estimable	endpoint_mass_median	endpoint_mass_q90	endpoint_mass_mean	endpoint_mass_maximum	endpoint_shape_n_estimable	endpoint_shape_median	endpoint_shape_q90	endpoint_shape_mean	endpoint_shape_maximum
spatialDLPFC	SDLPFC_Br6423_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6423	primary_expansion	forward	SDLPFC_Br6423_ANT_MID	uot	0.25	2.0	R	I_EXPR	1500	0.9999586844260822	1.0	0.0017634061796785903	0.024268602376450604	-0.0009779563211391813	0.9894507689672483	0.9999740126445644	1500	0.9890509818004365	0.9	0.0029483806741158075	0.04989739031768222	0.007924848615331223	0.880400897495689	0.9663824374288852	1500	0.04372398030401588	0.18175860762140816	0.07442512511064159	0.22610357405094023	1500	0.05413516924623596	0.08296288778664901	0.05811446447519078	0.13670237203442198	1500	0.04212364922103924	0.17881231754283736	0.07266204095006878	0.22162749227028122	1500	0.05601842089829286	0.08050026448632683	0.05908887529677048	0.12346364263209995
spatialDLPFC	SDLPFC_Br6423_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6423	primary_expansion	forward	SDLPFC_Br6423_ANT_MID	uot	0.25	2.0	R	I_SPATIAL	1500	0.2782054072024032	0.6933333333333334	0.01904841212041824	0.4603226093205904	0.018850378083929926	1.004387776172137	0.3350184778164855	1500	0.4773120770275898	0.3	0.18134849044515597	0.3914329921611932	-0.05900324695415477	1.8413700628085758	0.21507562543676528	1500	0.020802342956475997	0.03248420102100169	0.02243176669841436	0.06061570254081267	1500	0.2814574167798181	0.3197857098275721	0.2836459049252865	0.3458647871862755	1500	0.03866258301267348	0.0607557734461393	0.04138057035376254	0.10955639337723223	1500	0.4751829328959044	0.5907963033680148	0.46329383081351544	0.6813865472666818
spatialDLPFC	SDLPFC_Br6423_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6423	primary_expansion	forward	SDLPFC_Br6423_ANT_MID	uot	0.25	2.0	N	I_EXPR	1500	0.932254025001789	0.9733333333333334	0.004140752150144402	0.07100461427942739	0.001304418886378324	0.9927570019382855	0.9923509418165207	1500	0.625893750175	0.5533333333333333	0.07834120267856386	0.3683244610378413	0.07258977377949143	0.4814034556212561	0.4341179624779685	1500	0.02312245147539332	0.16223550912573786	0.05742819625548996	0.20494867568053332	1500	0.2886354894766461	0.32875651663755895	0.2910373740319923	0.3632288216263183	1500	0.02595173960986982	0.1618999590985952	0.058316662827702	0.20460834578371548	1500	0.21144370934227097	0.24017274261288823	0.21269617135342841	0.2802699975718204
spatialDLPFC	SDLPFC_Br6423_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6423	primary_expansion	forward	SDLPFC_Br6423_ANT_MID	uot	0.25	2.0	N	I_SPATIAL	1500	0.8011070689364751	0.8733333333333333	0.016475905200862218	0.31149745150971964	0.007259626741345666	0.7946089289055109	0.9146211994107838	1500	0.45054505357557945	0.32	0.17805851307774848	0.3818124101717272	-0.017401893952302898	1.6621668257173345	0.1885004388103988	1500	0.023122451456505426	0.1622355091310572	0.05742819625983709	0.2049486756894312	1500	0.2886354895523183	0.3287565165573084	0.2910373740195571	0.3632288215392928	1500	0.03079565422262074	0.14170508501300924	0.05289258426035027	0.18643448471122478	1500	0.47865525132046594	0.5938188251315597	0.4663507741868929	0.6947014649863353
spatialDLPFC	SDLPFC_Br6423_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6423	primary_expansion	reverse	SDLPFC_Br6423_ANT_MID__reverse	uot	0.25	2.0	R	I_EXPR	1500	0.9989641275396125	0.9933333333333333	0.002034481109690668	0.029395506939725043	0.0032541958891800812	0.9818430339582244	0.9985488836285992	1500	0.9928138314728141	0.8666666666666667	0.0035557184826948782	0.04819053828845015	0.0015016931252481022	1.0198748015490149	0.9818079864609188	1500	0.06460215833310254	0.0903094478047445	0.06717613375952504	0.1470631733459282	1500	0.061805229389313085	0.11559750464049022	0.07087427178150822	0.16526461761522288	1500	0.06674122842829655	0.09165460973433824	0.06921061486921572	0.1482566480629525	1500	0.06552702985765058	0.11978093388020096	0.07378457699334474	0.17574206783648033
spatialDLPFC	SDLPFC_Br6423_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6423	primary_expansion	reverse	SDLPFC_Br6423_ANT_MID__reverse	uot	0.25	2.0	R	I_SPATIAL	1500	0.5546012847116821	0.7066666666666667	0.018776779674116655	0.45368130803649653	0.01578715780979195	1.1276755581184859	0.352100225861838	1500	0.4678565990473774	0.26666666666666666	0.1789655788931152	0.38885059443373304	-0.016341486076146477	1.682734485921011	0.19497381941016956	1500	0.023589566538072707	0.03104161131247969	0.022701955518676206	0.04716190659527631	1500	0.2802343494489211	0.32100853247366706	0.283219969450365	0.35656825042606166	1500	0.038877538769343065	0.06260489022506388	0.041387598169696144	0.09523549266675391	1500	0.4731622521211998	0.5893367928108301	0.46024252361947743	0.6728286125967806
spatialDLPFC	SDLPFC_Br6423_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6423	primary_expansion	reverse	SDLPFC_Br6423_ANT_MID__reverse	uot	0.25	2.0	N	I_EXPR	1500	0.938971933765304	0.8533333333333334	0.008222065104317975	0.15616239172284624	0.00963115594645186	0.9672934726228292	0.9303811776812048	1500	0.8583470979320436	0.7333333333333333	0.07722565543200414	0.35562556554787245	0.02290507246909614	0.659858992162086	0.7736755338310658	1500	0.041364410208059366	0.06842024930910486	0.04447417752458612	0.14272536462174876	1500	0.2882161781900021	0.36048215141624845	0.2943800529597275	0.4379962804029197	1500	0.050576171212618926	0.07606180590260651	0.052650737566252985	0.14821073321607703	1500	0.21361517129430924	0.26630477774367595	0.2171543975277234	0.32599465513122733
spatialDLPFC	SDLPFC_Br6423_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6423	primary_expansion	reverse	SDLPFC_Br6423_ANT_MID__reverse	uot	0.25	2.0	N	I_SPATIAL	1500	0.726176443633975	0.58	0.018252657032046645	0.6788168717947681	-0.003322362077533359	0.6792995473240926	0.5531432755887234	1500	0.5165045957798204	0.30666666666666664	0.16958301395127165	0.36695257903682743	0.10293659086828863	1.220198776037728	0.26440584875784623	1500	0.04136441021340359	0.06842024931991937	0.044474177531905086	0.14272536466360827	1500	0.2882161781775977	0.36048215139377	0.2943800529462862	0.4379962804769161	1500	0.02551496288622309	0.05081332926715189	0.02688892658750107	0.09364850052455068	1500	0.47117779840811064	0.5946853196684144	0.4621387711632687	0.7375430807734269
spatialDLPFC	SDLPFC_Br6432_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6432	primary_expansion	forward	SDLPFC_Br6432_ANT_MID	uot	0.25	2.0	R	I_EXPR	1500	0.9999862719938987	1.0	0.00042505257204148274	0.006779135651706566	-0.0001554290813512201	0.9958056883160245	0.9999793424285762	1500	0.9931983578659369	0.9	0.001562737433441954	0.03466167871256586	0.0036671975185834016	0.9276201866696855	0.9826022602185527	1500	0.05343174904776938	0.12056670633669116	0.06312028833821134	0.17565911744962986	1500	0.04070261758519135	0.062117998593336686	0.0446500136003677	0.11360752681583434	1500	0.05304216073731202	0.12007550354997684	0.06270011309398726	0.17418859761956615	1500	0.04186574309453467	0.061301082256070775	0.0450854514693605	0.10668184959625754
spatialDLPFC	SDLPFC_Br6432_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6432	primary_expansion	forward	SDLPFC_Br6432_ANT_MID	uot	0.25	2.0	R	I_SPATIAL	1500	0.4889682066525363	0.72	0.018681690417249257	0.4447454261968142	0.015087637142276554	1.1479012239488267	0.4781800056112866	1500	0.5408731790547463	0.37333333333333335	0.17849100584041053	0.38847014525914164	-0.222096360817029	2.408049847560172	0.2752581441081807	1500	0.02361213097369873	0.0336384351143127	0.023449508835355213	0.06850015258028339	1500	0.2789634527719901	0.31483616014101207	0.28303732109849183	0.34864545944675607	1500	0.03816450591427867	0.0630835675056452	0.04200535703537962	0.11350074834552135	1500	0.47323686096365836	0.58296278308351	0.4594716171080336	0.6895849216393148
spatialDLPFC	SDLPFC_Br6432_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br6432	primary_expansion	forward	SDLPFC_Br6432_ANT_MID	uot	0.25	2.0	N	I_EXPR	1500	0.9910599604710937	0.9866666666666667	0.005379115355585464	0.11713931070308804	0.004598734866662313	1.004763163722516	0.9924267980575375	1500	0.6991362325049923	0.5133333333333333	0.07934416474748246	0.38265062483314594	0.0582103267227291	0.5202115868803624	0.5244742849286721	1500	0.03024487855370813	0.09715750880118504	0.041126042708987426	0.161435913191671	1500	0.2838590423372031	0.3236247878133049	0.2866982355322364	0.3664363205334975	1500	0.0357290799779872	0.10208688233197215	0.04592066765033183	0.16415848422560567	1500	0.2089821081919209	0.2315688228828848	0.20735407078475393	0.25642405354167697
