independent_unit_id	cohort_role	method	epsilon	tau	arm	intervention	mass_local_to_endpoint_n_estimable	mass_local_to_endpoint_spearman	mass_local_to_endpoint_top_overlap	mass_local_to_endpoint_raw_mae	mass_local_to_endpoint_rmae	mass_local_to_endpoint_intercept	mass_local_to_endpoint_slope	mass_local_to_endpoint_r2	shape_local_to_endpoint_n_estimable	shape_local_to_endpoint_spearman	shape_local_to_endpoint_top_overlap	shape_local_to_endpoint_raw_mae	shape_local_to_endpoint_rmae	shape_local_to_endpoint_intercept	shape_local_to_endpoint_slope	shape_local_to_endpoint_r2	local_mass_n_estimable	local_mass_median	local_mass_q90	local_mass_mean	local_mass_maximum	local_shape_n_estimable	local_shape_median	local_shape_q90	local_shape_mean	local_shape_maximum	endpoint_mass_n_estimable	endpoint_mass_median	endpoint_mass_q90	endpoint_mass_mean	endpoint_mass_maximum	endpoint_shape_n_estimable	endpoint_shape_median	endpoint_shape_q90	endpoint_shape_mean	endpoint_shape_maximum	biological_pairs
HER2ST::C	manual_truth_controlled	uot	0.25	2.0	R	I_EXPR	150.5	0.9997451917453164	1.0	0.00020941122363032433	0.0035152900733267742	-0.00522265498034584	1.0891986615931106	0.9884850547892868	150.5	0.9908241471689654	0.9054621848739496	0.002806685429321353	0.11079515878894908	0.009736555223904004	0.5555814287092662	0.9564916553316805	150.5	0.05813607371955905	0.06626339986054067	0.059481592987845416	0.09828072061049323	150.5	0.02340232168997236	0.03579362235040698	0.028073188620971155	0.28743255893474395	150.5	0.05811118051778244	0.06619321582545998	0.059565809080219065	0.10554664368677755	150.5	0.022348261646785623	0.03375369618214975	0.025331509074769613	0.15651329901729655	1
HER2ST::C	manual_truth_controlled	uot	0.25	2.0	R	I_SPATIAL	150.5	0.9175393408907968	0.9348739495798319	0.01743168737412141	0.34424790628242397	-0.002691887682569123	1.499832643997211	0.9282152164903442	150.5	0.5804993739515132	0.6092436974789917	0.155638715696914	0.3575028918837601	-0.08116006483978319	1.823772621896511	0.34356654779895734	150.5	0.028647972055278952	0.08010215682113866	0.03579898399954279	0.14498423135592828	150.5	0.282951889091706	0.3296805604188318	0.28320887122899935	0.3733605681942972	150.5	0.03877884148369265	0.11423049609434785	0.050678907978289736	0.20613304218784295	150.5	0.4423216593994997	0.5676194451365018	0.4353492728714462	0.6824942888130605	1
HER2ST::D	manual_truth_controlled	uot	0.25	2.0	N	I_EXPR	229.5	0.9718089853604668	0.8470695970695971	0.0058233339125572416	0.14562581569893607	0.010477736813009246	0.8400029314684562	0.9338772119733696	229.5	0.8510919636777348	0.521978021978022	0.07423127314085198	0.37522208693306713	0.03860960283534447	0.5852078609350917	0.7417681827466832	229.5	0.034408211569955605	0.057000068166601414	0.03509220430377037	0.07184421763736709	229.5	0.2700442028425477	0.3179838003020159	0.27206497062961194	0.3563925391613605	229.5	0.039835326985108555	0.057526722385429496	0.039995096598938386	0.07304971769283286	229.5	0.20078876527609255	0.2257078332180029	0.19783369748875995	0.2542990165670987	1
HER2ST::D	manual_truth_controlled	uot	0.25	2.0	N	I_SPATIAL	229.5	0.5740490088209612	0.4487179487179487	0.014177089507729468	0.5408269670398708	0.009043572187716526	0.5016620945353306	0.2895777803361673	229.5	0.26809993035122237	0.3351648351648352	0.17698042571794176	0.39527087034902975	0.21314436761947259	0.862245292321545	0.08021913411125375	229.5	0.0344082115683227	0.0570000681713021	0.035092204309855345	0.07184421764569836	229.5	0.27004420288674286	0.31798380028798334	0.2720649705999968	0.3563925391191255	229.5	0.02630452654174442	0.046329420136054095	0.02667726426999887	0.06902792944380516	229.5	0.4562152615940417	0.5910342776042522	0.44774487884716485	0.6551051363921171	1
HER2ST::D	manual_truth_controlled	uot	0.25	2.0	R	I_EXPR	229.5	0.9998562971587548	0.9807692307692308	5.934470215284739e-05	0.001012278176814346	-0.0009599500943451597	1.016385889524015	0.9988181109299756	229.5	0.9962754644702229	0.8901098901098901	0.00077566026925069	0.03755953418098909	0.003970001624550862	0.7792342998218595	0.9793175824845071	229.5	0.05809169535994857	0.064444113767958	0.058629784539601625	0.0783354414005766	229.5	0.019763303195756164	0.027975047458670542	0.02140801607266739	0.10510908185207794	229.5	0.05808381692422007	0.06445104674821947	0.05863011358306558	0.07984281874020382	229.5	0.01932960569722767	0.02685702782604431	0.02065249844856787	0.08105669582967054	1
HER2ST::D	manual_truth_controlled	uot	0.25	2.0	R	I_SPATIAL	229.5	0.8414105938532608	0.7756410256410255	0.017554287942372994	0.40391379306398206	0.009278579079798822	1.3106079700375113	0.7485501164256808	229.5	0.268917700726228	0.3351648351648352	0.17613088692720874	0.3890870911587001	0.21090640686659898	0.869830411589031	0.08545950886489484	229.5	0.025956171061920292	0.04771804751889035	0.02605125520279402	0.0809334349641131	229.5	0.27502865259919923	0.32529919786736083	0.27792712758601984	0.38175612015740623	229.5	0.03886022099499191	0.07820696814531397	0.04346368802187981	0.12196045473702997	229.5	0.46287838943694515	0.5943596064157124	0.4526776993131737	0.6620343130702399	1
HER2ST::E	manual_truth_controlled	uot	0.25	2.0	N	I_EXPR	480.5	0.9667996415184541	0.9188199827734711	0.00634846179096296	0.16013987261481916	0.010432108984298295	0.8253238897722317	0.9055004956644379	480.5	0.8641673601898827	0.6358742463393626	0.07522434847401982	0.37664430430008655	0.044978436004189284	0.5628170709092675	0.773826137254874	480.5	0.033451321681375386	0.06132724661550296	0.035334586181051036	0.08128081692539543	480.5	0.27526744900809097	0.32652059888722185	0.2749467396595191	0.36227993057386176	480.5	0.04009164631305004	0.0599603605378166	0.03968689812825419	0.07991755152382973	480.5	0.20145707171914762	0.23158122930766634	0.19972239118549928	0.25083223180845476	1
HER2ST::E	manual_truth_controlled	uot	0.25	2.0	N	I_SPATIAL	480.5	0.52440720396363	0.46016365202411713	0.014416387449355753	0.4568350701409882	0.012427880918420656	0.5533555589002093	0.31449112509582455	480.5	0.18594579234458897	0.12037037037037036	0.17772427823799541	0.3932554098369904	0.31694936789844963	0.49076693555732315	0.043761600378559085	480.5	0.03345132168303189	0.061327246619300196	0.035334586185345504	0.08128081693077163	480.5	0.27526744902075684	0.32652059897296504	0.2749467396377292	0.36227993061735864	480.5	0.030879528746359373	0.05579491582597014	0.03174408328593923	0.08729945367230588	480.5	0.45764191102740004	0.5766978701212679	0.4519310692050159	0.6889090994483618	1
HER2ST::E	manual_truth_controlled	uot	0.25	2.0	R	I_EXPR	480.5	0.9999261600828488	1.0	3.298127871947245e-05	0.0005630486678632892	-0.0001821721172374746	1.002916914702471	0.9999165592549375	480.5	0.9962629426543463	0.9349698535745047	0.00046977960099700187	0.023575344943691182	0.0014364610416019085	0.9065828135021505	0.9915559790457587	480.5	0.05845735319020874	0.06437853698364641	0.05858675630111674	0.07327940885169137	480.5	0.020223502009458688	0.024217470239575805	0.020395356010912698	0.030539260612903053	480.5	0.05844398586061613	0.06438700272318229	0.05857548177937688	0.07337459197245585	480.5	0.01979425703752749	0.02349746536182003	0.019926578696635402	0.0288006873266634	1
HER2ST::E	manual_truth_controlled	uot	0.25	2.0	R	I_SPATIAL	480.5	0.9333397583267968	0.851421188630491	0.01772852387318282	0.39518998919966786	-0.0009163383252669623	1.6212719376355675	0.8814413974492381	480.5	0.1947763603694216	0.10185185185185185	0.17761863694232283	0.3908647551839357	0.31205327357682733	0.512784704582758	0.04556795927274798	480.5	0.027359254775860303	0.05555620383578998	0.02822293764109204	0.08870151517931094	480.5	0.2774002651961003	0.32906640051037517	0.2775640937684201	0.36259240541178517	480.5	0.03915681668210316	0.09402854197710428	0.04486208790862177	0.13469281994718912	480.5	0.4600107777744282	0.5780068456236169	0.4544248975510676	0.6935856579518023	1
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	N	I_EXPR	593.0	0.9781517936688182	0.91295025728988	0.005849141918509449	0.14864636021870026	0.009575313492070336	0.8442272558560441	0.9367282894442317	593.0	0.8299366295131528	0.7487135506003431	0.07445555250861668	0.37124585069700056	0.046121991422510875	0.5615297141014957	0.7165726591439745	593.0	0.03420343791531011	0.06107113461615195	0.03530228491526445	0.08616845139698183	593.0	0.2713150857673443	0.32508138020809757	0.2750113613583638	0.3632104705047126	593.0	0.03897741554136269	0.06185016231044851	0.0394984454162366	0.0806681559198398	593.0	0.2019515535168399	0.23122534607064438	0.20055580884974716	0.2534285004252743	1
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	N	I_SPATIAL	593.0	0.5980644093810592	0.5384505431675243	0.014128272621442887	0.48093604850753574	0.008376284901835599	0.6059302288056827	0.38420073801945465	593.0	0.26948340014239847	0.13236134934248142	0.16843749268230457	0.38110129405108517	0.21824312484337827	0.8135028483843005	0.07452038800271804	593.0	0.03420343791941835	0.06107113462287472	0.035302284919566815	0.08616845138608738	593.0	0.2713150857525879	0.3250813802391457	0.2750113613388795	0.36321047051685884	593.0	0.029761970208964386	0.05182816993046994	0.030264053846620634	0.10042379169918275	593.0	0.45054216977081807	0.576884967841617	0.441975659940133	0.6803369353879968	1
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	R	I_EXPR	593.0	0.999958941853647	0.9924242424242424	3.3715174202491e-05	0.0005735533639136038	-0.0001316972673591086	1.0018937787858788	0.9999202738810886	593.0	0.996476839143722	0.9301029159519726	0.000331708283875994	0.01729763050880616	0.002278526218448631	0.8662746170385167	0.9859083793431116	593.0	0.058384765461257815	0.06453962680153585	0.05880053770719891	0.07922884374002898	593.0	0.019042080457655527	0.02278602253838693	0.019504679314464465	0.038962963693312085	593.0	0.05834761356380104	0.06452925232976511	0.05878019706538312	0.07937471675946417	593.0	0.018852771066338318	0.022277857278635366	0.019176325937531605	0.03343100596044017	1
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	R	I_SPATIAL	593.0	0.905391109156415	0.9149514008004573	0.01677130208390346	0.36625488664023353	0.007732581426491426	1.2812296844360906	0.8469609624149601	593.0	0.2779623151228462	0.14551172098341908	0.16813031406990345	0.3793393862503599	0.21067359106820258	0.8407172550827011	0.07873401858203188	593.0	0.025681121793818373	0.06225138028011255	0.029753950428133884	0.11148924643530995	593.0	0.27344506154288833	0.32687411459696947	0.2765972010807489	0.3644942992273083	593.0	0.038525120276170555	0.09266044210469668	0.04581433791198054	0.1532664350704361	593.0	0.45119725217655177	0.5780508270635581	0.4432187448923488	0.6831748991834774	1
HER2ST::G	manual_truth_controlled	uot	0.25	2.0	N	I_EXPR	362.0	0.9742249894899038	0.9453067257945307	0.005811277032038581	0.14800405872370453	0.009343622012176726	0.8686718186971427	0.9224149988357515	362.0	0.7059430861793561	0.5258684405025869	0.07690571235633978	0.38245797592132436	0.055252101947788734	0.5245945080977581	0.5267139344909486	362.0	0.03263306130934294	0.05868951951380371	0.03442996747665172	0.0799459619598765	362.0	0.2757227435363382	0.31276492402268574	0.27798857566641266	0.35920611413804215	362.0	0.03852920408127271	0.05986892986923158	0.039277894494275364	0.08187430558514011	362.0	0.1994587247402037	0.22841232257630953	0.20108286331007288	0.24878323204614822	1
HER2ST::G	manual_truth_controlled	uot	0.25	2.0	N	I_SPATIAL	362.0	0.5498854167010583	0.4157427937915743	0.014695380337530668	0.5453599232968404	0.008538027548476447	0.5364781545010038	0.28818074527218845	362.0	0.6041743780371036	0.4441980783444198	0.17183626540670716	0.38522789375625294	-0.15293213190541746	2.154617835172541	0.3227678923558876	362.0	0.03263306131447713	0.05868951951772772	0.03442996748181695	0.07994596196859918	362.0	0.2757227435158579	0.3127649239858906	0.2779885756446823	0.35920611406688674	362.0	0.02597243752132704	0.04926142772837676	0.02700349572882982	0.07545488910648726	362.0	0.4643339169907377	0.5684452154296566	0.4460637456403648	0.6386977575175002	1
HER2ST::G	manual_truth_controlled	uot	0.25	2.0	R	I_EXPR	362.0	0.9998693279886852	1.0	5.362595250339335e-05	0.0009187002894661436	-0.00021268045214956985	1.0038110777764488	0.9998100776770615	362.0	0.9939671298580659	0.8662232076866223	0.0006529410744908278	0.0275461849588078	0.001954417918090342	0.893575123749349	0.9786328455106466	362.0	0.05747084236130727	0.06597592866654062	0.05835566413585856	0.07760100400700715	362.0	0.023546964387771593	0.030415965421187983	0.02434155593567909	0.043850983447833086	362.0	0.057479674047818355	0.06602140911857005	0.05836534126409188	0.07775395576965341	362.0	0.023069954831496344	0.02943810396138783	0.02370296629982618	0.03812026413002064	1
