independent_unit_id	method	strategy	coverage	training_positive_precision	top1	top5	top10	mean_reciprocal_rank	median_true_rank	region_label_accuracy	true_pair_cosine
HER2ST::E	row_softmax	top2_margin_gate	0.8	0.9904699407788956	0.001282051282051282	0.021823805145378572	0.047401736668002535	0.021737417833950737	191.6	0.518723237719064	0.7757933042758014
HER2ST::F	row_softmax	top2_margin_gate	0.8	1.0	0.002949787484174353	0.020485448154378905	0.039101325215481056	0.02098724071915415	203.8	0.914859990736604	0.8080882226849364
HER2ST::G	row_softmax	top2_margin_gate	0.8	0.8677470736520456	0.0014492753623188406	0.019192367192328356	0.04108677824521429	0.022398453907981876	149.39999999999998	0.22921109298989853	0.7956936020670791
HER2ST::H	row_softmax	top2_margin_gate	0.8	0.9849298088517424	0.004576261334573355	0.0212063470141049	0.048596885022716224	0.023848444688056088	179.25	0.16636115667052986	0.7785893876192267
HER2ST::A	uot	all_top1	1.0	0.7726258159183085	0.006049228201919065	0.02606402427655287	0.04092163398710376	0.026535693352589707	129.45	0.870542013331387	0.832850192581239
HER2ST::B	uot	all_top1	1.0	0.6814101211460257	0.004508611955420466	0.022417546168164673	0.06047979729325598	0.02827123371682571	113.10000000000001	0.3153578196502491	0.7839954922485834
HER2ST::C	uot	all_top1	1.0	0.7191932136733874	0.004166666666666667	0.034281609195402296	0.07573113819030333	0.03655861295334932	70.85	0.7520767195767196	0.8502941770713406
HER2ST::D	uot	all_top1	1.0	0.7394968110225744	0.0023809523809523807	0.02674489307918289	0.04455068805442588	0.025492344003939637	113.85000000000001	0.4296332662137913	0.8394758816131347
HER2ST::E	uot	all_top1	1.0	0.9077686050960843	0.0035111534492339447	0.024219411536083004	0.05357133867093787	0.024569577792556765	184.4	0.5293794655240047	0.7762447605981373
HER2ST::F	uot	all_top1	1.0	0.9257873120076099	0.0038269804666304936	0.021509574163975663	0.046202319610869055	0.023540170929370885	193.85000000000002	0.9135612923852876	0.8079554645936904
HER2ST::G	uot	all_top1	1.0	0.7468228708366456	0.004958047292143402	0.021806327306288474	0.045147255726744405	0.02667349640041271	144.1	0.32659108431725825	0.7958250738421799
HER2ST::H	uot	all_top1	1.0	0.8928253071961862	0.005663217856312486	0.024763769983292574	0.06017975031189012	0.026250648517404954	173.2	0.17186145988372967	0.7792197249878756
HER2ST::A	uot	identity_no_training	0.0		0.8743313717040261	0.9559628169456083	0.9777835989648134	0.9094526317180671	1.0	0.9893543521627013	0.4035384276077259
HER2ST::B	uot	identity_no_training	0.0		0.7652767445320636	0.8755908201974505	0.9220388303762871	0.8162137788726176	1.95	0.9201893562482379	0.405794561982575
