dataset	pair_id	biological_pair_id	independent_unit_id	direction	method	strategy	coverage	training_positive_precision	top1	top5	top10	mean_reciprocal_rank	median_true_rank	region_label_accuracy	true_pair_cosine
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	HER2ST_D1_CONTROLLED	HER2ST::D	forward	uot	all_top1	1.0	0.7937722685749242	0.0047619047619047615	0.03260743321718931	0.058219023167675285	0.033075123726617854	90.4	0.3993457729690079	0.8213135997979772
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	HER2ST_D1_CONTROLLED	HER2ST::D	forward	uot	identity_no_training	0.0		0.8201004034476436	0.9184004217861726	0.9466310593557064	0.8640767144855233	1.0	0.9573587933247755	0.4108438353172632
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	HER2ST_D1_CONTROLLED	HER2ST::D	forward	uot	max_probability_gate	0.8	0.796435498819239	0.0047619047619047615	0.028950730484748454	0.06238568983434195	0.03234413827769815	92.6	0.4051120178495018	0.8203047858410004
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	HER2ST_D1_CONTROLLED	HER2ST::D	forward	uot	oracle_truth	0.8	1.0	0.0047619047619047615	0.02844076655052265	0.052955865272938454	0.03242712417055481	92.0	0.31960709701081974	0.8213298856431495
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	HER2ST_D1_CONTROLLED	HER2ST::D	forward	uot	random_gate	0.8	0.8003349377104119	0.0047619047619047615	0.03117183201907207	0.0619791857693013	0.03187943860735083	93.12	0.38891056910569105	0.8207726395227588
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	HER2ST_D1_CONTROLLED	HER2ST::D	forward	uot	top2_margin_gate	0.8	0.8988878078412501	0.0047619047619047615	0.022851335656213705	0.062000580720092915	0.031048235518310742	89.2	0.36047894125557794	0.8210801857900224
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED__reverse	HER2ST_D1_CONTROLLED	HER2ST::D	reverse	balanced_ot	all_top1	1.0	0.621288361514579	0.0	0.025882352941176474	0.030882352941176472	0.018973333068695922	136.7	0.4599207594585746	0.8572550233439902
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED__reverse	HER2ST_D1_CONTROLLED	HER2ST::D	reverse	balanced_ot	identity_no_training	0.0		0.9129379319295285	0.9759183673469387	0.985	0.938523073718977	1.0	0.9791176470588235	0.4106487991286973
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED__reverse	HER2ST_D1_CONTROLLED	HER2ST::D	reverse	balanced_ot	max_probability_gate	0.8	0.6132682928294528	0.0	0.025882352941176474	0.025882352941176474	0.019009282789385268	136.6	0.4599207594585746	0.8558088687291239
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED__reverse	HER2ST_D1_CONTROLLED	HER2ST::D	reverse	balanced_ot	oracle_truth	0.8	1.0	0.0	0.02088235294117647	0.025882352941176474	0.017430655473557533	136.2	0.4599207594585746	0.8581631861177381
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED__reverse	HER2ST_D1_CONTROLLED	HER2ST::D	reverse	balanced_ot	random_gate	0.8	0.6261415765424215	0.0	0.024882352941176474	0.02888235294117647	0.018606414486918986	138.2	0.4599207594585746	0.8564095341564466
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED__reverse	HER2ST_D1_CONTROLLED	HER2ST::D	reverse	balanced_ot	top2_margin_gate	0.8	0.7449631867508242	0.0	0.02088235294117647	0.029963985594237696	0.01886559121967078	136.4	0.4599207594585746	0.856407278379533
