dataset	pair_id	biological_pair_id	independent_unit_id	direction	method	representation_features	model	ridge_alpha	fold	strategy	coverage	repeat	source_ids_sha256	n_train_available	n_train_selected	n_test	training_positive_precision	top1	top5	top10	mean_reciprocal_rank	median_true_rank	region_label_accuracy	true_pair_cosine
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	0	random_gate	0.8	2	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	168	135	47	0.5185185185185185	0.0	0.0	0.0	0.0069618382865519884	180.0	0.0	0.710394666050581
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	0	random_gate	0.8	3	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	168	135	47	0.5333333333333333	0.0	0.0	0.0	0.0070126030094038215	178.0	0.0	0.70988710574738
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	0	random_gate	0.8	4	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	168	135	47	0.562962962962963	0.0	0.0	0.0	0.007005848194160865	178.0	0.0	0.7104974365371933
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	1	identity_no_training	0.0	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	168	0	47		0.5531914893617021	0.8936170212765957	0.9148936170212766	0.7120646492986918	1.0	0.7872340425531915	0.40328502260249394
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	1	all_top1	1.0	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	168	168	47	0.7321428571428571	0.02127659574468085	0.10638297872340426	0.2127659574468085	0.09127483165588093	25.0	0.9361702127659575	0.9396844574979772
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	1	max_probability_gate	0.8	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	168	135	47	0.725925925925926	0.0	0.1276595744680851	0.2553191489361702	0.08877925796376768	24.0	0.9361702127659575	0.9368911196670009
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	1	top2_margin_gate	0.8	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	168	135	47	0.8666666666666667	0.0	0.10638297872340426	0.23404255319148937	0.08015528160874648	26.0	0.9361702127659575	0.9282071146517666
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	1	oracle_truth	0.8	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	168	135	47	1.0	0.02127659574468085	0.10638297872340426	0.2127659574468085	0.1036823607669059	24.0	0.9361702127659575	0.9412415862543012
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	1	random_gate	0.8	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	168	135	47	0.7407407407407407	0.02127659574468085	0.10638297872340426	0.23404255319148937	0.0919186001718502	23.0	0.9361702127659575	0.9376586695448786
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	1	random_gate	0.8	1	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	168	135	47	0.7407407407407407	0.02127659574468085	0.10638297872340426	0.19148936170212766	0.09148748406729361	24.0	0.9361702127659575	0.9384140875052873
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	1	random_gate	0.8	2	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	168	135	47	0.725925925925926	0.02127659574468085	0.10638297872340426	0.2127659574468085	0.08906764290156259	26.0	0.9361702127659575	0.9388646172546949
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	1	random_gate	0.8	3	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	168	135	47	0.7555555555555555	0.0	0.14893617021276595	0.23404255319148937	0.08085421867960421	25.0	0.9361702127659575	0.9338752430097778
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	1	random_gate	0.8	4	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	168	135	47	0.6888888888888889	0.0	0.14893617021276595	0.23404255319148937	0.08095526727359216	27.0	0.9361702127659575	0.9381508728952247
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	2	identity_no_training	0.0	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	176	0	39		1.0	1.0	1.0	1.0	1.0	1.0	0.39990994457995693
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	2	all_top1	1.0	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	176	176	39	0.5625	0.0	0.0	0.0	0.004309065421726544	242.0	0.0	0.528913971682142
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	2	max_probability_gate	0.8	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	176	141	39	0.5319148936170213	0.0	0.0	0.0	0.004302633554615247	243.0	0.0	0.5277736752579327
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	2	top2_margin_gate	0.8	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	176	141	39	0.6453900709219859	0.0	0.0	0.0	0.004305624394377379	242.0	0.0	0.5284654728055151
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	2	oracle_truth	0.8	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	176	141	39	1.0	0.0	0.0	0.0	0.004313316033829225	242.0	0.0	0.5274813821319926
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	2	random_gate	0.8	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	176	141	39	0.5673758865248227	0.0	0.0	0.0	0.004296210025638076	242.0	0.0	0.5268473864669947
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	2	random_gate	0.8	1	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	176	141	39	0.5602836879432624	0.0	0.0	0.0	0.004303066988222338	242.0	0.0	0.5266789373122059
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	2	random_gate	0.8	2	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	176	141	39	0.5531914893617021	0.0	0.0	0.0	0.00429478993437902	243.0	0.0	0.5240027822109127
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	2	random_gate	0.8	3	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	176	141	39	0.5815602836879432	0.0	0.0	0.0	0.004304969092203657	243.0	0.0	0.5275156981953363
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	2	random_gate	0.8	4	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	176	141	39	0.5673758865248227	0.0	0.0	0.0	0.004298729717292081	243.0	0.0	0.5257634632859303
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	3	identity_no_training	0.0	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	176	0	39		0.9230769230769231	1.0	1.0	0.9487179487179487	1.0	0.9743589743589743	0.40787859327299264
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	3	all_top1	1.0	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	176	176	39	0.7329545454545454	0.0	0.02564102564102564	0.02564102564102564	0.017166786043949934	107.0	0.02564102564102564	0.8444227931705145
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	3	max_probability_gate	0.8	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	176	141	39	0.7163120567375887	0.0	0.02564102564102564	0.02564102564102564	0.016761070353422655	108.0	0.02564102564102564	0.8393975830979974
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	3	top2_margin_gate	0.8	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	176	141	39	0.8652482269503546	0.0	0.0	0.02564102564102564	0.015296597813362792	107.0	0.02564102564102564	0.8439285851811635
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	3	oracle_truth	0.8	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	176	141	39	1.0	0.0	0.0	0.02564102564102564	0.014298819313616403	109.0	0.02564102564102564	0.8449800134302604
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	3	random_gate	0.8	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	176	141	39	0.723404255319149	0.0	0.02564102564102564	0.02564102564102564	0.01703417928483968	109.0	0.02564102564102564	0.8435381295540174
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	3	random_gate	0.8	1	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	176	141	39	0.7375886524822695	0.0	0.0	0.02564102564102564	0.014029097585645002	110.0	0.02564102564102564	0.8447257383416277
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	3	random_gate	0.8	2	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	176	141	39	0.7092198581560284	0.0	0.02564102564102564	0.02564102564102564	0.015734781848000794	108.0	0.02564102564102564	0.8434311265430643
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	3	random_gate	0.8	3	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	176	141	39	0.7021276595744681	0.0	0.0	0.02564102564102564	0.014864732938017454	109.0	0.02564102564102564	0.8432691834305996
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	3	random_gate	0.8	4	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	176	141	39	0.7659574468085106	0.0	0.02564102564102564	0.02564102564102564	0.017113112561627352	110.0	0.02564102564102564	0.8443551339265796
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	4	identity_no_training	0.0	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	172	0	43		0.8604651162790697	0.9534883720930233	0.9767441860465116	0.8978405315614619	1.0	0.9534883720930233	0.40952454923203857
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	4	all_top1	1.0	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	172	172	43	0.622093023255814	0.0	0.0	0.023255813953488372	0.014880965417380413	91.0	0.4186046511627907	0.7967281421353999
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	4	max_probability_gate	0.8	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	172	138	43	0.6159420289855072	0.0	0.023255813953488372	0.023255813953488372	0.01667439970788434	90.0	0.4186046511627907	0.79522696600267
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	4	top2_margin_gate	0.8	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	172	138	43	0.7246376811594203	0.0	0.0	0.023255813953488372	0.015591319003472904	91.0	0.4186046511627907	0.7936477401302515
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	4	oracle_truth	0.8	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	172	138	43	1.0	0.0	0.0	0.0	0.013840707514786403	89.0	0.4186046511627907	0.7975535771121058
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	4	random_gate	0.8	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	172	138	43	0.6304347826086957	0.0	0.0	0.023255813953488372	0.015689371667171593	92.0	0.4186046511627907	0.7958418643240107
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	4	random_gate	0.8	1	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	172	138	43	0.5869565217391305	0.0	0.0	0.023255813953488372	0.015617429111196535	91.0	0.4186046511627907	0.7953916763766724
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	4	random_gate	0.8	2	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	172	138	43	0.644927536231884	0.0	0.023255813953488372	0.023255813953488372	0.01649322757887296	90.0	0.4186046511627907	0.7956727436928245
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	4	random_gate	0.8	3	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	172	138	43	0.6086956521739131	0.0	0.0	0.023255813953488372	0.015882509667252628	90.0	0.4186046511627907	0.7959670508415324
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	uot	cost_features_500	multioutput_ridge	1.0	4	random_gate	0.8	4	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	172	138	43	0.6304347826086957	0.0	0.0	0.023255813953488372	0.01569066187533136	91.0	0.4186046511627907	0.794425725455699
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	row_softmax	cost_features_500	multioutput_ridge	1.0	0	identity_no_training	0.0	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	168	0	47		0.9787234042553191	1.0	1.0	0.9893617021276596	1.0	1.0	0.40840731710207995
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	row_softmax	cost_features_500	multioutput_ridge	1.0	0	all_top1	1.0	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	168	168	47	0.7976190476190477	0.0	0.0	0.0	0.0071074491118565215	175.0	0.0	0.7137086233821811
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	row_softmax	cost_features_500	multioutput_ridge	1.0	0	max_probability_gate	0.8	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	168	135	47	0.762962962962963	0.0	0.0	0.0	0.007111901253838986	173.0	0.0	0.7125902275223257
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	row_softmax	cost_features_500	multioutput_ridge	1.0	0	top2_margin_gate	0.8	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	168	135	47	0.9259259259259259	0.0	0.0	0.0	0.007141222374068074	175.0	0.0	0.7144664681634899
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	row_softmax	cost_features_500	multioutput_ridge	1.0	0	oracle_truth	0.8	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	168	135	47	1.0	0.0	0.0	0.0	0.007016809466419553	176.0	0.0	0.7120797019381405
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	row_softmax	cost_features_500	multioutput_ridge	1.0	0	random_gate	0.8	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	168	135	47	0.8	0.0	0.0	0.0	0.007057480655081635	175.0	0.0	0.7108962203975187
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	row_softmax	cost_features_500	multioutput_ridge	1.0	0	random_gate	0.8	1	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	168	135	47	0.7925925925925926	0.0	0.0	0.0	0.007085611264789486	174.0	0.0	0.7126902901860933
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	row_softmax	cost_features_500	multioutput_ridge	1.0	0	random_gate	0.8	2	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	168	135	47	0.7925925925925926	0.0	0.0	0.0	0.007037102799008566	174.0	0.0	0.7118201566896775
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	row_softmax	cost_features_500	multioutput_ridge	1.0	0	random_gate	0.8	3	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	168	135	47	0.8	0.0	0.0	0.0	0.007053689484579234	177.0	0.0	0.711729364643036
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	row_softmax	cost_features_500	multioutput_ridge	1.0	0	random_gate	0.8	4	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	168	135	47	0.8074074074074075	0.0	0.0	0.0	0.007059955555141215	176.0	0.0	0.7117848960460299
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	row_softmax	cost_features_500	multioutput_ridge	1.0	1	identity_no_training	0.0	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	168	0	47		0.5531914893617021	0.8936170212765957	0.9148936170212766	0.7120646492986918	1.0	0.7872340425531915	0.40328502260249394
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	row_softmax	cost_features_500	multioutput_ridge	1.0	1	all_top1	1.0	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	168	168	47	0.9166666666666666	0.0	0.1276595744680851	0.23404255319148937	0.0845386041714902	24.0	0.9361702127659575	0.9434080702206843
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	row_softmax	cost_features_500	multioutput_ridge	1.0	1	max_probability_gate	0.8	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	168	135	47	0.9037037037037037	0.0425531914893617	0.1276595744680851	0.2127659574468085	0.11234394101312596	24.0	0.9361702127659575	0.9417768100913114
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	row_softmax	cost_features_500	multioutput_ridge	1.0	1	top2_margin_gate	0.8	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	168	135	47	1.0	0.0	0.1276595744680851	0.23404255319148937	0.08199204440011815	25.0	0.9361702127659575	0.9230929525580387
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	row_softmax	cost_features_500	multioutput_ridge	1.0	1	oracle_truth	0.8	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	168	135	47	1.0	0.0425531914893617	0.1276595744680851	0.19148936170212766	0.10948048967775983	25.0	0.9361702127659575	0.9425288320918899
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	row_softmax	cost_features_500	multioutput_ridge	1.0	1	random_gate	0.8	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	168	135	47	0.8962962962962963	0.02127659574468085	0.1276595744680851	0.2127659574468085	0.09274652179378359	24.0	0.9361702127659575	0.9438271420643729
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	row_softmax	cost_features_500	multioutput_ridge	1.0	1	random_gate	0.8	1	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	168	135	47	0.9111111111111111	0.02127659574468085	0.14893617021276595	0.23404255319148937	0.10585281231358891	24.0	0.9361702127659575	0.9417257851817858
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	row_softmax	cost_features_500	multioutput_ridge	1.0	1	random_gate	0.8	2	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	168	135	47	0.9037037037037037	0.02127659574468085	0.1276595744680851	0.23404255319148937	0.0962005608891171	24.0	0.9361702127659575	0.9435370204325662
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	row_softmax	cost_features_500	multioutput_ridge	1.0	1	random_gate	0.8	3	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	168	135	47	0.8962962962962963	0.0	0.1276595744680851	0.23404255319148937	0.08831485993982939	25.0	0.9361702127659575	0.9439163578721191
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	row_softmax	cost_features_500	multioutput_ridge	1.0	1	random_gate	0.8	4	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	168	135	47	0.9111111111111111	0.02127659574468085	0.10638297872340426	0.2127659574468085	0.09648303544972901	24.0	0.9361702127659575	0.9425856047223952
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	row_softmax	cost_features_500	multioutput_ridge	1.0	2	identity_no_training	0.0	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	176	0	39		1.0	1.0	1.0	1.0	1.0	1.0	0.39990994457995693
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	row_softmax	cost_features_500	multioutput_ridge	1.0	2	all_top1	1.0	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	176	176	39	0.8068181818181818	0.0	0.0	0.0	0.004329826166249885	241.0	0.0	0.5310233331392279
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	row_softmax	cost_features_500	multioutput_ridge	1.0	2	max_probability_gate	0.8	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	176	141	39	0.7659574468085106	0.0	0.0	0.0	0.004307804120864165	242.0	0.0	0.5279494177397819
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST_B1_CONTROLLED	HER2ST::B	reverse	row_softmax	cost_features_500	multioutput_ridge	1.0	2	top2_margin_gate	0.8	0	2c7833cb652b8a0440e763822e458b5192a43bf2d8b8c41d18868bc2a5c9c631	176	141	39	0.9290780141843972	0.0	0.0	0.0	0.004323280974069106	241.0	0.0	0.5312818219114526
