dataset	pair_type	biological_pair_id	independent_unit_id	cohort_role	pair_id	direction	method	epsilon	tau	stage	converged	iterations	seconds	t
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br2720_ANT_MID	spatialDLPFC::Br2720	primary_expansion	SDLPFC_Br2720_ANT_MID	forward	uot	0.25	2.0	baseline	True	85	3.5966865999944275	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br2720_ANT_MID	spatialDLPFC::Br2720	primary_expansion	SDLPFC_Br2720_ANT_MID	forward	row_softmax	0.25		baseline	True	1	0.03714249999029562	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br2720_ANT_MID	spatialDLPFC::Br2720	primary_expansion	SDLPFC_Br2720_ANT_MID	forward	balanced_ot	0.25		baseline	True	200	8.310870100001921	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br2720_ANT_MID	spatialDLPFC::Br2720	primary_expansion	SDLPFC_Br2720_ANT_MID__reverse	reverse	uot	0.25	2.0	baseline	True	85	3.611581799996202	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br2720_ANT_MID	spatialDLPFC::Br2720	primary_expansion	SDLPFC_Br2720_ANT_MID__reverse	reverse	row_softmax	0.25		baseline	True	1	0.04005670000333339	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br2720_ANT_MID	spatialDLPFC::Br2720	primary_expansion	SDLPFC_Br2720_ANT_MID__reverse	reverse	balanced_ot	0.25		baseline	True	200	8.420710200007306	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br2743_ANT_MID	spatialDLPFC::Br2743	primary_expansion	SDLPFC_Br2743_ANT_MID	forward	uot	0.25	2.0	baseline	True	85	3.6039085000084015	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br2743_ANT_MID	spatialDLPFC::Br2743	primary_expansion	SDLPFC_Br2743_ANT_MID	forward	row_softmax	0.25		baseline	True	1	0.03613779999432154	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br2743_ANT_MID	spatialDLPFC::Br2743	primary_expansion	SDLPFC_Br2743_ANT_MID	forward	balanced_ot	0.25		baseline	True	200	8.36342799999693	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br2743_ANT_MID	spatialDLPFC::Br2743	primary_expansion	SDLPFC_Br2743_ANT_MID__reverse	reverse	uot	0.25	2.0	baseline	True	85	3.6449599000043236	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br2743_ANT_MID	spatialDLPFC::Br2743	primary_expansion	SDLPFC_Br2743_ANT_MID__reverse	reverse	row_softmax	0.25		baseline	True	1	0.03729010000824928	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br2743_ANT_MID	spatialDLPFC::Br2743	primary_expansion	SDLPFC_Br2743_ANT_MID__reverse	reverse	balanced_ot	0.25		baseline	True	200	8.380885099992156	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br3942_ANT_MID	spatialDLPFC::Br3942	primary_expansion	SDLPFC_Br3942_ANT_MID	forward	uot	0.25	2.0	baseline	True	85	3.505498600003193	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br3942_ANT_MID	spatialDLPFC::Br3942	primary_expansion	SDLPFC_Br3942_ANT_MID	forward	row_softmax	0.25		baseline	True	1	0.04265880001184996	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br3942_ANT_MID	spatialDLPFC::Br3942	primary_expansion	SDLPFC_Br3942_ANT_MID	forward	balanced_ot	0.25		baseline	True	200	8.341355199998361	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br3942_ANT_MID	spatialDLPFC::Br3942	primary_expansion	SDLPFC_Br3942_ANT_MID__reverse	reverse	uot	0.25	2.0	baseline	True	85	3.570005100002163	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br3942_ANT_MID	spatialDLPFC::Br3942	primary_expansion	SDLPFC_Br3942_ANT_MID__reverse	reverse	row_softmax	0.25		baseline	True	1	0.03667950000090059	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br3942_ANT_MID	spatialDLPFC::Br3942	primary_expansion	SDLPFC_Br3942_ANT_MID__reverse	reverse	balanced_ot	0.25		baseline	True	200	8.453086199995596	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br6423_ANT_MID	spatialDLPFC::Br6423	primary_expansion	SDLPFC_Br6423_ANT_MID	forward	uot	0.25	2.0	baseline	True	85	3.5782553000026383	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br6423_ANT_MID	spatialDLPFC::Br6423	primary_expansion	SDLPFC_Br6423_ANT_MID	forward	row_softmax	0.25		baseline	True	1	0.03823489999922458	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br6423_ANT_MID	spatialDLPFC::Br6423	primary_expansion	SDLPFC_Br6423_ANT_MID	forward	balanced_ot	0.25		baseline	True	200	8.430638199992245	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br6423_ANT_MID	spatialDLPFC::Br6423	primary_expansion	SDLPFC_Br6423_ANT_MID__reverse	reverse	uot	0.25	2.0	baseline	True	85	3.5881974000076298	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br6423_ANT_MID	spatialDLPFC::Br6423	primary_expansion	SDLPFC_Br6423_ANT_MID__reverse	reverse	row_softmax	0.25		baseline	True	1	0.04018270000233315	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br6423_ANT_MID	spatialDLPFC::Br6423	primary_expansion	SDLPFC_Br6423_ANT_MID__reverse	reverse	balanced_ot	0.25		baseline	True	200	8.401170800003456	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br6432_ANT_MID	spatialDLPFC::Br6432	primary_expansion	SDLPFC_Br6432_ANT_MID	forward	uot	0.25	2.0	baseline	True	85	3.574745299993083	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br6432_ANT_MID	spatialDLPFC::Br6432	primary_expansion	SDLPFC_Br6432_ANT_MID	forward	row_softmax	0.25		baseline	True	1	0.03774610000255052	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br6432_ANT_MID	spatialDLPFC::Br6432	primary_expansion	SDLPFC_Br6432_ANT_MID	forward	balanced_ot	0.25		baseline	True	200	8.355161500003305	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br6432_ANT_MID	spatialDLPFC::Br6432	primary_expansion	SDLPFC_Br6432_ANT_MID__reverse	reverse	uot	0.25	2.0	baseline	True	85	3.549972799999523	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br6432_ANT_MID	spatialDLPFC::Br6432	primary_expansion	SDLPFC_Br6432_ANT_MID__reverse	reverse	balanced_ot	0.25		baseline	True	200	8.302787499997066	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br6432_ANT_MID	spatialDLPFC::Br6432	primary_expansion	SDLPFC_Br6432_ANT_MID__reverse	reverse	row_softmax	0.25		baseline	True	1	0.0355208999972092	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br6471_ANT_MID	spatialDLPFC::Br6471	primary_expansion	SDLPFC_Br6471_ANT_MID	forward	uot	0.25	2.0	baseline	True	85	3.564519499996095	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br6471_ANT_MID	spatialDLPFC::Br6471	primary_expansion	SDLPFC_Br6471_ANT_MID	forward	row_softmax	0.25		baseline	True	1	0.036029800001415424	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br6471_ANT_MID	spatialDLPFC::Br6471	primary_expansion	SDLPFC_Br6471_ANT_MID	forward	balanced_ot	0.25		baseline	True	200	8.369237199993222	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br6471_ANT_MID	spatialDLPFC::Br6471	primary_expansion	SDLPFC_Br6471_ANT_MID__reverse	reverse	uot	0.25	2.0	baseline	True	85	3.5884477000072366	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br6471_ANT_MID	spatialDLPFC::Br6471	primary_expansion	SDLPFC_Br6471_ANT_MID__reverse	reverse	row_softmax	0.25		baseline	True	1	0.037140000000363216	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br6471_ANT_MID	spatialDLPFC::Br6471	primary_expansion	SDLPFC_Br6471_ANT_MID__reverse	reverse	balanced_ot	0.25		baseline	True	200	8.427768699999433	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br6522_ANT_MID	spatialDLPFC::Br6522	primary_expansion	SDLPFC_Br6522_ANT_MID	forward	uot	0.25	2.0	baseline	True	85	3.7186706000065897	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br6522_ANT_MID	spatialDLPFC::Br6522	primary_expansion	SDLPFC_Br6522_ANT_MID	forward	row_softmax	0.25		baseline	True	1	0.044355000005452894	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br6522_ANT_MID	spatialDLPFC::Br6522	primary_expansion	SDLPFC_Br6522_ANT_MID	forward	balanced_ot	0.25		baseline	True	200	8.673412700009067	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br6522_ANT_MID	spatialDLPFC::Br6522	primary_expansion	SDLPFC_Br6522_ANT_MID__reverse	reverse	uot	0.25	2.0	baseline	True	85	3.6523531999991974	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br6522_ANT_MID	spatialDLPFC::Br6522	primary_expansion	SDLPFC_Br6522_ANT_MID__reverse	reverse	row_softmax	0.25		baseline	True	1	0.03780170000391081	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br6522_ANT_MID	spatialDLPFC::Br6522	primary_expansion	SDLPFC_Br6522_ANT_MID__reverse	reverse	balanced_ot	0.25		baseline	True	200	8.615592999994988	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8325_ANT_MID	spatialDLPFC::Br8325	primary_expansion	SDLPFC_Br8325_ANT_MID	forward	uot	0.25	2.0	baseline	True	85	3.611910900013754	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8325_ANT_MID	spatialDLPFC::Br8325	primary_expansion	SDLPFC_Br8325_ANT_MID	forward	row_softmax	0.25		baseline	True	1	0.040433100002701394	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8325_ANT_MID	spatialDLPFC::Br8325	primary_expansion	SDLPFC_Br8325_ANT_MID	forward	balanced_ot	0.25		baseline	True	200	8.475774199992884	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8325_ANT_MID	spatialDLPFC::Br8325	primary_expansion	SDLPFC_Br8325_ANT_MID__reverse	reverse	uot	0.25	2.0	baseline	True	85	3.586589099999401	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8325_ANT_MID	spatialDLPFC::Br8325	primary_expansion	SDLPFC_Br8325_ANT_MID__reverse	reverse	row_softmax	0.25		baseline	True	1	0.037052600004244596	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8325_ANT_MID	spatialDLPFC::Br8325	primary_expansion	SDLPFC_Br8325_ANT_MID__reverse	reverse	balanced_ot	0.25		baseline	True	200	8.432692799993674	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	uot	0.25	2.0	baseline	True	85	3.515301499995985	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	row_softmax	0.25		baseline	True	1	0.042862200003582984	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	balanced_ot	0.25		baseline	True	200	8.404407599999104	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID__reverse	reverse	uot	0.25	2.0	baseline	True	85	3.539340599993011	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID__reverse	reverse	row_softmax	0.25		baseline	True	1	0.03916679999383632	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID__reverse	reverse	balanced_ot	0.25		baseline	True	200	8.333455599989975	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8667_ANT_MID	spatialDLPFC::Br8667	primary_expansion	SDLPFC_Br8667_ANT_MID	forward	uot	0.25	2.0	baseline	True	85	3.5411787000048207	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8667_ANT_MID	spatialDLPFC::Br8667	primary_expansion	SDLPFC_Br8667_ANT_MID	forward	row_softmax	0.25		baseline	True	1	0.03723620000528172	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8667_ANT_MID	spatialDLPFC::Br8667	primary_expansion	SDLPFC_Br8667_ANT_MID	forward	balanced_ot	0.25		baseline	True	200	8.296806400001515	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8667_ANT_MID	spatialDLPFC::Br8667	primary_expansion	SDLPFC_Br8667_ANT_MID__reverse	reverse	uot	0.25	2.0	baseline	True	85	3.6234718000050634	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8667_ANT_MID	spatialDLPFC::Br8667	primary_expansion	SDLPFC_Br8667_ANT_MID__reverse	reverse	row_softmax	0.25		baseline	True	1	0.03567240000120364	
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8667_ANT_MID	spatialDLPFC::Br8667	primary_expansion	SDLPFC_Br8667_ANT_MID__reverse	reverse	balanced_ot	0.25		baseline	True	200	8.387069100004737	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	HER2ST_A1_CONTROLLED	forward	balanced_ot	0.25		baseline	True	200	0.19959160000144038	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	HER2ST_A1_CONTROLLED	forward	uot	0.25	2.0	baseline	True	80	0.1433889000036288	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	HER2ST_A1_CONTROLLED	forward	row_softmax	0.25		baseline	True	1	0.0010275999957229942	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	HER2ST_A1_CONTROLLED__reverse	reverse	balanced_ot	0.25		baseline	True	200	0.18686210000305437	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	HER2ST_A1_CONTROLLED__reverse	reverse	uot	0.25	2.0	baseline	True	80	0.1397480000014184	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	HER2ST_A1_CONTROLLED__reverse	reverse	row_softmax	0.25		baseline	True	1	0.0008452999900327995	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_B1_CONTROLLED	HER2ST::B	manual_truth_controlled	HER2ST_B1_CONTROLLED	forward	balanced_ot	0.25		baseline	True	200	0.12309660000028089	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_B1_CONTROLLED	HER2ST::B	manual_truth_controlled	HER2ST_B1_CONTROLLED	forward	uot	0.25	2.0	baseline	True	80	0.04803469999751542	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_B1_CONTROLLED	HER2ST::B	manual_truth_controlled	HER2ST_B1_CONTROLLED	forward	row_softmax	0.25		baseline	True	1	0.000704799997038208	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_B1_CONTROLLED	HER2ST::B	manual_truth_controlled	HER2ST_B1_CONTROLLED__reverse	reverse	balanced_ot	0.25		baseline	True	200	0.12676749999809545	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_B1_CONTROLLED	HER2ST::B	manual_truth_controlled	HER2ST_B1_CONTROLLED__reverse	reverse	uot	0.25	2.0	baseline	True	80	0.05362420000892598	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_B1_CONTROLLED	HER2ST::B	manual_truth_controlled	HER2ST_B1_CONTROLLED__reverse	reverse	row_softmax	0.25		baseline	True	1	0.0005839999939780682	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_C1_CONTROLLED	HER2ST::C	manual_truth_controlled	HER2ST_C1_CONTROLLED	forward	balanced_ot	0.25		baseline	True	200	0.05410209999536164	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_C1_CONTROLLED	HER2ST::C	manual_truth_controlled	HER2ST_C1_CONTROLLED	forward	uot	0.25	2.0	baseline	True	80	0.022158100007800385	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_C1_CONTROLLED	HER2ST::C	manual_truth_controlled	HER2ST_C1_CONTROLLED	forward	row_softmax	0.25		baseline	True	1	0.0002615999983390793	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_C1_CONTROLLED	HER2ST::C	manual_truth_controlled	HER2ST_C1_CONTROLLED__reverse	reverse	balanced_ot	0.25		baseline	True	200	0.05236770000192337	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_C1_CONTROLLED	HER2ST::C	manual_truth_controlled	HER2ST_C1_CONTROLLED__reverse	reverse	uot	0.25	2.0	baseline	True	80	0.022196199992322363	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_C1_CONTROLLED	HER2ST::C	manual_truth_controlled	HER2ST_C1_CONTROLLED__reverse	reverse	row_softmax	0.25		baseline	True	1	0.00026810000417754054	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_D1_CONTROLLED	HER2ST::D	manual_truth_controlled	HER2ST_D1_CONTROLLED	forward	balanced_ot	0.25		baseline	True	200	0.1182563000038499	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_D1_CONTROLLED	HER2ST::D	manual_truth_controlled	HER2ST_D1_CONTROLLED	forward	uot	0.25	2.0	baseline	True	80	0.044259199989028275	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_D1_CONTROLLED	HER2ST::D	manual_truth_controlled	HER2ST_D1_CONTROLLED	forward	row_softmax	0.25		baseline	True	1	0.0005324999947333708	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_D1_CONTROLLED	HER2ST::D	manual_truth_controlled	HER2ST_D1_CONTROLLED__reverse	reverse	balanced_ot	0.25		baseline	True	200	0.11313120000704657	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_D1_CONTROLLED	HER2ST::D	manual_truth_controlled	HER2ST_D1_CONTROLLED__reverse	reverse	uot	0.25	2.0	baseline	True	80	0.043336200003977865	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_D1_CONTROLLED	HER2ST::D	manual_truth_controlled	HER2ST_D1_CONTROLLED__reverse	reverse	row_softmax	0.25		baseline	True	1	0.0005186999915167689	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_E1_CONTROLLED	HER2ST::E	manual_truth_controlled	HER2ST_E1_CONTROLLED	forward	uot	0.25	2.0	baseline	True	80	0.30594510000082664	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_E1_CONTROLLED	HER2ST::E	manual_truth_controlled	HER2ST_E1_CONTROLLED	forward	row_softmax	0.25		baseline	True	1	0.003175499994540587	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_E1_CONTROLLED	HER2ST::E	manual_truth_controlled	HER2ST_E1_CONTROLLED	forward	balanced_ot	0.25		baseline	True	200	0.7149152999918442	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_E1_CONTROLLED	HER2ST::E	manual_truth_controlled	HER2ST_E1_CONTROLLED__reverse	reverse	uot	0.25	2.0	baseline	True	80	0.29297260000021197	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_E1_CONTROLLED	HER2ST::E	manual_truth_controlled	HER2ST_E1_CONTROLLED__reverse	reverse	row_softmax	0.25		baseline	True	1	0.0032573999924352393	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_E1_CONTROLLED	HER2ST::E	manual_truth_controlled	HER2ST_E1_CONTROLLED__reverse	reverse	balanced_ot	0.25		baseline	True	200	0.7396781999996165	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_F1_CONTROLLED	HER2ST::F	manual_truth_controlled	HER2ST_F1_CONTROLLED	forward	uot	0.25	2.0	baseline	True	80	0.45981980000215117	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_F1_CONTROLLED	HER2ST::F	manual_truth_controlled	HER2ST_F1_CONTROLLED	forward	row_softmax	0.25		baseline	True	1	0.0047617999953217804	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_F1_CONTROLLED	HER2ST::F	manual_truth_controlled	HER2ST_F1_CONTROLLED	forward	balanced_ot	0.25		baseline	True	200	1.0923672999924747	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_F1_CONTROLLED	HER2ST::F	manual_truth_controlled	HER2ST_F1_CONTROLLED__reverse	reverse	uot	0.25	2.0	baseline	True	80	0.4459000000060769	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_F1_CONTROLLED	HER2ST::F	manual_truth_controlled	HER2ST_F1_CONTROLLED__reverse	reverse	row_softmax	0.25		baseline	True	1	0.004904600005829707	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_F1_CONTROLLED	HER2ST::F	manual_truth_controlled	HER2ST_F1_CONTROLLED__reverse	reverse	balanced_ot	0.25		baseline	True	200	1.1124141000036616	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_G2_CONTROLLED	HER2ST::G	manual_truth_controlled	HER2ST_G2_CONTROLLED	forward	uot	0.25	2.0	baseline	True	80	0.1979730000020936	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_G2_CONTROLLED	HER2ST::G	manual_truth_controlled	HER2ST_G2_CONTROLLED	forward	balanced_ot	0.25		baseline	True	200	0.48910790000809357	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_G2_CONTROLLED	HER2ST::G	manual_truth_controlled	HER2ST_G2_CONTROLLED	forward	row_softmax	0.25		baseline	True	1	0.0016845999925862998	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_G2_CONTROLLED	HER2ST::G	manual_truth_controlled	HER2ST_G2_CONTROLLED__reverse	reverse	uot	0.25	2.0	baseline	True	80	0.19536569999763742	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_G2_CONTROLLED	HER2ST::G	manual_truth_controlled	HER2ST_G2_CONTROLLED__reverse	reverse	row_softmax	0.25		baseline	True	1	0.0014414999895961955	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_G2_CONTROLLED	HER2ST::G	manual_truth_controlled	HER2ST_G2_CONTROLLED__reverse	reverse	balanced_ot	0.25		baseline	True	200	0.5174918999982765	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_H1_CONTROLLED	HER2ST::H	manual_truth_controlled	HER2ST_H1_CONTROLLED	forward	uot	0.25	2.0	baseline	True	80	0.28683430000091903	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_H1_CONTROLLED	HER2ST::H	manual_truth_controlled	HER2ST_H1_CONTROLLED	forward	row_softmax	0.25		baseline	True	1	0.003232000002753921	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_H1_CONTROLLED	HER2ST::H	manual_truth_controlled	HER2ST_H1_CONTROLLED	forward	balanced_ot	0.25		baseline	True	200	0.7059316999948351	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_H1_CONTROLLED	HER2ST::H	manual_truth_controlled	HER2ST_H1_CONTROLLED__reverse	reverse	uot	0.25	2.0	baseline	True	80	0.2985719999996945	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_H1_CONTROLLED	HER2ST::H	manual_truth_controlled	HER2ST_H1_CONTROLLED__reverse	reverse	row_softmax	0.25		baseline	True	1	0.003029399988008663	
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_H1_CONTROLLED	HER2ST::H	manual_truth_controlled	HER2ST_H1_CONTROLLED__reverse	reverse	balanced_ot	0.25		baseline	True	200	0.7585978999995859	
Stereo-seq	cross_stage	ST_DEV_E11_5_E12_5	Stereo-seq::shared_developmental_series	legacy_replication	ST_DEV_E11_5_E12_5	forward	uot	0.25	2.0	baseline	True	85	3.6918556000018725	
Stereo-seq	cross_stage	ST_DEV_E11_5_E12_5	Stereo-seq::shared_developmental_series	legacy_replication	ST_DEV_E11_5_E12_5	forward	row_softmax	0.25		baseline	True	1	0.03831420000642538	
Stereo-seq	cross_stage	ST_DEV_E11_5_E12_5	Stereo-seq::shared_developmental_series	legacy_replication	ST_DEV_E11_5_E12_5	forward	balanced_ot	0.25		baseline	True	200	8.502384299994446	
Stereo-seq	cross_stage	ST_DEV_E11_5_E12_5	Stereo-seq::shared_developmental_series	legacy_replication	ST_DEV_E11_5_E12_5__reverse	reverse	uot	0.25	2.0	baseline	True	85	3.6072086000058334	
Stereo-seq	cross_stage	ST_DEV_E11_5_E12_5	Stereo-seq::shared_developmental_series	legacy_replication	ST_DEV_E11_5_E12_5__reverse	reverse	row_softmax	0.25		baseline	True	1	0.035727299997233786	
Stereo-seq	cross_stage	ST_DEV_E11_5_E12_5	Stereo-seq::shared_developmental_series	legacy_replication	ST_DEV_E11_5_E12_5__reverse	reverse	balanced_ot	0.25		baseline	True	200	8.374973800004227	
Stereo-seq	cross_stage	ST_DEV_E12_5_E13_5	Stereo-seq::shared_developmental_series	legacy_replication	ST_DEV_E12_5_E13_5	forward	uot	0.25	2.0	baseline	True	85	3.68108179999399	
Stereo-seq	cross_stage	ST_DEV_E12_5_E13_5	Stereo-seq::shared_developmental_series	legacy_replication	ST_DEV_E12_5_E13_5	forward	row_softmax	0.25		baseline	True	1	0.03916519999620505	
Stereo-seq	cross_stage	ST_DEV_E12_5_E13_5	Stereo-seq::shared_developmental_series	legacy_replication	ST_DEV_E12_5_E13_5	forward	balanced_ot	0.25		baseline	True	200	8.400894299993524	
Stereo-seq	cross_stage	ST_DEV_E12_5_E13_5	Stereo-seq::shared_developmental_series	legacy_replication	ST_DEV_E12_5_E13_5__reverse	reverse	uot	0.25	2.0	baseline	True	85	3.6184313999983715	
Stereo-seq	cross_stage	ST_DEV_E12_5_E13_5	Stereo-seq::shared_developmental_series	legacy_replication	ST_DEV_E12_5_E13_5__reverse	reverse	row_softmax	0.25		baseline	True	1	0.036288100003730506	
Stereo-seq	cross_stage	ST_DEV_E12_5_E13_5	Stereo-seq::shared_developmental_series	legacy_replication	ST_DEV_E12_5_E13_5__reverse	reverse	balanced_ot	0.25		baseline	True	200	8.352780100001837	
Stereo-seq	cross_stage	ST_DEV_E13_5_E14_5	Stereo-seq::shared_developmental_series	legacy_replication	ST_DEV_E13_5_E14_5	forward	uot	0.25	2.0	baseline	True	85	3.629559099994367	
Stereo-seq	cross_stage	ST_DEV_E13_5_E14_5	Stereo-seq::shared_developmental_series	legacy_replication	ST_DEV_E13_5_E14_5	forward	row_softmax	0.25		baseline	True	1	0.03715209999063518	
Stereo-seq	cross_stage	ST_DEV_E13_5_E14_5	Stereo-seq::shared_developmental_series	legacy_replication	ST_DEV_E13_5_E14_5	forward	balanced_ot	0.25		baseline	True	200	8.388768100005109	
Stereo-seq	cross_stage	ST_DEV_E13_5_E14_5	Stereo-seq::shared_developmental_series	legacy_replication	ST_DEV_E13_5_E14_5__reverse	reverse	uot	0.25	2.0	baseline	True	85	3.569413099990925	
Stereo-seq	cross_stage	ST_DEV_E13_5_E14_5	Stereo-seq::shared_developmental_series	legacy_replication	ST_DEV_E13_5_E14_5__reverse	reverse	row_softmax	0.25		baseline	True	1	0.042293100006645545	
