independent_unit_id	cohort_role	method	epsilon0	tau0	contrast_type	regularization_regime	u	v	alpha	beta	metric	reference_value	comparison_value	contrast
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	0.75	0.75	0.1875	0.5625	h001_response_mean	0.04996449245022055	0.10205621824814251	0.05209172579792196
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	0.75	0.75	0.1875	0.5625	h001_response_median	0.04698927068347046	0.10348187421318789	0.056492603529717425
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	0.75	0.75	0.1875	0.5625	h001_response_q90	0.06591916793703871	0.11539704708832585	0.049477879151287145
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	0.75	1.0	0.0	0.75	endpoint_response_mean	0.12164262223284913	0.19679941492453518	0.07515679269168607
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	0.75	1.0	0.0	0.75	endpoint_response_median	0.12053671325366483	0.1967147973833408	0.076178084129676
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	0.75	1.0	0.0	0.75	endpoint_response_q90	0.1384221072890384	0.22318872098349918	0.08476661369446077
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	0.75	1.0	0.0	0.75	h001_response_mean	0.14125032817582395	0.20379426621324642	0.06254393803742249
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	0.75	1.0	0.0	0.75	h001_response_median	0.14212626840894169	0.20661044929072175	0.06448418088178005
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	0.75	1.0	0.0	0.75	h001_response_q90	0.16082755178086283	0.23040995601765712	0.06958240423679428
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.0	0.0	1.0	0.0	endpoint_response_mean	0.4495436289805169	0.4495436289805169	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.0	0.0	1.0	0.0	endpoint_response_median	0.46229897947406845	0.46229897947406845	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.0	0.0	1.0	0.0	endpoint_response_q90	0.5896506109578789	0.5896506109578789	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.0	0.0	1.0	0.0	h001_response_mean	0.2730324649700555	0.2730324649700555	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.0	0.0	1.0	0.0	h001_response_median	0.2768321269985279	0.2768321269985279	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.0	0.0	1.0	0.0	h001_response_q90	0.3090138876599253	0.3090138876599253	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.0	0.25	0.75	0.25	endpoint_response_mean	0.17335554407473464	0.17335554407473464	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.0	0.25	0.75	0.25	endpoint_response_median	0.17594447705754	0.17594447705754	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.0	0.25	0.75	0.25	endpoint_response_q90	0.20830625601324426	0.20830625601324426	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.0	0.25	0.75	0.25	h001_response_mean	0.13623098161320424	0.13623098161320424	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.0	0.25	0.75	0.25	h001_response_median	0.13813987773932274	0.13813987773932274	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.0	0.25	0.75	0.25	h001_response_q90	0.15410344509729218	0.15410344509729218	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.0	0.5	0.5	0.5	endpoint_response_mean	0.0	0.0	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.0	0.5	0.5	0.5	endpoint_response_median	0.0	0.0	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.0	0.5	0.5	0.5	endpoint_response_q90	0.0	0.0	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.0	0.5	0.5	0.5	h001_response_mean	0.0	0.0	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.0	0.5	0.5	0.5	h001_response_median	0.0	0.0	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.0	0.5	0.5	0.5	h001_response_q90	0.0	0.0	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.0	0.75	0.25	0.75	endpoint_response_mean	0.1134023870461738	0.1134023870461738	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.0	0.75	0.25	0.75	endpoint_response_median	0.11453946777123107	0.11453946777123107	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.0	0.75	0.25	0.75	endpoint_response_q90	0.12763308488237715	0.12763308488237715	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.0	0.75	0.25	0.75	h001_response_mean	0.1356648559024998	0.1356648559024998	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.0	0.75	0.25	0.75	h001_response_median	0.13754172765241623	0.13754172765241623	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.0	0.75	0.25	0.75	h001_response_q90	0.15339123112473702	0.15339123112473702	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.0	1.0	0.0	1.0	endpoint_response_mean	0.1967994149245353	0.1967994149245353	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.0	1.0	0.0	1.0	endpoint_response_median	0.1967147973833409	0.1967147973833409	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.0	1.0	0.0	1.0	endpoint_response_q90	0.22318872098349934	0.22318872098349934	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.0	1.0	0.0	1.0	h001_response_mean	0.2707679908437257	0.2707679908437257	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.0	1.0	0.0	1.0	h001_response_median	0.27451359369750894	0.27451359369750894	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.0	1.0	0.0	1.0	h001_response_q90	0.3060697907900706	0.3060697907900706	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.5	0.3333333333333333	1.0	0.5	endpoint_response_mean	0.06713864840119924	0.10572309044454073	0.03858444204334149
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.5	0.3333333333333333	1.0	0.5	endpoint_response_median	0.06050057843170015	0.10670725857646404	0.046206680144763895
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.5	0.3333333333333333	1.0	0.5	endpoint_response_q90	0.1001552230337241	0.12415060311497224	0.02399538008124815
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.5	0.3333333333333333	1.0	0.5	h001_response_mean	0.06731538355699104	0.1355518070012483	0.06823642344425726
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.5	0.3333333333333333	1.0	0.5	h001_response_median	0.0605033975728783	0.13745146821543117	0.07694807064255287
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.5	0.3333333333333333	1.0	0.5	h001_response_q90	0.10163909340842414	0.15333510135066192	0.05169600794223779
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.5	0.6666666666666666	0.5	1.0	endpoint_response_mean	0.20019488646769704	0.07988343443745416	-0.12031145203024288
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.5	0.6666666666666666	0.5	1.0	endpoint_response_median	0.19879424511102045	0.08092670240015196	-0.11786754271086848
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.5	0.6666666666666666	0.5	1.0	endpoint_response_q90	0.22681391151551472	0.08974694994873963	-0.1370669615667751
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.5	0.6666666666666666	0.5	1.0	h001_response_mean	0.2786555261611668	0.13499130036051987	-0.14366422580064692
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.5	0.6666666666666666	0.5	1.0	h001_response_median	0.2808129883127666	0.136859218383944	-0.14395376992882264
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		coregularized_minus_fixed	coregularized-fixed	1.5	0.6666666666666666	0.5	1.0	h001_response_q90	0.30828119656013053	0.15262949296737252	-0.155651703592758
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.5	0.0	0.5	0.0	endpoint_response_mean	0.4495436289805169	0.4495436289805169	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.5	0.0	0.5	0.0	endpoint_response_median	0.46229897947406845	0.46229897947406845	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.5	0.0	0.5	0.0	endpoint_response_q90	0.5896506109578789	0.5896506109578789	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.5	0.0	0.5	0.0	h001_response_mean	0.2730324649700555	0.13691699644736027	-0.13611546852269527
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.5	0.0	0.5	0.0	h001_response_median	0.2768321269985279	0.13883521760013345	-0.13799690939839443
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.5	0.0	0.5	0.0	h001_response_q90	0.3090138876599253	0.15487952777125918	-0.15413435988866614
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.5	0.25	0.375	0.125	endpoint_response_mean	0.17335554407473464	0.17335554407473464	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.5	0.25	0.375	0.125	endpoint_response_median	0.17594447705754	0.17594447705754	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.5	0.25	0.375	0.125	endpoint_response_q90	0.20830625601324426	0.20830625601324426	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.5	0.25	0.375	0.125	h001_response_mean	0.13623098161320424	0.06838673659024913	-0.06784424502295511
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.5	0.25	0.375	0.125	h001_response_median	0.13813987773932274	0.06935199442618806	-0.06878788331313468
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.5	0.25	0.375	0.125	h001_response_q90	0.15410344509729218	0.07734755722644136	-0.07675588787085082
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.5	0.5	0.25	0.25	endpoint_response_mean	0.0	0.0	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.5	0.5	0.25	0.25	endpoint_response_median	0.0	0.0	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.5	0.5	0.25	0.25	endpoint_response_q90	0.0	0.0	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.5	0.5	0.25	0.25	h001_response_mean	0.0	6.330226507080024e-14	6.330226507080024e-14
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.5	0.5	0.25	0.25	h001_response_median	0.0	5.606348223461942e-14	5.606348223461942e-14
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.5	0.5	0.25	0.25	h001_response_q90	0.0	8.778188415549643e-14	8.778188415549643e-14
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.5	0.75	0.125	0.375	endpoint_response_mean	0.1134023870461738	0.1134023870461738	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.5	0.75	0.125	0.375	endpoint_response_median	0.11453946777123107	0.11453946777123107	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.5	0.75	0.125	0.375	endpoint_response_q90	0.12763308488237715	0.12763308488237715	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.5	0.75	0.125	0.375	h001_response_mean	0.1356648559024998	0.06824378043489489	-0.06742107546760491
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.5	0.75	0.125	0.375	h001_response_median	0.13754172765241623	0.0692045831606311	-0.06833714449178513
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.5	0.75	0.125	0.375	h001_response_q90	0.15339123112473702	0.07716637700564086	-0.07622485411909616
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.5	1.0	0.0	0.5	endpoint_response_mean	0.1967994149245353	0.1967994149245353	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.5	1.0	0.0	0.5	endpoint_response_median	0.1967147973833409	0.1967147973833409	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.5	1.0	0.0	0.5	endpoint_response_q90	0.22318872098349934	0.22318872098349934	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.5	1.0	0.0	0.5	h001_response_mean	0.2707679908437257	0.1363451667319882	-0.13442282411173745
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.5	1.0	0.0	0.5	h001_response_median	0.27451359369750894	0.1382310783060029	-0.13628251539150604
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.5	1.0	0.0	0.5	h001_response_q90	0.3060697907900706	0.15416061071509454	-0.15190918007497603
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.75	0.0	0.75	0.0	endpoint_response_mean	0.4495436289805169	0.4495436289805169	-2.7755575615628914e-17
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.75	0.0	0.75	0.0	endpoint_response_median	0.46229897947406845	0.4622989794740684	-5.551115123125783e-17
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.75	0.0	0.75	0.0	endpoint_response_q90	0.5896506109578789	0.589650610957879	1.6653345369377348e-16
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.75	0.0	0.75	0.0	h001_response_mean	0.2730324649700555	0.20507444114489543	-0.06795802382516013
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.75	0.0	0.75	0.0	h001_response_median	0.2768321269985279	0.207922700978034	-0.0689094260204939
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.75	0.0	0.75	0.0	h001_response_q90	0.3090138876599253	0.23202294315200847	-0.07699094450791685
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.75	0.25	0.5625	0.1875	endpoint_response_mean	0.17335554407473464	0.17335554407473464	0.0
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.75	0.25	0.5625	0.1875	endpoint_response_median	0.17594447705754	0.17594447705754007	6.938893903907228e-17
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.75	0.25	0.5625	0.1875	endpoint_response_q90	0.20830625601324426	0.20830625601324435	8.326672684688674e-17
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.75	0.25	0.5625	0.1875	h001_response_mean	0.13623098161320424	0.10237626126655797	-0.033854720346646286
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.75	0.25	0.5625	0.1875	h001_response_median	0.13813987773932274	0.10381878742927739	-0.03432109031004535
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.75	0.25	0.5625	0.1875	h001_response_q90	0.15410344509729218	0.11580403622001441	-0.03829940887727777
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.75	0.5	0.375	0.375	endpoint_response_mean	0.0	7.276136922043228e-16	7.276136922043228e-16
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.75	0.5	0.375	0.375	endpoint_response_median	0.0	6.345043879939691e-16	6.345043879939691e-16
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.75	0.5	0.375	0.375	endpoint_response_q90	0.0	9.85044746354542e-16	9.85044746354542e-16
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.75	0.5	0.375	0.375	h001_response_mean	0.0	6.103122336168569e-14	6.103122336168569e-14
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.75	0.5	0.375	0.375	h001_response_median	0.0	5.449002137368431e-14	5.449002137368431e-14
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.75	0.5	0.375	0.375	h001_response_q90	0.0	8.152210801603711e-14	8.152210801603711e-14
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.75	0.75	0.1875	0.5625	endpoint_response_mean	0.1134023870461738	0.11340238704617385	5.551115123125783e-17
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.75	0.75	0.1875	0.5625	endpoint_response_median	0.11453946777123107	0.11453946777123142	3.469446951953614e-16
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.75	0.75	0.1875	0.5625	endpoint_response_q90	0.12763308488237715	0.12763308488237732	1.6653345369377348e-16
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.75	0.75	0.1875	0.5625	h001_response_mean	0.1356648559024998	0.10205621824814251	-0.03360863765435729
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.75	0.75	0.1875	0.5625	h001_response_median	0.13754172765241623	0.10348187421318789	-0.03405985343922835
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.75	0.75	0.1875	0.5625	h001_response_q90	0.15339123112473702	0.11539704708832585	-0.037994184036411145
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.75	1.0	0.0	0.75	endpoint_response_mean	0.1967994149245353	0.19679941492453518	-8.326672684688674e-17
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.75	1.0	0.0	0.75	endpoint_response_median	0.1967147973833409	0.1967147973833408	-8.326672684688674e-17
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.75	1.0	0.0	0.75	endpoint_response_q90	0.22318872098349934	0.22318872098349918	-1.942890293094024e-16
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.75	1.0	0.0	0.75	h001_response_mean	0.2707679908437257	0.20379426621324642	-0.06697372463047925
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.75	1.0	0.0	0.75	h001_response_median	0.27451359369750894	0.20661044929072175	-0.0679031444067872
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	coregularized	0.75	1.0	0.0	0.75	h001_response_q90	0.3060697907900706	0.23040995601765712	-0.07565983477241345
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	fixed	0.5	0.0	0.5	0.0	endpoint_response_mean	0.4495436289805169	0.4605497419512975	0.01100611297078058
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	fixed	0.5	0.0	0.5	0.0	endpoint_response_median	0.46229897947406845	0.4784345391561282	0.01613555968205979
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	fixed	0.5	0.0	0.5	0.0	endpoint_response_q90	0.5896506109578789	0.5952341609326299	0.005583549974751079
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	fixed	0.5	0.0	0.5	0.0	h001_response_mean	0.2730324649700555	0.2810266479035203	0.007994182933464739
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	fixed	0.5	0.0	0.5	0.0	h001_response_median	0.2768321269985279	0.28305660821560386	0.006224481217076
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	fixed	0.5	0.0	0.5	0.0	h001_response_q90	0.3090138876599253	0.311497825556446	0.0024839378965207104
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	fixed	0.5	0.25	0.375	0.125	endpoint_response_mean	0.17335554407473464	0.3131067149755242	0.1397511709007896
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	fixed	0.5	0.25	0.375	0.125	endpoint_response_median	0.17594447705754	0.31759723017050123	0.14165275311296124
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	fixed	0.5	0.25	0.375	0.125	endpoint_response_q90	0.20830625601324426	0.3837284893356943	0.17542223332245005
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	fixed	0.5	0.25	0.375	0.125	h001_response_mean	0.13623098161320424	0.21509078039484547	0.07885979878164123
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	fixed	0.5	0.25	0.375	0.125	h001_response_median	0.13813987773932274	0.21525237697774868	0.07711249923842595
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	fixed	0.5	0.25	0.375	0.125	h001_response_q90	0.15410344509729218	0.2368206911566081	0.08271724605931591
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	fixed	0.5	0.5	0.25	0.25	endpoint_response_mean	0.0	0.1896812988578118	0.1896812988578118
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	fixed	0.5	0.5	0.25	0.25	endpoint_response_median	0.0	0.18833997804852196	0.18833997804852196
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	fixed	0.5	0.5	0.25	0.25	endpoint_response_q90	0.0	0.219061689275758	0.219061689275758
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	fixed	0.5	0.5	0.25	0.25	h001_response_mean	0.0	0.15154690609107052	0.15154690609107052
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	fixed	0.5	0.5	0.25	0.25	h001_response_median	0.0	0.15132193550351355	0.15132193550351355
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	fixed	0.5	0.5	0.25	0.25	h001_response_q90	0.0	0.1677865674829792	0.1677865674829792
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	fixed	0.5	0.75	0.125	0.375	endpoint_response_mean	0.1134023870461738	0.10272406511577238	-0.010678321930401413
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	fixed	0.5	0.75	0.125	0.375	endpoint_response_median	0.11453946777123107	0.10039490887716901	-0.014144558894062062
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	fixed	0.5	0.75	0.125	0.375	endpoint_response_q90	0.12763308488237715	0.12356036693951399	-0.004072717942863166
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	fixed	0.5	0.75	0.125	0.375	h001_response_mean	0.1356648559024998	0.09560001531708956	-0.04006484058541023
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	fixed	0.5	0.75	0.125	0.375	h001_response_median	0.13754172765241623	0.09307082283353965	-0.044470904818876576
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	fixed	0.5	0.75	0.125	0.375	h001_response_q90	0.15339123112473702	0.1160899045894247	-0.037301326535312304
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	fixed	0.5	1.0	0.0	0.5	endpoint_response_mean	0.1967994149245353	0.0665552304950445	-0.13024418442949076
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	fixed	0.5	1.0	0.0	0.5	endpoint_response_median	0.1967147973833409	0.06004340436548625	-0.13667139301785466
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	fixed	0.5	1.0	0.0	0.5	endpoint_response_q90	0.22318872098349934	0.10024692694791319	-0.12294179403558617
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	fixed	0.5	1.0	0.0	0.5	h001_response_mean	0.2707679908437257	0.06730928680531897	-0.2034587040384067
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	fixed	0.5	1.0	0.0	0.5	h001_response_median	0.27451359369750894	0.0604916286948909	-0.21402196500261803
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		fixed_v_scale	fixed	0.5	1.0	0.0	0.5	h001_response_q90	0.3060697907900706	0.10165155079956792	-0.20441823999050265
