independent_unit_id	cohort_role	method	epsilon0	tau0	contrast_type	regularization_regime	u	v	alpha	beta	metric	reference_value	comparison_value	contrast
HER2ST::F	manual_truth_controlled	row_softmax	0.25		fixed_v_scale	fixed	0.75	1.0	0.0	0.75	endpoint_response_mean	0.2059498537106746	0.12146219033596055	-0.08448766337471406
HER2ST::F	manual_truth_controlled	row_softmax	0.25		fixed_v_scale	fixed	0.75	1.0	0.0	0.75	endpoint_response_median	0.2040323689950038	0.1200489315622423	-0.08398343743276149
HER2ST::F	manual_truth_controlled	row_softmax	0.25		fixed_v_scale	fixed	0.75	1.0	0.0	0.75	endpoint_response_q90	0.2391575243326459	0.14248825830592257	-0.09666926602672332
HER2ST::F	manual_truth_controlled	row_softmax	0.25		fixed_v_scale	fixed	0.75	1.0	0.0	0.75	h001_response_mean	0.28026821799864854	0.14254264168230862	-0.13772557631633991
HER2ST::F	manual_truth_controlled	row_softmax	0.25		fixed_v_scale	fixed	0.75	1.0	0.0	0.75	h001_response_median	0.2752252023690254	0.1397304604604519	-0.13549474190857352
HER2ST::F	manual_truth_controlled	row_softmax	0.25		fixed_v_scale	fixed	0.75	1.0	0.0	0.75	h001_response_q90	0.3345608407445393	0.1709366864107793	-0.16362415433375999
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.0	0.5	0.0	endpoint_response_mean	0.45982204591073417	0.4418431075639623	-0.01797893834677186
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.0	0.5	0.0	endpoint_response_median	0.46630698501299656	0.4468400920643777	-0.019466892948618864
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.0	0.5	0.0	endpoint_response_q90	0.6180498011125366	0.5865051011581941	-0.03154469995434256
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.0	0.5	0.0	h001_response_mean	0.27141112154129743	0.14363207685454116	-0.12777904468675627
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.0	0.5	0.0	h001_response_median	0.26915970347958296	0.14244995413168007	-0.12670974934790288
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.0	0.5	0.0	h001_response_q90	0.3164694097924132	0.16449361949632546	-0.15197579029608774
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.0	0.5	0.0	uot_endpoint_combined_median	0.4448479834742455	0.4527875254629342	0.007939541988688709
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.0	0.5	0.0	uot_endpoint_mass_median	0.038525120276170555	0.029761970208964386	-0.008763150067206163
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.0	0.5	0.0	uot_endpoint_shape_median	0.45119725217655177	0.45054216977081807	-0.0006550824057337257
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.0	0.5	0.0	uot_h001_combined_median	0.2691245529366485	0.14248061249174956	-0.12664394044489893
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.0	0.5	0.0	uot_h001_mass_median	0.02575212998715247	0.017171255275794953	-0.008580874711357517
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.0	0.5	0.0	uot_h001_shape_median	0.27432540389456617	0.13658888408019676	-0.1377365198143694
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.25	0.375	0.125	endpoint_response_mean	0.3023006729337005	0.1741091316237653	-0.1281915413099352
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.25	0.375	0.125	endpoint_response_median	0.3042211679858855	0.1745982473205892	-0.1296229206652963
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.25	0.375	0.125	endpoint_response_q90	0.37700537982748517	0.2057823143201789	-0.17122306550730623
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.25	0.375	0.125	h001_response_mean	0.20103866120358738	0.07175520881855121	-0.12928345238503616
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.25	0.375	0.125	h001_response_median	0.1993250041909753	0.07116738112722355	-0.12815762306375172
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.25	0.375	0.125	h001_response_q90	0.23580736943957736	0.08216717371749335	-0.15364019572208404
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.25	0.375	0.125	uot_endpoint_combined_median	0.293103315341697	0.1771736088700805	-0.1159297064716165
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.25	0.375	0.125	uot_endpoint_mass_median	0.03993968909927781	0.015454847644183357	-0.02448484145509445
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.25	0.375	0.125	uot_endpoint_shape_median	0.3006282614883734	0.1721798284296461	-0.12844843305872727
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.25	0.375	0.125	uot_h001_combined_median	0.1992491166030688	0.07117747782099325	-0.12807163878207553
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.25	0.375	0.125	uot_h001_mass_median	0.03375923783791779	0.008589732070390318	-0.025169505767527467
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.25	0.375	0.125	uot_h001_shape_median	0.20621892279844267	0.06824089615405923	-0.13797802664438344
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.5	0.25	0.25	endpoint_response_mean	0.17417608316272526	0.0	-0.17417608316272526
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.5	0.25	0.25	endpoint_response_median	0.17294708771716738	0.0	-0.17294708771716738
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.5	0.25	0.25	endpoint_response_q90	0.21032752210032662	0.0	-0.21032752210032662
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.5	0.25	0.25	h001_response_mean	0.132453823179332	1.3903096547482753e-14	-0.1324538231793181
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.5	0.25	0.25	h001_response_median	0.1311337812554059	1.2061290725108856e-14	-0.13113378125539382
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.5	0.25	0.25	h001_response_q90	0.15639381750882708	1.595442144055689e-14	-0.1563938175088111
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.5	0.25	0.25	uot_endpoint_combined_median	0.16552426053112634	0.0	-0.16552426053112634
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.5	0.25	0.25	uot_endpoint_mass_median	0.044266956917873565	0.0	-0.044266956917873565
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.5	0.25	0.25	uot_endpoint_shape_median	0.174318208352581	0.0	-0.174318208352581
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.5	0.25	0.25	uot_h001_combined_median	0.13107991999229848	1.2061290725108856e-14	-0.1310799199922864
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.5	0.25	0.25	uot_h001_mass_median	0.04190095330850532	0.0	-0.04190095330850532
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.5	0.25	0.25	uot_h001_shape_median	0.138379745300228	1.343654716976601e-14	-0.13837974530021457
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.75	0.125	0.375	endpoint_response_mean	0.0821080192397498	0.1233565675468988	0.04124854830714902
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.75	0.125	0.375	endpoint_response_median	0.08050268848946823	0.12414202526878293	0.0436393367793147
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.75	0.125	0.375	endpoint_response_q90	0.09676681952121537	0.13803405707539773	0.04126723755418235
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.75	0.125	0.375	h001_response_mean	0.07221738083285165	0.07163398153996886	-0.0005833992928827927
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.75	0.125	0.375	h001_response_median	0.07146009783583607	0.07105384515426799	-0.00040625268156806865
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.75	0.125	0.375	h001_response_q90	0.08348170653298614	0.08200523330089625	-0.001476473232089895
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.75	0.125	0.375	uot_endpoint_combined_median	0.07649312146695306	0.12182930919985954	0.04533618773290649
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.75	0.125	0.375	uot_endpoint_mass_median	0.050529871691804916	0.018368683018677518	-0.0321611886731274
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.75	0.125	0.375	uot_endpoint_shape_median	0.07841146113151565	0.11485342838510995	0.036441967253594304
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.75	0.125	0.375	uot_h001_combined_median	0.07142544928502244	0.07104824029727763	-0.0003772089877448065
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.75	0.125	0.375	uot_h001_mass_median	0.04994071715149324	0.008597916092118255	-0.04134280105937498
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	0.75	0.125	0.375	uot_h001_shape_median	0.07135281884479192	0.06810695586542215	-0.003245862979369768
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	1.0	0.0	0.5	endpoint_response_mean	0.0645070038589787	0.22083280345176134	0.15632579959278264
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	1.0	0.0	0.5	endpoint_response_median	0.06388259639282753	0.22228809284775064	0.1584054964549231
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	1.0	0.0	0.5	endpoint_response_q90	0.07188274602482306	0.24239461148415192	0.17051186545932887
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	1.0	0.0	0.5	h001_response_mean	0.06119533697527781	0.14314718663353987	0.08195184965826205
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	1.0	0.0	0.5	h001_response_median	0.060488870781516324	0.14198473932595262	0.08149586854443629
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	1.0	0.0	0.5	h001_response_q90	0.06796052683102805	0.16384888975059514	0.09588836291956708
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	1.0	0.0	0.5	uot_endpoint_combined_median	0.06010390638684497	0.2142143665309284	0.15411046014408344
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	1.0	0.0	0.5	uot_endpoint_mass_median	0.05834761356380104	0.03897741554136269	-0.019370198022438345
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	1.0	0.0	0.5	uot_endpoint_shape_median	0.018852771066338318	0.2019515535168399	0.1830987824505016
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	1.0	0.0	0.5	uot_h001_combined_median	0.06045402075727377	0.1419621828817112	0.08150816212443746
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	1.0	0.0	0.5	uot_h001_mass_median	0.05838502658543127	0.01720399147862896	-0.04118103510680231
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.5	1.0	0.0	0.5	uot_h001_shape_median	0.019036828155358676	0.13610265809436461	0.11706582993900594
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.0	0.75	0.0	endpoint_response_mean	0.45006455842948745	0.4418431075639623	-0.00822145086552517
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.0	0.75	0.0	endpoint_response_median	0.4566612732105665	0.4468400920643777	-0.009821181146188795
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.0	0.75	0.0	endpoint_response_q90	0.6017504051133192	0.5865051011581941	-0.015245303955125133
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.0	0.75	0.0	h001_response_mean	0.2778545873283217	0.21508925018538017	-0.06276533714294151
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.0	0.75	0.0	h001_response_median	0.2753512552459555	0.2133250096183094	-0.06202624562764612
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.0	0.75	0.0	h001_response_q90	0.3213162821779916	0.24636679045758922	-0.07494949172040233
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.0	0.75	0.0	uot_endpoint_combined_median	0.44819612154194505	0.4527875254629342	0.0045914039209891955
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.0	0.75	0.0	uot_endpoint_mass_median	0.020120766587829853	0.029761970208964386	0.009641203621134534
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.0	0.75	0.0	uot_endpoint_shape_median	0.4508336353891119	0.45054216977081807	-0.00029146561829387907
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.0	0.75	0.0	uot_h001_combined_median	0.27534037449275367	0.21337527679418827	-0.06196509769856538
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.0	0.75	0.0	uot_h001_mass_median	0.01774065809982569	0.025680114617885816	0.007939456518060125
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.0	0.75	0.0	uot_h001_shape_median	0.27306392523995504	0.20457168921680158	-0.06849223602315349
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.25	0.5625	0.1875	endpoint_response_mean	0.23130488888681122	0.1741091316237653	-0.05719575726304593
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.25	0.5625	0.1875	endpoint_response_median	0.23215227064447908	0.1745982473205892	-0.0575540233238899
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.25	0.5625	0.1875	endpoint_response_q90	0.27955031334092734	0.20578231432017893	-0.0737679990207484
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.25	0.5625	0.1875	h001_response_mean	0.17081911822327306	0.10740819639755908	-0.06341092182571398
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.25	0.5625	0.1875	h001_response_median	0.16933520246116734	0.10651918729968121	-0.06281601516148613
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.25	0.5625	0.1875	h001_response_q90	0.19847102198518823	0.12300135685313077	-0.07546966513205744
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.25	0.5625	0.1875	uot_endpoint_combined_median	0.2299617378690652	0.17717360887008057	-0.05278812899898465
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.25	0.5625	0.1875	uot_endpoint_mass_median	0.013026840438596676	0.015454847644183357	0.0024280072055866816
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.25	0.5625	0.1875	uot_endpoint_shape_median	0.23184731444428636	0.17217982842964613	-0.05966748601464025
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.25	0.5625	0.1875	uot_h001_combined_median	0.16931909453252797	0.10654172527887987	-0.06277736925364809
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.25	0.5625	0.1875	uot_h001_mass_median	0.011088736730524212	0.012849259911009039	0.0017605231804848276
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.25	0.5625	0.1875	uot_h001_shape_median	0.17099565518222273	0.10214254118403546	-0.06885311399818728
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.5	0.375	0.375	endpoint_response_mean	0.07512587202037913	1.5990121395443601e-16	-0.07512587202037896
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.5	0.375	0.375	endpoint_response_median	0.07410956283372097	1.3471690133635447e-16	-0.07410956283372083
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.5	0.375	0.375	endpoint_response_q90	0.08987195758305422	2.432179452436898e-16	-0.08987195758305397
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.5	0.375	0.375	h001_response_mean	0.06614729924493246	1.4065755215099685e-14	-0.06614729924491838
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.5	0.375	0.375	h001_response_median	0.06549491582916628	1.216774981799928e-14	-0.06549491582915412
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.5	0.375	0.375	h001_response_q90	0.07809174973277648	1.6634193361837866e-14	-0.07809174973275984
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.5	0.375	0.375	uot_endpoint_combined_median	0.07251321789974494	1.3471690133635447e-16	-0.0725132178997448
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.5	0.375	0.375	uot_endpoint_mass_median	0.02151487997563526	3.122268259794384e-17	-0.021514879975635233
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.5	0.375	0.375	uot_endpoint_shape_median	0.07649823955938118	1.668925956634093e-16	-0.07649823955938101
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.5	0.375	0.375	uot_h001_combined_median	0.06548331052269095	1.216774981799928e-14	-0.06548331052267878
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.5	0.375	0.375	uot_h001_mass_median	0.020946865080767103	0.0	-0.020946865080767103
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.5	0.375	0.375	uot_h001_shape_median	0.06912303337929704	1.4081736136156551e-14	-0.06912303337928295
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.75	0.1875	0.5625	endpoint_response_mean	0.05208170995574431	0.1233565675468988	0.07127485759115451
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.75	0.1875	0.5625	endpoint_response_median	0.05195440952119125	0.1241420252687829	0.07218761574759165
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.75	0.1875	0.5625	endpoint_response_q90	0.056786567960810844	0.13803405707539773	0.08124748911458689
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.75	0.1875	0.5625	h001_response_mean	0.05160360441600175	0.10713680612935775	0.05553320171335599
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.75	0.1875	0.5625	h001_response_median	0.05142896093691184	0.1062679213424529	0.05483896040554106
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.75	0.1875	0.5625	h001_response_q90	0.056422413117922274	0.12263955189342814	0.06621713877550586
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.75	0.1875	0.5625	uot_endpoint_combined_median	0.05017229942454953	0.12182930919985954	0.07165700977531002
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.75	0.1875	0.5625	uot_endpoint_mass_median	0.03344363888318977	0.018368683018677584	-0.01507495586451219
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.75	0.1875	0.5625	uot_endpoint_shape_median	0.03433124284280855	0.11485342838510994	0.0805221855423014
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.75	0.1875	0.5625	uot_h001_combined_median	0.05141166357723875	0.10625537398082532	0.054843710403586585
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.75	0.1875	0.5625	uot_h001_mass_median	0.03336973072034509	0.012867581801388878	-0.020502148918956208
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	0.75	0.1875	0.5625	uot_h001_shape_median	0.035767198659135926	0.10186458016056635	0.06609738150143042
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	1.0	0.0	0.75	endpoint_response_mean	0.1402034581655991	0.22083280345176134	0.08062934528616227
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	1.0	0.0	0.75	endpoint_response_median	0.14055592190422378	0.22228809284775064	0.08173217094352689
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	1.0	0.0	0.75	endpoint_response_q90	0.15462847712921413	0.24239461148415192	0.08776613435493782
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	1.0	0.0	0.75	h001_response_mean	0.15397337788191084	0.21400371754782066	0.060030339665909815
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	1.0	0.0	0.75	h001_response_median	0.15286347807659467	0.2122952178485626	0.059431739771967904
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	1.0	0.0	0.75	h001_response_q90	0.17382429144429756	0.24491790745874242	0.07109361601444489
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	1.0	0.0	0.75	uot_endpoint_combined_median	0.133961281893263	0.21421436653092837	0.08025308463766538
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	1.0	0.0	0.75	uot_endpoint_mass_median	0.04737807503361318	0.03897741554136266	-0.008400659492250523
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	1.0	0.0	0.75	uot_endpoint_shape_median	0.1160366941848534	0.2019515535168399	0.08591485933198649
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	1.0	0.0	0.75	uot_h001_combined_median	0.15280931658739494	0.21222375053949735	0.0594144339521024
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	1.0	0.0	0.75	uot_h001_mass_median	0.04554543553706114	0.02575340275981896	-0.01979203277724218
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	0.75	1.0	0.0	0.75	uot_h001_shape_median	0.13585418834105423	0.20345453161539648	0.06760034327434224
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	1.0	0.0	1.0	0.0	endpoint_response_mean	0.4418431075639623	0.4418431075639623	0.0
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	1.0	0.0	1.0	0.0	endpoint_response_median	0.4468400920643777	0.4468400920643777	0.0
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	1.0	0.0	1.0	0.0	endpoint_response_q90	0.5865051011581941	0.5865051011581941	0.0
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	1.0	0.0	1.0	0.0	h001_response_mean	0.2863089456130226	0.2863089456130226	0.0
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	1.0	0.0	1.0	0.0	h001_response_median	0.2838926851996905	0.2838926851996905	0.0
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	1.0	0.0	1.0	0.0	h001_response_q90	0.32799123643055433	0.32799123643055433	0.0
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	1.0	0.0	1.0	0.0	uot_endpoint_combined_median	0.4527875254629342	0.4527875254629342	0.0
HER2ST::F	manual_truth_controlled	uot	0.25	2.0	coregularized_minus_fixed	coregularized-fixed	1.0	0.0	1.0	0.0	uot_endpoint_mass_median	0.029761970208964386	0.029761970208964386	0.0
