dataset	pair_id	pair_type	independent_unit_id	cohort_role	direction	pair_file_id	method	epsilon0	tau0	channel	regularization_regime	metric	baseline	delta_removal	delta_compensation	delta_joint	delta_interaction
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	balanced_ot	0.25		expression	fixed	endpoint_response_median	0.0	0.017592957625538596	0.1991275134919303	0.19588715448908461	-0.02083331662838428
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	balanced_ot	0.25		expression	fixed	endpoint_response_q90	0.0	0.02628667235679385	0.2244372664305618	0.2229634126165076	-0.027760526170848066
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	balanced_ot	0.25		expression	fixed	endpoint_response_mean	0.0	0.019017784370213092	0.1976595680501882	0.19520873519155846	-0.02146861722884283
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	balanced_ot	0.25		expression	fixed	h001_response_median	0.0	0.017803992626914622	0.27049468913569297	0.2672608275698422	-0.02103785419276538
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	balanced_ot	0.25		expression	fixed	h001_response_q90	0.0	0.02715305335964821	0.31869271063317534	0.31641999393846276	-0.02942577005436081
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	balanced_ot	0.25		expression	fixed	h001_response_mean	0.0	0.019527433644677943	0.2709927008198719	0.26718182764799037	-0.02333830681655949
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	balanced_ot	0.25		spatial	fixed	endpoint_response_median	0.0	0.45144345247784057	0.018152298505333	0.4505247076086408	-0.019071043374532793
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	balanced_ot	0.25		spatial	fixed	endpoint_response_q90	0.0	0.5849579087869573	0.027953764813599038	0.5771311697764202	-0.03578050382413614
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	balanced_ot	0.25		spatial	fixed	endpoint_response_mean	0.0	0.45077628705862116	0.02037386007073505	0.44742152269832636	-0.023728624431029854
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	balanced_ot	0.25		spatial	fixed	h001_response_median	0.0	0.2726481055519063	0.017807835789617497	0.2688689052680175	-0.02158703607350628
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	balanced_ot	0.25		spatial	fixed	h001_response_q90	0.0	0.3217197174707346	0.027182783779603023	0.31885130620121327	-0.030051195049124332
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	balanced_ot	0.25		spatial	fixed	h001_response_mean	0.0	0.27311528725901146	0.019540742521294042	0.2692760328159535	-0.02337999696435198
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	balanced_ot	0.25		expression	coregularized	endpoint_response_median	0.0	0.19588715448908461	0.07962245248144405	0.19588715448908461	-0.07962245248144405
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	balanced_ot	0.25		expression	coregularized	endpoint_response_q90	0.0	0.2229634126165076	0.09255513202065968	0.2229634126165076	-0.09255513202065968
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	balanced_ot	0.25		expression	coregularized	endpoint_response_mean	0.0	0.19520873519155846	0.07924771089312864	0.19520873519155846	-0.07924771089312864
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	balanced_ot	0.25		expression	coregularized	h001_response_median	0.0	0.1345903889596409	0.133254057561509	0.2672608275698422	-0.0005836189513076795
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	balanced_ot	0.25		expression	coregularized	h001_response_q90	0.0	0.15930864979123993	0.1577265113940319	0.31641999393846276	-0.000615167246809073
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	balanced_ot	0.25		expression	coregularized	h001_response_mean	0.0	0.1345221519994147	0.13318621601807945	0.26718182764799037	-0.0005265403695037807
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	balanced_ot	0.25		spatial	coregularized	endpoint_response_median	0.0	0.4505247076086408	0.10195494522784389	0.4505247076086408	-0.10195494522784389
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	balanced_ot	0.25		spatial	coregularized	endpoint_response_q90	0.0	0.5771311697764202	0.1240130629342263	0.5771311697764202	-0.1240130629342263
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	balanced_ot	0.25		spatial	coregularized	endpoint_response_mean	0.0	0.44742152269832636	0.10305406655320846	0.44742152269832636	-0.10305406655320846
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	balanced_ot	0.25		spatial	coregularized	h001_response_median	0.0	0.13495606192403622	0.13361168150277816	0.2688689052680175	0.0003011618412031014
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	balanced_ot	0.25		spatial	coregularized	h001_response_q90	0.0	0.15992261155458032	0.1583283158620617	0.31885130620121327	0.0006003787845712538
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	balanced_ot	0.25		spatial	coregularized	h001_response_mean	0.0	0.13505104621000416	0.13370463798257695	0.2692760328159535	0.0005203486233724131
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	row_softmax	0.25		expression	fixed	endpoint_response_median	0.0	0.03911873080237903	0.20054759744651157	0.20018051164299971	-0.0394858166058909
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	row_softmax	0.25		expression	fixed	endpoint_response_q90	0.0	0.04263261984789037	0.2442970240705704	0.24825437222477673	-0.038675271693684066
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	row_softmax	0.25		expression	fixed	endpoint_response_mean	0.0	0.03881915755331282	0.20423958816720095	0.2054226537066968	-0.03763609201381696
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	row_softmax	0.25		expression	fixed	h001_response_median	0.0	0.0385870736601074	0.2741356229244446	0.27181358018390933	-0.04090911640064265
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	row_softmax	0.25		expression	fixed	h001_response_q90	0.0	0.04165923744162445	0.3383907607817696	0.33916847262640903	-0.04088152559698505
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	row_softmax	0.25		expression	fixed	h001_response_mean	0.0	0.03823196640404693	0.2768337063345383	0.27646138735742	-0.038604285381165226
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	row_softmax	0.25		spatial	fixed	endpoint_response_median	0.0	0.45509030664267064	0.0380872319438997	0.453458563252662	-0.039718975333908356
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	row_softmax	0.25		spatial	fixed	endpoint_response_q90	0.0	0.5623540968369442	0.041012777827798885	0.5632546881722346	-0.04011218649250847
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	row_softmax	0.25		spatial	fixed	endpoint_response_mean	0.0	0.4558276432784644	0.03784770605935977	0.453465940369243	-0.04020940896858121
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	row_softmax	0.25		spatial	fixed	h001_response_median	0.0	0.2760447707701649	0.038575556018169935	0.2738946392680154	-0.04072568752031948
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	row_softmax	0.25		spatial	fixed	h001_response_q90	0.0	0.34097805407583787	0.04163011854297362	0.341676503089187	-0.04093166952962447
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	row_softmax	0.25		spatial	fixed	h001_response_mean	0.0	0.27890272503998664	0.0382222872756073	0.27849496150169517	-0.038630050813898774
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	row_softmax	0.25		expression	coregularized	endpoint_response_median	0.0	0.20018051164299971	0.0809052684780736	0.20018051164299971	-0.0809052684780736
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	row_softmax	0.25		expression	coregularized	endpoint_response_q90	0.0	0.24825437222477673	0.10128441686004028	0.24825437222477673	-0.10128441686004028
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	row_softmax	0.25		expression	coregularized	endpoint_response_mean	0.0	0.2054226537066968	0.08255670967395397	0.2054226537066968	-0.08255670967395397
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	row_softmax	0.25		expression	coregularized	h001_response_median	0.0	0.13680035493437426	0.13544125342562918	0.27181358018390933	-0.0004280281760941085
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	row_softmax	0.25		expression	coregularized	h001_response_q90	0.0	0.17074504074661292	0.16904921917213175	0.33916847262640903	-0.0006257872923356445
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	row_softmax	0.25		expression	coregularized	h001_response_mean	0.0	0.13917798945620602	0.13779565284571096	0.27646138735742	-0.0005122549444969982
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	row_softmax	0.25		spatial	coregularized	endpoint_response_median	0.0	0.453458563252662	0.10305799351584721	0.453458563252662	-0.10305799351584721
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	row_softmax	0.25		spatial	coregularized	endpoint_response_q90	0.0	0.5632546881722346	0.1299379379819266	0.5632546881722346	-0.1299379379819266
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	row_softmax	0.25		spatial	coregularized	endpoint_response_mean	0.0	0.453465940369243	0.10562569979072702	0.453465940369243	-0.10562569979072702
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	row_softmax	0.25		spatial	coregularized	h001_response_median	0.0	0.13732650058314286	0.1359569989106337	0.2738946392680154	0.0006111397742388225
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	row_softmax	0.25		spatial	coregularized	h001_response_q90	0.0	0.171381529305096	0.1696731043697395	0.341676503089187	0.0006218694143514947
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	row_softmax	0.25		spatial	coregularized	h001_response_mean	0.0	0.1396914792855831	0.1382989749325603	0.27849496150169517	0.0005045072835517805
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	expression	fixed	endpoint_response_median	0.0	0.06340566173098842	0.19311606524289468	0.21910963290610416	-0.03741209406777893
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	expression	fixed	endpoint_response_q90	0.0	0.07628343464609802	0.21639281009820044	0.24443902956555466	-0.0482372151787438
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	expression	fixed	endpoint_response_mean	0.0	0.06531267250086789	0.1911304054667482	0.21826981639135146	-0.03817326157626463
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	expression	fixed	h001_response_median	0.0	0.060036853468406697	0.2666962306400052	0.27936316278394674	-0.04736992132446516
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	expression	fixed	h001_response_q90	0.0	0.07190712152023207	0.3157207400932272	0.3282824448086387	-0.05934541680482058
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	expression	fixed	h001_response_mean	0.0	0.06203742604363309	0.2663411904747411	0.27953999481506764	-0.04883862170330655
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	expression	fixed	uot_endpoint_mass_median	0.0	0.057835259974736465	0.015281957477759898	0.04309780916428033	-0.030019408288216032
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	expression	fixed	uot_endpoint_shape_median	0.0	0.018477007996274615	0.19940266802549722	0.19778108444788772	-0.020098591573884106
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	expression	fixed	uot_endpoint_combined_median	0.0	0.059783278504859705	0.19642264189493464	0.21087996360538913	-0.04532595679440521
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	expression	fixed	uot_h001_mass_median	0.0	0.05787723180080744	0.01980889369229311	0.038839415975091725	-0.03884670951800882
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	expression	fixed	uot_h001_shape_median	0.0	0.01878629953533492	0.27281119790355374	0.2666440624974595	-0.02495343494142918
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	expression	fixed	uot_h001_combined_median	0.0	0.06000312499240266	0.26669800784847514	0.2792074105665516	-0.04749372227432622
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	spatial	fixed	endpoint_response_median	0.0	0.46836726723795413	0.05690365100423081	0.4470436713512235	-0.07822724689096142
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	spatial	fixed	endpoint_response_q90	0.0	0.6082670338852392	0.06872608878740391	0.5740006230790279	-0.1029924995936152
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	spatial	fixed	endpoint_response_mean	0.0	0.46474527985207653	0.05912152311980273	0.44479986113706943	-0.07906694183480983
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	spatial	fixed	h001_response_median	0.0	0.2685585186155762	0.05997489890427471	0.28091292980307014	-0.04762048771678079
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	spatial	fixed	h001_response_q90	0.0	0.31821097229060435	0.07183579661196439	0.33135135611458233	-0.058695412787986415
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	spatial	fixed	h001_response_mean	0.0	0.26855132336662757	0.06197571988336473	0.28136635179303926	-0.04916069145695304
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	spatial	fixed	uot_endpoint_mass_median	0.0	0.034584742289932795	0.057798222316361884	0.026305745679092888	-0.0660772189272018
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	spatial	fixed	uot_endpoint_shape_median	0.0	0.45386464197254206	0.01915536398068584	0.45242879909616374	-0.020591206857064163
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	spatial	fixed	uot_endpoint_combined_median	0.0	0.44820901005047964	0.06018173311151341	0.45470790402353845	-0.053682839138454605
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	spatial	fixed	uot_h001_mass_median	0.0	0.019957033054676526	0.057876876461662626	0.03872248707064554	-0.039111422445693614
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	spatial	fixed	uot_h001_shape_median	0.0	0.2742305888354446	0.018800436800777854	0.26862653712964746	-0.024404488506574996
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	spatial	fixed	uot_h001_combined_median	0.0	0.26854448343467535	0.060010458316359504	0.28100205647676396	-0.047552885274270894
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	expression	coregularized	endpoint_response_median	0.0	0.21910963290610416	0.0850203624842714	0.21910963290610416	-0.0850203624842714
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	expression	coregularized	endpoint_response_q90	0.0	0.24443902956555466	0.09770673061361547	0.24443902956555466	-0.09770673061361547
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	expression	coregularized	endpoint_response_mean	0.0	0.21826981639135146	0.08469753621210185	0.21826981639135146	-0.08469753621210185
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	expression	coregularized	h001_response_median	0.0	0.14061584895196377	0.13921900314827682	0.27936316278394674	-0.0004716893162938496
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	expression	coregularized	h001_response_q90	0.0	0.16535584691454003	0.16371440338901402	0.3282824448086387	-0.0007878054949153335
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	expression	coregularized	h001_response_mean	0.0	0.14069911612888034	0.13930138624689498	0.27953999481506764	-0.0004605075607076736
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	expression	coregularized	uot_endpoint_mass_median	0.0	0.04309780916428033	0.01347429034524168	0.04309780916428033	-0.01347429034524168
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	expression	coregularized	uot_endpoint_shape_median	0.0	0.19778108444788772	0.08028756649992747	0.19778108444788772	-0.08028756649992747
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	expression	coregularized	uot_endpoint_combined_median	0.0	0.21087996360538913	0.0841229553097297	0.21087996360538913	-0.0841229553097297
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	expression	coregularized	uot_h001_mass_median	0.0	0.019502809123849857	0.019308606751173005	0.038839415975091725	2.8000100068863165e-05
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	expression	coregularized	uot_h001_shape_median	0.0	0.13423529812948196	0.13290204706908074	0.2666440624974595	-0.0004932827011032148
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	expression	coregularized	uot_h001_combined_median	0.0	0.1405764743980665	0.139180407833615	0.2792074105665516	-0.0005494716651299192
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	spatial	coregularized	endpoint_response_median	0.0	0.4470436713512235	0.10419948149779225	0.4470436713512235	-0.10419948149779225
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	spatial	coregularized	endpoint_response_q90	0.0	0.5740006230790279	0.12643889061071786	0.5740006230790279	-0.12643889061071786
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	spatial	coregularized	endpoint_response_mean	0.0	0.44479986113706943	0.1055542046066274	0.44479986113706943	-0.1055542046066274
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	spatial	coregularized	h001_response_median	0.0	0.14104151146571084	0.13963690913557775	0.28091292980307014	0.00023450920178155754
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	spatial	coregularized	h001_response_q90	0.0	0.16614912389779676	0.16449197223234358	0.33135135611458233	0.000710259984441991
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	spatial	coregularized	h001_response_mean	0.0	0.1411602396827569	0.13975337787649594	0.28136635179303926	0.0004527342337864171
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	spatial	coregularized	uot_endpoint_mass_median	0.0	0.026305745679092888	0.012035334593321227	0.026305745679092888	-0.012035334593321227
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	spatial	coregularized	uot_endpoint_shape_median	0.0	0.45242879909616374	0.10170298145639446	0.45242879909616374	-0.10170298145639446
HER2ST_manual_controlled	HER2ST_A1_CONTROLLED	within_section_controlled_combined	HER2ST::A	manual_truth_controlled	forward	HER2ST_A1_CONTROLLED	uot	0.25	2.0	spatial	coregularized	uot_endpoint_combined_median	0.0	0.45470790402353845	0.1056897280871455	0.45470790402353845	-0.1056897280871455
