dataset	pair_type	biological_pair_id	independent_unit_id	cohort_role	method	epsilon0	tau0	channel	regularization_regime	metric	baseline	delta_removal	delta_compensation	delta_joint	delta_interaction
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	balanced_ot	0.25		expression	coregularized	endpoint_response_mean	0.0	0.1952087351915585	0.07924771089312864	0.1952087351915585	-0.07924771089312864
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	balanced_ot	0.25		expression	coregularized	endpoint_response_median	0.0	0.19600044865995858	0.07940422404436666	0.19600044865995858	-0.07940422404436666
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	balanced_ot	0.25		expression	coregularized	endpoint_response_q90	0.0	0.2242354588382336	0.09294202952707653	0.2242354588382336	-0.09294202952707653
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	balanced_ot	0.25		expression	coregularized	h001_response_mean	0.0	0.1345221519994157	0.13318621601807945	0.2671818276479907	-0.0005265403695044191
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	balanced_ot	0.25		expression	coregularized	h001_response_median	0.0	0.13408934761018015	0.1327575389682464	0.2663556725224163	-0.0004912140560102418
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	balanced_ot	0.25		expression	coregularized	h001_response_q90	0.0	0.15954925142948115	0.1579648039219786	0.31688181368239593	-0.00063224166906381
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	balanced_ot	0.25		expression	fixed	endpoint_response_mean	0.0	0.0190177843702131	0.1976595680501882	0.1952087351915585	-0.021468617228842787
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	balanced_ot	0.25		expression	fixed	endpoint_response_median	0.0	0.01772292683546179	0.19904121025964194	0.19600044865995858	-0.020763688435145117
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	balanced_ot	0.25		expression	fixed	endpoint_response_q90	0.0	0.02537267068050559	0.22571773558213004	0.2242354588382336	-0.02685494742440206
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	balanced_ot	0.25		expression	fixed	h001_response_mean	0.0	0.019527433644678897	0.27099270081987226	0.2671818276479907	-0.02333830681656042
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	balanced_ot	0.25		expression	fixed	h001_response_median	0.0	0.017947703220280192	0.2705190257922335	0.2663556725224163	-0.022111056490097397
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	balanced_ot	0.25		expression	fixed	h001_response_q90	0.0	0.026279476158974524	0.31911567586734413	0.31688181368239593	-0.02851333834392275
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	balanced_ot	0.25		spatial	coregularized	endpoint_response_mean	0.0	0.4474215226983263	0.10305406655320845	0.4474215226983263	-0.10305406655320845
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	balanced_ot	0.25		spatial	coregularized	endpoint_response_median	0.0	0.4524378554563332	0.10183520428762691	0.4524378554563332	-0.10183520428762691
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	balanced_ot	0.25		spatial	coregularized	endpoint_response_q90	0.0	0.5772515034327896	0.12415979358323515	0.5772515034327896	-0.12415979358323515
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	balanced_ot	0.25		spatial	coregularized	h001_response_mean	0.0	0.13505104621000785	0.13370463798257654	0.26927603281595325	0.0005203486233688742
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	balanced_ot	0.25		spatial	coregularized	h001_response_median	0.0	0.13457529698950338	0.13323367119660356	0.26831905424047464	0.0005100860543676977
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	balanced_ot	0.25		spatial	coregularized	h001_response_q90	0.0	0.16018047099991278	0.15858352447613644	0.31938259459837004	0.0006185991223208176
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	balanced_ot	0.25		spatial	fixed	endpoint_response_mean	0.0	0.45077628705862105	0.02037386007073505	0.4474215226983263	-0.023728624431029827
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	balanced_ot	0.25		spatial	fixed	endpoint_response_median	0.0	0.4544018844819916	0.01836059208460909	0.4524378554563332	-0.020324621110267487
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	balanced_ot	0.25		spatial	fixed	endpoint_response_q90	0.0	0.5847474358684038	0.026987537050000652	0.5772515034327896	-0.034483469485614905
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	balanced_ot	0.25		spatial	fixed	h001_response_mean	0.0	0.27311528725901224	0.019540742521294098	0.26927603281595325	-0.023379996964353063
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	balanced_ot	0.25		spatial	fixed	h001_response_median	0.0	0.2726517473594884	0.017954839229688897	0.26831905424047464	-0.022287532348702694
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	balanced_ot	0.25		spatial	fixed	h001_response_q90	0.0	0.32201055730883166	0.026304863427780246	0.31938259459837004	-0.028932826138241864
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	row_softmax	0.25		expression	coregularized	endpoint_response_mean	0.0	0.20352860504321182	0.0821479394946831	0.20352860504321182	-0.0821479394946831
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	row_softmax	0.25		expression	coregularized	endpoint_response_median	0.0	0.19950691646127433	0.0811712804024086	0.19950691646127433	-0.0811712804024086
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	row_softmax	0.25		expression	coregularized	endpoint_response_q90	0.0	0.23730129414742435	0.09760728830458663	0.23730129414742435	-0.09760728830458663
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	row_softmax	0.25		expression	coregularized	h001_response_mean	0.0	0.1389534578321916	0.13757343233374486	0.2759993022643511	-0.0005275879015853163
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	row_softmax	0.25		expression	coregularized	h001_response_median	0.0	0.13758751938990282	0.1362209890472225	0.27329986366990777	-0.0005086447672175282
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	row_softmax	0.25		expression	coregularized	h001_response_q90	0.0	0.16637393328092487	0.16472171789782342	0.33044150584314336	-0.0006541453356049831
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	row_softmax	0.25		expression	fixed	endpoint_response_mean	0.0	0.03871968401012636	0.20405177543945607	0.20352860504321182	-0.03924285440637061
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	row_softmax	0.25		expression	fixed	endpoint_response_median	0.0	0.03882025871850896	0.2004502983653343	0.19950691646127433	-0.03976364062256889
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	row_softmax	0.25		expression	fixed	endpoint_response_q90	0.0	0.04294327693341232	0.23779913392170776	0.23730129414742435	-0.04344111670769571
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	row_softmax	0.25		expression	fixed	h001_response_mean	0.0	0.03798122844373175	0.27826888031693375	0.2759993022643511	-0.040250806496314406
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	row_softmax	0.25		expression	fixed	h001_response_median	0.0	0.038139207002760155	0.2770123152168755	0.27329986366990777	-0.04185165854972793
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	row_softmax	0.25		expression	fixed	h001_response_q90	0.0	0.04169445829252298	0.33286557931493554	0.33044150584314336	-0.04411853176431524
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	row_softmax	0.25		spatial	coregularized	endpoint_response_mean	0.0	0.4557578304731946	0.10594554627869411	0.4557578304731946	-0.10594554627869411
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	row_softmax	0.25		spatial	coregularized	endpoint_response_median	0.0	0.4573884191484947	0.10495944477377735	0.4573884191484947	-0.10495944477377735
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	row_softmax	0.25		spatial	coregularized	endpoint_response_q90	0.0	0.5726847926502232	0.1281017605466498	0.5726847926502232	-0.1281017605466498
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	row_softmax	0.25		spatial	coregularized	h001_response_mean	0.0	0.13948269664519664	0.1380921910146909	0.2780953564310026	0.0005204687711150846
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	row_softmax	0.25		spatial	coregularized	h001_response_median	0.0	0.13815211045608847	0.13677418757421972	0.27551217363799096	0.0005858756076827926
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	row_softmax	0.25		spatial	coregularized	h001_response_q90	0.0	0.16702472921128364	0.16535970386011992	0.33299687337463435	0.0006124403032308351
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	row_softmax	0.25		spatial	fixed	endpoint_response_mean	0.0	0.4592794173856488	0.037450463042801294	0.4557578304731946	-0.04097204995525548
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	row_softmax	0.25		spatial	fixed	endpoint_response_median	0.0	0.45924990211688527	0.037457601481815754	0.4573884191484947	-0.039319084450206314
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	row_softmax	0.25		spatial	fixed	endpoint_response_q90	0.0	0.576025783113431	0.04079665239840268	0.5726847926502232	-0.04413764286161042
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	row_softmax	0.25		spatial	fixed	h001_response_mean	0.0	0.2804042230887853	0.037968587552220004	0.2780953564310026	-0.040277454210002714
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	row_softmax	0.25		spatial	fixed	h001_response_median	0.0	0.27905445548174923	0.03811482455476295	0.27551217363799096	-0.041657106398521215
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	row_softmax	0.25		spatial	fixed	h001_response_q90	0.0	0.33559304784628285	0.041664493426648214	0.33299687337463435	-0.04426066789829672
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	expression	coregularized	endpoint_response_mean	0.0	0.21806597480077217	0.08460691070994666	0.21806597480077217	-0.08460691070994666
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	expression	coregularized	endpoint_response_median	0.0	0.21760412448893868	0.0843778214130295	0.21760412448893868	-0.0843778214130295
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	expression	coregularized	endpoint_response_q90	0.0	0.24595646088880924	0.09733021111258225	0.24595646088880924	-0.09733021111258225
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	expression	coregularized	h001_response_mean	0.0	0.1405511104435111	0.13915485253395998	0.2792456067548226	-0.0004603562226485197
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	expression	coregularized	h001_response_median	0.0	0.13949872416463283	0.13811296641174026	0.2771455878460037	-0.00046610273036941374
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	expression	coregularized	h001_response_q90	0.0	0.16410368013562748	0.16247466051598008	0.32579768302525663	-0.0007806576263509335
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	expression	coregularized	uot_endpoint_combined_median	0.0	0.2094727799625548	0.08348539919042508	0.2094727799625548	-0.08348539919042508
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	expression	coregularized	uot_endpoint_mass_median	0.0	0.04085535933194048	0.012675096461359234	0.04085535933194048	-0.012675096461359234
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	expression	coregularized	uot_endpoint_shape_median	0.0	0.19631480707184534	0.07963884535658457	0.19631480707184534	-0.07963884535658457
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	expression	coregularized	uot_h001_combined_median	0.0	0.13947125122351156	0.13808603730535696	0.27703686086291396	-0.0005204276659545731
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	expression	coregularized	uot_h001_mass_median	0.0	0.01827465908643401	0.01809267338115705	0.03639615982999332	2.882736240225961e-05
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	expression	coregularized	uot_h001_shape_median	0.0	0.13387677131343848	0.13254741236507536	0.26586595558738013	-0.0005582280911337056
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	expression	fixed	endpoint_response_mean	0.0	0.06527145642227555	0.19092876040095746	0.21806597480077217	-0.038134242022460865
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	expression	fixed	endpoint_response_median	0.0	0.06364035138771323	0.1916916711729172	0.21760412448893868	-0.03772789807169173
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	expression	fixed	endpoint_response_q90	0.0	0.07517493880967133	0.2161394069982492	0.24595646088880924	-0.04535788491911129
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	expression	fixed	h001_response_mean	0.0	0.06200804024003729	0.266020497968128	0.2792456067548226	-0.04878293145334274
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	expression	fixed	h001_response_median	0.0	0.06016645171230885	0.2646926034939906	0.2771455878460037	-0.047713467360295775
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	expression	fixed	h001_response_q90	0.0	0.0713931687850968	0.3126224285021219	0.32579768302525663	-0.0582179142619621
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	expression	fixed	uot_endpoint_combined_median	0.0	0.05993227989310075	0.195144021769704	0.2094727799625548	-0.045603521700249935
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	expression	fixed	uot_endpoint_mass_median	0.0	0.058023060504597296	0.017346162887769564	0.04085535933194048	-0.03451386406042638
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	expression	fixed	uot_endpoint_shape_median	0.0	0.018416408732988755	0.19871386173100086	0.19631480707184534	-0.020815463392144268
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	expression	fixed	uot_h001_combined_median	0.0	0.060132252922485245	0.2647363334942584	0.27703686086291396	-0.04783172555382968
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	expression	fixed	uot_h001_mass_median	0.0	0.05806104148356636	0.022201597803576882	0.03639615982999332	-0.04386647945714993
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	expression	fixed	uot_h001_shape_median	0.0	0.01874066034906445	0.27101061405159826	0.26586595558738013	-0.023885318813282583
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	spatial	coregularized	endpoint_response_mean	0.0	0.4455386149707219	0.10546428438187612	0.4455386149707219	-0.10546428438187612
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	spatial	coregularized	endpoint_response_median	0.0	0.446106032876247	0.104315396813361	0.446106032876247	-0.104315396813361
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	spatial	coregularized	endpoint_response_q90	0.0	0.5796163704020891	0.12568188438565026	0.5796163704020891	-0.12568188438565026
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	spatial	coregularized	h001_response_mean	0.0	0.1410120946953975	0.13960670760148877	0.28107142221293624	0.00045261991604995944
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	spatial	coregularized	h001_response_median	0.0	0.13994207730336553	0.13854787657506978	0.2788333824614456	0.00034342858301035506
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	spatial	coregularized	h001_response_q90	0.0	0.1648577835011503	0.16321392840922977	0.32876588236786364	0.0006941704574836005
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	spatial	coregularized	uot_endpoint_combined_median	0.0	0.45539403347028573	0.1057009819982717	0.45539403347028573	-0.1057009819982717
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	spatial	coregularized	uot_endpoint_mass_median	0.0	0.02412894019863827	0.011101359784566561	0.02412894019863827	-0.011101359784566561
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	spatial	coregularized	uot_endpoint_shape_median	0.0	0.45245972574351434	0.10194673659553527	0.45245972574351434	-0.10194673659553527
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	spatial	coregularized	uot_h001_combined_median	0.0	0.13996110721663493	0.13856652972695577	0.2789087186990198	0.0003810817554291135
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	spatial	coregularized	uot_h001_mass_median	0.0	0.018240926223443164	0.018059564214414313	0.03627145390732225	-2.9036530535229976e-05
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	spatial	coregularized	uot_h001_shape_median	0.0	0.13447756986378093	0.1331370437075115	0.26798954959437105	0.0003749360230786286
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	spatial	fixed	endpoint_response_mean	0.0	0.4654550194518048	0.05910506156159917	0.4455386149707219	-0.07902146604268206
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	spatial	fixed	endpoint_response_median	0.0	0.4676504463309788	0.05701803556821548	0.446106032876247	-0.07856244902294728
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	spatial	fixed	endpoint_response_q90	0.0	0.6128119140182458	0.0685305861901595	0.5796163704020891	-0.10172612980631607
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	spatial	fixed	h001_response_mean	0.0	0.2682290573336297	0.061946584002387894	0.28107142221293624	-0.04910421912308138
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	spatial	fixed	h001_response_median	0.0	0.2667730381910378	0.060103730166350844	0.2788333824614456	-0.04804338589594301
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	spatial	fixed	h001_response_q90	0.0	0.31524161577343435	0.07132881709812772	0.32876588236786364	-0.057804550503698406
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	spatial	fixed	uot_endpoint_combined_median	0.0	0.44986941577315587	0.06034259595713146	0.45539403347028573	-0.0548179782600016
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	spatial	fixed	uot_endpoint_mass_median	0.0	0.03772756881754711	0.05799618480290908	0.02412894019863827	-0.07159481342181792
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	spatial	fixed	uot_endpoint_shape_median	0.0	0.4548791358286063	0.019171307121951753	0.45245972574351434	-0.021590717207043753
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	spatial	fixed	uot_h001_combined_median	0.0	0.2667323165437782	0.06013882606545495	0.2789087186990198	-0.04796242391021335
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	spatial	fixed	uot_h001_mass_median	0.0	0.022361925622826347	0.058060950348192426	0.03627145390732225	-0.04415142206369653
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	spatial	fixed	uot_h001_shape_median	0.0	0.2728612961694774	0.0187533147539535	0.26798954959437105	-0.02362506132905989
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_B1_CONTROLLED	HER2ST::B	manual_truth_controlled	balanced_ot	0.25		expression	coregularized	endpoint_response_mean	0.0	0.19194424454912878	0.07758796026670803	0.19194424454912878	-0.07758796026670803
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_B1_CONTROLLED	HER2ST::B	manual_truth_controlled	balanced_ot	0.25		expression	coregularized	endpoint_response_median	0.0	0.19230019409583526	0.07696745632707916	0.19230019409583526	-0.07696745632707916
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_B1_CONTROLLED	HER2ST::B	manual_truth_controlled	balanced_ot	0.25		expression	coregularized	endpoint_response_q90	0.0	0.21991125460653488	0.08936770032930727	0.21991125460653488	-0.08936770032930727
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_B1_CONTROLLED	HER2ST::B	manual_truth_controlled	balanced_ot	0.25		expression	coregularized	h001_response_mean	0.0	0.13166813904598615	0.13036057362908032	0.26150768414020387	-0.0005210285348626192
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_B1_CONTROLLED	HER2ST::B	manual_truth_controlled	balanced_ot	0.25		expression	coregularized	h001_response_median	0.0	0.12962560907700682	0.12833793951993294	0.25744898959404067	-0.0005145590028991232
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_B1_CONTROLLED	HER2ST::B	manual_truth_controlled	balanced_ot	0.25		expression	coregularized	h001_response_q90	0.0	0.15056959137168752	0.14907454399744044	0.2990032878694727	-0.0006408474996552616
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_B1_CONTROLLED	HER2ST::B	manual_truth_controlled	balanced_ot	0.25		expression	fixed	endpoint_response_mean	0.0	0.025115674344855784	0.19444231368586123	0.19194424454912878	-0.02761374348158825
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_B1_CONTROLLED	HER2ST::B	manual_truth_controlled	balanced_ot	0.25		expression	fixed	endpoint_response_median	0.0	0.0216517498914795	0.1955023522978924	0.19230019409583526	-0.024853908093536645
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_B1_CONTROLLED	HER2ST::B	manual_truth_controlled	balanced_ot	0.25		expression	fixed	endpoint_response_q90	0.0	0.04166765111339023	0.22173815928787596	0.21991125460653488	-0.04349455579473131
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_B1_CONTROLLED	HER2ST::B	manual_truth_controlled	balanced_ot	0.25		expression	fixed	h001_response_mean	0.0	0.026545569715224926	0.2682905368399432	0.26150768414020387	-0.033328422414964254
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_B1_CONTROLLED	HER2ST::B	manual_truth_controlled	balanced_ot	0.25		expression	fixed	h001_response_median	0.0	0.021967515593836976	0.2636168104899797	0.25744898959404067	-0.02813533648977601
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_B1_CONTROLLED	HER2ST::B	manual_truth_controlled	balanced_ot	0.25		expression	fixed	h001_response_q90	0.0	0.0466481856230552	0.3037013098679995	0.2990032878694727	-0.051346207621581985
