dataset	pair_type	biological_pair_id	independent_unit_id	cohort_role	method	epsilon	tau	arm	intervention	local_to_endpoint_n_estimable	local_to_endpoint_spearman	local_to_endpoint_top_overlap	local_to_endpoint_raw_mae	local_to_endpoint_rmae	local_to_endpoint_intercept	local_to_endpoint_slope	local_to_endpoint_r2	h001_to_endpoint_n_estimable	h001_to_endpoint_spearman	h001_to_endpoint_top_overlap	h001_to_endpoint_raw_mae	h001_to_endpoint_rmae	h001_to_endpoint_intercept	h001_to_endpoint_slope	h001_to_endpoint_r2	path_eta_n_estimable	path_eta_median	path_eta_q90	path_eta_mean	path_eta_maximum	path_kappa_n_estimable	path_kappa_median	path_kappa_q90	path_kappa_mean	path_kappa_maximum	path_length_n_estimable	path_length_median	path_length_q90	path_length_mean	path_length_maximum
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	balanced_ot	0.25		N	I_EXPR	307.0	0.8835371522592914	0.8285714285714285	0.07301541186171231	0.3740376258780747	0.05405970752905291	0.5262353491032731	0.8110353930711043	307.0	0.8863677996506687	0.8285714285714285	0.07197309245643226	0.368698113769371	0.05339003842061733	0.5307946952057903	0.8155032397756861	307.0	0.9877651328403425	0.9910769286171774	0.987588786677406	0.9947706833701825	307.0	0.6974097740655218	0.7895053664070819	0.7070564116795051	0.8601652572502915	307.0	0.1987808533617338	0.22708766792893045	0.19768450162203455	0.25398603329156094
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	balanced_ot	0.25		N	I_SPATIAL	307.0	0.06247998418283799	0.04285714285714286	0.17967308161203377	0.40157451641676667	0.3952835947275405	0.19438193222550926	0.005291949530408124	307.0	0.06772280207944317	0.04285714285714286	0.17865694750657216	0.39930342740134894	0.3916145198955941	0.20724831029011642	0.006072890294478883	307.0	0.9447055721714294	0.9626304188189925	0.942913796293714	0.9766686678976912	307.0	1.9926773369042245	3.1078304697481376	2.0446241618089633	3.6619505276079645	307.0	0.4779207675680181	0.6235517047119346	0.4755270941309989	0.7278258228717409
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	balanced_ot	0.25		R	I_EXPR	307.0	0.9973766383859997	0.9678571428571429	0.0005299632841343715	0.027866720634630537	0.00400434288084465	0.7685770396916116	0.9424073426034478	307.0	0.997436330514679	0.9678571428571429	0.0005231643405503032	0.0275092161298094	0.00394552631269832	0.771850430106154	0.943818960126688	307.0	0.999808729781291	0.9999834623894187	0.9995467652532461	0.999999999730543	307.0	0.9815343958531482	0.9973180482023278	0.977874800606609	1.018324285809469	307.0	0.01772690640828884	0.02538773456277174	0.019029055843769398	0.06426619127948448
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	balanced_ot	0.25		R	I_SPATIAL	307.0	0.08953798943051966	0.04285714285714286	0.17913885530456541	0.3974007960211744	0.38017693895402155	0.2595093734929208	0.008907828083230818	307.0	0.0946874256115035	0.04285714285714286	0.17810766049533525	0.3951131982951297	0.3764337618608818	0.27220199185421573	0.009915531137970945	307.0	0.9435345001071445	0.962228477078184	0.9418002717564042	0.9765861611219676	307.0	1.9876060621696996	3.037891283622186	2.0244741549083693	3.5010582861644464	307.0	0.481753231028872	0.6304963257684748	0.47970073155855764	0.7316565479241837
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	row_softmax	0.25		N	I_EXPR	307.0	0.9281177401931554	0.8321428571428571	0.07351422209992717	0.3612966508229978	0.04979433804751593	0.5547982682877806	0.8761477446141913	307.0	0.9296056341957528	0.8321428571428571	0.07247069722113927	0.3561676305601446	0.04921094474205751	0.5590026891927579	0.878854145239757	307.0	0.9867216878764384	0.9906973306546938	0.9862965400924422	0.9940694417510576	307.0	0.7170983669926363	0.7755344664438617	0.7163117087027773	0.8142646289797656	307.0	0.20247451004494552	0.24191358859491885	0.20641173610262573	0.2741677470823265
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	row_softmax	0.25		N	I_SPATIAL	307.0	0.6899888260018265	0.3142857142857143	0.1787150033378248	0.3921069845197179	-0.002330578217050211	1.6543004919612583	0.47187005698510703	307.0	0.6926311178837183	0.3142857142857143	0.177662474042192	0.38979787042500247	-0.0028171167442865575	1.6497248592047407	0.4756458236717106	307.0	0.9427173888805693	0.9733341672947822	0.9391720283657874	0.9819659780930367	307.0	1.9594366711050297	2.670211842341992	1.9976179509954248	2.965037787956594	307.0	0.4876976421918942	0.6324079851845088	0.48808200168743693	0.7186961634648265
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	row_softmax	0.25		R	I_EXPR	307.0	0.9778755636970158	0.8607142857142858	0.0008624640327124242	0.02228510330213418	-0.0013412423511216394	1.0550031786757925	0.9488452170994224	307.0	0.9781587142086559	0.8607142857142858	0.0008545107832544792	0.02207959386726631	-0.0013597596041240762	1.0553149493089111	0.9500931827983385	307.0	0.9994320498194726	0.9998043204868805	0.9993483530716025	0.9999512070971566	307.0	1.026070792131684	1.0495070071024832	1.0254217541420916	1.0723211172124865	307.0	0.038833666395176936	0.04298131055807082	0.03874531325730866	0.04927595559606497
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	row_softmax	0.25		R	I_SPATIAL	307.0	0.6973404181781284	0.33571428571428574	0.1799472655988974	0.39179313201221244	-0.00019665480559505344	1.6420192015987853	0.4934481214174782	307.0	0.6993441672211369	0.33571428571428574	0.1788751942968636	0.38945929955913816	-0.0004500616935001617	1.6366044925267573	0.4968029802507766	307.0	0.9412819150777693	0.9724397493975045	0.9386375967232493	0.9800744435546703	307.0	1.9543518204857184	2.6384776458872086	1.9955623107460534	2.9487780361550913	307.0	0.4893275355410287	0.6376686188559032	0.49213552507995395	0.7199869440063151
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	N	I_EXPR	307.0	0.8985471263387892	0.7607142857142857	0.062088314575570874	0.2847224743630109	0.07011568193223346	0.5280983551823277	0.8204975208057881	307.0	0.9009191335358286	0.7607142857142857	0.061179631954050434	0.2805554641353577	0.06935011998553987	0.5325586276371808	0.8246618204745613	307.0	0.9911077035691821	0.9940795299668659	0.991037182023107	0.9970127760718324	307.0	0.7635354700968287	0.8425804086286285	0.7694609679720675	0.9040974343027548	307.0	0.22013934181304187	0.24870672923388454	0.22005221270842068	0.2718357884451763
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	N	I_SPATIAL	307.0	0.17433425965038335	0.11071428571428571	0.16607749379905434	0.3727537628790806	0.3001045374411118	0.5192152265205225	0.032811301515890845	307.0	0.17923436448984623	0.12857142857142856	0.1651973315697339	0.3707782534352304	0.29647356938254266	0.5304405009822376	0.034648541262240595	307.0	0.9532991141206879	0.9680054887695422	0.9515691837845628	0.9795770091707714	307.0	1.883542013081407	2.8451827207294884	1.923030641091843	3.3327045126251544	307.0	0.46577047271827143	0.6221056184084691	0.46909477449795334	0.7221248437694637
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	R	I_EXPR	307.0	0.9987638664325487	0.9571428571428571	0.0034156013479030986	0.052329003931550724	0.0077579777584227995	0.9279787915867812	0.9786034057992679	307.0	0.9987872244063374	0.9571428571428571	0.0033828295994640244	0.05182692152092727	0.007638543447926529	0.9294446765031409	0.9791372329235692	307.0	1.0	1.0000000000000002	0.999990854071987	1.0000000000000004	307.0	1.0666835661423937	1.073960047343561	1.0654329857197662	1.08910657174264	307.0	0.06364035138771323	0.07517493880967133	0.06527225694688212	0.1450105461788478
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_A1_CONTROLLED	HER2ST::A	manual_truth_controlled	uot	0.25	2.0	R	I_SPATIAL	307.0	0.18385837657200943	0.09642857142857142	0.19834051846349324	0.4261193788478688	0.313938300154908	0.5673778734612577	0.03478327853108454	307.0	0.18968518251077748	0.09642857142857142	0.19723554802291027	0.42374541026639256	0.31024134291939826	0.5788153103184391	0.0366801713520688	307.0	0.946155747175319	0.9643273030703807	0.9445943931611813	0.9788560696862408	307.0	2.1006476886384444	3.175645288916124	2.1353127873588233	3.6656972343687375	307.0	0.4897810626735876	0.6626297940828845	0.49394513676149443	0.7663606077135438
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_B1_CONTROLLED	HER2ST::B	manual_truth_controlled	balanced_ot	0.25		N	I_EXPR	242.0	0.8044496391116833	0.606060606060606	0.07059487443946791	0.3677884408844513	0.027323802676009493	0.6270320495753219	0.6697016913489093	242.0	0.812167732881512	0.606060606060606	0.06956343959107505	0.3624148239217981	0.026144586450554133	0.634014478938536	0.6800690736627005	242.0	0.9881823191526115	0.9921497179004134	0.9881385726395617	0.9954926024530454	242.0	0.7119263642334699	0.7713138510007846	0.708940034798466	0.8322700552921265	242.0	0.194458281837144	0.22237925991710145	0.19423897109086868	0.24803406565450847
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_B1_CONTROLLED	HER2ST::B	manual_truth_controlled	balanced_ot	0.25		N	I_SPATIAL	242.0	0.2200341687561714	0.20202020202020202	0.16448704618806395	0.38696625654189376	0.15673245949002446	1.0220790386833392	0.06871181913669855	242.0	0.22998542492963023	0.20202020202020202	0.16349826311438742	0.3846400813602012	0.1461807132929704	1.0580722538678917	0.07413114614805721	242.0	0.9531860691311966	0.9757533295808728	0.9532412323407062	0.9858459790825982	242.0	1.8222646758690935	2.6316887969018765	1.8487131038076763	2.9663084773135338	242.0	0.4472089669847832	0.5943005557713547	0.44647930463767016	0.7573802588486376
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_B1_CONTROLLED	HER2ST::B	manual_truth_controlled	balanced_ot	0.25		R	I_EXPR	242.0	0.9980225747538062	0.9132996632996633	0.001522510012027376	0.06061991372886303	0.0028889502369927908	0.8367202261380978	0.9898586113783949	242.0	0.9980499214388072	0.9132996632996633	0.0015033310243160077	0.05985628749896263	0.0028551934749818106	0.8385761205609652	0.9900752445242167	242.0	0.99974870750799	0.9999741069382047	0.9991302130765399	1.0	242.0	0.9786684436983616	1.0097412489225204	0.9609206977323659	1.0304097310334859	242.0	0.02165360826896456	0.04177732734917669	0.025147793117013387	0.05799242553386394
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_B1_CONTROLLED	HER2ST::B	manual_truth_controlled	balanced_ot	0.25		R	I_SPATIAL	242.0	0.13847833172675172	0.11952861952861953	0.17135546497171122	0.39096550738614944	0.24094746582414522	0.7325388648615836	0.03167151700299231	242.0	0.15221360231626885	0.11952861952861953	0.17029758560324706	0.38855184439551643	0.2273766409055198	0.7796942177263915	0.03599735726210512	242.0	0.9518966466315177	0.9760551636320374	0.9520587713282999	0.9864302310439328	242.0	1.818265500048097	2.6264052163464093	1.84698249162741	2.98908176786969	242.0	0.4606012982474589	0.6163339860714139	0.4608288689521219	0.759777324847557
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_B1_CONTROLLED	HER2ST::B	manual_truth_controlled	row_softmax	0.25		N	I_EXPR	242.0	0.9683478913800467	0.6742424242424242	0.07359760465572077	0.3591835546745251	0.047232416930329216	0.5662862328876702	0.9207883932940449	242.0	0.9691365670634842	0.6742424242424242	0.07254265894648176	0.35403517281510716	0.046566217986055515	0.5708414662429486	0.922611140852512	242.0	0.9872655875083798	0.9918546998685867	0.9863280779944645	0.9954246124122981	242.0	0.7172740181925263	0.7885987941410553	0.7204119441330503	0.8263742178881941	242.0	0.210138073387697	0.2478418636433283	0.20784219231554232	0.28293661208713805
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_B1_CONTROLLED	HER2ST::B	manual_truth_controlled	row_softmax	0.25		N	I_SPATIAL	242.0	0.8751872394847122	0.6599326599326599	0.16732642579250157	0.3752938413318513	-0.1330307275454858	2.076515344879393	0.7929952635716113	242.0	0.8762659172744605	0.6784511784511784	0.16626165685681787	0.37290522582343105	-0.13210013664290882	2.0653264783809	0.7955521252024638	242.0	0.951738942687161	0.9769044287605926	0.9437163116367828	0.9866262375075665	242.0	1.8711140830907933	2.333783942793712	1.8722219824685915	2.6673871473475192	242.0	0.4603371451889332	0.6855903683654283	0.47697753098125767	0.8634553814690911
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_B1_CONTROLLED	HER2ST::B	manual_truth_controlled	row_softmax	0.25		R	I_EXPR	242.0	0.9752971406526794	0.8308080808080808	0.0023496952196102867	0.04668549823360628	0.000568748484955517	1.0065623389585103	0.9574048665106143	242.0	0.9757993933513868	0.8308080808080808	0.002325091208382063	0.04619671687456384	0.0005418279271869758	1.0069711483169974	0.9583334287493044	242.0	0.9992029396288906	0.9998140152864635	0.9990618573985197	0.9999995801272805	242.0	1.0390332690626614	1.0947214314723832	1.0268637913996261	1.132668431034436	242.0	0.04997197009155188	0.06742276328645053	0.0504477301629455	0.08933028552462038
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_B1_CONTROLLED	HER2ST::B	manual_truth_controlled	row_softmax	0.25		R	I_SPATIAL	242.0	0.8893501330666391	0.8021885521885521	0.1745000785733824	0.3829330448178079	-0.21366426861465185	2.3815109133710752	0.8103341917649376	242.0	0.8912750962075423	0.7794612794612794	0.1733867949168043	0.38048914030337067	-0.21233888770125453	2.367448242803163	0.8133593275245347	242.0	0.9502815367382654	0.9755301917962746	0.9423384491922074	0.9829434782861297	242.0	1.9161235139530675	2.3510874023976984	1.895692417205109	2.616871128561402	242.0	0.4719717441518484	0.6804808877385565	0.48777373230157633	0.847507300989998
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_B1_CONTROLLED	HER2ST::B	manual_truth_controlled	uot	0.25	2.0	N	I_EXPR	242.0	0.7212243679760559	0.40824915824915825	0.061547070130649306	0.2835545502270017	0.07285873477130028	0.5176969905202322	0.5482078509923309	242.0	0.7284262754758799	0.40824915824915825	0.06062669043636648	0.2793142610832491	0.07105064949320038	0.52592606926026	0.558827676294534	242.0	0.9888872760173244	0.993969661148528	0.9888748487468115	0.998436966679561	242.0	0.7775012883612282	0.8509759442308511	0.773190873412545	0.9065491787127049	242.0	0.2203997341000682	0.24781232319724988	0.2195134960064924	0.2683501299173595
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_B1_CONTROLLED	HER2ST::B	manual_truth_controlled	uot	0.25	2.0	N	I_SPATIAL	242.0	0.4380732062901206	0.3072390572390572	0.1536393469738723	0.35779058281979503	-0.07868857194144899	1.8231323981675684	0.21871093615657367	242.0	0.4474113389653484	0.32575757575757575	0.1527565321936288	0.35573461834103987	-0.08759406754696408	1.848958810395462	0.22687933815112798	242.0	0.9584611470713365	0.9795334979479611	0.9574515373497653	0.9881696591873632	242.0	1.736603521260447	2.446470934617027	1.7509121129555592	3.034977056284588	242.0	0.43948495793486786	0.6148639079638227	0.4491499267319914	0.8923388573332485
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_B1_CONTROLLED	HER2ST::B	manual_truth_controlled	uot	0.25	2.0	R	I_EXPR	242.0	0.9993542548951491	0.936026936026936	0.002550401466862998	0.03772578378622132	0.007115556394061036	0.9226323619776627	0.9947370602056229	242.0	0.9993682683925462	0.936026936026936	0.002525510557189442	0.03735758330501135	0.0070341466899361965	0.9236446013753967	0.9948445414862609	242.0	0.9999999999999999	1.0000000000000002	0.9999436953173177	1.0000000000000004	242.0	1.059486696124822	1.068009931841154	1.0465410496285066	1.1009930016370628	242.0	0.06143501758593922	0.09312457974183425	0.06761671735622864	0.11290514395835535
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_B1_CONTROLLED	HER2ST::B	manual_truth_controlled	uot	0.25	2.0	R	I_SPATIAL	242.0	0.33667097331004625	0.23905723905723905	0.19077230058883093	0.4154616809811824	0.06414960616805641	1.4625769797244015	0.13668674440845852	242.0	0.34712159144343036	0.2617845117845118	0.18965374818707137	0.4130255150587693	0.05318101448683464	1.496804434297738	0.1436820610309193	242.0	0.9523392058091885	0.9760718383548497	0.9514969348943948	0.9852392468978508	242.0	1.9178963319981581	2.7996937609525583	1.9530851148395418	3.4211315779624023	242.0	0.4764808425866407	0.6656442933175226	0.4833718322207955	0.9664781817930462
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_C1_CONTROLLED	HER2ST::C	manual_truth_controlled	balanced_ot	0.25		N	I_EXPR	150.5	0.5782534966842305	0.5378151260504201	0.07724140262937826	0.3921262375697835	0.08022743269992312	0.425762239269147	0.45575916445554193	150.5	0.5899289137867708	0.5378151260504201	0.07611902180942051	0.3864283222928913	0.07836172147460291	0.4343436334638417	0.46705926707155443	150.5	0.9874261051426372	0.9918961655939682	0.9870403618598553	0.9957489265007999	150.5	0.6933773544967574	0.7720047903106625	0.6954909261714428	0.8471390758304906	150.5	0.19981020814260836	0.22111313883509276	0.19956524745962528	0.2827334806942108
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_C1_CONTROLLED	HER2ST::C	manual_truth_controlled	balanced_ot	0.25		N	I_SPATIAL	150.5	0.5402706257327097	0.32563025210084034	0.16014660356489718	0.37156378527292694	-0.10224392133244362	1.9445932371342836	0.25607190334157537	150.5	0.5504562640853646	0.32563025210084034	0.15907010972417882	0.36906616048803276	-0.11014977033933848	1.9653087906446456	0.2656848652387974	150.5	0.953497959621918	0.972726032254948	0.9521312114572772	0.9893848002287928	150.5	1.7701558528384247	2.3461518943887203	1.7504412472505844	2.7212398517582965	150.5	0.458910537959045	0.6029385526128876	0.4532994254615309	0.7255973692715062
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_C1_CONTROLLED	HER2ST::C	manual_truth_controlled	balanced_ot	0.25		R	I_EXPR	150.5	0.986443031563164	0.9411764705882353	0.003024928583404523	0.12513240751724397	0.008802276006770832	0.5660840173597828	0.9466129386118978	150.5	0.9865502648204365	0.9411764705882353	0.002987214878713845	0.12357230236625638	0.008732844905663499	0.5694282740704484	0.9473674850784555	150.5	0.9996497475388126	0.9999712385306683	0.9976488239999535	1.0	150.5	0.947958918526689	1.0013552918211293	0.9369018583811556	1.0685822310271345	150.5	0.020790622001819123	0.0328266853006199	0.02427215434072729	0.15127977619254152
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_C1_CONTROLLED	HER2ST::C	manual_truth_controlled	balanced_ot	0.25		R	I_SPATIAL	150.5	0.5475795488239273	0.2542016806722689	0.16213370928140636	0.37244972623996503	-0.21846348898126633	2.362065774214644	0.2947470640881057	150.5	0.5597210151637277	0.2542016806722689	0.16104602917411698	0.36995113319603823	-0.22746938565491276	2.3847068836715715	0.3058981865774925	150.5	0.9529083355606716	0.9715052798724815	0.9509915168864524	0.9843015114133861	150.5	1.7768444811396753	2.3440615512975844	1.7505721196403001	2.701102712482766	150.5	0.4673484545516815	0.610152766660058	0.45845745696405793	0.7248034143566362
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_C1_CONTROLLED	HER2ST::C	manual_truth_controlled	row_softmax	0.25		N	I_EXPR	150.5	0.9516000965985036	0.8340336134453781	0.07476552929635602	0.3546302929738304	0.0355809712797566	0.6131974157037363	0.9038991168715464	150.5	0.9522422521449219	0.8340336134453781	0.07371003682233918	0.34962390385052666	0.03500379128331653	0.6174987830656775	0.9060332274781491	150.5	0.9865026612067379	0.9917039769327565	0.9847561089953389	0.9976078955907695	150.5	0.7203104147201809	0.7907342018994757	0.7224921001364641	0.83128437904489	150.5	0.2082310846859784	0.25885208466397286	0.21436030235902603	0.32146529354593945
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_C1_CONTROLLED	HER2ST::C	manual_truth_controlled	row_softmax	0.25		N	I_SPATIAL	150.5	0.8992901001411036	0.6617647058823529	0.16293123467746745	0.3631054103174697	-0.13477070178120648	2.0417015794685107	0.8112932244650997	150.5	0.900570502026379	0.6974789915966386	0.16186745154153553	0.3607342240473992	-0.13444269351868873	2.0329897522328304	0.8137345352824851	150.5	0.9471810964111637	0.976821158696421	0.9436878033527769	0.9856942498636128	150.5	1.8523805446413304	2.2559882643989138	1.831094607716293	2.511921255925495	150.5	0.4697643111466705	0.6539970560692316	0.4793636783307343	0.8385725434744615
HER2ST_manual_controlled	within_section_controlled_combined	HER2ST_C1_CONTROLLED	HER2ST::C	manual_truth_controlled	row_softmax	0.25		R	I_EXPR	150.5	0.9769848036880275	0.8109243697478992	0.003580217544430498	0.0816042289106754	0.013459960328559461	0.7388314981845652	0.7506963903722578	150.5	0.977505084794489	0.8109243697478992	0.0035480379413062833	0.08086568770622737	0.013237398114454409	0.7438390562469146	0.7549323126606147	150.5	0.9986189399277218	0.9997455821082233	0.9979976552214499	0.9999973151249275	150.5	1.0748924682773244	1.1659173532768277	1.0789782871551492	1.2998267625045312	150.5	0.0441461229602867	0.059852303495311815	0.04465250171777595	0.09124844489784883
