dataset,pair_type,biological_pair_id,direction,pair_id,independent_unit_id,method,epsilon,tau,grid_role,parameter_index,pair_file_id,intervention,max_absolute_plan_difference,mean_absolute_plan_difference,normalized_l1_plan_difference,equivalence_tolerance,equivalence_pass,row_response_spearman,row_response_nmae,transported_mass_difference,objective_n,objective_s,objective_ratio_s_over_n,gate_n,gate_s_reference,gate_conclusion_consistent,claim_status,cohort
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6471_ANT_MID,forward,SDLPFC_Br6471_ANT_MID,spatialDLPFC::Br6471,balanced_ot,0.25,,baseline,1,SDLPFC_Br6471_ANT_MID,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.878318317386145,-1.4391591586930723,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6471_ANT_MID,forward,SDLPFC_Br6471_ANT_MID,spatialDLPFC::Br6471,uot,0.25,2.0,baseline,1,SDLPFC_Br6471_ANT_MID,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-4.948300058590622,-2.474150029295311,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6471_ANT_MID,forward,SDLPFC_Br6471_ANT_MID,spatialDLPFC::Br6471,uot,0.25,2.0,baseline,1,SDLPFC_Br6471_ANT_MID,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-3.946730636149672,-1.973365318074836,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6471_ANT_MID,forward,SDLPFC_Br6471_ANT_MID,spatialDLPFC::Br6471,row_softmax,0.25,,baseline,1,SDLPFC_Br6471_ANT_MID,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6471_ANT_MID,forward,SDLPFC_Br6471_ANT_MID,spatialDLPFC::Br6471,row_softmax,0.25,,baseline,1,SDLPFC_Br6471_ANT_MID,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6471_ANT_MID,reverse,SDLPFC_Br6471_ANT_MID__reverse,spatialDLPFC::Br6471,balanced_ot,0.25,,baseline,1,SDLPFC_Br6471_ANT_MID__reverse,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-3.412152098394577,-1.7060760491972886,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6471_ANT_MID,reverse,SDLPFC_Br6471_ANT_MID__reverse,spatialDLPFC::Br6471,balanced_ot,0.25,,baseline,1,SDLPFC_Br6471_ANT_MID__reverse,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.878318317386144,-1.439159158693072,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6471_ANT_MID,reverse,SDLPFC_Br6471_ANT_MID__reverse,spatialDLPFC::Br6471,uot,0.25,2.0,baseline,1,SDLPFC_Br6471_ANT_MID__reverse,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-4.948300058590618,-2.474150029295309,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6471_ANT_MID,reverse,SDLPFC_Br6471_ANT_MID__reverse,spatialDLPFC::Br6471,uot,0.25,2.0,baseline,1,SDLPFC_Br6471_ANT_MID__reverse,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-3.946730636149668,-1.9733653180748336,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6471_ANT_MID,reverse,SDLPFC_Br6471_ANT_MID__reverse,spatialDLPFC::Br6471,row_softmax,0.25,,baseline,1,SDLPFC_Br6471_ANT_MID__reverse,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6471_ANT_MID,reverse,SDLPFC_Br6471_ANT_MID__reverse,spatialDLPFC::Br6471,row_softmax,0.25,,baseline,1,SDLPFC_Br6471_ANT_MID__reverse,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6522_ANT_MID,forward,SDLPFC_Br6522_ANT_MID,spatialDLPFC::Br6522,balanced_ot,0.25,,baseline,1,SDLPFC_Br6522_ANT_MID,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-3.412255620352524,-1.706127810176262,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6522_ANT_MID,forward,SDLPFC_Br6522_ANT_MID,spatialDLPFC::Br6522,balanced_ot,0.25,,baseline,1,SDLPFC_Br6522_ANT_MID,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.8377612009298474,-1.4188806004649237,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6522_ANT_MID,forward,SDLPFC_Br6522_ANT_MID,spatialDLPFC::Br6522,uot,0.25,2.0,baseline,1,SDLPFC_Br6522_ANT_MID,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-4.949473405284854,-2.474736702642427,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6522_ANT_MID,forward,SDLPFC_Br6522_ANT_MID,spatialDLPFC::Br6522,uot,0.25,2.0,baseline,1,SDLPFC_Br6522_ANT_MID,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-3.916940896674366,-1.958470448337183,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6522_ANT_MID,forward,SDLPFC_Br6522_ANT_MID,spatialDLPFC::Br6522,row_softmax,0.25,,baseline,1,SDLPFC_Br6522_ANT_MID,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6522_ANT_MID,forward,SDLPFC_Br6522_ANT_MID,spatialDLPFC::Br6522,row_softmax,0.25,,baseline,1,SDLPFC_Br6522_ANT_MID,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6522_ANT_MID,reverse,SDLPFC_Br6522_ANT_MID__reverse,spatialDLPFC::Br6522,balanced_ot,0.25,,baseline,1,SDLPFC_Br6522_ANT_MID__reverse,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-3.4122556203525285,-1.7061278101762642,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6522_ANT_MID,reverse,SDLPFC_Br6522_ANT_MID__reverse,spatialDLPFC::Br6522,balanced_ot,0.25,,baseline,1,SDLPFC_Br6522_ANT_MID__reverse,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.837761200929843,-1.4188806004649217,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6522_ANT_MID,reverse,SDLPFC_Br6522_ANT_MID__reverse,spatialDLPFC::Br6522,uot,0.25,2.0,baseline,1,SDLPFC_Br6522_ANT_MID__reverse,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-4.949473405284856,-2.474736702642428,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6522_ANT_MID,reverse,SDLPFC_Br6522_ANT_MID__reverse,spatialDLPFC::Br6522,uot,0.25,2.0,baseline,1,SDLPFC_Br6522_ANT_MID__reverse,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-3.916940896674362,-1.958470448337181,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6522_ANT_MID,reverse,SDLPFC_Br6522_ANT_MID__reverse,spatialDLPFC::Br6522,row_softmax,0.25,,baseline,1,SDLPFC_Br6522_ANT_MID__reverse,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br6522_ANT_MID,reverse,SDLPFC_Br6522_ANT_MID__reverse,spatialDLPFC::Br6522,row_softmax,0.25,,baseline,1,SDLPFC_Br6522_ANT_MID__reverse,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8325_ANT_MID,forward,SDLPFC_Br8325_ANT_MID,spatialDLPFC::Br8325,balanced_ot,0.25,,baseline,1,SDLPFC_Br8325_ANT_MID,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-3.411412684859622,-1.705706342429811,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8325_ANT_MID,forward,SDLPFC_Br8325_ANT_MID,spatialDLPFC::Br8325,balanced_ot,0.25,,baseline,1,SDLPFC_Br8325_ANT_MID,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.869715336758595,-1.4348576683792975,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8325_ANT_MID,forward,SDLPFC_Br8325_ANT_MID,spatialDLPFC::Br8325,uot,0.25,2.0,baseline,1,SDLPFC_Br8325_ANT_MID,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-4.946680841420661,-2.4733404207103304,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8325_ANT_MID,forward,SDLPFC_Br8325_ANT_MID,spatialDLPFC::Br8325,uot,0.25,2.0,baseline,1,SDLPFC_Br8325_ANT_MID,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-3.908686103145169,-1.9543430515725848,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8325_ANT_MID,forward,SDLPFC_Br8325_ANT_MID,spatialDLPFC::Br8325,row_softmax,0.25,,baseline,1,SDLPFC_Br8325_ANT_MID,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8325_ANT_MID,forward,SDLPFC_Br8325_ANT_MID,spatialDLPFC::Br8325,row_softmax,0.25,,baseline,1,SDLPFC_Br8325_ANT_MID,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8325_ANT_MID,reverse,SDLPFC_Br8325_ANT_MID__reverse,spatialDLPFC::Br8325,balanced_ot,0.25,,baseline,1,SDLPFC_Br8325_ANT_MID__reverse,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-3.4114126848596227,-1.7057063424298111,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8325_ANT_MID,reverse,SDLPFC_Br8325_ANT_MID__reverse,spatialDLPFC::Br8325,balanced_ot,0.25,,baseline,1,SDLPFC_Br8325_ANT_MID__reverse,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.869715336758593,-1.4348576683792964,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8325_ANT_MID,reverse,SDLPFC_Br8325_ANT_MID__reverse,spatialDLPFC::Br8325,uot,0.25,2.0,baseline,1,SDLPFC_Br8325_ANT_MID__reverse,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-4.946680841420657,-2.4733404207103287,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8325_ANT_MID,reverse,SDLPFC_Br8325_ANT_MID__reverse,spatialDLPFC::Br8325,uot,0.25,2.0,baseline,1,SDLPFC_Br8325_ANT_MID__reverse,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-3.908686103145162,-1.954343051572581,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8325_ANT_MID,reverse,SDLPFC_Br8325_ANT_MID__reverse,spatialDLPFC::Br8325,row_softmax,0.25,,baseline,1,SDLPFC_Br8325_ANT_MID__reverse,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8325_ANT_MID,reverse,SDLPFC_Br8325_ANT_MID__reverse,spatialDLPFC::Br8325,row_softmax,0.25,,baseline,1,SDLPFC_Br8325_ANT_MID__reverse,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8492_ANT_MID,forward,SDLPFC_Br8492_ANT_MID,spatialDLPFC::Br8492,balanced_ot,0.25,,baseline,1,SDLPFC_Br8492_ANT_MID,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-3.416716463202591,-1.7083582316012955,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8492_ANT_MID,forward,SDLPFC_Br8492_ANT_MID,spatialDLPFC::Br8492,balanced_ot,0.25,,baseline,1,SDLPFC_Br8492_ANT_MID,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.8956080604161905,-1.4478040302080952,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8492_ANT_MID,forward,SDLPFC_Br8492_ANT_MID,spatialDLPFC::Br8492,uot,0.25,2.0,baseline,1,SDLPFC_Br8492_ANT_MID,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-4.956382653394293,-2.4781913266971465,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8492_ANT_MID,forward,SDLPFC_Br8492_ANT_MID,spatialDLPFC::Br8492,uot,0.25,2.0,baseline,1,SDLPFC_Br8492_ANT_MID,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-3.945400272815202,-1.972700136407601,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8492_ANT_MID,forward,SDLPFC_Br8492_ANT_MID,spatialDLPFC::Br8492,row_softmax,0.25,,baseline,1,SDLPFC_Br8492_ANT_MID,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8492_ANT_MID,forward,SDLPFC_Br8492_ANT_MID,spatialDLPFC::Br8492,row_softmax,0.25,,baseline,1,SDLPFC_Br8492_ANT_MID,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8492_ANT_MID,reverse,SDLPFC_Br8492_ANT_MID__reverse,spatialDLPFC::Br8492,balanced_ot,0.25,,baseline,1,SDLPFC_Br8492_ANT_MID__reverse,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-3.416716463202592,-1.708358231601296,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8492_ANT_MID,reverse,SDLPFC_Br8492_ANT_MID__reverse,spatialDLPFC::Br8492,balanced_ot,0.25,,baseline,1,SDLPFC_Br8492_ANT_MID__reverse,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.895608060416192,-1.4478040302080957,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8492_ANT_MID,reverse,SDLPFC_Br8492_ANT_MID__reverse,spatialDLPFC::Br8492,uot,0.25,2.0,baseline,1,SDLPFC_Br8492_ANT_MID__reverse,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-4.956382653394293,-2.4781913266971465,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8492_ANT_MID,reverse,SDLPFC_Br8492_ANT_MID__reverse,spatialDLPFC::Br8492,uot,0.25,2.0,baseline,1,SDLPFC_Br8492_ANT_MID__reverse,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-3.945400272815199,-1.9727001364076,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8492_ANT_MID,reverse,SDLPFC_Br8492_ANT_MID__reverse,spatialDLPFC::Br8492,row_softmax,0.25,,baseline,1,SDLPFC_Br8492_ANT_MID__reverse,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8492_ANT_MID,reverse,SDLPFC_Br8492_ANT_MID__reverse,spatialDLPFC::Br8492,row_softmax,0.25,,baseline,1,SDLPFC_Br8492_ANT_MID__reverse,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8667_ANT_MID,forward,SDLPFC_Br8667_ANT_MID,spatialDLPFC::Br8667,balanced_ot,0.25,,baseline,1,SDLPFC_Br8667_ANT_MID,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-3.4052099061152483,-1.7026049530576242,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8667_ANT_MID,forward,SDLPFC_Br8667_ANT_MID,spatialDLPFC::Br8667,balanced_ot,0.25,,baseline,1,SDLPFC_Br8667_ANT_MID,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.819520362934039,-1.4097601814670195,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8667_ANT_MID,forward,SDLPFC_Br8667_ANT_MID,spatialDLPFC::Br8667,uot,0.25,2.0,baseline,1,SDLPFC_Br8667_ANT_MID,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-4.937290997471851,-2.468645498735925,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8667_ANT_MID,forward,SDLPFC_Br8667_ANT_MID,spatialDLPFC::Br8667,uot,0.25,2.0,baseline,1,SDLPFC_Br8667_ANT_MID,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-3.856029424347629,-1.9280147121738147,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8667_ANT_MID,forward,SDLPFC_Br8667_ANT_MID,spatialDLPFC::Br8667,row_softmax,0.25,,baseline,1,SDLPFC_Br8667_ANT_MID,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8667_ANT_MID,forward,SDLPFC_Br8667_ANT_MID,spatialDLPFC::Br8667,row_softmax,0.25,,baseline,1,SDLPFC_Br8667_ANT_MID,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8667_ANT_MID,reverse,SDLPFC_Br8667_ANT_MID__reverse,spatialDLPFC::Br8667,balanced_ot,0.25,,baseline,1,SDLPFC_Br8667_ANT_MID__reverse,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-3.405209906115251,-1.7026049530576255,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8667_ANT_MID,reverse,SDLPFC_Br8667_ANT_MID__reverse,spatialDLPFC::Br8667,balanced_ot,0.25,,baseline,1,SDLPFC_Br8667_ANT_MID__reverse,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.819520362934041,-1.4097601814670204,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8667_ANT_MID,reverse,SDLPFC_Br8667_ANT_MID__reverse,spatialDLPFC::Br8667,uot,0.25,2.0,baseline,1,SDLPFC_Br8667_ANT_MID__reverse,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-4.937290997471858,-2.468645498735929,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8667_ANT_MID,reverse,SDLPFC_Br8667_ANT_MID__reverse,spatialDLPFC::Br8667,uot,0.25,2.0,baseline,1,SDLPFC_Br8667_ANT_MID__reverse,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-3.8560294243476343,-1.9280147121738171,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8667_ANT_MID,reverse,SDLPFC_Br8667_ANT_MID__reverse,spatialDLPFC::Br8667,row_softmax,0.25,,baseline,1,SDLPFC_Br8667_ANT_MID__reverse,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,True,True,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br8667_ANT_MID,reverse,SDLPFC_Br8667_ANT_MID__reverse,spatialDLPFC::Br8667,row_softmax,0.25,,baseline,1,SDLPFC_Br8667_ANT_MID__reverse,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_A1_CONTROLLED,forward,HER2ST_A1_CONTROLLED,HER2ST::A,balanced_ot,0.25,,baseline,1,HER2ST_A1_CONTROLLED,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.5720857946711657,-1.2860428973355829,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_A1_CONTROLLED,forward,HER2ST_A1_CONTROLLED,HER2ST::A,balanced_ot,0.25,,baseline,1,HER2ST_A1_CONTROLLED,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.1028190252854917,-1.0514095126427456,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_A1_CONTROLLED,forward,HER2ST_A1_CONTROLLED,HER2ST::A,uot,0.25,2.0,baseline,1,HER2ST_A1_CONTROLLED,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-3.364786492915181,-1.6823932464575906,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_A1_CONTROLLED,forward,HER2ST_A1_CONTROLLED,HER2ST::A,uot,0.25,2.0,baseline,1,HER2ST_A1_CONTROLLED,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.5740002870660863,-1.2870001435330432,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_A1_CONTROLLED,forward,HER2ST_A1_CONTROLLED,HER2ST::A,row_softmax,0.25,,baseline,1,HER2ST_A1_CONTROLLED,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_A1_CONTROLLED,forward,HER2ST_A1_CONTROLLED,HER2ST::A,row_softmax,0.25,,baseline,1,HER2ST_A1_CONTROLLED,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_A1_CONTROLLED,reverse,HER2ST_A1_CONTROLLED__reverse,HER2ST::A,balanced_ot,0.25,,baseline,1,HER2ST_A1_CONTROLLED__reverse,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.5720857946711666,-1.2860428973355833,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_A1_CONTROLLED,reverse,HER2ST_A1_CONTROLLED__reverse,HER2ST::A,balanced_ot,0.25,,baseline,1,HER2ST_A1_CONTROLLED__reverse,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.1028190252854917,-1.0514095126427456,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
