dataset,pair_type,biological_pair_id,direction,pair_id,independent_unit_id,method,epsilon,tau,grid_role,parameter_index,pair_file_id,intervention,max_absolute_plan_difference,mean_absolute_plan_difference,normalized_l1_plan_difference,equivalence_tolerance,equivalence_pass,row_response_spearman,row_response_nmae,transported_mass_difference,objective_n,objective_s,objective_ratio_s_over_n,gate_n,gate_s_reference,gate_conclusion_consistent,claim_status,cohort
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_A1_CONTROLLED,reverse,HER2ST_A1_CONTROLLED__reverse,HER2ST::A,uot,0.25,2.0,baseline,1,HER2ST_A1_CONTROLLED__reverse,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-3.364786492915181,-1.6823932464575906,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_A1_CONTROLLED,reverse,HER2ST_A1_CONTROLLED__reverse,HER2ST::A,uot,0.25,2.0,baseline,1,HER2ST_A1_CONTROLLED__reverse,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.5740002870660867,-1.2870001435330434,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_A1_CONTROLLED,reverse,HER2ST_A1_CONTROLLED__reverse,HER2ST::A,row_softmax,0.25,,baseline,1,HER2ST_A1_CONTROLLED__reverse,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_A1_CONTROLLED,reverse,HER2ST_A1_CONTROLLED__reverse,HER2ST::A,row_softmax,0.25,,baseline,1,HER2ST_A1_CONTROLLED__reverse,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_B1_CONTROLLED,forward,HER2ST_B1_CONTROLLED,HER2ST::B,balanced_ot,0.25,,baseline,1,HER2ST_B1_CONTROLLED,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.333045453240655,-1.1665227266203275,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_B1_CONTROLLED,forward,HER2ST_B1_CONTROLLED,HER2ST::B,balanced_ot,0.25,,baseline,1,HER2ST_B1_CONTROLLED,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-1.9938134635016744,-0.9969067317508372,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_B1_CONTROLLED,forward,HER2ST_B1_CONTROLLED,HER2ST::B,uot,0.25,2.0,baseline,1,HER2ST_B1_CONTROLLED,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-3.0575059109386897,-1.5287529554693449,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_B1_CONTROLLED,forward,HER2ST_B1_CONTROLLED,HER2ST::B,uot,0.25,2.0,baseline,1,HER2ST_B1_CONTROLLED,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.409588501312532,-1.204794250656266,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_B1_CONTROLLED,forward,HER2ST_B1_CONTROLLED,HER2ST::B,row_softmax,0.25,,baseline,1,HER2ST_B1_CONTROLLED,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_B1_CONTROLLED,forward,HER2ST_B1_CONTROLLED,HER2ST::B,row_softmax,0.25,,baseline,1,HER2ST_B1_CONTROLLED,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_B1_CONTROLLED,reverse,HER2ST_B1_CONTROLLED__reverse,HER2ST::B,balanced_ot,0.25,,baseline,1,HER2ST_B1_CONTROLLED__reverse,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.333045453240655,-1.1665227266203275,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_B1_CONTROLLED,reverse,HER2ST_B1_CONTROLLED__reverse,HER2ST::B,balanced_ot,0.25,,baseline,1,HER2ST_B1_CONTROLLED__reverse,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-1.9938134635016744,-0.9969067317508372,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_B1_CONTROLLED,reverse,HER2ST_B1_CONTROLLED__reverse,HER2ST::B,uot,0.25,2.0,baseline,1,HER2ST_B1_CONTROLLED__reverse,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-3.0575059109386897,-1.5287529554693449,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_B1_CONTROLLED,reverse,HER2ST_B1_CONTROLLED__reverse,HER2ST::B,uot,0.25,2.0,baseline,1,HER2ST_B1_CONTROLLED__reverse,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.4095885013125318,-1.2047942506562657,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_B1_CONTROLLED,reverse,HER2ST_B1_CONTROLLED__reverse,HER2ST::B,row_softmax,0.25,,baseline,1,HER2ST_B1_CONTROLLED__reverse,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_B1_CONTROLLED,reverse,HER2ST_B1_CONTROLLED__reverse,HER2ST::B,row_softmax,0.25,,baseline,1,HER2ST_B1_CONTROLLED__reverse,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_C1_CONTROLLED,forward,HER2ST_C1_CONTROLLED,HER2ST::C,balanced_ot,0.25,,baseline,1,HER2ST_C1_CONTROLLED,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.0822622775068185,-1.0411311387534092,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_C1_CONTROLLED,forward,HER2ST_C1_CONTROLLED,HER2ST::C,balanced_ot,0.25,,baseline,1,HER2ST_C1_CONTROLLED,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-1.7348049830391372,-0.8674024915195686,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_C1_CONTROLLED,forward,HER2ST_C1_CONTROLLED,HER2ST::C,uot,0.25,2.0,baseline,1,HER2ST_C1_CONTROLLED,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.649412166235387,-1.3247060831176936,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_C1_CONTROLLED,forward,HER2ST_C1_CONTROLLED,HER2ST::C,uot,0.25,2.0,baseline,1,HER2ST_C1_CONTROLLED,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.0300867816144463,-1.0150433908072232,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_C1_CONTROLLED,forward,HER2ST_C1_CONTROLLED,HER2ST::C,row_softmax,0.25,,baseline,1,HER2ST_C1_CONTROLLED,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_C1_CONTROLLED,forward,HER2ST_C1_CONTROLLED,HER2ST::C,row_softmax,0.25,,baseline,1,HER2ST_C1_CONTROLLED,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_C1_CONTROLLED,reverse,HER2ST_C1_CONTROLLED__reverse,HER2ST::C,balanced_ot,0.25,,baseline,1,HER2ST_C1_CONTROLLED__reverse,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.082262277506817,-1.0411311387534086,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_C1_CONTROLLED,reverse,HER2ST_C1_CONTROLLED__reverse,HER2ST::C,balanced_ot,0.25,,baseline,1,HER2ST_C1_CONTROLLED__reverse,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-1.734804983039136,-0.867402491519568,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_C1_CONTROLLED,reverse,HER2ST_C1_CONTROLLED__reverse,HER2ST::C,uot,0.25,2.0,baseline,1,HER2ST_C1_CONTROLLED__reverse,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.6494121662353867,-1.3247060831176931,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_C1_CONTROLLED,reverse,HER2ST_C1_CONTROLLED__reverse,HER2ST::C,uot,0.25,2.0,baseline,1,HER2ST_C1_CONTROLLED__reverse,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.030086781614447,-1.0150433908072234,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_C1_CONTROLLED,reverse,HER2ST_C1_CONTROLLED__reverse,HER2ST::C,row_softmax,0.25,,baseline,1,HER2ST_C1_CONTROLLED__reverse,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_C1_CONTROLLED,reverse,HER2ST_C1_CONTROLLED__reverse,HER2ST::C,row_softmax,0.25,,baseline,1,HER2ST_C1_CONTROLLED__reverse,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_D1_CONTROLLED,forward,HER2ST_D1_CONTROLLED,HER2ST::D,balanced_ot,0.25,,baseline,1,HER2ST_D1_CONTROLLED,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.418174492431462,-1.209087246215731,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_D1_CONTROLLED,forward,HER2ST_D1_CONTROLLED,HER2ST::D,balanced_ot,0.25,,baseline,1,HER2ST_D1_CONTROLLED,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-1.960522888851676,-0.9802614444258378,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_D1_CONTROLLED,forward,HER2ST_D1_CONTROLLED,HER2ST::D,uot,0.25,2.0,baseline,1,HER2ST_D1_CONTROLLED,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-3.1152620217481704,-1.5576310108740852,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_D1_CONTROLLED,forward,HER2ST_D1_CONTROLLED,HER2ST::D,uot,0.25,2.0,baseline,1,HER2ST_D1_CONTROLLED,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.3572313969276624,-1.1786156984638312,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_D1_CONTROLLED,forward,HER2ST_D1_CONTROLLED,HER2ST::D,row_softmax,0.25,,baseline,1,HER2ST_D1_CONTROLLED,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_D1_CONTROLLED,forward,HER2ST_D1_CONTROLLED,HER2ST::D,row_softmax,0.25,,baseline,1,HER2ST_D1_CONTROLLED,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_D1_CONTROLLED,reverse,HER2ST_D1_CONTROLLED__reverse,HER2ST::D,balanced_ot,0.25,,baseline,1,HER2ST_D1_CONTROLLED__reverse,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.418174492431461,-1.2090872462157305,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_D1_CONTROLLED,reverse,HER2ST_D1_CONTROLLED__reverse,HER2ST::D,balanced_ot,0.25,,baseline,1,HER2ST_D1_CONTROLLED__reverse,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-1.960522888851676,-0.980261444425838,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_D1_CONTROLLED,reverse,HER2ST_D1_CONTROLLED__reverse,HER2ST::D,uot,0.25,2.0,baseline,1,HER2ST_D1_CONTROLLED__reverse,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-3.115262021748169,-1.5576310108740847,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_D1_CONTROLLED,reverse,HER2ST_D1_CONTROLLED__reverse,HER2ST::D,uot,0.25,2.0,baseline,1,HER2ST_D1_CONTROLLED__reverse,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.3572313969276624,-1.1786156984638312,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_D1_CONTROLLED,reverse,HER2ST_D1_CONTROLLED__reverse,HER2ST::D,row_softmax,0.25,,baseline,1,HER2ST_D1_CONTROLLED__reverse,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_D1_CONTROLLED,reverse,HER2ST_D1_CONTROLLED__reverse,HER2ST::D,row_softmax,0.25,,baseline,1,HER2ST_D1_CONTROLLED__reverse,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_E1_CONTROLLED,forward,HER2ST_E1_CONTROLLED,HER2ST::E,balanced_ot,0.25,,baseline,1,HER2ST_E1_CONTROLLED,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.765273888688093,-1.3826369443440465,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_E1_CONTROLLED,forward,HER2ST_E1_CONTROLLED,HER2ST::E,balanced_ot,0.25,,baseline,1,HER2ST_E1_CONTROLLED,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.334577949684712,-1.1672889748423558,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_E1_CONTROLLED,forward,HER2ST_E1_CONTROLLED,HER2ST::E,uot,0.25,2.0,baseline,1,HER2ST_E1_CONTROLLED,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-3.744708172987852,-1.8723540864939257,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_E1_CONTROLLED,forward,HER2ST_E1_CONTROLLED,HER2ST::E,uot,0.25,2.0,baseline,1,HER2ST_E1_CONTROLLED,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.9418847545722104,-1.4709423772861052,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_E1_CONTROLLED,forward,HER2ST_E1_CONTROLLED,HER2ST::E,row_softmax,0.25,,baseline,1,HER2ST_E1_CONTROLLED,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_E1_CONTROLLED,forward,HER2ST_E1_CONTROLLED,HER2ST::E,row_softmax,0.25,,baseline,1,HER2ST_E1_CONTROLLED,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_E1_CONTROLLED,reverse,HER2ST_E1_CONTROLLED__reverse,HER2ST::E,balanced_ot,0.25,,baseline,1,HER2ST_E1_CONTROLLED__reverse,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.765273888688094,-1.382636944344047,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_E1_CONTROLLED,reverse,HER2ST_E1_CONTROLLED__reverse,HER2ST::E,balanced_ot,0.25,,baseline,1,HER2ST_E1_CONTROLLED__reverse,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.334577949684711,-1.1672889748423556,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_E1_CONTROLLED,reverse,HER2ST_E1_CONTROLLED__reverse,HER2ST::E,uot,0.25,2.0,baseline,1,HER2ST_E1_CONTROLLED__reverse,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-3.7447081729878495,-1.8723540864939248,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_E1_CONTROLLED,reverse,HER2ST_E1_CONTROLLED__reverse,HER2ST::E,uot,0.25,2.0,baseline,1,HER2ST_E1_CONTROLLED__reverse,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.941884754572209,-1.4709423772861046,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_E1_CONTROLLED,reverse,HER2ST_E1_CONTROLLED__reverse,HER2ST::E,row_softmax,0.25,,baseline,1,HER2ST_E1_CONTROLLED__reverse,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_E1_CONTROLLED,reverse,HER2ST_E1_CONTROLLED__reverse,HER2ST::E,row_softmax,0.25,,baseline,1,HER2ST_E1_CONTROLLED__reverse,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_F1_CONTROLLED,forward,HER2ST_F1_CONTROLLED,HER2ST::F,balanced_ot,0.25,,baseline,1,HER2ST_F1_CONTROLLED,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.8479424847462624,-1.4239712423731312,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_F1_CONTROLLED,forward,HER2ST_F1_CONTROLLED,HER2ST::F,balanced_ot,0.25,,baseline,1,HER2ST_F1_CONTROLLED,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.4373728377760147,-1.218686418888007,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_F1_CONTROLLED,forward,HER2ST_F1_CONTROLLED,HER2ST::F,uot,0.25,2.0,baseline,1,HER2ST_F1_CONTROLLED,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-3.896779760837652,-1.948389880418826,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_F1_CONTROLLED,forward,HER2ST_F1_CONTROLLED,HER2ST::F,uot,0.25,2.0,baseline,1,HER2ST_F1_CONTROLLED,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-3.111920838727868,-1.5559604193639338,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_F1_CONTROLLED,forward,HER2ST_F1_CONTROLLED,HER2ST::F,row_softmax,0.25,,baseline,1,HER2ST_F1_CONTROLLED,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_F1_CONTROLLED,forward,HER2ST_F1_CONTROLLED,HER2ST::F,row_softmax,0.25,,baseline,1,HER2ST_F1_CONTROLLED,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_F1_CONTROLLED,reverse,HER2ST_F1_CONTROLLED__reverse,HER2ST::F,balanced_ot,0.25,,baseline,1,HER2ST_F1_CONTROLLED__reverse,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.847942484746264,-1.423971242373132,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_F1_CONTROLLED,reverse,HER2ST_F1_CONTROLLED__reverse,HER2ST::F,balanced_ot,0.25,,baseline,1,HER2ST_F1_CONTROLLED__reverse,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.4373728377760164,-1.2186864188880082,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_F1_CONTROLLED,reverse,HER2ST_F1_CONTROLLED__reverse,HER2ST::F,uot,0.25,2.0,baseline,1,HER2ST_F1_CONTROLLED__reverse,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-3.896779760837649,-1.9483898804188244,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_F1_CONTROLLED,reverse,HER2ST_F1_CONTROLLED__reverse,HER2ST::F,uot,0.25,2.0,baseline,1,HER2ST_F1_CONTROLLED__reverse,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-3.111920838727867,-1.5559604193639336,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_F1_CONTROLLED,reverse,HER2ST_F1_CONTROLLED__reverse,HER2ST::F,row_softmax,0.25,,baseline,1,HER2ST_F1_CONTROLLED__reverse,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_F1_CONTROLLED,reverse,HER2ST_F1_CONTROLLED__reverse,HER2ST::F,row_softmax,0.25,,baseline,1,HER2ST_F1_CONTROLLED__reverse,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_G2_CONTROLLED,forward,HER2ST_G2_CONTROLLED,HER2ST::G,balanced_ot,0.25,,baseline,1,HER2ST_G2_CONTROLLED,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.638830082572758,-1.319415041286379,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_G2_CONTROLLED,forward,HER2ST_G2_CONTROLLED,HER2ST::G,balanced_ot,0.25,,baseline,1,HER2ST_G2_CONTROLLED,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.194022226161867,-1.0970111130809337,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_G2_CONTROLLED,forward,HER2ST_G2_CONTROLLED,HER2ST::G,uot,0.25,2.0,baseline,1,HER2ST_G2_CONTROLLED,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-3.496017425155935,-1.7480087125779675,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_G2_CONTROLLED,forward,HER2ST_G2_CONTROLLED,HER2ST::G,uot,0.25,2.0,baseline,1,HER2ST_G2_CONTROLLED,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.7166495975033533,-1.3583247987516769,0.5,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_G2_CONTROLLED,forward,HER2ST_G2_CONTROLLED,HER2ST::G,row_softmax,0.25,,baseline,1,HER2ST_G2_CONTROLLED,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
HER2ST_manual_controlled,within_section_controlled_combined,HER2ST_G2_CONTROLLED,forward,HER2ST_G2_CONTROLLED,HER2ST::G,row_softmax,0.25,,baseline,1,HER2ST_G2_CONTROLLED,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; amended sample expansion,expanded_v2
