independent_unit_id	cohort_role	method	epsilon0	tau0	condition_id	physical_id	condition_family	u	v	alpha	beta	regularization_regime	shared_at_u1	endpoint_response_n_estimable	endpoint_response_median	endpoint_response_q90	endpoint_response_mean	endpoint_response_maximum	h001_response_n_estimable	h001_response_median	h001_response_q90	h001_response_mean	h001_response_maximum	h001_to_endpoint_n_estimable	h001_to_endpoint_spearman	h001_to_endpoint_top_overlap	h001_to_endpoint_raw_mae	h001_to_endpoint_rmae	h001_to_endpoint_intercept	h001_to_endpoint_slope	h001_to_endpoint_r2	heldout_endpoint_n_estimable	heldout_endpoint_spearman	heldout_endpoint_aurc	heldout_endpoint_oracle_aurc	heldout_endpoint_random_aurc	heldout_endpoint_normalized_excess_aurc	heldout_endpoint_retained_loss_at_80pct_coverage	heldout_endpoint_retained_loss_at_90pct_coverage	heldout_h001_n_estimable	heldout_h001_spearman	heldout_h001_aurc	heldout_h001_oracle_aurc	heldout_h001_random_aurc	heldout_h001_normalized_excess_aurc	heldout_h001_retained_loss_at_80pct_coverage	heldout_h001_retained_loss_at_90pct_coverage	truth_endpoint_n_estimable	truth_endpoint_spearman	truth_endpoint_aurc	truth_endpoint_oracle_aurc	truth_endpoint_random_aurc	truth_endpoint_normalized_excess_aurc	truth_endpoint_retained_loss_at_80pct_coverage	truth_endpoint_retained_loss_at_90pct_coverage	truth_h001_n_estimable	truth_h001_spearman	truth_h001_aurc	truth_h001_oracle_aurc	truth_h001_random_aurc	truth_h001_normalized_excess_aurc	truth_h001_retained_loss_at_80pct_coverage	truth_h001_retained_loss_at_90pct_coverage	crop_endpoint_n_estimable	crop_endpoint_auroc	crop_endpoint_auprc	crop_h001_n_estimable	crop_h001_auroc	crop_h001_auprc	uot_endpoint_mass_n_estimable	uot_endpoint_mass_median	uot_endpoint_mass_q90	uot_endpoint_mass_mean	uot_endpoint_mass_maximum	uot_h001_mass_n_estimable	uot_h001_mass_median	uot_h001_mass_q90	uot_h001_mass_mean	uot_h001_mass_maximum	uot_endpoint_shape_n_estimable	uot_endpoint_shape_median	uot_endpoint_shape_q90	uot_endpoint_shape_mean	uot_endpoint_shape_maximum	uot_h001_shape_n_estimable	uot_h001_shape_median	uot_h001_shape_q90	uot_h001_shape_mean	uot_h001_shape_maximum	uot_endpoint_combined_n_estimable	uot_endpoint_combined_median	uot_endpoint_combined_q90	uot_endpoint_combined_mean	uot_endpoint_combined_maximum	uot_h001_combined_n_estimable	uot_h001_combined_median	uot_h001_combined_q90	uot_h001_combined_mean	uot_h001_combined_maximum
HER2ST::A	manual_truth_controlled	balanced_ot	0.25		grid__u0p500000__v0p750000__coregularized	grid__u0p500000__v0p750000__coregularized	grid	0.5	0.75	0.125	0.375	coregularized	False	307.0	0.11328416745314254	0.13168480268797012	0.11260302047936961	0.1482341005715898	307.0	0.06710237638350025	0.07985349186641712	0.06732696217503278	0.09083273584208276	307.0	0.9636315805044906	0.9107142857142857	0.04527605830433682	0.4020856466512992	0.015253958817703838	1.4459149576448036	0.9388653236245608	307.0	-0.007917861356803144	0.17032752833230702	0.13653178762655915	0.17405059152905028	0.907814864319333	0.168603803548974	0.17216778844260744	307.0	0.0005835709575956818	0.1712947226943573	0.13653178762655915	0.17405059152905028	0.9360294322871522	0.16972024128275157	0.17250919551593522	273.0	0.07172051863979731	0.08647504185998299	0.07062754153056247	0.08664359018040149	0.9988256871294239	0.08723409732620893	0.08660249174481001	273.0	0.16377825695129258	0.08438455545578116	0.07062754153056247	0.08664359018040149	0.8672794748837309	0.08419806192638762	0.08545558617607169	307.0	0.8011743158801983	0.4083331999531077	307.0	0.8313940960999784	0.4484850950832047																														
HER2ST::A	manual_truth_controlled	balanced_ot	0.25		grid__u0p500000__v0p750000__fixed	grid__u0p500000__v0p750000__fixed	grid	0.5	0.75	0.125	0.375	fixed	False	307.0	0.07991520829663361	0.09366216222885157	0.07991164887473359	0.104536012077629	307.0	0.07288455603579555	0.08433305234122825	0.07274784838525716	0.10039933215066688	307.0	0.9789081233919641	0.875	0.007245298150888589	0.09066635782032276	-0.002806215148800289	1.1370489417841976	0.9516484434782403	307.0	0.0774261768854838	0.1693464252901013	0.13653178762655915	0.17405059152905028	0.8850914231700929	0.16787639698079365	0.17287965193397586	307.0	0.08899719202416025	0.16634546985142654	0.13653178762655915	0.17405059152905028	0.8011821639738674	0.16564017261401903	0.16922996252361394	273.0	0.2524405607273791	0.08208623502847098	0.07062754153056247	0.08664359018040149	0.7189737140997874	0.0827829724598895	0.08456708299394523	273.0	0.17884597690845006	0.0836844876622539	0.07062754153056247	0.08664359018040149	0.8181456529262192	0.08426242463348702	0.08570430929216669	307.0	0.7942253824606766	0.3795074650560217	307.0	0.7596423184658478	0.34564746955236375																														
HER2ST::A	manual_truth_controlled	balanced_ot	0.25		grid__u0p500000__v1p000000__coregularized	grid__u0p500000__v1p000000__coregularized	grid	0.5	1.0	0.0	0.5	coregularized	False	307.0	0.19600044865995858	0.2242354588382336	0.1952087351915585	0.2499558143765937	307.0	0.13408934761018015	0.15954925142948115	0.1345221519994157	0.1814779675641363	307.0	0.8849994434723429	0.8285714285714285	0.06068658319214279	0.31088046921973544	0.053722480405567624	1.0517691895577579	0.8132909798094141	307.0	-0.005139513763011246	0.16959332976657254	0.13653178762655915	0.17405059152905028	0.8871192242705682	0.1694175526944035	0.17041734284902071	307.0	0.0003784330961008539	0.17131384027180047	0.13653178762655915	0.17405059152905028	0.9365260426154609	0.16972024128275157	0.17250919551593522	273.0	0.005001733989496979	0.08795653429898095	0.07062754153056247	0.08664359018040149	1.0914968764829598	0.08811587092031199	0.08623892286750348	273.0	0.16325186728256716	0.08440248821501337	0.07062754153056247	0.08664359018040149	0.8684586844599189	0.08419806192638762	0.08545558617607169	307.0	0.7638439991381167	0.37490841215538784	307.0	0.8311786252962724	0.4483766550007053																														
HER2ST::A	manual_truth_controlled	balanced_ot	0.25		grid__u0p500000__v1p000000__fixed	grid__u0p500000__v1p000000__fixed	grid	0.5	1.0	0.0	0.5	fixed	False	307.0	0.01772292683546179	0.02537267068050559	0.0190177843702131	0.06331678943416859	307.0	0.017947703220280192	0.026279476158974524	0.019527433644678897	0.09645219360688286	307.0	0.997436330514679	0.9678571428571429	0.0005231643405503028	0.027509216129809375	0.0039455263126983164	0.7718504301061542	0.943818960126688	307.0	0.5837029650295944	0.14840495194224937	0.13653178762655915	0.17405059152905028	0.32645140644448695	0.14866366609173443	0.15970797976799922	307.0	0.5912962450425245	0.14809828431585703	0.13653178762655915	0.17405059152905028	0.3162334616326048	0.14805788784042237	0.15910869750702322	273.0	-0.10598568456018004	0.08816197433319675	0.07062754153056247	0.08664359018040149	1.0849640747024731	0.08717694476131761	0.08713371434405887	273.0	-0.09705770292395455	0.08801244924510829	0.07062754153056247	0.08664359018040149	1.0757658255513638	0.0871985157742202	0.08691304148068207	307.0	0.5266645119586296	0.2096093126693649	307.0	0.49897651368239604	0.1967057868000256																														
HER2ST::A	manual_truth_controlled	balanced_ot	0.25		grid__u0p750000__v0p000000__coregularized	grid__u0p750000__v0p000000__coregularized	grid	0.75	0.0	0.75	0.0	coregularized	False	307.0	0.4524378554563331	0.5772515034327896	0.4474215226983263	0.6519624355069857	307.0	0.20155070383112372	0.23990307622351045	0.20226630644638544	0.2729388953091799	307.0	0.06661792451823804	0.04285714285714286	0.2451552162519408	0.5479289748366365	0.3925268639407163	0.27139793929129147	0.0058733638109789155	307.0	0.07096516092261404	0.1740015622494697	0.13653178762655915	0.17405059152905028	1.0008234392778577	0.17469900883954073	0.17675323305435348	307.0	0.000999353329909379	0.17136532243511265	0.13653178762655915	0.17405059152905028	0.9379381344932347	0.1697202412827516	0.17250919551593524	273.0	0.4822640594699418	0.07787784981179224	0.07062754153056247	0.08664359018040149	0.4529066769439217	0.07910064745765355	0.08264794081478627	273.0	0.16662371012413948	0.08431423078805919	0.07062754153056247	0.08664359018040149	0.8628655033379786	0.08419806192638764	0.0854555861760717	307.0	0.6481900452488687	0.24780359018981077	307.0	0.8320943762120232	0.44987807475382946																														
HER2ST::A	manual_truth_controlled	balanced_ot	0.25		grid__u0p750000__v0p000000__fixed	grid__u0p750000__v0p000000__fixed	grid	0.75	0.0	0.75	0.0	fixed	False	307.0	0.45342465159460765	0.5817229542991367	0.4490341133323954	0.6529742753255224	307.0	0.2701018775547379	0.32021437109784623	0.27096721354617326	0.36458128579475635	307.0	0.08177506026306236	0.04285714285714286	0.1785455773137573	0.3976214100722227	0.3843579372601475	0.23868635332601645	0.007840907220593829	307.0	0.07408139441889727	0.1737622597150453	0.13653178762655915	0.17405059152905028	0.9942508932920684	0.17468446946543564	0.1769032672066404	307.0	-0.0027191299995869417	0.17200598761533348	0.13653178762655915	0.17405059152905028	0.955568879933196	0.17006398617209173	0.17271439293808433	273.0	0.4812451931923808	0.07794781794985055	0.07062754153056247	0.08664359018040149	0.4571429713924129	0.07923470775160653	0.08285563452198746	273.0	0.1773473145574906	0.0841713771206535	0.07062754153056247	0.08664359018040149	0.8536901371876178	0.08391662381983883	0.0854555861760717	307.0	0.6479207067442361	0.24614995756535601	307.0	0.8274617539323421	0.4356906694981722																														
HER2ST::A	manual_truth_controlled	balanced_ot	0.25		grid__u0p750000__v0p250000__coregularized	grid__u0p750000__v0p250000__coregularized	grid	0.75	0.25	0.5625	0.1875	coregularized	False	307.0	0.16550430432657337	0.20205325024944198	0.16784787161664327	0.22287844833023301	307.0	0.10062940291211969	0.11977475867275236	0.10098440140545624	0.13625888159232585	307.0	0.9022318915430043	0.6	0.06686347021118703	0.39835756966820585	0.009508882371948975	1.567954922156317	0.8123895570574614	307.0	0.03196077683944189	0.17269678543278766	0.13653178762655915	0.17405059152905028	0.9747368744883536	0.17142138547096056	0.17236337366239063	307.0	0.0006958459945033621	0.17132105440795975	0.13653178762655915	0.17405059152905028	0.9368083162423464	0.1697202412827516	0.17250919551593524	273.0	0.33876345316341017	0.0807314193542758	0.07062754153056247	0.08664359018040149	0.6376768153521186	0.08133351533096586	0.08344936331941256	273.0	0.1657549459986128	0.08433193919065732	0.07062754153056247	0.08664359018040149	0.863952458608925	0.08419806192638762	0.08545558617607169	307.0	0.8462615815556992	0.45913617468890144	307.0	0.8317711700064641	0.44937308304381657																														
HER2ST::A	manual_truth_controlled	balanced_ot	0.25		grid__u0p750000__v0p250000__fixed	grid__u0p750000__v0p250000__fixed	grid	0.75	0.25	0.5625	0.1875	fixed	False	307.0	0.22640320932883762	0.27144197428238603	0.22688178443085255	0.30372915722384086	307.0	0.1693798733611066	0.2004538222037007	0.1698806055406865	0.22801769669617097	307.0	0.7935448465311741	0.39285714285714285	0.05700117889016604	0.25123735267314273	0.0355657660238706	1.1261792821968817	0.6207033301883269	307.0	0.051136414440979834	0.1730678760826466	0.13653178762655915	0.17405059152905028	0.9832979158454325	0.17140522995464508	0.1739739836430004	307.0	0.0008289968129676431	0.17189060815901153	0.13653178762655915	0.17405059152905028	0.9520467121432727	0.16950806251468398	0.1727143929380843	273.0	0.41935297420484197	0.0790280041750377	0.07062754153056247	0.08664359018040149	0.5300594266756812	0.08060749336750851	0.0825246280239186	273.0	0.1792378939223078	0.08412517103711845	0.07062754153056247	0.08664359018040149	0.8506828853287478	0.08397003803963973	0.08545558617607171	307.0	0.8336026718379659	0.4295110260937884	307.0	0.8239064856711915	0.42658794982578085																														
HER2ST::A	manual_truth_controlled	balanced_ot	0.25		grid__u0p750000__v0p500000__coregularized	grid__u0p750000__v0p500000__coregularized	grid	0.75	0.5	0.375	0.375	coregularized	False	307.0	5.470245919106995e-16	7.948263097782975e-16	5.915884686424398e-16	1.4012923361501333e-15	307.0	4.878098758681385e-14	7.515859739761697e-14	5.3908973039537856e-14	1.3547243200762072e-13	307.0	0.13728813172088922	0.2357142857142857	5.3317384570895416e-14	90.2471598813978	5.915884686424401e-16	3.185638246484054e-29	-1.1102230246251565e-16	307.0	-0.0682535575102428	0.1777096083852159	0.13653178762655915	0.17405059152905028	1.0960901850067493	0.1768370124831033	0.17625728368099824	307.0	-0.11857071203729855	0.18022954910753958	0.13653178762655915	0.17405059152905028	1.165863124115186	0.17914283918628243	0.17671561827158136	273.0	-0.22993939293853422	0.08980013418342303	0.07062754153056247	0.08664359018040149	1.1924576921880148	0.0888292055368646	0.08749763862795881	273.0	-0.13328422329066383	0.0879164056585083	0.07062754153056247	0.08664359018040149	1.0756937420036536	0.08727177037969286	0.08724623487442407	307.0	0.4141887524240465	0.17483777507917192	307.0	0.28075845722904547	0.1404873161316953																														
HER2ST::A	manual_truth_controlled	balanced_ot	0.25		grid__u0p750000__v0p500000__fixed	grid__u0p750000__v0p500000__fixed	grid	0.75	0.5	0.375	0.375	fixed	False	307.0	0.07650533432813814	0.09090459532775956	0.07674741505395821	0.1020625294458449	307.0	0.06940372814313722	0.08088219868970623	0.0693710989548236	0.09213101723670439	307.0	0.9827167436203152	0.8428571428571429	0.007376316099134612	0.09611159012910861	-0.0029415295070637807	1.1487340659388674	0.9683922282442542	307.0	0.03695651927363111	0.1718703582791804	0.13653178762655915	0.17405059152905028	0.9513370803173953	0.1701724579051663	0.17345349352497696	307.0	0.029273825017533374	0.17106606063227192	0.13653178762655915	0.17405059152905028	0.9304705873916129	0.16964796817115424	0.17261925616745713	273.0	0.25327865565091845	0.08237581633962279	0.07062754153056247	0.08664359018040149	0.7397746993672287	0.08288057635643527	0.08475024563142956	273.0	0.1803163292268058	0.08387721579812871	0.07062754153056247	0.08664359018040149	0.833962744556217	0.08397674170487086	0.08555863790545802	307.0	0.8229907347554406	0.415669007192873	307.0	0.8046218487394958	0.3967826269615508																														
