independent_unit_id	pair_id	direction	method	strategy	coverage	macro_f1	balanced_accuracy	accuracy	training_positive_precision
HER2ST::D	HER2ST_D1_CONTROLLED__reverse	reverse	row_softmax	random_gate	0.8	0.4405834431719803	0.6026314040622093	0.6316018805182892	0.9391181016480863
HER2ST::D	HER2ST_D1_CONTROLLED__reverse	reverse	row_softmax	top2_margin_gate	0.8	0.433404613901255	0.5996978797568634	0.6275025799793601	0.9940683328060741
HER2ST::D	HER2ST_D1_CONTROLLED__reverse	reverse	uot	max_probability_gate	0.8	0.4341464536260537	0.6000645965116722	0.6236154110767114	0.6848486663410969
HER2ST::D	HER2ST_D1_CONTROLLED__reverse	reverse	uot	oracle_truth	0.8	0.44188196008032177	0.6106299349236189	0.6292684325192065	1.0
HER2ST::D	HER2ST_D1_CONTROLLED__reverse	reverse	uot	random_gate	0.8	0.46549146933285773	0.6128983987179253	0.6402362114436417	0.68082844210744
HER2ST::D	HER2ST_D1_CONTROLLED__reverse	reverse	uot	top2_margin_gate	0.8	0.4192322296477884	0.5782286420434557	0.6048102281848412	0.8103258872033654
HER2ST::E	HER2ST_E1_CONTROLLED	forward	balanced_ot	max_probability_gate	0.8	0.48871812157523187	0.5330970917751484	0.5371235679825543	0.8140003733664933
HER2ST::E	HER2ST_E1_CONTROLLED	forward	balanced_ot	oracle_truth	0.8	0.5128358424713716	0.5689195907597516	0.5554474167674867	1.0
HER2ST::E	HER2ST_E1_CONTROLLED	forward	balanced_ot	random_gate	0.8	0.49149072497756546	0.5482206824630238	0.5301942017296232	0.7992220928698677
HER2ST::E	HER2ST_E1_CONTROLLED	forward	balanced_ot	top2_margin_gate	0.8	0.4891670816853418	0.5405838583500479	0.5266736966836443	0.9189315570851829
HER2ST::E	HER2ST_E1_CONTROLLED	forward	row_softmax	max_probability_gate	0.8	0.48916316870751725	0.5763773217998907	0.5137701303938702	0.9354214961916392
HER2ST::E	HER2ST_E1_CONTROLLED	forward	row_softmax	oracle_truth	0.8	0.48252310530208586	0.5646378789193167	0.5114262072261804	1.0
HER2ST::E	HER2ST_E1_CONTROLLED	forward	row_softmax	random_gate	0.8	0.4832785911425812	0.5594380056613955	0.5169197373203287	0.9481124161611039
HER2ST::E	HER2ST_E1_CONTROLLED	forward	row_softmax	top2_margin_gate	0.8	0.4804849687065761	0.5555788947899953	0.5172131260175352	0.9825457379604562
HER2ST::E	HER2ST_E1_CONTROLLED	forward	uot	max_probability_gate	0.8	0.4661946748056393	0.5259413701208346	0.5034206708388722	0.9793815021311497
HER2ST::E	HER2ST_E1_CONTROLLED	forward	uot	oracle_truth	0.8	0.4650316179824242	0.5251282414702634	0.5009156348175033	1.0
HER2ST::E	HER2ST_E1_CONTROLLED	forward	uot	random_gate	0.8	0.4619343635453357	0.5216797702578426	0.4999968733352253	0.9657701614327932
HER2ST::E	HER2ST_E1_CONTROLLED	forward	uot	top2_margin_gate	0.8	0.46821832725225476	0.5226821458414768	0.5085484408995634	1.0
HER2ST::E	HER2ST_E1_CONTROLLED__reverse	reverse	balanced_ot	max_probability_gate	0.8	0.25165781860055136	0.39546459320253485	0.3835248959712879	0.7011360099595394
HER2ST::E	HER2ST_E1_CONTROLLED__reverse	reverse	balanced_ot	oracle_truth	0.8	0.2866141103379355	0.4723863555867318	0.44390075397906836	1.0
HER2ST::E	HER2ST_E1_CONTROLLED__reverse	reverse	balanced_ot	random_gate	0.8	0.2647840009707021	0.4153785202278938	0.40626355640340356	0.7235459341486937
HER2ST::E	HER2ST_E1_CONTROLLED__reverse	reverse	balanced_ot	top2_margin_gate	0.8	0.27842716904008413	0.46161342745753914	0.43114813274238967	0.8648401747530288
HER2ST::E	HER2ST_E1_CONTROLLED__reverse	reverse	row_softmax	max_probability_gate	0.8	0.31094749065393107	0.47749596039467807	0.49074945296276634	0.9671704072575531
HER2ST::E	HER2ST_E1_CONTROLLED__reverse	reverse	row_softmax	oracle_truth	0.8	0.3106888406604321	0.48041750122132537	0.48294933152289116	1.0
HER2ST::E	HER2ST_E1_CONTROLLED__reverse	reverse	row_softmax	random_gate	0.8	0.3052730107809599	0.47494771879606634	0.4788677883121291	0.9701079334340046
HER2ST::E	HER2ST_E1_CONTROLLED__reverse	reverse	row_softmax	top2_margin_gate	0.8	0.3209332878876336	0.4923351880345163	0.5136174420809886	1.0
HER2ST::E	HER2ST_E1_CONTROLLED__reverse	reverse	uot	max_probability_gate	0.8	0.2706371789900129	0.4143172734155759	0.41218454717429176	0.8356531913176792
HER2ST::E	HER2ST_E1_CONTROLLED__reverse	reverse	uot	oracle_truth	0.8	0.29850726280124973	0.48332734566125285	0.45914353013924153	1.0
HER2ST::E	HER2ST_E1_CONTROLLED__reverse	reverse	uot	random_gate	0.8	0.2858912050591286	0.44268685284247183	0.4408339987027289	0.8462169504290056
HER2ST::E	HER2ST_E1_CONTROLLED__reverse	reverse	uot	top2_margin_gate	0.8	0.2982655290195157	0.4645442361495202	0.4657075785175729	0.9607237956911159
HER2ST::F	HER2ST_F1_CONTROLLED	forward	balanced_ot	max_probability_gate	0.8	0.3742508997044231	0.47402378036378817	0.725520721216824	0.815204740895163
HER2ST::F	HER2ST_F1_CONTROLLED	forward	balanced_ot	oracle_truth	0.8	0.34257661352773433	0.45881854363423547	0.66950931557825	1.0
HER2ST::F	HER2ST_F1_CONTROLLED	forward	balanced_ot	random_gate	0.8	0.33615215296260836	0.4600004366676573	0.6810516215697563	0.8283757312174828
HER2ST::F	HER2ST_F1_CONTROLLED	forward	balanced_ot	top2_margin_gate	0.8	0.357357997084172	0.4555056025339619	0.728459446154873	0.9462550881953867
HER2ST::F	HER2ST_F1_CONTROLLED	forward	row_softmax	max_probability_gate	0.8	0.34911025268486817	0.5405863831198937	0.7261685147639192	0.984549258523757
HER2ST::F	HER2ST_F1_CONTROLLED	forward	row_softmax	oracle_truth	0.8	0.3739084865443715	0.5212722685851909	0.6991676887520546	1.0
HER2ST::F	HER2ST_F1_CONTROLLED	forward	row_softmax	random_gate	0.8	0.37191598300688045	0.49665966826152935	0.7029840721550565	0.9814764427910618
HER2ST::F	HER2ST_F1_CONTROLLED	forward	row_softmax	top2_margin_gate	0.8	0.3642237690752404	0.5378144410097163	0.7204076243398163	1.0
HER2ST::F	HER2ST_F1_CONTROLLED	forward	uot	max_probability_gate	0.8	0.29372592336072945	0.48635828991567337	0.6321173854638599	0.9183196899308395
HER2ST::F	HER2ST_F1_CONTROLLED	forward	uot	oracle_truth	0.8	0.305446525258794	0.5145954296135696	0.6405510917540654	1.0
HER2ST::F	HER2ST_F1_CONTROLLED	forward	uot	random_gate	0.8	0.33245819354801937	0.47207348046981923	0.6267670813413098	0.9258219338786701
HER2ST::F	HER2ST_F1_CONTROLLED	forward	uot	top2_margin_gate	0.8	0.3492662200462843	0.47295091870186035	0.6541184200645791	0.9902713704206241
HER2ST::F	HER2ST_F1_CONTROLLED__reverse	reverse	balanced_ot	max_probability_gate	0.8	0.25141387839182133	0.37327849479721104	0.49029622444849674	0.7341213426286022
HER2ST::F	HER2ST_F1_CONTROLLED__reverse	reverse	balanced_ot	oracle_truth	0.8	0.2687295574205535	0.4093325678035628	0.5359338040035675	1.0
HER2ST::F	HER2ST_F1_CONTROLLED__reverse	reverse	balanced_ot	random_gate	0.8	0.26136516052410463	0.38251358037546385	0.5042477073753278	0.7775631607755019
HER2ST::F	HER2ST_F1_CONTROLLED__reverse	reverse	balanced_ot	top2_margin_gate	0.8	0.25859245318763613	0.3870238667256697	0.49062738740753165	0.8815321349350387
HER2ST::F	HER2ST_F1_CONTROLLED__reverse	reverse	row_softmax	max_probability_gate	0.8	0.25402733989307913	0.391180541235076	0.4966593710933808	0.9811916044901525
HER2ST::F	HER2ST_F1_CONTROLLED__reverse	reverse	row_softmax	oracle_truth	0.8	0.25582293967489955	0.379128290900075	0.49568031892365283	1.0
HER2ST::F	HER2ST_F1_CONTROLLED__reverse	reverse	row_softmax	random_gate	0.8	0.2570154441040777	0.37763732331008815	0.5023245616906525	0.9783609326637155
HER2ST::F	HER2ST_F1_CONTROLLED__reverse	reverse	row_softmax	top2_margin_gate	0.8	0.25607928831410853	0.37850328267442035	0.4976944914057106	1.0
HER2ST::F	HER2ST_F1_CONTROLLED__reverse	reverse	uot	max_probability_gate	0.8	0.2686430402197761	0.42226306183345147	0.5170053081758599	0.9155526507840482
HER2ST::F	HER2ST_F1_CONTROLLED__reverse	reverse	uot	oracle_truth	0.8	0.27093177588038514	0.3757622144496706	0.5359332584303237	1.0
HER2ST::F	HER2ST_F1_CONTROLLED__reverse	reverse	uot	random_gate	0.8	0.2705993202002173	0.3653647433514607	0.5404489262027413	0.9318701046998084
HER2ST::F	HER2ST_F1_CONTROLLED__reverse	reverse	uot	top2_margin_gate	0.8	0.27136932334219604	0.3928428188444262	0.5473658296901631	0.9863795023958364
HER2ST::G	HER2ST_G2_CONTROLLED	forward	balanced_ot	max_probability_gate	0.8	0.2067895503317022	0.270752002002002	0.3579199133619223	0.6755586766596893
HER2ST::G	HER2ST_G2_CONTROLLED	forward	balanced_ot	oracle_truth	0.8	0.20420529252157868	0.2878003003003003	0.3431705169542604	1.0
HER2ST::G	HER2ST_G2_CONTROLLED	forward	balanced_ot	random_gate	0.8	0.19926107472194693	0.2628365865865866	0.3528925136324294	0.6975125989419744
HER2ST::G	HER2ST_G2_CONTROLLED	forward	balanced_ot	top2_margin_gate	0.8	0.203467827068737	0.26346096096096094	0.35730397305646183	0.7993520180035952
HER2ST::G	HER2ST_G2_CONTROLLED	forward	row_softmax	max_probability_gate	0.8	0.1877493260270243	0.2691116116116116	0.32728027771717705	0.7155303749892908
