dataset	pair_type	biological_pair_id	independent_unit_id	cohort_role	pair_id	direction	method	epsilon	tau	branch	score	reference	amplitude_comparable	n_estimable	spearman	top_overlap	raw_mae	rmae	intercept	slope	r2
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8325_ANT_MID	spatialDLPFC::Br8325	primary_expansion	SDLPFC_Br8325_ANT_MID__reverse	reverse	balanced_ot	0.25		main21	assigned_raw_cost	local_reference	False	1500	0.24978033501348226	0.5066666666666667	0.49237125340368404	10.7021942174824	0.02161808369209491	0.04529994695450346	0.20586824271712656
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8325_ANT_MID	spatialDLPFC::Br8325	primary_expansion	SDLPFC_Br8325_ANT_MID__reverse	reverse	balanced_ot	0.25		main21	assigned_raw_cost	endpoint_response	False	1500	0.24041267573896702	0.52	0.4926840461592543	10.782300563498373	0.022824239049070185	0.04247860468344691	0.19875231207122557
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8325_ANT_MID	spatialDLPFC::Br8325	primary_expansion	SDLPFC_Br8325_ANT_MID__reverse	reverse	balanced_ot	0.25		main21	barycentric_displacement	local_reference	False	1500	0.17899926888856396	0.36666666666666664	0.034672417217990525	0.7536405517002894	0.034054270871130825	0.16937388987860494	0.11715590835839729
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8325_ANT_MID	spatialDLPFC::Br8325	primary_expansion	SDLPFC_Br8325_ANT_MID__reverse	reverse	balanced_ot	0.25		main21	barycentric_displacement	endpoint_response	False	1500	0.17971039453795312	0.36666666666666664	0.034789831220216436	0.7613691161586783	0.03443482967967322	0.1595485295267809	0.11413914560298066
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8325_ANT_MID	spatialDLPFC::Br8325	primary_expansion	SDLPFC_Br8325_ANT_MID__reverse	reverse	balanced_ot	0.25		main21	transported_mass_deficit	local_reference	False	1500	0.030075843669777298	0.16666666666666666	0.046006570559090014	1.0000000000000107	0.04600657055908952	-2.2317485892229462e-17	0.0
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8325_ANT_MID	spatialDLPFC::Br8325	primary_expansion	SDLPFC_Br8325_ANT_MID__reverse	reverse	balanced_ot	0.25		main21	transported_mass_deficit	endpoint_response	False	1500	0.028474587863138154	0.16666666666666666	0.04569377780351967	1.0000000000000107	0.04569377780351919	-2.2165752176266724e-17	0.0
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8325_ANT_MID	spatialDLPFC::Br8325	primary_expansion	SDLPFC_Br8325_ANT_MID__reverse	reverse	balanced_ot	0.25		main21	source_boundary_proximity	local_reference	False	1500	0.17710129132028513	0.43333333333333335	0.5133594429341181	11.158394044493576	0.05477206128167567	0.018755615383384775	0.09283707672074193
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8325_ANT_MID	spatialDLPFC::Br8325	primary_expansion	SDLPFC_Br8325_ANT_MID__reverse	reverse	balanced_ot	0.25		main21	source_boundary_proximity	endpoint_response	False	1500	0.17613221784541752	0.44	0.5130466501785478	11.227932441581457	0.05396210237964864	0.01769182359811089	0.09069466786098235
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	uot	0.25	2.0	main21	finite_response_h001	local_reference	True	1500	0.9999998044443575	1.0	4.6487396952509346e-05	0.0006979158281167379	5.091381201647256e-05	0.9985387343636325	0.9999999263017894
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	uot	0.25	2.0	main21	finite_response_h001	endpoint_response	True	1500	0.9998491697107421	1.0	0.004838313444910663	0.06767469338965161	-0.005620423171259948	1.156907625467934	0.9992805624082056
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	uot	0.25	2.0	main21	local_reference	local_reference	True	1500	1.0	1.0	0.0	0.0	3.853744941675815e-17	0.9999999999999994	1.0
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	uot	0.25	2.0	main21	local_reference	endpoint_response	True	1500	0.9998464888206618	1.0	0.004884800841863171	0.068324924171734	-0.0056788451153462005	1.1585921389336866	0.9992659568009996
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	uot	0.25	2.0	main21	endpoint_response	local_reference	True	1500	0.9998464888206618	1.0	0.004884800841863171	0.07333557153602357	0.004946800844339109	0.8624829422031781	0.9992659568009996
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	uot	0.25	2.0	main21	endpoint_response	endpoint_response	True	1500	1.0	1.0	0.0	0.0	-6.807661892125991e-17	1.0000000000000009	1.0
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	uot	0.25	2.0	main21	conditional_entropy	local_reference	False	1500	0.1209003986223994	0.19333333333333333	0.8453130844233856	12.690695113257267	0.04364543071382176	0.025181383490217903	0.0029116063229243094
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	uot	0.25	2.0	main21	conditional_entropy	endpoint_response	False	1500	0.12184322215254319	0.19333333333333333	0.8404282835815224	11.755279407785636	0.04666289726760143	0.027229074351236147	0.0025343067046091905
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	uot	0.25	2.0	main21	low_max_probability	local_reference	False	1500	0.03938140416951297	0.10666666666666667	0.92970557212946	13.957680507263873	1.5550133835008269	-1.4939103626915955	0.02128744458545928
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	uot	0.25	2.0	main21	low_max_probability	endpoint_response	False	1500	0.04059590782040348	0.10666666666666667	0.9248207712875969	12.935698120820046	1.852678534445459	-1.7877737581710862	0.022694441754252836
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	uot	0.25	2.0	main21	probability_margin_risk	local_reference	False	1500	-0.12070676298078355	0.04666666666666667	0.9332268754817602	14.010545875219009	17.904983786396258	-17.841305099676248	0.058063635615534626
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	uot	0.25	2.0	main21	probability_margin_risk	endpoint_response	False	1500	-0.11927471612209606	0.04666666666666667	0.9283420746398969	12.984951466518334	21.003796948521398	-20.93574168167316	0.059517903446222875
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	uot	0.25	2.0	main21	assigned_raw_cost	local_reference	False	1500	0.7882795432353525	0.5266666666666666	0.43804437079801345	6.576365205169195	0.01995918613806927	0.09243911673968967	0.6160983863300056
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	uot	0.25	2.0	main21	assigned_raw_cost	endpoint_response	False	1500	0.7880174275633012	0.5266666666666666	0.43315956995615024	6.0587106270286455	0.017688229228253343	0.10661866999241033	0.6101336185625801
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	uot	0.25	2.0	main21	barycentric_displacement	local_reference	False	1500	-0.21683487681550084	0.08666666666666667	0.04156191295499583	0.6239694798943983	0.07251004960694649	-0.07538994042883568	0.032720036750160664
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	uot	0.25	2.0	main21	barycentric_displacement	endpoint_response	False	1500	-0.2176157340514374	0.08666666666666667	0.04192629132382967	0.5864334633569349	0.0781818178088229	-0.08544379463032913	0.031287291938803974
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	uot	0.25	2.0	main21	transported_mass_deficit	local_reference	False	1500	0.8212167880963503	0.68	1.0004785579518345	15.020196161968657	0.22598957402681075	0.17066694795103182	0.7024069606452565
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	uot	0.25	2.0	main21	transported_mass_deficit	endpoint_response	False	1500	0.8205546402465067	0.68	1.0053633587936974	14.062267322329308	0.2557851332611798	0.19734171765764827	0.6991135307125735
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	uot	0.25	2.0	main21	source_boundary_proximity	local_reference	False	1500	-0.1554098271622884	0.15333333333333332	0.4897298924463158	7.352320539464879	0.06331582411957798	-0.007782793686332432	0.0180888791423377
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	uot	0.25	2.0	main21	source_boundary_proximity	endpoint_response	False	1500	-0.15650419915313085	0.15333333333333332	0.494614693288179	6.918298720291393	0.06777972610680963	-0.008777541878493165	0.017127989133791655
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	row_softmax	0.25		main21	finite_response_h001	local_reference	True	1500	0.9999979733324327	1.0	7.24813989762604e-05	0.0006999632097807426	0.00011514288902419392	0.9981893528715268	0.9999981828182563
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	row_softmax	0.25		main21	finite_response_h001	endpoint_response	True	1500	0.9927166332073926	0.8666666666666667	0.00784479472927875	0.07037737018302603	-0.012587373780785723	1.197178348472304	0.9803225490642353
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	row_softmax	0.25		main21	local_reference	local_reference	True	1500	1.0	1.0	0.0	0.0	7.121173603873675e-17	0.9999999999999997	1.0
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	row_softmax	0.25		main21	local_reference	endpoint_response	True	1500	0.9925785673682522	0.8666666666666667	0.007917276128255012	0.0710276166742564	-0.012701822043473653	1.199121572471228	0.9799510269637268
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	row_softmax	0.25		main21	endpoint_response	local_reference	True	1500	0.9925785673682522	0.8666666666666667	0.007917276128255012	0.07645826501319211	0.012456311999475432	0.8172240825791992	0.9799510269637267
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	row_softmax	0.25		main21	endpoint_response	endpoint_response	True	1500	1.0	1.0	0.0	0.0	5.2950993542539525e-18	1.0	1.0
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	row_softmax	0.25		main21	conditional_entropy	local_reference	False	1500	-0.4268779283901904	0.0	0.8065438760411703	7.788909268813708	0.3368906458413481	-0.25639143120687113	0.17696190319732563
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	row_softmax	0.25		main21	conditional_entropy	endpoint_response	False	1500	-0.43450902155956517	0.0	0.7986265999129153	7.164653990283589	0.4013144680702424	-0.3184801113798786	0.18608670252477189
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	row_softmax	0.25		main21	low_max_probability	local_reference	False	1500	-0.5464337290816574	0.0	0.8924505476773311	8.618522251859497	8.000892835149703	-7.929052039704907	0.27272581327403034
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	row_softmax	0.25		main21	low_max_probability	endpoint_response	False	1500	-0.5512995125775613	0.0	0.8845332715490761	7.935341540381616	9.651637734078319	-9.57847596328517	0.2712404628019398
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	row_softmax	0.25		main21	probability_margin_risk	local_reference	False	1500	-0.1976838176372523	0.06	0.8962306363336026	8.655027107263379	14.190110358839142	-14.08964661835387	0.05312101583115725
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	row_softmax	0.25		main21	probability_margin_risk	endpoint_response	False	1500	-0.19473124032499572	0.06	0.8883133602053477	7.969253542909124	15.442918705551108	-15.334810461559	0.04288455768343036
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	row_softmax	0.25		main21	assigned_raw_cost	local_reference	False	1500	-0.7689460413093517	0.006666666666666667	0.29344237938170487	2.8338149188454573	0.1495652473384677	-0.11590881126309341	0.5486233686337276
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	row_softmax	0.25		main21	assigned_raw_cost	endpoint_response	False	1500	-0.7678645261620116	0.006666666666666667	0.2855251032534499	2.561508182389657	0.16548319311338203	-0.13606200325396586	0.5152204120846633
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	row_softmax	0.25		main21	barycentric_displacement	local_reference	False	1500	0.553366788163017	0.4866666666666667	0.03331638654179554	0.3217410975984218	0.08301892648742792	0.20293183957372363	0.32160142995896435
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	row_softmax	0.25		main21	barycentric_displacement	endpoint_response	False	1500	0.5543721610542939	0.4666666666666667	0.033326521855822765	0.29897952036988296	0.08633025312434334	0.24845699125443133	0.32854735122243306
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	row_softmax	0.25		main21	transported_mass_deficit	local_reference	False	1500	0.017462359748183585	0.12433925049309665	0.10355029802061248	1.0	0.10355029802061247	-6.0547667203154e-19	-2.220446049250313e-16
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	row_softmax	0.25		main21	transported_mass_deficit	endpoint_response	False	1500	0.018670408972564834	0.12745562130177515	0.1114675741488675	1.0000000000000002	0.1114675741488674	-6.517703678810327e-19	0.0
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	row_softmax	0.25		main21	source_boundary_proximity	local_reference	False	1500	0.42061105679177174	0.26666666666666666	0.5266713028623137	5.086139904276043	0.11358015685357843	0.023704469213761625	0.1841626907073458
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	row_softmax	0.25		main21	source_boundary_proximity	endpoint_response	False	1500	0.4195879969451384	0.2866666666666667	0.5345885789905687	4.795911125477741	0.1236813590769632	0.02886593855737611	0.18611890434857514
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	balanced_ot	0.25		main21	finite_response_h001	local_reference	True	1500	0.9999995093331152	1.0	2.0703175067969747e-06	5.418771237464546e-05	-1.135383696960629e-05	1.000332769137663	0.9999999219933338
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	balanced_ot	0.25		main21	finite_response_h001	endpoint_response	True	1500	0.9994226237433884	0.9866666666666667	0.00021642321957540241	0.005688865250013991	0.0012223149103229559	0.9637729792278207	0.9992229914984128
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	balanced_ot	0.25		main21	local_reference	local_reference	True	1500	1.0	1.0	0.0	0.0	-2.2256208249529732e-17	0.9999999999999999	1.0
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	balanced_ot	0.25		main21	local_reference	endpoint_response	True	1500	0.9994100050711134	0.9866666666666667	0.00021846591500808635	0.005742559207095659	0.0012335382598596977	0.9634449264444149	0.9992076254948374
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	balanced_ot	0.25		main21	endpoint_response	local_reference	True	1500	0.9994100050711134	0.9866666666666667	0.00021846591500808635	0.0057180447575101495	-0.0012490529392146581	1.0371196090911015	0.9992076254948374
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	balanced_ot	0.25		main21	endpoint_response	endpoint_response	True	1500	1.0	1.0	0.0	0.0	2.101792609829771e-17	0.9999999999999991	1.0
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	balanced_ot	0.25		main21	conditional_entropy	local_reference	False	1500	0.008400071288920574	0.17333333333333334	0.8728136815828553	22.84469728869718	0.0497013559503731	-0.012617673803198823	0.00348068599571838
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	balanced_ot	0.25		main21	conditional_entropy	endpoint_response	False	1500	0.013003522223787659	0.17333333333333334	0.872976781147843	22.94692447549871	0.04903885386667237	-0.012069494319704487	0.003428359495770139
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	balanced_ot	0.25		main21	low_max_probability	local_reference	False	1500	-0.09228920368409052	0.05333333333333334	0.9579108372782339	25.071998261414016	1.1879871687722465	-1.1542624924627278	0.0731897994947256
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	balanced_ot	0.25		main21	low_max_probability	endpoint_response	False	1500	-0.0866563158472515	0.05333333333333334	0.9580739368432217	25.183774351682196	1.1399428739867623	-1.1061946613416922	0.07236131627208087
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	balanced_ot	0.25		main21	probability_margin_risk	local_reference	False	1500	-0.18039999128888506	0.03333333333333333	0.9616013021683176	25.168591102529472	8.737263246775774	-8.700729961681514	0.0983943829685826
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	balanced_ot	0.25		main21	probability_margin_risk	endpoint_response	False	1500	-0.17636267749452336	0.03333333333333333	0.9617644017333054	25.280781306438634	8.394301558599443	-8.357865441553104	0.09773533998020212
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	balanced_ot	0.25		main21	assigned_raw_cost	local_reference	False	1500	0.5374977997767999	0.54	0.5217825706338934	13.656940912100035	0.020646038789493185	0.03135840844896264	0.33764360723082865
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	balanced_ot	0.25		main21	assigned_raw_cost	endpoint_response	False	1500	0.5345388437950418	0.5266666666666666	0.521945670198881	13.719778272474933	0.02112179226240525	0.03021757698718522	0.3374984109644251
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	balanced_ot	0.25		main21	barycentric_displacement	local_reference	False	1500	-0.05270602520267787	0.10666666666666667	0.04577026729880523	1.197973775305334	0.03853331390875557	-0.0043425270002951715	0.0004630965373754181
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	balanced_ot	0.25		main21	barycentric_displacement	endpoint_response	False	1500	-0.058838198594754934	0.11333333333333333	0.04580673663850571	1.2040683656336983	0.03837210074894363	-0.004367584998957678	0.0005042793238696497
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	balanced_ot	0.25		main21	transported_mass_deficit	local_reference	False	1500	0.010721745127210565	0.05865248226950354	0.038206401711205755	1.0000000000000024	0.038206401711205644	-3.424516409131774e-18	-2.220446049250313e-16
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	balanced_ot	0.25		main21	transported_mass_deficit	endpoint_response	False	1500	0.011942319424561995	0.05865248226950354	0.038043302146218115	1.0000000000000024	0.03804330214621801	-3.409897468022263e-18	0.0
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	balanced_ot	0.25		main21	source_boundary_proximity	local_reference	False	1500	-0.025134221493679193	0.16666666666666666	0.4613274065529069	12.07461016716481	0.038175779659247316	-7.237185487819459e-05	6.885650015275857e-06
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID	forward	balanced_ot	0.25		main21	source_boundary_proximity	endpoint_response	False	1500	-0.0296506981825599	0.17333333333333334	0.4611643069879192	12.122089329034878	0.03801096301700587	-7.642997828536959e-05	8.26675299214763e-06
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID__reverse	reverse	uot	0.25	2.0	main21	finite_response_h001	local_reference	True	1500	0.9999996942220865	1.0	4.655479992928995e-05	0.0006985747688234706	5.212745310046332e-05	0.9985202641141478	0.9999999392627995
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID__reverse	reverse	uot	0.25	2.0	main21	finite_response_h001	endpoint_response	True	1500	0.9996816247473888	0.9933333333333333	0.00484572525152772	0.06773938847547938	-0.005763662402082074	1.159087284247853	0.9994138421153052
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID__reverse	reverse	uot	0.25	2.0	main21	local_reference	local_reference	True	1500	1.0	1.0	0.0	0.0	-7.951323470263417e-18	0.9999999999999999	1.0
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID__reverse	reverse	uot	0.25	2.0	main21	local_reference	endpoint_response	True	1500	0.9996753847446156	0.9933333333333333	0.004892280051457009	0.06839018758482099	-0.005823706758199862	1.1607979847328616	0.9994018763872506
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID__reverse	reverse	uot	0.25	2.0	main21	endpoint_response	local_reference	True	1500	0.9996753847446156	0.9933333333333333	0.004892280051457009	0.07341076346922629	0.005053845288236415	0.8609610712041736	0.9994018763872506
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID__reverse	reverse	uot	0.25	2.0	main21	endpoint_response	endpoint_response	True	1500	1.0	1.0	0.0	0.0	4.963055671673889e-17	0.9999999999999997	1.0
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID__reverse	reverse	uot	0.25	2.0	main21	conditional_entropy	local_reference	False	1500	-0.39002798134576955	0.013333333333333334	0.8444785257817924	12.671762993728292	0.23185709745886868	-0.1813310641874563	0.19873426861907972
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID__reverse	reverse	uot	0.25	2.0	main21	conditional_entropy	endpoint_response	False	1500	-0.3923355450380201	0.013333333333333334	0.8395862457303355	11.736748557972003	0.2634452490181	-0.21063109070031963	0.1988841452102923
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID__reverse	reverse	uot	0.25	2.0	main21	low_max_probability	local_reference	False	1500	-0.4382452294423242	0.0	0.9296084020280281	13.949173351178233	4.9819472462900825	-4.933801790123413	0.31333995456325314
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br8492_ANT_MID	spatialDLPFC::Br8492	primary_expansion	SDLPFC_Br8492_ANT_MID__reverse	reverse	uot	0.25	2.0	main21	low_max_probability	endpoint_response	False	1500	-0.43983716614985163	0.0	0.9247161219765709	12.926796581453146	5.789190744662356	-5.739172386090705	0.31446896316236594
