dataset	pair_id	pair_type	independent_unit_id	cohort_role	direction	pair_file_id	method	epsilon	tau	arm	intervention	local_to_endpoint_n_estimable	local_to_endpoint_spearman	local_to_endpoint_top_overlap	local_to_endpoint_raw_mae	local_to_endpoint_rmae	local_to_endpoint_intercept	local_to_endpoint_slope	local_to_endpoint_r2	h001_to_endpoint_n_estimable	h001_to_endpoint_spearman	h001_to_endpoint_top_overlap	h001_to_endpoint_raw_mae	h001_to_endpoint_rmae	h001_to_endpoint_intercept	h001_to_endpoint_slope	h001_to_endpoint_r2	path_eta_n_estimable	path_eta_median	path_eta_q90	path_eta_mean	path_eta_maximum	path_kappa_n_estimable	path_kappa_median	path_kappa_q90	path_kappa_mean	path_kappa_maximum	path_length_n_estimable	path_length_median	path_length_q90	path_length_mean	path_length_maximum
Stereo-seq	ST_DEV_E14_5_E15_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E14_5_E15_5__reverse	uot	0.25	2.0	R	I_EXPR	1500	0.9981862320827699	0.9133333333333333	0.008321892190358645	0.08576770988773322	-0.013067691356823074	1.2407952103571682	0.9866875277023074	1500	0.9982228187656973	0.9133333333333333	0.008241584758366241	0.08494003940469894	-0.01294773063666702	1.2383249092629263	0.9869312830227256	1500	0.9993508507458047	0.9998463300751208	0.9992423197804862	1.0000000000000002	1500	1.0769238380357518	1.1598987894330814	1.0890784588862885	1.5750323047011465	1500	0.0826356813214959	0.15374429962202882	0.09709397588428029	0.5591314823338415
Stereo-seq	ST_DEV_E14_5_E15_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E14_5_E15_5__reverse	uot	0.25	2.0	R	I_SPATIAL	1500	0.2427712936761305	0.013333333333333334	0.20483034897536243	0.43451610209613334	0.32172954838673945	0.5614664102911548	0.054844233834106304	1500	0.24599437777527902	0.013333333333333334	0.20373551438929643	0.43219357880230913	0.3201172806700422	0.5651933130757743	0.05630669069068339	1500	0.9411933945351552	0.9608656322784892	0.9396403368916016	0.980295180499731	1500	2.174784101078394	3.303515362335199	2.2345464841750653	3.771299682758925	1500	0.5011892955359246	0.6692550283930091	0.5029456556551384	0.7445519094979771
Stereo-seq	ST_DEV_E14_5_E15_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E14_5_E15_5__reverse	uot	0.25	2.0	N	I_EXPR	1500	0.8939657342069931	0.74	0.05710423669027834	0.25337227556744435	-0.0028989895731879414	0.810556643068585	0.7619431787026969	1500	0.8961273422788189	0.74	0.05626739223486889	0.24965918532664286	-0.003650847119412032	0.8156419151734009	0.7668402633001776	1500	0.9907393453704001	0.993974284437733	0.9905606302998001	0.9986676081456072	1500	0.7790887818585299	0.9075397473225705	0.7933206745043959	1.3677801003357082	1500	0.2205238036584732	0.2818735582809768	0.22749157564435557	0.6020193599413142
Stereo-seq	ST_DEV_E14_5_E15_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E14_5_E15_5__reverse	uot	0.25	2.0	N	I_SPATIAL	1500	0.4526835007482226	0.09333333333333334	0.15981442273539687	0.3625572442454769	0.21066464569395837	0.817151549811856	0.17543369015902022	1500	0.45560463982428434	0.09333333333333334	0.1589942236352199	0.36069652904591615	0.20916445999021846	0.8200267137086239	0.1777672212662983	1500	0.9491493248111191	0.9658016883776023	0.9471273963554768	0.9808263577945925	1500	1.87627079985088	2.766673940264377	1.9436086682825513	3.9693379186813025	1500	0.45751051567446577	0.6200820668312099	0.466639024755514	0.7904304664577437
Stereo-seq	ST_DEV_E14_5_E15_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E14_5_E15_5__reverse	row_softmax	0.25		R	I_EXPR	1500	0.9750384386837506	0.8133333333333334	0.005200640198506216	0.057311295395572844	0.00844361994302494	0.9495739364067497	0.9605797588549934	1500	0.9753680174968967	0.8133333333333334	0.0051561634766995965	0.05682115986525524	0.008373417102722274	0.9500204399353427	0.9612753913409261	1500	0.9973283403406488	0.9983614722954303	0.9971391777916618	0.9994866147559816	1500	1.0741986137396058	1.1669125321360756	1.074237636306158	1.2522258662733095	1500	0.0843880570343801	0.12660838218163517	0.09100737736484003	0.1716529924578001
Stereo-seq	ST_DEV_E14_5_E15_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E14_5_E15_5__reverse	row_softmax	0.25		R	I_SPATIAL	1500	0.5470760938115973	0.02666666666666667	0.189661438389455	0.41190501296224047	0.11578873298166227	1.272806406125927	0.28431060070053304	1500	0.5501089378261946	0.02666666666666667	0.18860465535418705	0.4096099010326004	0.11427296844543681	1.2734342802651148	0.2877213687043024	1500	0.9404957513834136	0.9698060626970518	0.9380547627367289	0.981262144629085	1500	2.031835430288813	2.8006952654430166	2.0962565638462065	3.152435324419613	1500	0.4905149789795764	0.6384905694908418	0.4933886282027911	0.7121806719014783
Stereo-seq	ST_DEV_E14_5_E15_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E14_5_E15_5__reverse	row_softmax	0.25		N	I_EXPR	1500	0.9105001735556327	0.7666666666666667	0.0663302828374445	0.325922845979732	0.04858848660911811	0.5741313529078039	0.8538072819702641	1500	0.9123784961682205	0.7733333333333333	0.06535959756122121	0.3211532521495256	0.04802261604803783	0.5783086541725255	0.8567738310469329	1500	0.9843970454414344	0.9883666907985943	0.9838572665606322	0.9931819963011997	1500	0.7397909654580234	0.8439346963121873	0.7508356891618438	0.9192416482632922	1500	0.20863442621077483	0.24121196931808295	0.20690270300423652	0.2936396988105014
Stereo-seq	ST_DEV_E14_5_E15_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E14_5_E15_5__reverse	row_softmax	0.25		N	I_SPATIAL	1500	0.6729601533156238	0.35333333333333333	0.17952758872304656	0.39950669887123363	0.06071924176824083	1.4402827338591289	0.43590612140354834	1500	0.6754985651104735	0.35333333333333333	0.17854781222321564	0.3973263806379012	0.06013832784301878	1.4372171373424458	0.4388836011590459	1500	0.9435857743053697	0.9705401938433269	0.9386357076198736	0.9835624996798782	1500	1.9920001902242048	2.7083078271467036	2.0587441804284574	3.654854097852168	1500	0.4695971924448548	0.6452849360727698	0.48169926428151355	0.7807930235262195
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E15_5_E16_5	balanced_ot	0.25		R	I_EXPR	1500	0.995963614206051	0.94	0.002942626545664755	0.03469674535056958	0.004801301697171604	0.9298726710228639	0.9778247912758569	1500	0.9960484035770683	0.94	0.00291558387841992	0.034377883094543045	0.004755929175236431	0.9304178056096595	0.9783192332982596	1500	0.9984693583138933	0.9993139246334528	0.9977535120885883	0.9998563364086293	1500	0.9863848188548174	1.0422395800263964	0.9854058504797992	1.1006019395057018	1500	0.07534106695079748	0.13404302356730766	0.08501673462912235	0.29853707700656484
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E15_5_E16_5	balanced_ot	0.25		R	I_SPATIAL	1500	0.11231575125144502	0.04	0.1925609972826921	0.4178846921590065	0.3837619798295099	0.28682396809697713	0.017284474969854635	1500	0.11586519638453173	0.04	0.1915311279355945	0.41564972951782286	0.3819218532918705	0.2925272836575773	0.018175753510950354	1500	0.9375347029433161	0.959993046269295	0.9364262234911606	0.9779868682279047	1500	2.069250403387536	3.318516837170261	2.1843286914828517	3.8058515544603333	1500	0.49469857561434044	0.6495689701974715	0.4934611124569079	0.7287669749466028
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E15_5_E16_5	balanced_ot	0.25		N	I_EXPR	1500	0.924211745871887	0.6933333333333334	0.06909478044609645	0.34609217362571243	0.04477705219418702	0.5762770387497199	0.857858454121996	1500	0.9261128596057154	0.6933333333333334	0.06809866064141681	0.341102661159396	0.04422049109440888	0.5804993752053039	0.8609488788566065	1500	0.9862513473063694	0.9908005963347788	0.9856892830581327	0.9956857524522331	1500	0.7203631756967118	0.8407563645904672	0.7347801293805424	0.9943710331599235	1500	0.20232923199841044	0.24828005037769843	0.2026246380348723	0.34231307712837583
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E15_5_E16_5	balanced_ot	0.25		N	I_SPATIAL	1500	0.355757935892416	0.16	0.1840609798896296	0.40710741865286143	0.23126636115039614	0.8218237477259843	0.15639060832281193	1500	0.35891424662855415	0.16	0.18308133505655527	0.40494063306132183	0.23007402607385988	0.8231820176862902	0.15864581419932466	1500	0.9379681618647141	0.958188988103022	0.9344518363834309	0.9748876726878517	1500	2.017386262109981	3.2706445145790064	2.145232199647043	4.276321886872188	1500	0.4788422726212709	0.6690726805037445	0.4857102682233232	0.8250938543415947
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E15_5_E16_5	uot	0.25	2.0	R	I_EXPR	1500	0.9956297971687988	0.92	0.009032115301749995	0.0825182251921127	-0.006197709174382914	1.1495511321079908	0.9783696114948479	1500	0.9957198772088344	0.92	0.008943544891810304	0.08170903788785573	-0.006154370926589704	1.1480959459142097	0.9787153056356845	1500	0.99889920091045	0.9995561300339861	0.9985939519199016	0.9999595574246828	1500	1.090206062615538	1.1632554768927375	1.0956465066021184	1.4101632606731676	1500	0.09442844724015213	0.16932146854990754	0.10962354040438849	0.6636700841799076
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E15_5_E16_5	uot	0.25	2.0	R	I_SPATIAL	1500	0.1747096847598599	0.06666666666666667	0.2105013611210113	0.4444521498979833	0.35395946073852247	0.4547604514630175	0.03795845347640581	1500	0.17817948541310463	0.06666666666666667	0.2094131365974298	0.4421544748306973	0.35224366577616895	0.45937731847797386	0.03918566521379252	1500	0.9410232779973247	0.9619977955273474	0.9396865840427576	0.9792145181559617	1500	2.1731031923045885	3.4839161636072595	2.2975046560949535	3.967855800549766	1500	0.5037747190175006	0.6737939709374023	0.505461357364862	0.763709061232926
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E15_5_E16_5	uot	0.25	2.0	N	I_EXPR	1500	0.912968853763935	0.7666666666666667	0.05628199094374304	0.2507890185385791	0.012408206383292264	0.7565158621425948	0.8104361442331611	1500	0.9149968439985975	0.7666666666666667	0.055440882370650174	0.2470410915375391	0.011813442712502384	0.7609222048025773	0.8143401062756439	1500	0.9903977137186903	0.9933970226109858	0.9897418348718751	0.9976405857005666	1500	0.7881020414366159	0.9069339454251444	0.8002041910355556	1.2786380603631005	1500	0.22339510621909497	0.2816184303491131	0.22677481557590537	0.7253041262151747
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E15_5_E16_5	uot	0.25	2.0	N	I_SPATIAL	1500	0.3847077514256673	0.10666666666666667	0.16970746199126122	0.3782608826231333	0.23281102205183113	0.7701802301835384	0.1559420858640671	1500	0.3876032656014514	0.10666666666666667	0.16887724194623308	0.376410405553245	0.23132464019640125	0.7731393806229092	0.15822547034596668	1500	0.9479757389133532	0.966197694736435	0.9458647026851219	0.9850831099099425	1500	1.9030446167336201	3.0367600840697038	2.019279011949466	4.118684024457983	1500	0.4675139400644747	0.6454948239314141	0.4759186944824481	0.8259893189257859
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E15_5_E16_5	row_softmax	0.25		R	I_EXPR	1500	0.9642732534547795	0.6866666666666666	0.01643360296432179	0.11965701526667043	-0.006278882282369285	1.183996887588197	0.894425469587235	1500	0.9650004680002081	0.6933333333333334	0.016292115664790364	0.11862681221279188	-0.006336655901008291	1.183128995080287	0.896532847932431	1500	0.9946083914058177	0.9964161125793483	0.9943033146078499	0.9984962237412721	1500	1.172670371906173	1.2635474004361502	1.1695785281167344	1.4084392574719375	1500	0.13788605660240877	0.1741593118942215	0.1381468897454042	0.22126863443410713
