method,epsilon,tau,grid_role,arm,intervention,score,claim_status,gate_family,independent_units,median_spearman,median_top_decile_overlap,median_nmae,unit_gate_pass_fraction,spearman_gate_pass,overlap_gate_pass,nmae_gate_pass,gate_pass,witness,median_nex_aurc,median_relative_fixed_qc_gain,positive_unit_fraction,positive_technology_count,leave_one_unit_out_fixed_qc_low,negative_control_pass_fraction,leakage_control_pass_fraction,confound_direction_pass_fraction,sensitivity_external_gate,sensitivity_external_gate_with_controls,registered_gate_status,confirmatory
uot,0.1,5.0,interaction_corner,R,I_SPATIAL,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,21,-0.5014504379779725,0.01,5.354108454368357,0.0,False,False,False,False,,,,,,,,,,,,,
uot,0.1,5.0,interaction_corner,R,I_SPATIAL,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,21,-0.5014504379779725,0.01,5.354108454368357,0.0,False,False,False,False,,,,,,,,,,,,,
uot,0.25,1.0,tau_scan,N,I_EXPR,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,21,0.8411019222675212,0.6466666666666667,4.789098620584383,0.0,True,True,False,False,,,,,,,,,,,,,
uot,0.25,1.0,tau_scan,N,I_EXPR,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,21,0.5176188398305955,0.5466666666666666,7.960915008512066,0.0,False,False,False,False,,,,,,,,,,,,,
uot,0.25,1.0,tau_scan,N,I_SPATIAL,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,21,0.5250156964514207,0.38,2.1934416695496592,0.0,False,False,False,False,,,,,,,,,,,,,
uot,0.25,1.0,tau_scan,N,I_SPATIAL,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,21,0.4893817872807944,0.38666666666666666,2.6783242436018617,0.0,False,False,False,False,,,,,,,,,,,,,
uot,0.25,1.0,tau_scan,R,I_EXPR,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,21,0.9979978124434723,0.9814814814814814,0.1335786863442292,1.0,True,True,True,True,,,,,,,,,,,,,
uot,0.25,1.0,tau_scan,R,I_EXPR,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,21,0.9979978124434723,0.9814814814814814,0.1335786863442292,1.0,True,True,True,True,,,,,,,,,,,,,
uot,0.25,1.0,tau_scan,R,I_SPATIAL,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,21,0.48656324558366476,0.40465631929046564,2.3798972787284223,0.0,False,False,False,False,,,,,,,,,,,,,
uot,0.25,1.0,tau_scan,R,I_SPATIAL,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,21,0.48656324558366476,0.40465631929046564,2.3798972787284223,0.0,False,False,False,False,,,,,,,,,,,,,
