dataset	pair_id	pair_type	independent_unit_id	cohort_role	direction	pair_file_id	method	epsilon	tau	stage	arm	intervention	t	converged	iterations	seconds
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	balanced_ot	0.25		local_neighborhood	N	I_EXPR	0.05	True	200	8.458528499992099
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	balanced_ot	0.25		local_neighborhood	N	I_SPATIAL	0.05	True	200	8.336876500005019
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	uot	0.25	2.0	base	BASE	NONE	0.0	True	85	3.584513900001184
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	uot	0.25	2.0	local_neighborhood	R	I_EXPR	0.05	True	85	3.600469400000293
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	uot	0.25	2.0	local_neighborhood	R	I_SPATIAL	0.05	True	85	3.5477299000049243
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	uot	0.25	2.0	local_neighborhood	N	I_EXPR	0.05	True	85	3.519974099996034
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	uot	0.25	2.0	local_neighborhood	N	I_SPATIAL	0.05	True	85	3.5501804999948945
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	row_softmax	0.25		base	BASE	NONE	0.0	True	1	0.0426039000012679
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	row_softmax	0.25		local_neighborhood	R	I_EXPR	0.05	True	1	0.03680929999973159
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	row_softmax	0.25		local_neighborhood	R	I_SPATIAL	0.05	True	1	0.03716580000764225
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	row_softmax	0.25		local_neighborhood	N	I_EXPR	0.05	True	1	0.03719250000722241
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	row_softmax	0.25		local_neighborhood	N	I_SPATIAL	0.05	True	1	0.03792539999994915
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	balanced_ot	0.25		base	BASE	NONE	0.0	True	200	8.46332429999893
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	balanced_ot	0.25		local_neighborhood	R	I_EXPR	0.05	True	200	8.43061559999478
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	balanced_ot	0.25		local_neighborhood	R	I_SPATIAL	0.05	True	200	8.336464299994987
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	balanced_ot	0.25		local_neighborhood	N	I_EXPR	0.05	True	200	8.30224079999607
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	balanced_ot	0.25		local_neighborhood	N	I_SPATIAL	0.05	True	200	8.29765760000737
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	uot	0.25	2.0	base	BASE	NONE	0.0	True	85	3.564146599994274
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	uot	0.25	2.0	local_neighborhood	R	I_EXPR	0.05	True	85	3.4881504000077257
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	uot	0.25	2.0	local_neighborhood	R	I_SPATIAL	0.05	True	85	3.5486130000062985
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	uot	0.25	2.0	local_neighborhood	N	I_EXPR	0.05	True	85	3.5506309000047622
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	uot	0.25	2.0	local_neighborhood	N	I_SPATIAL	0.05	True	85	3.4732979999971576
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	row_softmax	0.25		base	BASE	NONE	0.0	True	1	0.03869919999851845
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	row_softmax	0.25		local_neighborhood	R	I_EXPR	0.05	True	1	0.03665470000123605
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	row_softmax	0.25		local_neighborhood	R	I_SPATIAL	0.05	True	1	0.037045999997644685
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	row_softmax	0.25		local_neighborhood	N	I_EXPR	0.05	True	1	0.03867080000054557
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	row_softmax	0.25		local_neighborhood	N	I_SPATIAL	0.05	True	1	0.03659459999471437
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	balanced_ot	0.25		base	BASE	NONE	0.0	True	200	8.308521599989035
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	balanced_ot	0.25		local_neighborhood	R	I_EXPR	0.05	True	200	8.299529700001585
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	balanced_ot	0.25		local_neighborhood	R	I_SPATIAL	0.05	True	200	8.173769299988635
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	balanced_ot	0.25		local_neighborhood	N	I_EXPR	0.05	True	200	8.312802800006466
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	balanced_ot	0.25		local_neighborhood	N	I_SPATIAL	0.05	True	200	8.315179600002011
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	uot	0.25	2.0	base	BASE	NONE	0.0	True	85	3.507998100001714
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	uot	0.25	2.0	local_neighborhood	R	I_EXPR	0.05	True	85	3.5104993999993894
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	uot	0.25	2.0	local_neighborhood	R	I_SPATIAL	0.05	True	85	3.515306099987356
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	uot	0.25	2.0	local_neighborhood	N	I_EXPR	0.05	True	85	3.5186222000047565
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	uot	0.25	2.0	local_neighborhood	N	I_SPATIAL	0.05	True	85	3.52392810001038
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	row_softmax	0.25		base	BASE	NONE	0.0	True	1	0.04383369999413844
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	row_softmax	0.25		local_neighborhood	R	I_EXPR	0.05	True	1	0.037347600009525195
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	row_softmax	0.25		local_neighborhood	R	I_SPATIAL	0.05	True	1	0.03628790000220761
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	row_softmax	0.25		local_neighborhood	N	I_EXPR	0.05	True	1	0.037258700001984835
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	row_softmax	0.25		local_neighborhood	N	I_SPATIAL	0.05	True	1	0.03786710000713356
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E12_5_E13_5__reverse	balanced_ot	0.25		base	BASE	NONE	0.0	True	200	8.215985799994087
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E12_5_E13_5__reverse	balanced_ot	0.25		local_neighborhood	R	I_EXPR	0.05	True	200	8.321032599997125
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E12_5_E13_5__reverse	balanced_ot	0.25		local_neighborhood	R	I_SPATIAL	0.05	True	200	8.274491899996065
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E12_5_E13_5__reverse	balanced_ot	0.25		local_neighborhood	N	I_EXPR	0.05	True	200	8.346625199992559
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E12_5_E13_5__reverse	balanced_ot	0.25		local_neighborhood	N	I_SPATIAL	0.05	True	200	8.310116699998616
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E12_5_E13_5__reverse	uot	0.25	2.0	base	BASE	NONE	0.0	True	85	3.4938197000010405
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E12_5_E13_5__reverse	uot	0.25	2.0	local_neighborhood	R	I_EXPR	0.05	True	85	3.5585092999972403
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E12_5_E13_5__reverse	uot	0.25	2.0	local_neighborhood	R	I_SPATIAL	0.05	True	85	3.5522926000121515
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E12_5_E13_5__reverse	uot	0.25	2.0	local_neighborhood	N	I_EXPR	0.05	True	85	3.50354979999247
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E12_5_E13_5__reverse	uot	0.25	2.0	local_neighborhood	N	I_SPATIAL	0.05	True	85	3.5425569000071846
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E12_5_E13_5__reverse	row_softmax	0.25		base	BASE	NONE	0.0	True	1	0.03764349999255501
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E12_5_E13_5__reverse	row_softmax	0.25		local_neighborhood	R	I_EXPR	0.05	True	1	0.03470120001293253
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E12_5_E13_5__reverse	row_softmax	0.25		local_neighborhood	R	I_SPATIAL	0.05	True	1	0.03666969999903813
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E12_5_E13_5__reverse	row_softmax	0.25		local_neighborhood	N	I_EXPR	0.05	True	1	0.03737739998905454
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E12_5_E13_5__reverse	row_softmax	0.25		local_neighborhood	N	I_SPATIAL	0.05	True	1	0.037595599991618656
Stereo-seq	ST_DEV_E13_5_E14_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E13_5_E14_5	balanced_ot	0.25		base	BASE	NONE	0.0	True	200	8.309359799997765
Stereo-seq	ST_DEV_E13_5_E14_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E13_5_E14_5	balanced_ot	0.25		local_neighborhood	R	I_EXPR	0.05	True	200	8.30081240000436
Stereo-seq	ST_DEV_E13_5_E14_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E13_5_E14_5	balanced_ot	0.25		local_neighborhood	R	I_SPATIAL	0.05	True	200	8.274334500005352
Stereo-seq	ST_DEV_E13_5_E14_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E13_5_E14_5	balanced_ot	0.25		local_neighborhood	N	I_EXPR	0.05	True	200	8.31313670000236
Stereo-seq	ST_DEV_E13_5_E14_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E13_5_E14_5	balanced_ot	0.25		local_neighborhood	N	I_SPATIAL	0.05	True	200	8.286957199990866
Stereo-seq	ST_DEV_E13_5_E14_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E13_5_E14_5	uot	0.25	2.0	base	BASE	NONE	0.0	True	85	3.601982100008172
Stereo-seq	ST_DEV_E13_5_E14_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E13_5_E14_5	uot	0.25	2.0	local_neighborhood	R	I_EXPR	0.05	True	85	3.504476499991142
Stereo-seq	ST_DEV_E13_5_E14_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E13_5_E14_5	uot	0.25	2.0	local_neighborhood	R	I_SPATIAL	0.05	True	85	3.560470299998997
Stereo-seq	ST_DEV_E13_5_E14_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E13_5_E14_5	uot	0.25	2.0	local_neighborhood	N	I_EXPR	0.05	True	85	3.5992361000098754
Stereo-seq	ST_DEV_E13_5_E14_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E13_5_E14_5	uot	0.25	2.0	local_neighborhood	N	I_SPATIAL	0.05	True	85	3.552013699998497
Stereo-seq	ST_DEV_E13_5_E14_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E13_5_E14_5	row_softmax	0.25		base	BASE	NONE	0.0	True	1	0.03727999998955056
Stereo-seq	ST_DEV_E13_5_E14_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E13_5_E14_5	row_softmax	0.25		local_neighborhood	R	I_EXPR	0.05	True	1	0.03793520000181161
Stereo-seq	ST_DEV_E13_5_E14_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E13_5_E14_5	row_softmax	0.25		local_neighborhood	R	I_SPATIAL	0.05	True	1	0.04225339999538846
Stereo-seq	ST_DEV_E13_5_E14_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E13_5_E14_5	row_softmax	0.25		local_neighborhood	N	I_EXPR	0.05	True	1	0.03704790001211222
Stereo-seq	ST_DEV_E13_5_E14_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E13_5_E14_5	row_softmax	0.25		local_neighborhood	N	I_SPATIAL	0.05	True	1	0.037951299993437715
Stereo-seq	ST_DEV_E13_5_E14_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E13_5_E14_5__reverse	balanced_ot	0.25		base	BASE	NONE	0.0	True	200	8.305685100000119
Stereo-seq	ST_DEV_E13_5_E14_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E13_5_E14_5__reverse	balanced_ot	0.25		local_neighborhood	R	I_EXPR	0.05	True	200	8.336511800007429
Stereo-seq	ST_DEV_E13_5_E14_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E13_5_E14_5__reverse	balanced_ot	0.25		local_neighborhood	R	I_SPATIAL	0.05	True	200	8.288795500004198
Stereo-seq	ST_DEV_E13_5_E14_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E13_5_E14_5__reverse	balanced_ot	0.25		local_neighborhood	N	I_EXPR	0.05	True	200	8.274290400004247
Stereo-seq	ST_DEV_E13_5_E14_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E13_5_E14_5__reverse	balanced_ot	0.25		local_neighborhood	N	I_SPATIAL	0.05	True	200	8.228176799995708
Stereo-seq	ST_DEV_E13_5_E14_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E13_5_E14_5__reverse	uot	0.25	2.0	base	BASE	NONE	0.0	True	85	3.5526333000016166
Stereo-seq	ST_DEV_E13_5_E14_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E13_5_E14_5__reverse	uot	0.25	2.0	local_neighborhood	R	I_EXPR	0.05	True	85	3.4883238000038546
Stereo-seq	ST_DEV_E13_5_E14_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E13_5_E14_5__reverse	uot	0.25	2.0	local_neighborhood	R	I_SPATIAL	0.05	True	85	3.5379900999978418
Stereo-seq	ST_DEV_E13_5_E14_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E13_5_E14_5__reverse	uot	0.25	2.0	local_neighborhood	N	I_EXPR	0.05	True	85	3.5128003999998327
Stereo-seq	ST_DEV_E13_5_E14_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E13_5_E14_5__reverse	uot	0.25	2.0	local_neighborhood	N	I_SPATIAL	0.05	True	85	3.552723100001458
Stereo-seq	ST_DEV_E13_5_E14_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E13_5_E14_5__reverse	row_softmax	0.25		base	BASE	NONE	0.0	True	1	0.043100199996843
Stereo-seq	ST_DEV_E13_5_E14_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E13_5_E14_5__reverse	row_softmax	0.25		local_neighborhood	R	I_EXPR	0.05	True	1	0.03753869999491144
Stereo-seq	ST_DEV_E13_5_E14_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E13_5_E14_5__reverse	row_softmax	0.25		local_neighborhood	R	I_SPATIAL	0.05	True	1	0.037881799988099374
Stereo-seq	ST_DEV_E13_5_E14_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E13_5_E14_5__reverse	row_softmax	0.25		local_neighborhood	N	I_EXPR	0.05	True	1	0.037418699997942895
Stereo-seq	ST_DEV_E13_5_E14_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E13_5_E14_5__reverse	row_softmax	0.25		local_neighborhood	N	I_SPATIAL	0.05	True	1	0.03750910000235308
Stereo-seq	ST_DEV_E14_5_E15_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E14_5_E15_5	balanced_ot	0.25		base	BASE	NONE	0.0	True	200	8.34984429999895
Stereo-seq	ST_DEV_E14_5_E15_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E14_5_E15_5	balanced_ot	0.25		local_neighborhood	R	I_EXPR	0.05	True	200	8.491565200005425
Stereo-seq	ST_DEV_E14_5_E15_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E14_5_E15_5	balanced_ot	0.25		local_neighborhood	R	I_SPATIAL	0.05	True	200	8.27752600000531
Stereo-seq	ST_DEV_E14_5_E15_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E14_5_E15_5	balanced_ot	0.25		local_neighborhood	N	I_EXPR	0.05	True	200	8.274697399989236
Stereo-seq	ST_DEV_E14_5_E15_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E14_5_E15_5	balanced_ot	0.25		local_neighborhood	N	I_SPATIAL	0.05	True	200	8.270838900003582
Stereo-seq	ST_DEV_E14_5_E15_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E14_5_E15_5	uot	0.25	2.0	base	BASE	NONE	0.0	True	85	3.4934837999899173
Stereo-seq	ST_DEV_E14_5_E15_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E14_5_E15_5	uot	0.25	2.0	local_neighborhood	R	I_EXPR	0.05	True	85	3.532784499999252
Stereo-seq	ST_DEV_E14_5_E15_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E14_5_E15_5	uot	0.25	2.0	local_neighborhood	R	I_SPATIAL	0.05	True	85	3.515126500002225
Stereo-seq	ST_DEV_E14_5_E15_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E14_5_E15_5	uot	0.25	2.0	local_neighborhood	N	I_EXPR	0.05	True	85	3.6332052999932785
Stereo-seq	ST_DEV_E14_5_E15_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E14_5_E15_5	uot	0.25	2.0	local_neighborhood	N	I_SPATIAL	0.05	True	85	3.558770799994818
Stereo-seq	ST_DEV_E14_5_E15_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E14_5_E15_5	row_softmax	0.25		base	BASE	NONE	0.0	True	1	0.036796899992623366
Stereo-seq	ST_DEV_E14_5_E15_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E14_5_E15_5	row_softmax	0.25		local_neighborhood	R	I_EXPR	0.05	True	1	0.046566000004531816
Stereo-seq	ST_DEV_E14_5_E15_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E14_5_E15_5	row_softmax	0.25		local_neighborhood	R	I_SPATIAL	0.05	True	1	0.037567400009720586
Stereo-seq	ST_DEV_E14_5_E15_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E14_5_E15_5	row_softmax	0.25		local_neighborhood	N	I_EXPR	0.05	True	1	0.036496600005193613
Stereo-seq	ST_DEV_E14_5_E15_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E14_5_E15_5	row_softmax	0.25		local_neighborhood	N	I_SPATIAL	0.05	True	1	0.041747299997950904
Stereo-seq	ST_DEV_E14_5_E15_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E14_5_E15_5__reverse	balanced_ot	0.25		base	BASE	NONE	0.0	True	200	8.300260000003618
Stereo-seq	ST_DEV_E14_5_E15_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E14_5_E15_5__reverse	balanced_ot	0.25		local_neighborhood	R	I_EXPR	0.05	True	200	8.288229199999478
Stereo-seq	ST_DEV_E14_5_E15_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E14_5_E15_5__reverse	balanced_ot	0.25		local_neighborhood	R	I_SPATIAL	0.05	True	200	8.25898430000234
Stereo-seq	ST_DEV_E14_5_E15_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E14_5_E15_5__reverse	balanced_ot	0.25		local_neighborhood	N	I_EXPR	0.05	True	200	8.259538799989969
Stereo-seq	ST_DEV_E14_5_E15_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E14_5_E15_5__reverse	balanced_ot	0.25		local_neighborhood	N	I_SPATIAL	0.05	True	200	8.264629400000558
Stereo-seq	ST_DEV_E14_5_E15_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E14_5_E15_5__reverse	uot	0.25	2.0	base	BASE	NONE	0.0	True	85	3.505096799999592
Stereo-seq	ST_DEV_E14_5_E15_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E14_5_E15_5__reverse	uot	0.25	2.0	local_neighborhood	R	I_EXPR	0.05	True	85	3.5188907999981893
Stereo-seq	ST_DEV_E14_5_E15_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E14_5_E15_5__reverse	uot	0.25	2.0	local_neighborhood	R	I_SPATIAL	0.05	True	85	3.531898999994155
Stereo-seq	ST_DEV_E14_5_E15_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E14_5_E15_5__reverse	uot	0.25	2.0	local_neighborhood	N	I_EXPR	0.05	True	85	3.4555671000125585
Stereo-seq	ST_DEV_E14_5_E15_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E14_5_E15_5__reverse	uot	0.25	2.0	local_neighborhood	N	I_SPATIAL	0.05	True	85	3.5294564999931026
Stereo-seq	ST_DEV_E14_5_E15_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E14_5_E15_5__reverse	row_softmax	0.25		base	BASE	NONE	0.0	True	1	0.03593230000115
Stereo-seq	ST_DEV_E14_5_E15_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E14_5_E15_5__reverse	row_softmax	0.25		local_neighborhood	R	I_EXPR	0.05	True	1	0.04481130000203848
Stereo-seq	ST_DEV_E14_5_E15_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E14_5_E15_5__reverse	row_softmax	0.25		local_neighborhood	R	I_SPATIAL	0.05	True	1	0.03822770000260789
