dataset	pair_type	biological_pair_id	independent_unit_id	cohort_role	method	epsilon	tau	arm	intervention	h001_spearman	h001_top_overlap	h001_rmae	vector_relative_l1_median	direction_cosine_median	neighborhood_error_median	neighborhood_error_q90
STARmap_PLUS	same_age_replicates	STAR_8M_D1_D2	STAR_8M_D1_D2	legacy_replication	balanced_ot	0.25		N	I_EXPR	0.9998166292518353	0.99	0.00421141989780404	0.006239312974197849	0.9999897987516772	0.011025413325743295	0.01594584171073624
STARmap_PLUS	same_age_replicates	STAR_8M_D1_D2	STAR_8M_D1_D2	legacy_replication	balanced_ot	0.25		N	I_SPATIAL	0.9998108568048254	0.9733333333333334	0.004254831599021373	0.006302665154060338	0.9999896727375068	0.011319661462994367	0.016437518778794444
STARmap_PLUS	same_age_replicates	STAR_8M_D1_D2	STAR_8M_D1_D2	legacy_replication	balanced_ot	0.25		R	I_EXPR	0.9999986719994098	1.0	0.0003206042004797026	0.0008910147515449965	0.9999995331499095	0.0005893452599344883	0.0015970980678118632
STARmap_PLUS	same_age_replicates	STAR_8M_D1_D2	STAR_8M_D1_D2	legacy_replication	balanced_ot	0.25		R	I_SPATIAL	0.9997579714479874	0.9833333333333334	0.004504581145717326	0.006292201051873563	0.9999923179739044	0.01201197923125294	0.016911064106092645
STARmap_PLUS	same_age_replicates	STAR_8M_D1_D2	STAR_8M_D1_D2	legacy_replication	row_softmax	0.25		N	I_EXPR	0.9999459928648857	0.9933333333333333	0.0038520236193144816	0.006082780528645395	0.9999890010234032	0.009955458008070397	0.013484393484083208
STARmap_PLUS	same_age_replicates	STAR_8M_D1_D2	STAR_8M_D1_D2	legacy_replication	row_softmax	0.25		N	I_SPATIAL	0.9999424408633071	0.99	0.0038880593739043954	0.006140424636346264	0.9999888640319807	0.010216581143072346	0.01378489514676386
STARmap_PLUS	same_age_replicates	STAR_8M_D1_D2	STAR_8M_D1_D2	legacy_replication	row_softmax	0.25		R	I_EXPR	0.9999975324433478	0.99	0.0004265506260005845	0.0012229622111930927	0.99999920776998	0.0007907579754393673	0.0020220726597543633
STARmap_PLUS	same_age_replicates	STAR_8M_D1_D2	STAR_8M_D1_D2	legacy_replication	row_softmax	0.25		R	I_SPATIAL	0.9999637759839006	0.99	0.0042356654457366485	0.006009319594310968	0.9999927215467207	0.01118888694858349	0.014173435087803145
STARmap_PLUS	same_age_replicates	STAR_8M_D1_D2	STAR_8M_D1_D2	legacy_replication	uot	0.25	2.0	N	I_EXPR	0.9998511626005168	0.9866666666666667	0.0035763586178922113	0.00538540897084258	0.9999921798305014	0.009369681471966079	0.013684098824824539
STARmap_PLUS	same_age_replicates	STAR_8M_D1_D2	STAR_8M_D1_D2	legacy_replication	uot	0.25	2.0	N	I_SPATIAL	0.99984379726391	0.9833333333333334	0.0036146505952434895	0.005439970110743071	0.9999920682559666	0.009665292422876552	0.014173930823631983
STARmap_PLUS	same_age_replicates	STAR_8M_D1_D2	STAR_8M_D1_D2	legacy_replication	uot	0.25	2.0	R	I_EXPR	0.9999988337772596	1.0	0.0005345591300940145	0.0009961562693303876	0.9999996079262019	0.0014777796794856373	0.0019822250514037803
STARmap_PLUS	same_age_replicates	STAR_8M_D1_D2	STAR_8M_D1_D2	legacy_replication	uot	0.25	2.0	R	I_SPATIAL	0.9997708301203689	0.9866666666666667	0.004705744682051353	0.006499083077911273	0.9999918240963098	0.012514891286484135	0.017252243839971565
Stereo-seq	cross_stage	ST_DEV_E11_5_E12_5	Stereo-seq::shared_developmental_series	legacy_replication	balanced_ot	0.25		N	I_EXPR	0.9999703430979303	0.99	0.003684513912360721	0.005642460608171492	0.9999912107307363	0.009649627997011695	0.012884619078855346
Stereo-seq	cross_stage	ST_DEV_E11_5_E12_5	Stereo-seq::shared_developmental_series	legacy_replication	balanced_ot	0.25		N	I_SPATIAL	0.999972846210154	0.9966666666666666	0.0037205217347226266	0.0057007588276687185	0.9999910797331291	0.00990491437863464	0.01327232724932068
Stereo-seq	cross_stage	ST_DEV_E11_5_E12_5	Stereo-seq::shared_developmental_series	legacy_replication	balanced_ot	0.25		R	I_EXPR	0.9999985688882529	1.0	0.0003462789943689431	0.001083748837761312	0.9999992077807589	0.0006540279273079767	0.0015713117709601051
Stereo-seq	cross_stage	ST_DEV_E11_5_E12_5	Stereo-seq::shared_developmental_series	legacy_replication	balanced_ot	0.25		R	I_SPATIAL	0.9999736248771668	0.9966666666666666	0.003984570548022981	0.005704220130197976	0.9999930082197499	0.010531798933668571	0.013555485354026136
Stereo-seq	cross_stage	ST_DEV_E11_5_E12_5	Stereo-seq::shared_developmental_series	legacy_replication	row_softmax	0.25		N	I_EXPR	0.9999606719825209	0.9966666666666666	0.003241126320570358	0.006067515133062006	0.9999874247946045	0.008613979328800283	0.011925457602958798
Stereo-seq	cross_stage	ST_DEV_E11_5_E12_5	Stereo-seq::shared_developmental_series	legacy_replication	row_softmax	0.25		N	I_SPATIAL	0.9999606062047139	1.0	0.0032765694117887654	0.006126825204494707	0.9999872911409922	0.00893301377908042	0.012327795369952682
Stereo-seq	cross_stage	ST_DEV_E11_5_E12_5	Stereo-seq::shared_developmental_series	legacy_replication	row_softmax	0.25		R	I_EXPR	0.9999965582206927	1.0	0.0006728463912711404	0.002079009045120372	0.9999975396147911	0.0017812189664420835	0.002963553381403864
Stereo-seq	cross_stage	ST_DEV_E11_5_E12_5	Stereo-seq::shared_developmental_series	legacy_replication	row_softmax	0.25		R	I_SPATIAL	0.9999693884308394	1.0	0.003981450592659404	0.0057806991082771444	0.9999931012396932	0.010562126678036915	0.013241457122015712
Stereo-seq	cross_stage	ST_DEV_E11_5_E12_5	Stereo-seq::shared_developmental_series	legacy_replication	uot	0.25	2.0	N	I_EXPR	0.9999746204331648	0.9933333333333333	0.0030282723557446597	0.0048557528689856504	0.9999931181174682	0.0077792476569369445	0.01116752266734787
Stereo-seq	cross_stage	ST_DEV_E11_5_E12_5	Stereo-seq::shared_developmental_series	legacy_replication	uot	0.25	2.0	N	I_SPATIAL	0.9999738630994948	0.9966666666666666	0.0030608693574675225	0.004908329674145209	0.9999930246993773	0.008070300168826141	0.011561219191819301
Stereo-seq	cross_stage	ST_DEV_E11_5_E12_5	Stereo-seq::shared_developmental_series	legacy_replication	uot	0.25	2.0	R	I_EXPR	0.9999989795551021	1.0	0.0007882132188955475	0.0011753185125595667	0.9999993159699975	0.001793623065861388	0.0028396706050909104
Stereo-seq	cross_stage	ST_DEV_E11_5_E12_5	Stereo-seq::shared_developmental_series	legacy_replication	uot	0.25	2.0	R	I_SPATIAL	0.999975253322335	0.9933333333333333	0.004204573125885115	0.005914374073680414	0.9999924576847199	0.011138211675865994	0.013988762110431926
Stereo-seq	cross_stage	ST_DEV_E12_5_E13_5	Stereo-seq::shared_developmental_series	legacy_replication	balanced_ot	0.25		N	I_EXPR	0.9999742719885656	0.9933333333333333	0.0038581579786416426	0.005821299255249962	0.9999910313532464	0.010151225096114328	0.013218025921306489
Stereo-seq	cross_stage	ST_DEV_E12_5_E13_5	Stereo-seq::shared_developmental_series	legacy_replication	balanced_ot	0.25		N	I_SPATIAL	0.9999728906546181	0.99	0.003894248675138208	0.005890696517169381	0.9999909077014324	0.010432587433161998	0.01362128991363324
Stereo-seq	cross_stage	ST_DEV_E12_5_E13_5	Stereo-seq::shared_developmental_series	legacy_replication	balanced_ot	0.25		R	I_EXPR	0.9999989511106451	1.0	0.00025253703000433853	0.0009325375125916123	0.999999361108777	0.0004099525239321697	0.001054016219146859
Stereo-seq	cross_stage	ST_DEV_E12_5_E13_5	Stereo-seq::shared_developmental_series	legacy_replication	balanced_ot	0.25		R	I_SPATIAL	0.9999672159854294	0.9933333333333333	0.004037337649057195	0.005843477063234584	0.9999927969012621	0.01074145270668913	0.013926259864242152
Stereo-seq	cross_stage	ST_DEV_E12_5_E13_5	Stereo-seq::shared_developmental_series	legacy_replication	row_softmax	0.25		N	I_EXPR	0.9999771982120882	0.9933333333333333	0.0033440504818032916	0.0062376250615261055	0.99998649168731	0.008641021839557426	0.011664953639039228
Stereo-seq	cross_stage	ST_DEV_E12_5_E13_5	Stereo-seq::shared_developmental_series	legacy_replication	row_softmax	0.25		N	I_SPATIAL	0.9999773742121665	1.0	0.003379350886663894	0.0062863293788703156	0.9999863920963697	0.00897428618825871	0.012150427592664662
Stereo-seq	cross_stage	ST_DEV_E12_5_E13_5	Stereo-seq::shared_developmental_series	legacy_replication	row_softmax	0.25		R	I_EXPR	0.9999935146637844	1.0	0.0009674994695088345	0.002271620632482123	0.9999972691727113	0.0025270053724080746	0.00391792264736556
Stereo-seq	cross_stage	ST_DEV_E12_5_E13_5	Stereo-seq::shared_developmental_series	legacy_replication	row_softmax	0.25		R	I_SPATIAL	0.9999711110982716	0.9933333333333333	0.003981233974196793	0.005778341563289166	0.9999929133538057	0.010531700546625966	0.013278582938927686
Stereo-seq	cross_stage	ST_DEV_E12_5_E13_5	Stereo-seq::shared_developmental_series	legacy_replication	uot	0.25	2.0	N	I_EXPR	0.9999721173209413	0.9966666666666666	0.003124521774830317	0.0049760547740197465	0.9999929935368468	0.008191894663149485	0.01133907710094206
Stereo-seq	cross_stage	ST_DEV_E12_5_E13_5	Stereo-seq::shared_developmental_series	legacy_replication	uot	0.25	2.0	N	I_SPATIAL	0.999971628431835	0.9966666666666666	0.003156648061649178	0.005024916650892223	0.9999928938465639	0.008471799723600952	0.011764460332170079
Stereo-seq	cross_stage	ST_DEV_E12_5_E13_5	Stereo-seq::shared_developmental_series	legacy_replication	uot	0.25	2.0	R	I_EXPR	0.9999991359996161	1.0	0.0008613225409808592	0.0011284712770617898	0.9999993601505733	0.0018884501385363504	0.0028883251855462942
Stereo-seq	cross_stage	ST_DEV_E12_5_E13_5	Stereo-seq::shared_developmental_series	legacy_replication	uot	0.25	2.0	R	I_SPATIAL	0.9999685155415625	1.0	0.0042583787881439435	0.006043156028550042	0.999992290401577	0.01135652757268742	0.014419169546393168
Stereo-seq	cross_stage	ST_DEV_E13_5_E14_5	Stereo-seq::shared_developmental_series	legacy_replication	balanced_ot	0.25		N	I_EXPR	0.9999820657698071	0.9966666666666666	0.00385311315423758	0.005769269959408376	0.9999913396898034	0.010226524173435107	0.012715476053361225
Stereo-seq	cross_stage	ST_DEV_E13_5_E14_5	Stereo-seq::shared_developmental_series	legacy_replication	balanced_ot	0.25		N	I_SPATIAL	0.9999823022143566	0.9966666666666666	0.0038882033656060843	0.00582926194708103	0.9999912195604785	0.010509971923970523	0.01299727152360286
Stereo-seq	cross_stage	ST_DEV_E13_5_E14_5	Stereo-seq::shared_developmental_series	legacy_replication	balanced_ot	0.25		R	I_EXPR	0.9999990275551235	1.0	0.00024041788341385196	0.0008703129950420346	0.9999995340028766	0.00041081530968630875	0.001106947308990035
Stereo-seq	cross_stage	ST_DEV_E13_5_E14_5	Stereo-seq::shared_developmental_series	legacy_replication	balanced_ot	0.25		R	I_SPATIAL	0.9999772693232309	0.9933333333333333	0.003979092457273993	0.005806118221834479	0.9999929269625358	0.010777761395537357	0.012889344921909724
Stereo-seq	cross_stage	ST_DEV_E13_5_E14_5	Stereo-seq::shared_developmental_series	legacy_replication	row_softmax	0.25		N	I_EXPR	0.9999797457687759	0.9966666666666666	0.0031624426450910835	0.006380899142579229	0.9999849861723821	0.008292609684760725	0.010836019301606447
Stereo-seq	cross_stage	ST_DEV_E13_5_E14_5	Stereo-seq::shared_developmental_series	legacy_replication	row_softmax	0.25		N	I_SPATIAL	0.9999793155463625	1.0	0.003196640777282035	0.006425862966656473	0.9999848767554238	0.008564473554929387	0.011312110800842774
Stereo-seq	cross_stage	ST_DEV_E13_5_E14_5	Stereo-seq::shared_developmental_series	legacy_replication	row_softmax	0.25		R	I_EXPR	0.9999883591059374	0.9966666666666666	0.0010277734386626841	0.002327411120281008	0.9999972294908076	0.002662561006072408	0.004231648209442016
Stereo-seq	cross_stage	ST_DEV_E13_5_E14_5	Stereo-seq::shared_developmental_series	legacy_replication	row_softmax	0.25		R	I_SPATIAL	0.9999803626579391	0.9933333333333333	0.00393975448568601	0.005741109738453521	0.9999930637334202	0.010475656082828343	0.012723753158115953
Stereo-seq	cross_stage	ST_DEV_E13_5_E14_5	Stereo-seq::shared_developmental_series	legacy_replication	uot	0.25	2.0	N	I_EXPR	0.999979720879876	0.9966666666666666	0.003078223639183109	0.004947640079319066	0.9999932133216287	0.008196851934184521	0.010864149800820375
Stereo-seq	cross_stage	ST_DEV_E13_5_E14_5	Stereo-seq::shared_developmental_series	legacy_replication	uot	0.25	2.0	N	I_SPATIAL	0.9999789937684418	0.9966666666666666	0.003109088156015226	0.004994557417702236	0.9999931139643643	0.008499463993300399	0.011252683528510367
Stereo-seq	cross_stage	ST_DEV_E13_5_E14_5	Stereo-seq::shared_developmental_series	legacy_replication	uot	0.25	2.0	R	I_EXPR	0.9999989955551092	1.0	0.0008878417518852601	0.0010931956735114419	0.9999994875913791	0.0018421772357243434	0.003171280958636044
Stereo-seq	cross_stage	ST_DEV_E13_5_E14_5	Stereo-seq::shared_developmental_series	legacy_replication	uot	0.25	2.0	R	I_SPATIAL	0.9999802151023179	1.0	0.004198432283667928	0.0059945615502793054	0.9999924602780608	0.011346713664343214	0.013470106203356076
Stereo-seq	cross_stage	ST_DEV_E14_5_E15_5	Stereo-seq::shared_developmental_series	legacy_replication	balanced_ot	0.25		N	I_EXPR	0.9999856604380715	1.0	0.003750475732351509	0.0055980392260853535	0.9999918497956692	0.009965711499972284	0.012337606894460076
Stereo-seq	cross_stage	ST_DEV_E14_5_E15_5	Stereo-seq::shared_developmental_series	legacy_replication	balanced_ot	0.25		N	I_SPATIAL	0.9999848675488301	0.9933333333333333	0.00378330432019744	0.005654660273178638	0.9999917407007959	0.010187263776696162	0.012634713150178754
Stereo-seq	cross_stage	ST_DEV_E14_5_E15_5	Stereo-seq::shared_developmental_series	legacy_replication	balanced_ot	0.25		R	I_EXPR	0.999998728888324	1.0	0.00029966480396817366	0.0008982847234811589	0.999999466872159	0.0005730339574893878	0.0012864610950802792
Stereo-seq	cross_stage	ST_DEV_E14_5_E15_5	Stereo-seq::shared_developmental_series	legacy_replication	balanced_ot	0.25		R	I_SPATIAL	0.9999850951044869	0.9966666666666666	0.0038875636881722953	0.005696634259909112	0.9999931779024251	0.010488511762519161	0.012431471844592043
Stereo-seq	cross_stage	ST_DEV_E14_5_E15_5	Stereo-seq::shared_developmental_series	legacy_replication	row_softmax	0.25		N	I_EXPR	0.9999749102110713	0.9966666666666666	0.003159536789421268	0.006371265772100213	0.9999851505861239	0.008210164812503567	0.011337417860865768
Stereo-seq	cross_stage	ST_DEV_E14_5_E15_5	Stereo-seq::shared_developmental_series	legacy_replication	row_softmax	0.25		N	I_SPATIAL	0.9999759271004122	0.9933333333333334	0.003194002141820032	0.006427993460317601	0.9999850290309987	0.008518913690264564	0.011770204174066535
Stereo-seq	cross_stage	ST_DEV_E14_5_E15_5	Stereo-seq::shared_developmental_series	legacy_replication	row_softmax	0.25		R	I_EXPR	0.9999947288865463	0.9966666666666666	0.0010465165284523808	0.0022753271041392326	0.9999974049913412	0.0027513379683102275	0.003851186240812046
Stereo-seq	cross_stage	ST_DEV_E14_5_E15_5	Stereo-seq::shared_developmental_series	legacy_replication	row_softmax	0.25		R	I_SPATIAL	0.9999825262144562	1.0	0.0038964780962407798	0.005798344498123908	0.9999930892382963	0.010625106106222542	0.012337044167906045
Stereo-seq	cross_stage	ST_DEV_E14_5_E15_5	Stereo-seq::shared_developmental_series	legacy_replication	uot	0.25	2.0	N	I_EXPR	0.999981432880637	0.9933333333333334	0.0029993232002287996	0.0047916241765799256	0.9999935550665607	0.007835427937655773	0.010715352388611564
Stereo-seq	cross_stage	ST_DEV_E14_5_E15_5	Stereo-seq::shared_developmental_series	legacy_replication	uot	0.25	2.0	N	I_SPATIAL	0.9999808124359166	0.9966666666666666	0.003027530847450331	0.004836027878432679	0.9999934668097832	0.00808723235520982	0.01104557412985722
Stereo-seq	cross_stage	ST_DEV_E14_5_E15_5	Stereo-seq::shared_developmental_series	legacy_replication	uot	0.25	2.0	R	I_EXPR	0.9999988497772666	1.0	0.0008828312978710054	0.001128128089361691	0.9999994868882038	0.0018895040120862857	0.0032682846651254215
Stereo-seq	cross_stage	ST_DEV_E14_5_E15_5	Stereo-seq::shared_developmental_series	legacy_replication	uot	0.25	2.0	R	I_SPATIAL	0.9999843057708027	1.0	0.004105454082882265	0.005874381910048462	0.9999927179447344	0.011053589287926158	0.012966728078778987
Stereo-seq	cross_stage	ST_DEV_E15_5_E16_5	Stereo-seq::shared_developmental_series	legacy_replication	balanced_ot	0.25		N	I_EXPR	0.999979955546647	0.9933333333333333	0.0037063486189740117	0.005731409535244369	0.999990826969813	0.00982694839148756	0.012387163604138253
Stereo-seq	cross_stage	ST_DEV_E15_5_E16_5	Stereo-seq::shared_developmental_series	legacy_replication	balanced_ot	0.25		N	I_SPATIAL	0.9999808675470523	0.9966666666666666	0.00374026636677262	0.005793822878910806	0.9999906945468966	0.010090540182487258	0.012680989809828711
Stereo-seq	cross_stage	ST_DEV_E15_5_E16_5	Stereo-seq::shared_developmental_series	legacy_replication	balanced_ot	0.25		R	I_EXPR	0.9999981831103035	1.0	0.0003361739484148814	0.001124339609277664	0.9999992209779915	0.000676629407158628	0.0015531140845247726
Stereo-seq	cross_stage	ST_DEV_E15_5_E16_5	Stereo-seq::shared_developmental_series	legacy_replication	balanced_ot	0.25		R	I_SPATIAL	0.9999817386585506	0.9933333333333333	0.003923755406274572	0.005725473807147368	0.9999930978419389	0.010481909693627871	0.012626001358274146
Stereo-seq	cross_stage	ST_DEV_E15_5_E16_5	Stereo-seq::shared_developmental_series	legacy_replication	row_softmax	0.25		N	I_EXPR	0.9999779466568652	0.9966666666666666	0.0032163586519554236	0.006355461380167647	0.9999853110306933	0.008250240367357489	0.011854275636630532
Stereo-seq	cross_stage	ST_DEV_E15_5_E16_5	Stereo-seq::shared_developmental_series	legacy_replication	row_softmax	0.25		N	I_SPATIAL	0.9999767413229962	0.9966666666666666	0.0032515413204975323	0.006409836940983011	0.9999851801012286	0.008536747560328531	0.012316817377070426
Stereo-seq	cross_stage	ST_DEV_E15_5_E16_5	Stereo-seq::shared_developmental_series	legacy_replication	row_softmax	0.25		R	I_EXPR	0.9999913404405958	0.9966666666666666	0.0011944979952573137	0.0023681293053796656	0.9999973511473589	0.0030461713906314095	0.004679592765441014
Stereo-seq	cross_stage	ST_DEV_E15_5_E16_5	Stereo-seq::shared_developmental_series	legacy_replication	row_softmax	0.25		R	I_SPATIAL	0.9999821528809569	1.0	0.003938708796708071	0.005811220234636079	0.9999931057323501	0.010628113349435853	0.012789608476402117
Stereo-seq	cross_stage	ST_DEV_E15_5_E16_5	Stereo-seq::shared_developmental_series	legacy_replication	uot	0.25	2.0	N	I_EXPR	0.9999799786577683	1.0	0.0030170984162161798	0.004971815164368929	0.9999927333176111	0.007931612979533317	0.010708339963019581
Stereo-seq	cross_stage	ST_DEV_E15_5_E16_5	Stereo-seq::shared_developmental_series	legacy_replication	uot	0.25	2.0	N	I_SPATIAL	0.999980478213546	0.9933333333333333	0.0030481574240398403	0.005026054925936646	0.9999926395596477	0.008245980513719825	0.011069548893900796
Stereo-seq	cross_stage	ST_DEV_E15_5_E16_5	Stereo-seq::shared_developmental_series	legacy_replication	uot	0.25	2.0	R	I_EXPR	0.9999983964437319	1.0	0.0008851062728663728	0.0013838062194564589	0.9999992343767138	0.002106766495279319	0.0033927849037678594
Stereo-seq	cross_stage	ST_DEV_E15_5_E16_5	Stereo-seq::shared_developmental_series	legacy_replication	uot	0.25	2.0	R	I_SPATIAL	0.9999839466595319	0.9933333333333333	0.004143772251139911	0.005909111551053527	0.9999926225324326	0.011067817106185762	0.013158869267276739
Stereo-seq	same_age_sections	ST_E15_5_S1_S2	ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		N	I_EXPR	0.9999036710682984	0.9866666666666666	0.0041425215589083455	0.006115104081608206	0.9999910765485842	0.010877024270567196	0.014445329359053492
Stereo-seq	same_age_sections	ST_E15_5_S1_S2	ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		N	I_SPATIAL	0.9999022061787584	0.99	0.004185986964948345	0.006185720162792419	0.9999909518713221	0.01123834468419705	0.014910910800869197
Stereo-seq	same_age_sections	ST_E15_5_S1_S2	ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		R	I_EXPR	0.9999989031106236	1.0	0.00021325784676651444	0.0008609540639821693	0.9999995816145574	0.0004531963082449766	0.0010577411038709195
Stereo-seq	same_age_sections	ST_E15_5_S1_S2	ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		R	I_SPATIAL	0.9998730097213377	0.99	0.004257664633618178	0.006220014238321548	0.9999925815866764	0.01167864487257931	0.014753706530746334
Stereo-seq	same_age_sections	ST_E15_5_S1_S2	ST_E15_5_S1_S2	legacy_replication	row_softmax	0.25		N	I_EXPR	0.9999449261977451	0.99	0.0036229469491996366	0.006414773288198325	0.9999864973206981	0.009287237020721366	0.012549781862354913
Stereo-seq	same_age_sections	ST_E15_5_S1_S2	ST_E15_5_S1_S2	legacy_replication	row_softmax	0.25		N	I_SPATIAL	0.9999448586421595	0.9933333333333333	0.003662124804237387	0.006481778119883168	0.9999863776986436	0.009639943173496555	0.013034320226787077
Stereo-seq	same_age_sections	ST_E15_5_S1_S2	ST_E15_5_S1_S2	legacy_replication	row_softmax	0.25		R	I_EXPR	0.9999954435535305	0.9966666666666666	0.0007430432284947844	0.001958136271020626	0.9999980802379906	0.0018397224494052773	0.0030334994317878948
Stereo-seq	same_age_sections	ST_E15_5_S1_S2	ST_E15_5_S1_S2	legacy_replication	row_softmax	0.25		R	I_SPATIAL	0.9999679928746636	0.99	0.004141225969886228	0.00603743062691858	0.9999928697917486	0.01117395590158218	0.013438245469190344
Stereo-seq	same_age_sections	ST_E15_5_S1_S2	ST_E15_5_S1_S2	legacy_replication	uot	0.25	2.0	N	I_EXPR	0.9999093155152514	0.99	0.003462334444834954	0.005252208055256287	0.9999931789840123	0.009104236299833975	0.012522339056308158
Stereo-seq	same_age_sections	ST_E15_5_S1_S2	ST_E15_5_S1_S2	legacy_replication	uot	0.25	2.0	N	I_SPATIAL	0.9999067235140995	0.99	0.003500575017582163	0.005310385775435949	0.9999930802814321	0.009503112908484494	0.013008408565476172
Stereo-seq	same_age_sections	ST_E15_5_S1_S2	ST_E15_5_S1_S2	legacy_replication	uot	0.25	2.0	R	I_EXPR	0.9999987573327811	1.0	0.0007362463047657718	0.001020005700908744	0.9999995937654951	0.0017024035462634693	0.002836066602731776
Stereo-seq	same_age_sections	ST_E15_5_S1_S2	ST_E15_5_S1_S2	legacy_replication	uot	0.25	2.0	R	I_SPATIAL	0.99988556972692	0.99	0.004467995516705734	0.0064167903937502515	0.9999920303751378	0.01220907709464322	0.015239258126218926
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br2720_ANT_MID	spatialDLPFC::Br2720	primary_expansion	balanced_ot	0.25		N	I_EXPR	0.9998590328262369	0.9833333333333334	0.004166787618646235	0.006281021768992986	0.9999912869834655	0.011089161221859371	0.01444820021855498
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br2720_ANT_MID	spatialDLPFC::Br2720	primary_expansion	balanced_ot	0.25		N	I_SPATIAL	0.9998521243787221	0.9866666666666666	0.0042079792201529225	0.006350206095743752	0.9999911543300621	0.011456860643685032	0.014997829615281053
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br2720_ANT_MID	spatialDLPFC::Br2720	primary_expansion	balanced_ot	0.25		R	I_EXPR	0.9999996124442723	1.0	6.924847253000526e-05	0.0004971079873981154	0.9999998336204752	0.00012128486983649629	0.00039159535638323565
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br2720_ANT_MID	spatialDLPFC::Br2720	primary_expansion	balanced_ot	0.25		R	I_SPATIAL	0.9998124834722149	0.99	0.004253175172793883	0.0063378982500305785	0.9999919934685623	0.011607739202868492	0.015028481245952302
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br2720_ANT_MID	spatialDLPFC::Br2720	primary_expansion	row_softmax	0.25		N	I_EXPR	0.9999804515468674	0.9933333333333333	0.0035944682128046007	0.0060330757643524205	0.9999898994866321	0.00942222867684531	0.011825944440676183
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br2720_ANT_MID	spatialDLPFC::Br2720	primary_expansion	row_softmax	0.25		N	I_SPATIAL	0.9999796853243046	0.9966666666666666	0.003625114981692652	0.00609526508162973	0.9999897587273913	0.00963576863400658	0.012102228977568522
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br2720_ANT_MID	spatialDLPFC::Br2720	primary_expansion	row_softmax	0.25		R	I_EXPR	0.9999991502218446	0.9966666666666666	0.00034065423078007476	0.001222951967358277	0.9999991650440616	0.000703657044310363	0.0015937846981128549
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br2720_ANT_MID	spatialDLPFC::Br2720	primary_expansion	row_softmax	0.25		R	I_SPATIAL	0.9999825831033704	0.9933333333333333	0.003988593744746593	0.0059532609131442565	0.9999925570793817	0.010715613342576414	0.012695215145293079
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br2720_ANT_MID	spatialDLPFC::Br2720	primary_expansion	uot	0.25	2.0	N	I_EXPR	0.9998958986203994	0.9966666666666666	0.0035093383242867033	0.0053184451681462476	0.9999932196053735	0.009393853372251702	0.012279932666846457
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br2720_ANT_MID	spatialDLPFC::Br2720	primary_expansion	uot	0.25	2.0	N	I_SPATIAL	0.999902289734351	0.99	0.0035463258768921196	0.005380831923230066	0.9999931152019376	0.009754106947674486	0.012783557493904262
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br2720_ANT_MID	spatialDLPFC::Br2720	primary_expansion	uot	0.25	2.0	R	I_EXPR	0.9999997102220934	1.0	0.0006503985858849581	0.0007370480653315417	0.9999998978808737	0.0016185233762211616	0.0020101043876976027
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br2720_ANT_MID	spatialDLPFC::Br2720	primary_expansion	uot	0.25	2.0	R	I_SPATIAL	0.999837239038773	0.9966666666666666	0.0044734356782388796	0.0065187791734691615	0.9999913070478067	0.012060131473529197	0.015452860735824992
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br2743_ANT_MID	spatialDLPFC::Br2743	primary_expansion	balanced_ot	0.25		N	I_EXPR	0.999876250611667	0.9866666666666666	0.004204642793055243	0.006080741332673894	0.9999907211108672	0.010861619942874247	0.01517938085432937
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br2743_ANT_MID	spatialDLPFC::Br2743	primary_expansion	balanced_ot	0.25		N	I_SPATIAL	0.9998720301653469	0.99	0.004245947295475195	0.006143700614453899	0.9999905868978961	0.011121965563554426	0.015655176311985673
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br2743_ANT_MID	spatialDLPFC::Br2743	primary_expansion	balanced_ot	0.25		R	I_EXPR	0.9999989422217521	1.0	0.00024202992259488173	0.0007797245340234408	0.9999995726647912	0.00041608466143069114	0.0011256458051236377
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br2743_ANT_MID	spatialDLPFC::Br2743	primary_expansion	balanced_ot	0.25		R	I_SPATIAL	0.9998443999308446	0.9833333333333334	0.004279667654685253	0.006153364320409678	0.9999919756347785	0.01146895575784021	0.015264623359475822
spatialDLPFC	within_donor_adjacent_position	SDLPFC_Br2743_ANT_MID	spatialDLPFC::Br2743	primary_expansion	row_softmax	0.25		N	I_EXPR	0.9999854346601933	1.0	0.002429027818985955	0.006506533930922158	0.9999840165577599	0.006602067356734225	0.0097396774949454
