independent_unit_id	cohort_role	method	epsilon	tau	arm	intervention	h	h_spearman	h_top_overlap	h_rmae	scalar_gate_pass
HER2ST::C	manual_truth_controlled	row_softmax	0.25		N	I_SPATIAL	0.01	0.9999431857261628	0.9642857142857143	0.003724282864548926	True
HER2ST::C	manual_truth_controlled	row_softmax	0.25		N	I_SPATIAL	0.02	0.9998649671662684	0.9642857142857143	0.007473994514557535	True
HER2ST::C	manual_truth_controlled	row_softmax	0.25		R	I_EXPR	0.000625	0.9999962179021248	1.0	4.8601999344944665e-05	True
HER2ST::C	manual_truth_controlled	row_softmax	0.25		R	I_EXPR	0.00125	0.9999962179021248	1.0	9.721454416060433e-05	True
HER2ST::C	manual_truth_controlled	row_softmax	0.25		R	I_EXPR	0.0025	0.9999885709006661	1.0	0.00019445177089174768	True
HER2ST::C	manual_truth_controlled	row_softmax	0.25		R	I_EXPR	0.005	0.9999758535001375	1.0	0.0003889664677729483	True
HER2ST::C	manual_truth_controlled	row_softmax	0.25		R	I_EXPR	0.01	0.9999682064986786	1.0	0.0007781324864511803	True
HER2ST::C	manual_truth_controlled	row_softmax	0.25		R	I_EXPR	0.02	0.9999288488016065	1.0	0.0015570166456239788	True
HER2ST::C	manual_truth_controlled	row_softmax	0.25		R	I_SPATIAL	0.000625	0.9999975062033193	1.0	0.0002378698476436671	True
HER2ST::C	manual_truth_controlled	row_softmax	0.25		R	I_SPATIAL	0.00125	0.9999962179021248	1.0	0.0004758212037337336	True
HER2ST::C	manual_truth_controlled	row_softmax	0.25		R	I_SPATIAL	0.0025	0.9999936412997358	1.0	0.0009520008099594937	True
HER2ST::C	manual_truth_controlled	row_softmax	0.25		R	I_SPATIAL	0.005	0.9999761019172623	1.0	0.001906023910052337	True
HER2ST::C	manual_truth_controlled	row_softmax	0.25		R	I_SPATIAL	0.01	0.9999333761508563	1.0	0.0038207218210325722	True
HER2ST::C	manual_truth_controlled	row_softmax	0.25		R	I_SPATIAL	0.02	0.9998452652099471	1.0	0.00767534236819248	True
HER2ST::C	manual_truth_controlled	uot	0.25	2.0	N	I_EXPR	0.000625	0.9999936412997358	1.0	0.00021073820364460216	True
HER2ST::C	manual_truth_controlled	uot	0.25	2.0	N	I_EXPR	0.00125	0.9999798012094292	1.0	0.00042144657571228114	True
HER2ST::C	manual_truth_controlled	uot	0.25	2.0	N	I_EXPR	0.0025	0.9999647556236364	1.0	0.0008423388135904308	True
HER2ST::C	manual_truth_controlled	uot	0.25	2.0	N	I_EXPR	0.005	0.9999018310666596	1.0	0.001682786463942485	True
HER2ST::C	manual_truth_controlled	uot	0.25	2.0	N	I_EXPR	0.01	0.9997581113473994	1.0	0.0033566432678808866	True
HER2ST::C	manual_truth_controlled	uot	0.25	2.0	N	I_EXPR	0.02	0.9993443259606758	0.9642857142857143	0.006680009592241135	True
