independent_unit_id	oracle__top1	permuted__top1	beneficial_delta__top1	oracle__top5	permuted__top5	beneficial_delta__top5	oracle__top10	permuted__top10	beneficial_delta__top10	oracle__mean_reciprocal_rank	permuted__mean_reciprocal_rank	beneficial_delta__mean_reciprocal_rank	oracle__median_true_rank	permuted__median_true_rank	beneficial_delta__median_true_rank	oracle__region_label_accuracy	permuted__region_label_accuracy	beneficial_delta__region_label_accuracy	oracle__true_pair_cosine	permuted__true_pair_cosine	beneficial_delta__true_pair_cosine
HER2ST::A	0.009363164069046422	0.0033889332462336674	0.005974230822812754	0.022487974640665504	0.01780120731216129	0.004686767328504215	0.055681896919981655	0.03669655535240297	0.018985341567578688	0.03358743006444291	0.02197696390277116	0.011610466161671752	114.4	151.095	36.69499999999999	0.7687254360616433	0.7424026284123635	0.026322807649279856	0.09220202818706336	0.010709351677187269	0.08149267650987609
HER2ST::B	0.016673222882629377	0.0028469934335451667	0.01382622944908421	0.06717371779847364	0.02008247171011175	0.04709124608836189	0.1170581376429185	0.0379730200194405	0.079085117623478	0.059731905670713695	0.023804906626175015	0.03592699904453868	62.849999999999994	124.225	61.375	0.4939195003297584	0.25867931222834994	0.23524018810140845	0.3128872949606152	-0.009493197903141815	0.322380492863757
HER2ST::C	0.025591133004926107	0.006066530532047773	0.019524602472878336	0.07667259624156175	0.03010951819572509	0.04656307804583666	0.17697570628605108	0.06135506575161748	0.1156206405344336	0.07968080020630078	0.03465044160615646	0.045030358600144316	38.15	80.04499999999999	41.89499999999999	0.7467515753722651	0.6292781391660702	0.11747343620619488	0.2532653511893314	-0.019033918333527956	0.2722992695228594
HER2ST::D	0.009156047852856362	0.004293584914525564	0.004862462938330798	0.04888847761048208	0.025368939493379584	0.023519538117102497	0.09700554329333724	0.04502060015385883	0.051984943139478414	0.047903699533819184	0.027017840833113017	0.020885858700706167	68.9	114.035	45.13499999999999	0.6412733013222935	0.45729846705490595	0.1839748342673876	0.14444686966009102	0.005415559738787761	0.13903130992130325
HER2ST::E	0.003704545874697281	0.0018013970352464496	0.0019031488394508312	0.019525037234100026	0.009187052375853311	0.010337984858246715	0.027659683016863598	0.021312406493375385	0.0063472765234882135	0.018549671476550667	0.013646098188189085	0.0049035732883615825	225.1	242.12	17.02000000000001	0.5521251564957843	0.536398961952586	0.015726194543198346	0.03104261915990157	-0.0009373483225646583	0.03197996748246623
HER2ST::F	0.0	0.0017301814116200817	-0.0017301814116200817	0.005678158302044685	0.008558673118697572	-0.0028805148166528866	0.01492921285274514	0.01749961612202499	-0.002570403269279849	0.01033573507531088	0.01200656895458507	-0.00167083387927419	285.2	296.72	11.520000000000039	0.848254983824434	0.8481339240570969	0.00012105976733711721	0.007259015545472932	-0.0005555184924728913	0.007814534037945823
HER2ST::G	0.011203772341652252	0.0028014285373332416	0.00840234380431901	0.040543127686309764	0.013543761246007428	0.026999366440302337	0.07959798306140671	0.023333548710458795	0.05626443435094791	0.03861018424920925	0.017299397016135594	0.021310787233073655	109.55	184.89999999999998	75.34999999999998	0.44726224931762726	0.24128734374898791	0.20597490556863934	0.15545268285012082	-0.007428885184448073	0.16288156803456888
HER2ST::H	0.0058273208007884325	0.0009272299093472746	0.004900090891441158	0.01987430166762594	0.007599390627521984	0.012274911040103958	0.033322105357365114	0.01890255718748146	0.014419548169883653	0.022839339278033055	0.012413972997650026	0.01042536628038303	181.3	244.16500000000002	62.86500000000001	0.2918214534603035	0.19332320089561572	0.0984982525646878	0.08505947416815772	-0.008315250583543694	0.09337472475170142
