dataset	pair_id	independent_unit_id	direction	fold	n_train_available	n_train_selected	n_test	n_components	coverage	strategy	repeat	top1	top5	top10	mean_reciprocal_rank	median_true_rank	region_label_accuracy	true_pair_cosine
HER2ST_manual_controlled	HER2ST_B1_CONTROLLED__reverse	HER2ST::B	reverse	4	168	135	47	16	0.8	permuted_truth_control	9	0.0	0.0	0.0	0.007533728635507451	173.0	0.06382978723404255	-0.08839595637033165
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	0	104	84	30	16	0.8	oracle_truth	0	0.03333333333333333	0.06666666666666667	0.23333333333333334	0.08220651389788987	27.0	0.6333333333333333	0.19546299336113535
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	0	104	84	30	16	0.8	permuted_truth_control	0	0.03333333333333333	0.03333333333333333	0.1	0.06459188661106405	49.0	0.4666666666666667	0.05733102871445915
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	0	104	84	30	16	0.8	permuted_truth_control	1	0.0	0.0	0.1	0.04053345323598004	44.5	0.36666666666666664	0.10564469616709005
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	0	104	84	30	16	0.8	permuted_truth_control	2	0.0	0.03333333333333333	0.13333333333333333	0.03142979747182028	77.0	0.3333333333333333	-0.04347680194740471
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	0	104	84	30	16	0.8	permuted_truth_control	3	0.06666666666666667	0.1	0.1	0.09695507696429373	69.0	0.4666666666666667	0.003956101065305917
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	0	104	84	30	16	0.8	permuted_truth_control	4	0.0	0.03333333333333333	0.1	0.0373287646793754	63.5	0.26666666666666666	0.05204603421105231
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	0	104	84	30	16	0.8	permuted_truth_control	5	0.0	0.03333333333333333	0.06666666666666667	0.03516127967650664	89.5	0.23333333333333334	-0.07013895583000868
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	0	104	84	30	16	0.8	permuted_truth_control	6	0.0	0.0	0.06666666666666667	0.02494753074963344	67.0	0.3333333333333333	-0.03235335859404719
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	0	104	84	30	16	0.8	permuted_truth_control	7	0.03333333333333333	0.03333333333333333	0.03333333333333333	0.051363078897330855	74.0	0.3	-0.008358185109819283
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	0	104	84	30	16	0.8	permuted_truth_control	8	0.0	0.0	0.03333333333333333	0.028046717242102774	55.5	0.36666666666666664	0.040314887541666365
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	0	104	84	30	16	0.8	permuted_truth_control	9	0.0	0.0	0.0	0.011881049254581182	89.5	0.23333333333333334	-0.1551892503172211
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	1	113	91	21	16	0.8	oracle_truth	0	0.0	0.0	0.19047619047619047	0.057285546633085306	22.0	0.9047619047619048	0.44645476099607134
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	1	113	91	21	16	0.8	permuted_truth_control	0	0.0	0.0	0.0	0.012151030261968367	84.0	0.5714285714285714	-0.24675642504582815
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	1	113	91	21	16	0.8	permuted_truth_control	1	0.0	0.09523809523809523	0.09523809523809523	0.034911366054544736	92.0	0.8571428571428571	-0.1424393189226651
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	1	113	91	21	16	0.8	permuted_truth_control	2	0.0	0.0	0.0	0.017489142454790444	85.0	0.6666666666666666	-0.09240082330883004
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	1	113	91	21	16	0.8	permuted_truth_control	3	0.0	0.047619047619047616	0.047619047619047616	0.038949791899029494	78.0	0.8095238095238095	-0.08238971574999585
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	1	113	91	21	16	0.8	permuted_truth_control	4	0.0	0.0	0.0	0.017399343012662893	84.0	0.8095238095238095	-0.054466564829373745
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	1	113	91	21	16	0.8	permuted_truth_control	5	0.0	0.0	0.0	0.01709630381495824	74.0	0.8095238095238095	-0.050530183044599344
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	1	113	91	21	16	0.8	permuted_truth_control	6	0.0	0.0	0.0	0.028483223002323605	47.0	0.7619047619047619	0.1260039428255882
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	1	113	91	21	16	0.8	permuted_truth_control	7	0.047619047619047616	0.047619047619047616	0.047619047619047616	0.062266123535087224	70.0	0.5238095238095238	-0.11471586316098967
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	1	113	91	21	16	0.8	permuted_truth_control	8	0.0	0.09523809523809523	0.09523809523809523	0.0708112560878209	47.0	0.7619047619047619	0.13267255656653235
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	1	113	91	21	16	0.8	permuted_truth_control	9	0.0	0.0	0.0	0.014489056973529162	81.0	0.7619047619047619	-0.09575102603985822
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	2	105	84	29	16	0.8	oracle_truth	0	0.0	0.10344827586206896	0.13793103448275862	0.06829025935275039	49.0	0.7241379310344828	0.10136176239827599
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	2	105	84	29	16	0.8	permuted_truth_control	0	0.0	0.034482758620689655	0.06896551724137931	0.029494467263059022	69.0	0.6551724137931034	-0.011378959837335828
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	2	105	84	29	16	0.8	permuted_truth_control	1	0.0	0.06896551724137931	0.13793103448275862	0.07063583152220886	43.0	0.9310344827586207	0.11516094819462827
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	2	105	84	29	16	0.8	permuted_truth_control	2	0.0	0.0	0.06896551724137931	0.027960694919547044	68.0	0.7931034482758621	-0.02552901785022757
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	2	105	84	29	16	0.8	permuted_truth_control	3	0.0	0.06896551724137931	0.06896551724137931	0.03592181170211717	70.0	0.896551724137931	0.019735718943419012
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	2	105	84	29	16	0.8	permuted_truth_control	4	0.0	0.06896551724137931	0.10344827586206896	0.04177883455680453	68.0	0.896551724137931	0.0029306543751446462
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	2	105	84	29	16	0.8	permuted_truth_control	5	0.034482758620689655	0.10344827586206896	0.13793103448275862	0.0714080702473083	54.0	0.7241379310344828	0.035621142536339453
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	2	105	84	29	16	0.8	permuted_truth_control	6	0.0	0.0	0.034482758620689655	0.028546633665712588	78.0	0.6896551724137931	-0.02847093753317518
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	2	105	84	29	16	0.8	permuted_truth_control	7	0.0	0.034482758620689655	0.06896551724137931	0.037270896804208725	70.0	0.7931034482758621	-0.004645497639869631
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	2	105	84	29	16	0.8	permuted_truth_control	8	0.0	0.0	0.06896551724137931	0.028508455078131423	85.0	0.8275862068965517	-0.027928117906483908
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	2	105	84	29	16	0.8	permuted_truth_control	9	0.0	0.0	0.13793103448275862	0.03685182802834543	60.0	0.7586206896551724	0.0023046111683016853
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	3	108	87	26	16	0.8	oracle_truth	0	0.0	0.0	0.19230769230769232	0.05171651542867658	32.5	0.7692307692307693	0.23375815773548975
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	3	108	87	26	16	0.8	permuted_truth_control	0	0.0	0.038461538461538464	0.11538461538461539	0.04926115365104042	69.5	0.7692307692307693	-0.004580244186668892
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	3	108	87	26	16	0.8	permuted_truth_control	1	0.0	0.038461538461538464	0.07692307692307693	0.03840540274612852	73.0	0.8846153846153846	-0.030761394224470426
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	3	108	87	26	16	0.8	permuted_truth_control	2	0.038461538461538464	0.11538461538461539	0.19230769230769232	0.08256743705591857	56.0	0.7307692307692307	0.036049022243371115
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	3	108	87	26	16	0.8	permuted_truth_control	3	0.0	0.038461538461538464	0.11538461538461539	0.034284754939471175	61.0	0.7307692307692307	-0.017951937894250227
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	3	108	87	26	16	0.8	permuted_truth_control	4	0.038461538461538464	0.038461538461538464	0.07692307692307693	0.05430060230429928	87.0	0.7692307692307693	-0.1081969952764825
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	3	108	87	26	16	0.8	permuted_truth_control	5	0.0	0.0	0.038461538461538464	0.024285358597436482	77.0	0.5769230769230769	-0.04053430214391064
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	3	108	87	26	16	0.8	permuted_truth_control	6	0.0	0.0	0.038461538461538464	0.021840624278205153	83.5	0.7307692307692307	-0.08047136679737342
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	3	108	87	26	16	0.8	permuted_truth_control	7	0.0	0.0	0.038461538461538464	0.016658799284754614	93.5	0.8461538461538461	-0.1329971455422407
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	3	108	87	26	16	0.8	permuted_truth_control	8	0.0	0.11538461538461539	0.11538461538461539	0.041672366392189415	60.0	0.6538461538461539	0.011995550508702619
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	3	108	87	26	16	0.8	permuted_truth_control	9	0.0	0.0	0.0	0.017953869512361904	75.5	0.9230769230769231	-0.015203712003119789
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	4	106	85	28	16	0.8	oracle_truth	0	0.07142857142857142	0.17857142857142858	0.25	0.1428924779885387	36.5	0.8214285714285714	0.32489379091392473
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	4	106	85	28	16	0.8	permuted_truth_control	0	0.03571428571428571	0.10714285714285714	0.14285714285714285	0.08397309233355545	40.5	0.35714285714285715	0.09502163573399935
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	4	106	85	28	16	0.8	permuted_truth_control	1	0.0	0.03571428571428571	0.07142857142857142	0.03977015548752962	45.0	0.6785714285714286	0.12225817884430522
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	4	106	85	28	16	0.8	permuted_truth_control	2	0.0	0.03571428571428571	0.07142857142857142	0.03047452475017712	93.0	0.6428571428571429	-0.11318513890016078
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	4	106	85	28	16	0.8	permuted_truth_control	3	0.03571428571428571	0.07142857142857142	0.10714285714285714	0.06581500564444795	68.5	0.7857142857142857	-0.04842772464338757
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	4	106	85	28	16	0.8	permuted_truth_control	4	0.0	0.03571428571428571	0.07142857142857142	0.03395329807826295	72.5	0.6071428571428571	-0.03166532937395882
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	4	106	85	28	16	0.8	permuted_truth_control	5	0.0	0.03571428571428571	0.10714285714285714	0.03470137301149296	56.0	0.6071428571428571	0.0821453260940224
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	4	106	85	28	16	0.8	permuted_truth_control	6	0.0	0.0	0.03571428571428571	0.022338581526196742	88.0	0.5	-0.03636707331531931
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	4	106	85	28	16	0.8	permuted_truth_control	7	0.0	0.0	0.10714285714285714	0.029588502983244853	81.0	0.39285714285714285	-0.010801777285989146
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	4	106	85	28	16	0.8	permuted_truth_control	8	0.0	0.0	0.0	0.01625961194335142	68.0	0.4642857142857143	-0.08586641078550916
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED	HER2ST::C	forward	4	106	85	28	16	0.8	permuted_truth_control	9	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.06475714630953125	80.5	0.8571428571428571	-0.02497039433607091
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	0	105	84	29	16	0.8	oracle_truth	0	0.034482758620689655	0.06896551724137931	0.13793103448275862	0.07393809205771393	42.0	0.8275862068965517	0.22174262715698628
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	0	105	84	29	16	0.8	permuted_truth_control	0	0.0	0.0	0.0	0.01878072913214991	105.0	0.7586206896551724	-0.035473554667114084
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	0	105	84	29	16	0.8	permuted_truth_control	1	0.0	0.034482758620689655	0.06896551724137931	0.03112404367854784	89.0	0.5862068965517241	0.028538256535777108
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	0	105	84	29	16	0.8	permuted_truth_control	2	0.0	0.10344827586206896	0.13793103448275862	0.07103032236352375	47.0	0.8620689655172413	0.15150777998821544
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	0	105	84	29	16	0.8	permuted_truth_control	3	0.0	0.0	0.0	0.01350195596286924	96.0	0.5517241379310345	-0.07553030583978718
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	0	105	84	29	16	0.8	permuted_truth_control	4	0.0	0.0	0.0	0.01611402531025319	86.0	0.7586206896551724	-0.011262001862256909
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	0	105	84	29	16	0.8	permuted_truth_control	5	0.034482758620689655	0.034482758620689655	0.06896551724137931	0.049510774218822114	112.0	0.8620689655172413	-0.07499436759398863
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	0	105	84	29	16	0.8	permuted_truth_control	6	0.0	0.034482758620689655	0.06896551724137931	0.0269651608107492	87.0	0.7931034482758621	-0.03661475863642339
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	0	105	84	29	16	0.8	permuted_truth_control	7	0.0	0.0	0.10344827586206896	0.029324022850398427	84.0	0.7241379310344828	0.026743029931340815
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	0	105	84	29	16	0.8	permuted_truth_control	8	0.034482758620689655	0.034482758620689655	0.034482758620689655	0.04900914136676743	85.0	0.7586206896551724	0.029719971891103272
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	0	105	84	29	16	0.8	permuted_truth_control	9	0.034482758620689655	0.034482758620689655	0.034482758620689655	0.047754301811690526	102.0	0.8275862068965517	-0.08678732701322664
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	1	110	88	24	16	0.8	oracle_truth	0	0.041666666666666664	0.08333333333333333	0.16666666666666666	0.08435019167625656	38.5	0.9166666666666666	0.30858564500454716
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	1	110	88	24	16	0.8	permuted_truth_control	0	0.0	0.041666666666666664	0.041666666666666664	0.041420740904829986	54.5	0.875	0.15190910133730695
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	1	110	88	24	16	0.8	permuted_truth_control	1	0.0	0.0	0.0	0.010307293531812547	118.0	0.4166666666666667	-0.17330432109366414
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	1	110	88	24	16	0.8	permuted_truth_control	2	0.0	0.0	0.041666666666666664	0.019205572037456382	82.5	0.6666666666666666	-0.023353508089963903
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	1	110	88	24	16	0.8	permuted_truth_control	3	0.0	0.0	0.0	0.019558711329032575	74.0	0.6666666666666666	0.04221319698128067
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	1	110	88	24	16	0.8	permuted_truth_control	4	0.0	0.0	0.0	0.012530993341595199	120.5	0.7083333333333334	-0.19322528180913298
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	1	110	88	24	16	0.8	permuted_truth_control	5	0.0	0.041666666666666664	0.041666666666666664	0.020960186628728145	101.0	0.5416666666666666	-0.1278845358424187
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	1	110	88	24	16	0.8	permuted_truth_control	6	0.0	0.0	0.0	0.01196758186922385	100.5	0.7083333333333334	-0.12824127107078293
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	1	110	88	24	16	0.8	permuted_truth_control	7	0.0	0.0	0.0	0.011655556903777854	103.0	0.7083333333333334	-0.11720042256258607
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	1	110	88	24	16	0.8	permuted_truth_control	8	0.0	0.0	0.041666666666666664	0.025038313857428496	78.0	0.7083333333333334	0.06747103831966132
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	1	110	88	24	16	0.8	permuted_truth_control	9	0.0	0.0	0.08333333333333333	0.03336156856720127	72.5	0.5416666666666666	0.10535451405075524
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	2	110	88	24	16	0.8	oracle_truth	0	0.041666666666666664	0.125	0.25	0.11938074589705279	25.5	0.8333333333333334	0.433780101853882
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	2	110	88	24	16	0.8	permuted_truth_control	0	0.0	0.0	0.0	0.0164361253695031	81.0	0.7083333333333334	-0.033121154190970586
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	2	110	88	24	16	0.8	permuted_truth_control	1	0.0	0.0	0.0	0.018990946311938903	82.5	0.6666666666666666	0.021279774937623872
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	2	110	88	24	16	0.8	permuted_truth_control	2	0.0	0.041666666666666664	0.041666666666666664	0.023237168019975274	117.0	0.9583333333333334	-0.13201901877402886
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	2	110	88	24	16	0.8	permuted_truth_control	3	0.0	0.041666666666666664	0.08333333333333333	0.04255713207331844	58.5	0.7083333333333334	0.15813575996043117
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	2	110	88	24	16	0.8	permuted_truth_control	4	0.0	0.041666666666666664	0.041666666666666664	0.025020538210712623	125.5	0.75	-0.10513079068370464
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	2	110	88	24	16	0.8	permuted_truth_control	5	0.0	0.0	0.041666666666666664	0.02606974165501919	73.5	0.7083333333333334	0.08698174132334452
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	2	110	88	24	16	0.8	permuted_truth_control	6	0.0	0.08333333333333333	0.08333333333333333	0.044271307726198084	89.5	0.6666666666666666	-0.091430437334169
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	2	110	88	24	16	0.8	permuted_truth_control	7	0.0	0.0	0.08333333333333333	0.023581342102494462	101.5	0.25	-0.05486959020518873
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	2	110	88	24	16	0.8	permuted_truth_control	8	0.0	0.0	0.041666666666666664	0.019546719212452577	74.0	0.625	0.020140505958098527
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	2	110	88	24	16	0.8	permuted_truth_control	9	0.0	0.041666666666666664	0.08333333333333333	0.025124132196333943	94.0	0.4583333333333333	-0.00855851037540369
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	3	104	84	30	16	0.8	oracle_truth	0	0.03333333333333333	0.06666666666666667	0.1	0.0646047245224843	55.5	0.6666666666666666	0.09432333365993693
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	3	104	84	30	16	0.8	permuted_truth_control	0	0.0	0.13333333333333333	0.13333333333333333	0.0710978629426073	51.5	0.6333333333333333	0.07935805704050077
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	3	104	84	30	16	0.8	permuted_truth_control	1	0.03333333333333333	0.06666666666666667	0.1	0.059563498248428874	84.5	0.5333333333333333	-0.028881522325811277
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	3	104	84	30	16	0.8	permuted_truth_control	2	0.0	0.0	0.03333333333333333	0.020120209728138005	94.5	0.8	-0.02960317941561613
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	3	104	84	30	16	0.8	permuted_truth_control	3	0.0	0.1	0.1	0.047324428853669845	89.5	0.6666666666666666	-0.008775879578145861
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	3	104	84	30	16	0.8	permuted_truth_control	4	0.0	0.0	0.06666666666666667	0.027446674339684136	70.0	0.6	0.04608225000980555
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	3	104	84	30	16	0.8	permuted_truth_control	5	0.0	0.0	0.03333333333333333	0.021547325070414444	109.0	0.7333333333333333	-0.05412887315195233
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	3	104	84	30	16	0.8	permuted_truth_control	6	0.03333333333333333	0.06666666666666667	0.1	0.05637286595556119	104.0	0.7666666666666667	-0.036643761544163975
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	3	104	84	30	16	0.8	permuted_truth_control	7	0.0	0.03333333333333333	0.03333333333333333	0.028189093486998214	112.5	0.7333333333333333	-0.0773600155230759
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	3	104	84	30	16	0.8	permuted_truth_control	8	0.0	0.0	0.06666666666666667	0.02448783886007179	98.5	0.7	-0.02134606286504394
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	3	104	84	30	16	0.8	permuted_truth_control	9	0.0	0.03333333333333333	0.1	0.03154982470169241	80.5	0.7666666666666667	0.005906830100450926
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	4	107	86	27	16	0.8	oracle_truth	0	0.0	0.07407407407407407	0.1111111111111111	0.05214293460855928	53.0	0.37037037037037035	0.1722903388130643
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	4	107	86	27	16	0.8	permuted_truth_control	0	0.0	0.037037037037037035	0.07407407407407407	0.02087523642213848	108.0	0.4444444444444444	-0.07419048861581577
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	4	107	86	27	16	0.8	permuted_truth_control	1	0.0	0.0	0.037037037037037035	0.022044088005369004	85.0	0.2962962962962963	-0.033583360269540834
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	4	107	86	27	16	0.8	permuted_truth_control	2	0.0	0.037037037037037035	0.1111111111111111	0.030930718473788588	86.0	0.2962962962962963	0.013660698455528933
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	4	107	86	27	16	0.8	permuted_truth_control	3	0.0	0.037037037037037035	0.037037037037037035	0.03560617309012842	94.0	0.25925925925925924	0.054563716549644196
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	4	107	86	27	16	0.8	permuted_truth_control	4	0.0	0.037037037037037035	0.037037037037037035	0.02456973674616333	83.0	0.14814814814814814	-0.017668531946115493
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	4	107	86	27	16	0.8	permuted_truth_control	5	0.0	0.0	0.0	0.012361723929117843	106.0	0.25925925925925924	-0.1303803469656038
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	4	107	86	27	16	0.8	permuted_truth_control	6	0.0	0.037037037037037035	0.07407407407407407	0.043746419648607406	97.0	0.4074074074074074	0.02619813642060748
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	4	107	86	27	16	0.8	permuted_truth_control	7	0.0	0.0	0.037037037037037035	0.018366995530745944	93.0	0.2962962962962963	-0.06460226116245017
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	4	107	86	27	16	0.8	permuted_truth_control	8	0.0	0.0	0.037037037037037035	0.0221353330492815	86.0	0.37037037037037035	0.014468151450900503
HER2ST_manual_controlled	HER2ST_C1_CONTROLLED__reverse	HER2ST::C	reverse	4	107	86	27	16	0.8	permuted_truth_control	9	0.037037037037037035	0.07407407407407407	0.14814814814814814	0.07522750768179257	63.0	0.5185185185185185	0.08024901005569099
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	HER2ST::D	forward	0	156	125	48	16	0.8	oracle_truth	0	0.020833333333333332	0.020833333333333332	0.041666666666666664	0.04851954663070964	77.5	0.5208333333333334	0.09656031641544603
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	HER2ST::D	forward	0	156	125	48	16	0.8	permuted_truth_control	0	0.0	0.08333333333333333	0.08333333333333333	0.04266394860172173	81.5	0.3541666666666667	0.04769694203417488
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	HER2ST::D	forward	0	156	125	48	16	0.8	permuted_truth_control	1	0.0	0.0	0.041666666666666664	0.02284659203573804	94.0	0.4375	-0.002420523504032289
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	HER2ST::D	forward	0	156	125	48	16	0.8	permuted_truth_control	2	0.0	0.0	0.041666666666666664	0.019309518987153895	98.5	0.4166666666666667	-0.015821961176738352
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	HER2ST::D	forward	0	156	125	48	16	0.8	permuted_truth_control	3	0.0	0.0625	0.08333333333333333	0.04003455698265534	93.0	0.3541666666666667	0.009158568348031889
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	HER2ST::D	forward	0	156	125	48	16	0.8	permuted_truth_control	4	0.020833333333333332	0.0625	0.08333333333333333	0.049409916090444796	102.5	0.2708333333333333	0.029716042863522557
