independent_unit_id	macro_f1_q0	macro_f1_q05	macro_f1_q1	macro_f1_q1_minus_q0	balanced_accuracy_q0	balanced_accuracy_q05	balanced_accuracy_q1	balanced_accuracy_q1_minus_q0	accuracy_q0	accuracy_q05	accuracy_q1	accuracy_q1_minus_q0	macro_f1_non_decreasing
HER2ST::A	0.23275343542408378	0.2843291513519109	0.2829286896576607	0.05017525423357694	0.40578880857898714	0.5228582057823129	0.5472068688586545	0.1414180602796674	0.520918270748741	0.6041888612526045	0.6401725271413337	0.11925425639259268	False
HER2ST::B	0.18403949737226222	0.17064324157676014	0.18154102388568144	-0.0024984734865807767	0.25439559500217784	0.282709308208848	0.3021841723306232	0.04778857732844538	0.27302160232625206	0.23327416877732512	0.23346812279385243	-0.03955347953239963	False
HER2ST::C	0.23513087152906126	0.29483060828301266	0.31278968553513087	0.07765881400606961	0.3376431633259364	0.4644374669059543	0.5071183650227767	0.16947520169684033	0.3896941457619161	0.5064904294105617	0.49578706506236453	0.10609291930044845	True
HER2ST::D	0.27973002918890677	0.39636853669680616	0.4438307034331852	0.16410067424427843	0.3555114458272811	0.5261120722349798	0.6093750818746966	0.25386363604741546	0.3788800625994209	0.5483953142660574	0.6358070875550412	0.2569270249556203	True
HER2ST::E	0.36824521194738963	0.37075316155843074	0.3774408206336451	0.009195608686255463	0.44041092343865024	0.5042465989057631	0.49984476532312305	0.059433841884472816	0.47268922409532477	0.4573994040801027	0.46695855421578625	-0.005730669879538519	True
HER2ST::F	0.27573259742493383	0.2940856412803335	0.3072258284049393	0.03149323098000545	0.3826159713576366	0.39561677711981635	0.44712004693122	0.0645040755735834	0.5596531946978375	0.5479142226017226	0.5740975448564735	0.014444350158635988	True
HER2ST::G	0.14044160440958908	0.18183222228262869	0.21240617625493435	0.07196457184534527	0.18164063260096364	0.261404735010614	0.3019682010777901	0.12032756847682646	0.2341628243433409	0.2815087627405167	0.34590452202426103	0.11174169768092013	True
HER2ST::H	0.1020923571540015	0.1029839013299629	0.11436689128481176	0.012274534130810255	0.1715967676871084	0.20174894019934958	0.21369566552742583	0.04209889784031742	0.18664235240072036	0.16949769333755732	0.15924959165981778	-0.027392760740902578	True
