independent_unit_id	pair_id	direction	fold	repeat	pair_purity	n_train_available	n_train_selected	n_test	macro_f1	balanced_accuracy	accuracy
HER2ST::D	HER2ST_D1_CONTROLLED	forward	2	0	1.0	148	119	56	0.5159401431359792	0.767948717948718	0.7678571428571429
HER2ST::D	HER2ST_D1_CONTROLLED	forward	2	1	0.0	148	119	56	0.13678804855275442	0.19615384615384618	0.19642857142857142
HER2ST::D	HER2ST_D1_CONTROLLED	forward	2	1	0.5	148	119	56	0.4221007893139041	0.6	0.6071428571428571
HER2ST::D	HER2ST_D1_CONTROLLED	forward	2	1	1.0	148	119	56	0.5214608849166943	0.7705128205128204	0.7678571428571429
HER2ST::D	HER2ST_D1_CONTROLLED__reverse	reverse	0	0	0.0	144	116	60	0.25040849673202614	0.37041156840934375	0.36666666666666664
HER2ST::D	HER2ST_D1_CONTROLLED__reverse	reverse	0	0	0.5	144	116	60	0.3538426864998873	0.485539488320356	0.48333333333333334
HER2ST::D	HER2ST_D1_CONTROLLED__reverse	reverse	0	0	1.0	144	116	60	0.5744870651204281	0.8353726362625139	0.8333333333333334
HER2ST::D	HER2ST_D1_CONTROLLED__reverse	reverse	0	1	0.0	144	116	60	0.3301907968574635	0.449944382647386	0.45
HER2ST::D	HER2ST_D1_CONTROLLED__reverse	reverse	0	1	0.5	144	116	60	0.40740740740740744	0.5511679644048944	0.55
HER2ST::D	HER2ST_D1_CONTROLLED__reverse	reverse	0	1	1.0	144	116	60	0.544973544973545	0.8042269187986651	0.8
HER2ST::D	HER2ST_D1_CONTROLLED__reverse	reverse	1	0	0.0	136	109	68	0.3994880819068949	0.44527986633249794	0.4264705882352941
HER2ST::D	HER2ST_D1_CONTROLLED__reverse	reverse	1	0	0.5	136	109	68	0.343849765258216	0.35964912280701755	0.47058823529411764
HER2ST::D	HER2ST_D1_CONTROLLED__reverse	reverse	1	0	1.0	136	109	68	0.36449332285938724	0.4139515455304929	0.5
HER2ST::D	HER2ST_D1_CONTROLLED__reverse	reverse	1	1	0.0	136	109	68	0.23084123084123084	0.233500417710944	0.3235294117647059
HER2ST::D	HER2ST_D1_CONTROLLED__reverse	reverse	1	1	0.5	136	109	68	0.3748122856104077	0.39139515455304935	0.45588235294117646
HER2ST::D	HER2ST_D1_CONTROLLED__reverse	reverse	1	1	1.0	136	109	68	0.3861498708010336	0.3817878028404344	0.5294117647058824
HER2ST::D	HER2ST_D1_CONTROLLED__reverse	reverse	2	0	0.0	128	103	76	0.1770996348461137	0.2648809523809524	0.25
HER2ST::D	HER2ST_D1_CONTROLLED__reverse	reverse	2	0	0.5	128	103	76	0.4012066365007542	0.6071428571428572	0.5789473684210527
HER2ST::D	HER2ST_D1_CONTROLLED__reverse	reverse	2	0	1.0	128	103	76	0.38211719181868437	0.5877976190476191	0.5263157894736842
HER2ST::D	HER2ST_D1_CONTROLLED__reverse	reverse	2	1	0.0	128	103	76	0.4376669925057022	0.6398809523809523	0.6578947368421053
HER2ST::D	HER2ST_D1_CONTROLLED__reverse	reverse	2	1	0.5	128	103	76	0.43931623931623937	0.6532738095238095	0.618421052631579
HER2ST::D	HER2ST_D1_CONTROLLED__reverse	reverse	2	1	1.0	128	103	76	0.32723900370959197	0.5133928571428572	0.4605263157894737
HER2ST::E	HER2ST_E1_CONTROLLED	forward	0	0	0.0	298	239	129	0.42537065354697157	0.5694137168141593	0.4806201550387597
HER2ST::E	HER2ST_E1_CONTROLLED	forward	0	0	0.5	298	239	129	0.42271944922547333	0.5246128318584071	0.49612403100775193
HER2ST::E	HER2ST_E1_CONTROLLED	forward	0	0	1.0	298	239	129	0.4850493334337576	0.5777101769911505	0.5891472868217055
HER2ST::E	HER2ST_E1_CONTROLLED	forward	0	1	0.0	298	239	129	0.4708777686628384	0.4742809734513274	0.689922480620155
HER2ST::E	HER2ST_E1_CONTROLLED	forward	0	1	0.5	298	239	129	0.43034188034188037	0.5110619469026549	0.5193798449612403
HER2ST::E	HER2ST_E1_CONTROLLED	forward	0	1	1.0	298	239	129	0.4027777777777778	0.5741150442477876	0.4418604651162791
HER2ST::E	HER2ST_E1_CONTROLLED	forward	1	0	0.0	253	203	174	0.5209213945011052	0.5219990435198469	0.5919540229885057
HER2ST::E	HER2ST_E1_CONTROLLED	forward	1	0	0.5	253	203	174	0.41216216216216217	0.438546150167384	0.42528735632183906
HER2ST::E	HER2ST_E1_CONTROLLED	forward	1	0	1.0	253	203	174	0.41706549979488583	0.4351984696317551	0.4367816091954023
HER2ST::E	HER2ST_E1_CONTROLLED	forward	1	1	0.0	253	203	174	0.4742054101285179	0.47895743663318985	0.5229885057471264
HER2ST::E	HER2ST_E1_CONTROLLED	forward	1	1	0.5	253	203	174	0.5627689236170872	0.5999521759923482	0.5804597701149425
HER2ST::E	HER2ST_E1_CONTROLLED	forward	1	1	1.0	253	203	174	0.43931256713211597	0.47776183644189385	0.4482758620689655
HER2ST::E	HER2ST_E1_CONTROLLED	forward	2	0	0.0	303	243	124	0.5129615082482325	0.5638009049773756	0.5161290322580645
HER2ST::E	HER2ST_E1_CONTROLLED	forward	2	0	0.5	303	243	124	0.4391347099311701	0.5524886877828055	0.4435483870967742
HER2ST::E	HER2ST_E1_CONTROLLED	forward	2	0	1.0	303	243	124	0.5588932806324111	0.6060331825037708	0.5645161290322581
HER2ST::E	HER2ST_E1_CONTROLLED	forward	2	1	0.0	303	243	124	0.437364371670941	0.46923076923076923	0.4435483870967742
HER2ST::E	HER2ST_E1_CONTROLLED	forward	2	1	0.5	303	243	124	0.5334961388687216	0.5745098039215686	0.5403225806451613
HER2ST::E	HER2ST_E1_CONTROLLED	forward	2	1	1.0	303	243	124	0.4789915966386554	0.5194570135746607	0.4838709677419355
HER2ST::E	HER2ST_E1_CONTROLLED__reverse	reverse	0	0	0.0	303	243	124	0.27751774120489203	0.44612068965517243	0.5080645161290323
HER2ST::E	HER2ST_E1_CONTROLLED__reverse	reverse	0	0	0.5	303	243	124	0.23124115148655025	0.5021551724137931	0.3951612903225806
HER2ST::E	HER2ST_E1_CONTROLLED__reverse	reverse	0	0	1.0	303	243	124	0.18050065876152832	0.33836206896551724	0.3064516129032258
HER2ST::E	HER2ST_E1_CONTROLLED__reverse	reverse	0	1	0.0	303	243	124	0.203921568627451	0.22413793103448276	0.41935483870967744
HER2ST::E	HER2ST_E1_CONTROLLED__reverse	reverse	0	1	0.5	303	243	124	0.21572871572871574	0.47198275862068967	0.3387096774193548
HER2ST::E	HER2ST_E1_CONTROLLED__reverse	reverse	0	1	1.0	303	243	124	0.2530408773678963	0.47844827586206895	0.4596774193548387
HER2ST::E	HER2ST_E1_CONTROLLED__reverse	reverse	1	0	0.0	254	204	173	0.301029601029601	0.4550996134403806	0.42196531791907516
HER2ST::E	HER2ST_E1_CONTROLLED__reverse	reverse	1	0	0.5	254	204	173	0.305394009886595	0.464466250371692	0.44508670520231214
HER2ST::E	HER2ST_E1_CONTROLLED__reverse	reverse	1	0	1.0	254	204	173	0.2967032967032967	0.41361879274457325	0.41040462427745666
HER2ST::E	HER2ST_E1_CONTROLLED__reverse	reverse	1	1	0.0	254	204	173	0.28525419829767656	0.41391614629794826	0.4161849710982659
HER2ST::E	HER2ST_E1_CONTROLLED__reverse	reverse	1	1	0.5	254	204	173	0.31196160622076424	0.48111804936068986	0.4508670520231214
HER2ST::E	HER2ST_E1_CONTROLLED__reverse	reverse	1	1	1.0	254	204	173	0.34654654654654654	0.5290663098424027	0.5086705202312138
HER2ST::E	HER2ST_E1_CONTROLLED__reverse	reverse	2	0	0.0	297	238	130	0.24418499411711467	0.303921568627451	0.3153846153846154
HER2ST::E	HER2ST_E1_CONTROLLED__reverse	reverse	2	0	0.5	297	238	130	0.28571428571428575	0.5065359477124183	0.4230769230769231
HER2ST::E	HER2ST_E1_CONTROLLED__reverse	reverse	2	0	1.0	297	238	130	0.2978653530377668	0.5294117647058824	0.4461538461538462
HER2ST::E	HER2ST_E1_CONTROLLED__reverse	reverse	2	1	0.0	297	238	130	0.26533333333333337	0.3640522875816994	0.34615384615384615
HER2ST::E	HER2ST_E1_CONTROLLED__reverse	reverse	2	1	0.5	297	238	130	0.2983749055177627	0.42352941176470593	0.4307692307692308
HER2ST::E	HER2ST_E1_CONTROLLED__reverse	reverse	2	1	1.0	297	238	130	0.3725430597771024	0.5189542483660131	0.5076923076923077
HER2ST::F	HER2ST_F1_CONTROLLED	forward	0	0	0.0	377	302	150	0.33474366304554987	0.5015756302521008	0.7933333333333333
HER2ST::F	HER2ST_F1_CONTROLLED	forward	0	0	0.5	377	302	150	0.5378295104416296	0.5793067226890757	0.76
HER2ST::F	HER2ST_F1_CONTROLLED	forward	0	0	1.0	377	302	150	0.3473328195907184	0.6486344537815126	0.6533333333333333
HER2ST::F	HER2ST_F1_CONTROLLED	forward	0	1	0.0	377	302	150	0.4375	0.4490546218487395	0.64
HER2ST::F	HER2ST_F1_CONTROLLED	forward	0	1	0.5	377	302	150	0.4511124121779859	0.4637605042016807	0.6666666666666666
HER2ST::F	HER2ST_F1_CONTROLLED	forward	0	1	1.0	377	302	150	0.4797895240373117	0.5945378151260504	0.6133333333333333
HER2ST::F	HER2ST_F1_CONTROLLED	forward	1	0	0.0	342	274	185	0.26870673952641166	0.3802946593001842	0.6324324324324324
HER2ST::F	HER2ST_F1_CONTROLLED	forward	1	0	0.5	342	274	185	0.24518443201717224	0.35082872928176795	0.5459459459459459
HER2ST::F	HER2ST_F1_CONTROLLED	forward	1	0	1.0	342	274	185	0.24780368682807707	0.356353591160221	0.5621621621621622
HER2ST::F	HER2ST_F1_CONTROLLED	forward	1	1	0.0	342	274	185	0.2777777777777778	0.39134438305709024	0.6648648648648648
HER2ST::F	HER2ST_F1_CONTROLLED	forward	1	1	0.5	342	274	185	0.27388535031847133	0.23756906077348064	0.6972972972972973
HER2ST::F	HER2ST_F1_CONTROLLED	forward	1	1	1.0	342	274	185	0.2731098233995585	0.3858195211786372	0.6486486486486487
HER2ST::F	HER2ST_F1_CONTROLLED	forward	2	0	0.0	335	268	192	0.2740286298568507	0.3806818181818182	0.6979166666666666
HER2ST::F	HER2ST_F1_CONTROLLED	forward	2	0	0.5	335	268	192	0.30635295883522834	0.45738636363636365	0.734375
HER2ST::F	HER2ST_F1_CONTROLLED	forward	2	0	1.0	335	268	192	0.4631578947368421	0.5227272727272727	0.6458333333333334
